Complaint Number,Status,Date Entered,House Number,House Street,BIN,Community Board,Special District,Complaint Category,Unit,Disposition Date,Disposition Code,Inspection Date,DOBRunDate
3437109,CLOSED,02/25/2013,166         ,ROCKAWAY PARKWAY                ,3100706,317,   ,65,PLUMB,02/26/2013,C2,02/26/2013,2013-02-27 00:00:00
3413600,CLOSED,05/30/2012,4113        ,7 AVENUE                        ,3018163,307,   ,05,BKLYN,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437283,ACTIVE,02/26/2013,267         ,FLATBUSH AVENUE                 ,3028027,308,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3414945,CLOSED,06/12/2012,580         ,CARLTON AVENUE                  ,3028067,308,   ,4C,EXCAV,02/26/2013,L3,02/26/2013,2013-02-27 00:00:00
3437269,CLOSED,02/26/2013,1566        ,BEDFORD AVENUE                  ,3033132,309,   ,86,BKLYN,02/26/2013,I1,02/26/2013,2013-02-27 00:00:00
3436757,ACTIVE,02/19/2013,1579        ,STERLING PLACE                  ,3036620,308,   ,59,ELCTR,02/26/2013,C1,02/22/2013,2013-02-27 00:00:00
3437228,ACTIVE,02/26/2013,2152        ,ATLANTIC AVENUE                 ,3038565,316,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3436165,CLOSED,02/11/2013,127         ,SOUTH 2 STREET                  ,3062945,301,   ,31,BKLYN,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
3437305,ACTIVE,02/26/2013,12          ,EVERGREEN AVENUE                ,3071629,301,IBZ,52,PLUMB,,  ,,2013-02-27 00:00:00
3415642,ACTIVE,06/19/2012,186         ,STOCKHOLM STREET                ,3074138,304,   ,05,BKLYN,02/26/2013,C1,02/22/2013,2013-02-27 00:00:00
3437278,ACTIVE,02/26/2013,966         ,BUSHWICK AVENUE                 ,3075298,304,   ,05,BKLYN,,  ,,2013-02-27 00:00:00
3437276,ACTIVE,02/26/2013,966         ,BUSHWICK AVENUE                 ,3075298,304,   ,3A,CITY ,,  ,,2013-02-27 00:00:00
3437282,ACTIVE,02/26/2013,966         ,BUSHWICK AVENUE                 ,3075298,304,   ,76,CITY ,,  ,,2013-02-27 00:00:00
3437311,ACTIVE,02/26/2013,246         ,CORNELIA STREET                 ,3077626,304,   ,58,BOILR,,  ,,2013-02-27 00:00:00
3432037,CLOSED,12/17/2012,610         ,EAST 3 STREET                   ,3126628,312,   ,58,BOILR,02/26/2013,C2,02/20/2013,2013-02-27 00:00:00
3436367,CLOSED,02/13/2013,674         ,DAHILL ROAD                     ,3127388,312,   ,05,BKLYN,02/26/2013,C2,02/26/2013,2013-02-27 00:00:00
3437279,CLOSED,02/26/2013,2154        ,61 STREET                       ,3132668,311,   ,4F,SCFLD,02/26/2013,H3,02/25/2013,2013-02-27 00:00:00
3416157,ACTIVE,06/24/2012,618         ,78 STREET                       ,3150461,310,   ,31,BKLYN,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
3437328,ACTIVE,02/26/2013,9015        ,FORT HAMILTON PARKWAY           ,3154836,310,   ,66,PLUMB,,  ,,2013-02-27 00:00:00
3437213,ACTIVE,02/26/2013,86          ,LORRAINE STREET                 ,3336640,306,   ,05,BKLYN,,  ,,2013-02-27 00:00:00
3416347,CLOSED,06/26/2012,4           ,MC KIBBIN COURT                 ,3323558,301,   ,45,BKLYN,02/26/2013,A8,02/22/2013,2013-02-27 00:00:00
3416346,CLOSED,06/26/2012,4           ,MC KIBBIN COURT                 ,3323558,301,   ,05,BKLYN,02/26/2013,A8,02/22/2013,2013-02-27 00:00:00
3424823,ACTIVE,09/21/2012,46          ,BAY 11 STREET                   ,3166252,311,   ,05,BKLYN,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
3437326,ACTIVE,02/26/2013,168         ,BAY 34 STREET                   ,3185906,311,   ,35,BKLYN,,  ,,2013-02-27 00:00:00
3377312,CLOSED,05/12/2011,1124        ,AVENUE L                        ,3253682,314,   ,10,SCFLD,02/26/2013,L2,02/25/2013,2013-02-27 00:00:00
3437219,ACTIVE,02/26/2013,399         ,STANHOPE STREET                 ,3074301,304,   ,05,BKLYN,,  ,,2013-02-27 00:00:00
3437289,ACTIVE,02/26/2013,1812        ,PITKIN AVENUE                   ,3083891,316,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437247,CLOSED,02/26/2013,235         ,ARLINGTON AVENUE                ,3087035,305,   ,30,ERT  ,02/26/2013,Y1,02/26/2013,2013-02-27 00:00:00
3436421,CLOSED,02/13/2013,1675        ,61 STREET                       ,3132073,312,   ,66,PLUMB,02/26/2013,C4,02/20/2013,2013-02-27 00:00:00
3436778,CLOSED,02/19/2013,1675        ,61 STREET                       ,3132073,312,   ,66,PLUMB,02/26/2013,H1,02/20/2013,2013-02-27 00:00:00
3437260,ACTIVE,02/26/2013,6301        ,18 AVENUE                       ,3133141,311,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4494084,CLOSED,09/14/2011,41-09       ,NATIONAL STREET                 ,4048564,404,   ,4C,EXCAV,02/26/2013,L3,02/20/2013,2013-02-27 00:00:00
3437258,ACTIVE,02/26/2013,6701        ,11 AVENUE                       ,3142804,310,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437143,CLOSED,02/25/2013,153         ,76 STREET                       ,3148666,310,   ,05,BKLYN,02/26/2013,A3,02/26/2013,2013-02-27 00:00:00
3437257,ACTIVE,02/26/2013,560         ,77 STREET                       ,3149908,310,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3436826,CLOSED,02/20/2013,695         ,WASHINGTON AVENUE               ,3330781,308,   ,59,ELCTR,02/26/2013,A8,02/22/2013,2013-02-27 00:00:00
3436825,CLOSED,02/20/2013,693         ,WASHINGTON AVENUE               ,3330781,308,   ,59,ELCTR,02/26/2013,A8,02/22/2013,2013-02-27 00:00:00
2182492,ACTIVE,02/26/2013,3811        ,PRATT AVENUE                    ,2114702,212,   ,45,BRONX,,  ,,2013-02-27 00:00:00
3437238,ACTIVE,02/26/2013,1672        ,EAST 9 STREET                   ,3176236,315,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437270,ACTIVE,02/26/2013,1317        ,EAST 14 STREET                  ,3180922,314,   ,58,BOILR,,  ,,2013-02-27 00:00:00
3424762,CLOSED,09/21/2012,210         ,BAY 40 STREET                   ,3186649,311,   ,15,BKLYN,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
4541890,ACTIVE,02/26/2013,31-25       ,31 STREET                       ,4008368,401,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4541886,ACTIVE,02/26/2013,31-25       ,31 STREET                       ,4008368,401,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4541887,ACTIVE,02/26/2013,31-25       ,31 STREET                       ,4008368,401,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4541885,ACTIVE,02/26/2013,31-25       ,31 STREET                       ,4008368,401,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4541884,ACTIVE,02/26/2013,31-25       ,31 STREET                       ,4008368,401,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4541888,ACTIVE,02/26/2013,31-25       ,31 STREET                       ,4008368,401,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4541889,ACTIVE,02/26/2013,31-25       ,31 STREET                       ,4008368,401,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4541891,ACTIVE,02/26/2013,31-25       ,31 STREET                       ,4008368,401,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
2182518,ACTIVE,02/26/2013,1185        ,LEBANON STREET                  ,2042485,206,   ,37,ERT  ,,  ,,2013-02-27 00:00:00
3432947,ACTIVE,12/30/2012,1512        ,NEW YORK AVENUE                 ,3389624,317,   ,58,BOILR,02/26/2013,C1,02/20/2013,2013-02-27 00:00:00
2182499,CLOSED,02/26/2013,3813        ,BOSTON ROAD                     ,2097416,212,   ,4J,ERT  ,02/26/2013,MK,02/22/2013,2013-02-27 00:00:00
3437189,CLOSED,02/25/2013,21          ,FRONT STREET                    ,3000082,302,   ,03,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437030,CLOSED,02/22/2013,76          ,COURT STREET                    ,3002635,302,   ,04,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
4526067,CLOSED,08/30/2012,25-26       ,96 STREET                       ,4462731,403,   ,45,QNS.,02/26/2013,C2,02/24/2013,2013-02-27 00:00:00
3432132,ACTIVE,12/18/2012,125         ,HULL STREET                     ,3041690,316,   ,4B,SEP  ,02/26/2013,C1,02/20/2013,2013-02-27 00:00:00
4541974,ACTIVE,02/26/2013,187-14      ,90 AVENUE                       ,4858554,412,   ,45,QNS.,,  ,,2013-02-27 00:00:00
3417614,CLOSED,07/09/2012,239         ,GREENE AVENUE                   ,3055761,302,   ,45,BKLYN,02/26/2013,G5,02/26/2013,2013-02-27 00:00:00
3436162,CLOSED,02/11/2013,177         ,BEDFORD AVENUE                  ,3061940,301,   ,31,BKLYN,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
3436522,CLOSED,02/15/2013,175         ,BEDFORD AVENUE                  ,3061941,301,   ,31,BKLYN,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
3416148,CLOSED,06/24/2012,163         ,SOUTH 1 STREET                  ,3062801,301,   ,53,BKLYN,02/26/2013,C2,02/22/2013,2013-02-27 00:00:00
3415436,CLOSED,06/16/2012,500         ,GRAND STREET                    ,3062881,301,   ,45,BKLYN,02/26/2013,C2,02/23/2013,2013-02-27 00:00:00
3437324,ACTIVE,02/26/2013,145         ,WILSON AVENUE                   ,3072923,304,   ,74,BKLYN,,  ,,2013-02-27 00:00:00
3437295,ACTIVE,02/26/2013,4817        ,SNYDER AVENUE                   ,3102802,317,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
5100158,CLOSED,10/02/2012,224         ,ANDERSON STREET                 ,5142078,501,   ,45,ST.IS,02/26/2013,C2,02/23/2013,2013-02-27 00:00:00
3437256,ACTIVE,02/26/2013,346         ,72 STREET                       ,3147346,310,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437160,CLOSED,02/25/2013,1750        ,EAST 15 STREET                  ,3182923,315,   ,10,ERT  ,02/26/2013,A8,02/26/2013,2013-02-27 00:00:00
3417592,CLOSED,07/09/2012,2217        ,AVENUE U                        ,3198439,315,   ,05,BKLYN,02/26/2013,I1,02/26/2013,2013-02-27 00:00:00
3437025,CLOSED,02/22/2013,340         ,ELLERY STREET                   ,3251836,304,   ,31,BKLYN,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437263,ACTIVE,02/26/2013,1265        ,SHORE PARKWAY                   ,3328640,311,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437094,CLOSED,02/24/2013,217         ,VAN BRUNT STREET                ,3341871,306,   ,10,ERT  ,02/26/2013,C2,02/26/2013,2013-02-27 00:00:00
4541196,ACTIVE,02/16/2013,216         ,BEACH 100 STREET                ,4534476,414,   ,59,ELCTR,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
1343818,CLOSED,02/24/2013,124         ,WADSWORTH AVENUE                ,1081877,112,   ,66,PLUMB,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
3437028,ACTIVE,02/22/2013,1146        ,GLENMORE AVENUE                 ,3094791,305,   ,65,PLUMB,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
3437268,CLOSED,02/26/2013,160         ,PARKSIDE AVENUE                 ,3115913,314,   ,62,ELEVR,02/26/2013,H1,02/25/2013,2013-02-27 00:00:00
3436496,CLOSED,02/14/2013,160         ,PARKSIDE AVENUE                 ,3115913,314,   ,63,ELEVR,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437154,CLOSED,02/25/2013,160         ,PARKSIDE AVENUE                 ,3115913,314,   ,62,ELEVR,02/26/2013,H1,02/25/2013,2013-02-27 00:00:00
3437297,ACTIVE,02/26/2013,455         ,OCEAN PARKWAY                   ,3126839,312,   ,23,SCFLD,,  ,,2013-02-27 00:00:00
3437216,ACTIVE,02/26/2013,4224        ,12 AVENUE                       ,3135864,312,   ,31,BKLYN,,  ,,2013-02-27 00:00:00
3437294,ACTIVE,02/26/2013,1268        ,52 STREET                       ,3138702,312,   ,30,ERT  ,,  ,,2013-02-27 00:00:00
3416735,CLOSED,06/30/2012,1441        ,67 STREET                       ,3142628,311,   ,71,ERT  ,02/26/2013,C2,02/25/2013,2013-02-27 00:00:00
3437288,CLOSED,02/26/2013,6019        ,4 AVENUE                        ,3143409,307,   ,4F,SCFLD,02/26/2013,H3,02/25/2013,2013-02-27 00:00:00
3437296,ACTIVE,02/26/2013,7620        ,RIDGE BOULEVARD                 ,3149134,310,   ,1G,STALL,02/26/2013,S2,02/25/2013,2013-02-27 00:00:00
3399834,CLOSED,01/03/2012,7624        ,RIDGE BOULEVARD                 ,3149134,310,   ,14,EXCAV,02/26/2013,A3,02/25/2013,2013-02-27 00:00:00
3437194,CLOSED,02/25/2013,8615        ,FORT HAMILTON PARKWAY           ,3153836,310,   ,62,ELEVR,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
3437301,ACTIVE,02/26/2013,555         ,92 STREET                       ,3154823,310,   ,58,BOILR,,  ,,2013-02-27 00:00:00
3437262,ACTIVE,02/26/2013,2130        ,77 STREET                       ,3161637,311,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437226,ACTIVE,02/26/2013,1201        ,AVENUE K                        ,3179890,314,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437223,ACTIVE,02/26/2013,2569        ,EAST 29 STREET                  ,3204735,315,   ,05,BKLYN,,  ,,2013-02-27 00:00:00
3437229,ACTIVE,02/26/2013,1077        ,EAST 42 STREET                  ,3215143,318,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437242,ACTIVE,02/26/2013,130         ,ST EDWARDS STREET               ,3322038,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437123,CLOSED,02/25/2013,267         ,6 STREET                        ,3800580,306,   ,03,BEST ,02/26/2013,I2,02/25/2012,2013-02-27 00:00:00
3436956,CLOSED,02/22/2013,76          ,UNION AVENUE                    ,3395331,301,   ,31,BKLYN,02/26/2013,A8,02/21/2013,2013-02-27 00:00:00
3436958,CLOSED,02/22/2013,78          ,UNION AVENUE                    ,3395332,301,   ,31,BKLYN,02/26/2013,A8,02/21/2013,2013-02-27 00:00:00
3436961,CLOSED,02/22/2013,80          ,UNION AVENUE                    ,3395333,301,   ,31,BKLYN,02/26/2013,A8,02/21/2013,2013-02-27 00:00:00
3436964,CLOSED,02/22/2013,82          ,UNION AVENUE                    ,3395334,301,   ,31,BKLYN,02/26/2013,A8,02/21/2013,2013-02-27 00:00:00
4541932,ACTIVE,02/26/2013,32-06       ,21 STREET                       ,4005791,401,   ,58,BOILR,,  ,,2013-02-27 00:00:00
3437285,ACTIVE,02/26/2013,279         ,MENAHAN STREET                  ,3075719,304,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437280,ACTIVE,02/26/2013,277         ,MENAHAN STREET                  ,3075720,304,   ,05,BKLYN,,  ,,2013-02-27 00:00:00
3437240,ACTIVE,02/26/2013,125         ,ASHLAND PLACE                   ,3322035,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437241,ACTIVE,02/26/2013,135         ,ASHLAND PLACE                   ,3322036,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437329,ACTIVE,02/26/2013,1350        ,DECATUR STREET                  ,3079854,304,   ,59,ELCTR,,  ,,2013-02-27 00:00:00
3437310,ACTIVE,02/26/2013,606         ,CHESTER STREET                  ,3082808,316,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
1343925,ACTIVE,02/26/2013,44          ,WEST 22 STREET                  ,1087505,105,   ,59,ELCTR,,  ,,2013-02-27 00:00:00
3432951,ACTIVE,12/30/2012,236         ,RIDGEWOOD AVENUE                ,3087392,305,   ,58,BOILR,02/26/2013,C3,02/20/2013,2013-02-27 00:00:00
3437237,ACTIVE,02/26/2013,177         ,PINE STREET                     ,3092722,305,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437325,ACTIVE,02/26/2013,877         ,RUTLAND ROAD                    ,3099210,317,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437306,ACTIVE,02/26/2013,75          ,HAWTHORNE STREET                ,3115529,309,   ,63,ELEVR,,  ,,2013-02-27 00:00:00
3437235,ACTIVE,02/26/2013,6120        ,18 AVENUE                       ,3132431,311,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3436056,CLOSED,02/08/2013,237         ,96 STREET                       ,3155561,310,   ,45,BKLYN,02/26/2013,H1,02/25/2013,2013-02-27 00:00:00
3437053,CLOSED,02/23/2013,57          ,AVENUE O                        ,3173226,311,   ,04,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437138,CLOSED,02/25/2013,1835        ,OCEAN PARKWAY                   ,3178718,315,   ,05,BKLYN,02/26/2013,A3,02/26/2013,2013-02-27 00:00:00
3422091,CLOSED,08/22/2012,1958        ,OCEAN AVENUE                    ,3181616,314,   ,21,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
3437184,CLOSED,02/25/2013,1958        ,OCEAN AVENUE                    ,3181616,314,   ,03,ERT  ,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
5101553,CLOSED,12/15/2012,7119        ,AMBOY ROAD                      ,5149106,503,   ,15,ST.IS,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3425284,CLOSED,09/26/2012,655         ,EAST 83 STREET                  ,3223826,318,   ,45,BKLYN,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
3436599,CLOSED,02/16/2013,9910        ,GLENWOOD ROAD                   ,3229759,318,   ,04,ERT  ,02/26/2013,C2,02/26/2012,2013-02-27 00:00:00
3437218,CLOSED,02/26/2013,291         ,HOOPER STREET                   ,3335977,301,   ,4J,ERT  ,02/26/2013,MA,02/23/2013,2013-02-27 00:00:00
3437281,ACTIVE,02/26/2013,246         ,QUINCY STREET                   ,3825071,303,   ,55,BKLYN,,  ,,2013-02-27 00:00:00
4541911,ACTIVE,02/26/2013,35-01       ,QUEENS BOULEVARD                ,4003157,402,IBZ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4541868,CLOSED,02/26/2013,31-64       ,41 STREET                       ,4011146,401,   ,05,QNS.,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
3410431,ACTIVE,04/30/2012,239         ,NORTH 9 STREET                  ,3061725,301,   ,1G,STALL,02/26/2013,S7,02/25/2013,2013-02-27 00:00:00
3437307,ACTIVE,02/26/2013,227         ,SOUTH 2 STREET                  ,3063013,301,   ,86,ERT  ,,  ,,2013-02-27 00:00:00
3437220,CLOSED,02/26/2013,60          ,SOUTH 2 STREET                  ,3063064,301,   ,4J,ERT  ,02/26/2013,MG,02/23/2013,2013-02-27 00:00:00
3326621,CLOSED,12/08/2009,134         ,FRANKLIN STREET                 ,3064807,301,   ,23,BEST ,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
5102796,ACTIVE,02/26/2013,101         ,CASTLETON AVENUE                ,5089389,501,   ,29,ST.IS,,  ,,2013-02-27 00:00:00
3437215,ACTIVE,02/26/2013,563         ,NEW LOTS AVENUE                 ,3090700,305,   ,30,ERT  ,02/26/2013,C1,02/26/2013,2013-02-27 00:00:00
3399606,CLOSED,12/29/2011,1168        ,  44 STREET                     ,3136386,312,   ,4C,EXCAV,02/26/2013,A3,02/20/2013,2013-02-27 00:00:00
3417626,CLOSED,07/10/2012,458         ,85 STREET                       ,3153155,310,   ,05,BKLYN,02/26/2013,I1,02/26/2013,2013-02-27 00:00:00
3437068,CLOSED,02/23/2013,82          ,BAY 46 STREET                   ,3186906,313,   ,49,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
3414176,CLOSED,06/04/2012,82          ,BAY 46 STREET                   ,3186906,313,   ,45,BKLYN,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437271,ACTIVE,02/26/2013,744A        ,WILLOUGHBY AVENUE               ,3324966,303,   ,86,BKLYN,,  ,,2013-02-27 00:00:00
3437274,ACTIVE,02/26/2013,744         ,WILLOUGHBY AVENUE               ,3324967,303,   ,12,BEST ,,  ,,2013-02-27 00:00:00
3436719,CLOSED,02/19/2013,2405        ,VOORHIES AVENUE                 ,3205210,315,   ,73,ERT  ,02/26/2013,A8,02/25/2013,2013-02-27 00:00:00
3436713,ACTIVE,02/19/2013,1244        ,RYDER STREET                    ,3217168,318,   ,73,ERT  ,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
3437322,ACTIVE,02/26/2013,53          ,BRIDGE STREET                   ,3335871,302,   ,10,ERT  ,,  ,,2013-02-27 00:00:00
3437250,ACTIVE,02/26/2013,300         ,JAY STREET                      ,3335892,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437251,ACTIVE,02/26/2013,300         ,JAY STREET                      ,3335892,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437300,CLOSED,02/26/2013,389         ,BRIDGE ST                       ,3335893,302,   ,2E,BEST ,02/26/2013,P6,02/26/2013,2013-02-27 00:00:00
4541988,ACTIVE,02/26/2013,133-40      ,125 STREET                      ,4534868,410,   ,45,QNS.,,  ,,2013-02-27 00:00:00
3437275,CLOSED,02/26/2013,655         ,FRANKLIN AVENUE                 ,3840604,308,   ,21,BEST ,02/26/2013,H3,02/26/2013,2013-02-27 00:00:00
4527412,ACTIVE,09/13/2012,27-31       ,KEARNEY STREET                  ,4538707,403,   ,45,QNS.,02/26/2013,C1,02/24/2013,2013-02-27 00:00:00
5102252,CLOSED,01/23/2013,26          ,WAVE STREET                     ,5154513,501,   ,45,ST.IS,02/26/2013,C2,02/25/2013,2013-02-27 00:00:00
4541788,CLOSED,02/25/2013,35-25       ,29 STREET                       ,4004108,401,   ,10,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
4524593,ACTIVE,08/15/2012,28-16       ,100 STREET                      ,4033050,403,   ,45,QNS.,02/26/2013,C1,02/24/2013,2013-02-27 00:00:00
3432133,ACTIVE,12/18/2012,2134        ,FULTON STREET                   ,3042196,316,   ,4B,SEP  ,02/26/2013,C1,02/20/2013,2013-02-27 00:00:00
3437321,ACTIVE,02/26/2013,619         ,HANCOCK STREET                  ,3045837,303,   ,92,SPOPS,,  ,,2013-02-27 00:00:00
3437317,ACTIVE,02/26/2013,248         ,NORTH 8 STREET                  ,3061991,301,   ,04,ERT  ,,  ,,2013-02-27 00:00:00
3432476,CLOSED,12/21/2012,234         ,UNION AVENUE                    ,3070916,301,   ,73,BKLYN,02/26/2013,C2,02/21/2013,2013-02-27 00:00:00
3430365,CLOSED,11/27/2012,234         ,UNION AVENUE                    ,3070916,301,   ,73,BKLYN,02/26/2013,C2,02/21/2013,2013-02-27 00:00:00
3437293,ACTIVE,02/26/2013,1104        ,GATES AVENUE                    ,3076405,304,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3436526,CLOSED,02/15/2013,319         ,ELDERT STREET                   ,3078936,304,   ,31,BKLYN,02/26/2013,I2,02/21/2013,2013-02-27 00:00:00
3437314,ACTIVE,02/26/2013,123         ,BRADFORD STREET                 ,3083368,305,   ,1A,BKLYN,,  ,,2013-02-27 00:00:00
3437273,ACTIVE,02/26/2013,265         ,MAPLE STREET                    ,3114839,309,   ,71,BKLYN,,  ,,2013-02-27 00:00:00
3320097,CLOSED,09/30/2009,30          ,EAST    4 STREET                ,3122358,307,   ,14,EXCAV,02/26/2013,L3,02/26/2013,2013-02-27 00:00:00
3436991,CLOSED,02/22/2013,162         ,96 STREET                       ,3155797,310,   ,03,ERT  ,02/26/2013,C2,02/25/2013,2013-02-27 00:00:00
3437309,ACTIVE,02/26/2013,1355        ,EAST 18 STREET                  ,3181109,314,   ,04,ERT  ,,  ,,2013-02-27 00:00:00
3437290,ACTIVE,02/26/2013,3255        ,SHORE PARKWAY                   ,3204905,315,   ,80,ELEVR,,  ,,2013-02-27 00:00:00
3436848,CLOSED,02/20/2013,1245        ,OCEAN AVENUE                    ,3205712,314,   ,77,SPOPS,02/26/2013,I2,02/26/2013,2013-02-27 00:00:00
3437148,CLOSED,02/25/2013,157         ,IRWIN STREET                    ,3246513,315,   ,10,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3437227,ACTIVE,02/26/2013,157         ,IRWIN STREET                    ,3246513,315,   ,29,BKLYN,,  ,,2013-02-27 00:00:00
3437259,ACTIVE,02/26/2013,1310        ,84 STREET                       ,3256805,310,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4539539,CLOSED,01/30/2013,43-12       ,214 PLACE                       ,4538645,411,   ,1E,SCFLD,02/26/2013,L2,02/26/2013,2013-02-27 00:00:00
4541764,CLOSED,02/25/2013,95-22       ,86 STREET                       ,4524967,409,   ,73,ERT  ,02/26/2013,Y3,02/25/2013,2013-02-27 00:00:00
4541903,ACTIVE,02/26/2013,48-18       ,NORTHERN BOULEVARD              ,4000822,401,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
4541751,CLOSED,02/25/2013,48-07       ,DITMARS BOULEVARD               ,4014310,401,   ,45,QNS.,02/26/2013,A8,02/24/2013,2013-02-27 00:00:00
4528566,CLOSED,09/25/2012,40-27       ,67 STREET                       ,4030270,402,   ,45,QNS.,02/26/2013,Y3,02/25/2013,2013-02-27 00:00:00
4541957,ACTIVE,02/26/2013,3134        ,89 STREET                       ,4033961,403,   ,45,QNS.,,  ,,2013-02-27 00:00:00
3437232,ACTIVE,02/26/2013,1           ,DEKALB AVENUE                   ,3396776,302,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3437316,ACTIVE,02/26/2013,426         ,ROCKAWAY PARKWAY                ,3102696,317,   ,37,ERT  ,,  ,,2013-02-27 00:00:00
3437315,ACTIVE,02/26/2013,426         ,ROCKAWAY PARKWAY                ,3102696,317,   ,91,ERT  ,,  ,,2013-02-27 00:00:00
3437100,CLOSED,02/24/2013,236         ,EAST 16 STREET                  ,3117558,314,   ,37,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3415832,ACTIVE,06/21/2012,142         ,91 STREET                       ,3154624,310,   ,45,BKLYN,02/26/2013,C1,02/25/2013,2013-02-27 00:00:00
3437261,ACTIVE,02/26/2013,7124        ,BAY PARKWAY                     ,3158121,311,   ,4B,SEP  ,,  ,,2013-02-27 00:00:00
3358617,CLOSED,10/22/2010,8501        ,NEW UTRECTH AVENUE              ,3165762,311,   ,55,SPOPS,02/26/2013,A8,02/22/2013,2013-02-27 00:00:00
5100866,CLOSED,11/20/2012,140         ,NASHVILLE STREET                ,5151839,503,   ,15,ST.IS,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3436874,CLOSED,02/21/2013,313         ,GOLD STREET                     ,3331100,302,   ,79,ERT  ,02/26/2013,I2,02/25/2013,2013-02-27 00:00:00
3434365,CLOSED,01/17/2013,1661        ,SHEEPHEAD BAY                   ,3204995,315,   ,05,BKLYN,02/26/2013,A3,02/26/2013,2013-02-27 00:00:00
3437208,ACTIVE,02/26/2013,24          ,HUBBARD PLACE                   ,3217031,318,   ,45,BKLYN,,  ,,2013-02-27 00:00:00
3437221,ACTIVE,02/26/2013,2475        ,RALPH AVENUE                    ,3236311,318,   ,73,BKLYN,,  ,,2013-02-27 00:00:00
4541415,CLOSED,02/20/2013,95-24       ,86 STREET                       ,4534791,409,   ,30,ERT  ,02/26/2013,Y3,02/20/2013,2013-02-27 00:00:00
