QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-05390-7501,146-R1,42-49 159 STREET,FLUSHING-NORTH,R2-WALK-UP,20,1962,18010,252140,14,920002,51,4-01261-0058,34-27 74 STREET,JACKSON HEIGHTS,D3-ELEVATOR,26,1962,17256,313281,18.15,1240000,72,4.5,,,,,,,,,,,,
4-05415-7501,195-R1,43-04 158 STREET,FLUSHING-NORTH,R4-ELEVATOR,17,1987,16145,226030,14,825003,51,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,131473,15.15,520000,60,1.1,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,134042,13.36,489000,48.7,0.95
4-05598-7501,49-R1,175-10 56 AVENUE,FLUSHING-NORTH,R2-WALK-UP,26,1982,23400,386100,16.5,1530016,65,4-12311-0050,156-01 NORTH CONDUIT AVEN,SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,520980,16.61,2060000,66,5.2,4-06206-0001,203-15 42 AVENUE,BAYSIDE,C9-WALK-UP,27,1948,20400,337305,16.53,1340000,66,1.5
4-05598-7501,49-R2,175-32 56 AVENUE,FLUSHING-NORTH,R2-WALK-UP,52,1982,46800,772200,16.5,3060003,65,4-06206-0001,203-15 42 AVENUE,BAYSIDE,C9-WALK-UP,27,1948,20400,337305,16.53,1340000,66,1.45,4-12311-0050,156-01 NORTH CONDUIT AVEN,SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,520980,16.61,2060000,66,5.1
4-05598-7501,49-R3,5603A UTOPIA PARKWAY,FLUSHING-NORTH,R2-WALK-UP,54,1982,48600,801900,16.5,3170020,65,4-06206-0001,203-15 42 AVENUE,BAYSIDE,C9-WALK-UP,27,1948,20400,337305,16.53,1340000,66,1.45,4-12311-0050,156-01 NORTH CONDUIT AVEN,SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,520980,16.61,2060000,66,5.1
4-05598-7501,49-R4,5627A 184 STREET,FLUSHING-NORTH,R2-WALK-UP,16,1982,14400,187200,13,638000,44.3,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,134042,13.36,489000,48.7,2.35,4-05293-0045,166-15 DEPOT ROAD,FLUSHING-NORTH,C1-WALK-UP,16,1975,13549,154430,11.4,533000,39.3,1.45
4-05598-7501,49-R5,1830A 58 AVENUE,FLUSHING-NORTH,R2-WALK-UP,14,1982,12600,163800,13,597996,47.5,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,134042,13.36,489000,48.7,2.4,4-05293-0045,166-15 DEPOT ROAD,FLUSHING-NORTH,C1-WALK-UP,16,1975,13549,154430,11.4,533000,39.3,1.5
4-05598-7501,49-R6,184-06 58 AVENUE,FLUSHING-NORTH,R2-WALK-UP,16,1982,14400,187200,13,683008,47.4,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,134042,13.36,489000,48.7,2.45,,,,,,,,,,,,
4-05893-7501,43-R1,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,543,1983,515402,9277236,18,36699966,71,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2795479,18.93,11100000,75,0.35,,,,,,,,,,,,
4-05893-7501,43-R2,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,100,0,89015,1602270,18,6339994,71,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2795479,18.93,11100000,75,0.35,,,,,,,,,,,,
4-05893-7501,43-R3,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,240,1983,216662,3899916,18,15399987,71,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2680755,18.15,10600000,72,0.35,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2795479,18.93,11100000,75,0.35
4-05893-7501,43-R5,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,138,1983,124491,2240838,18,8869998,71,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2680755,18.15,10600000,72,0.35,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2795479,18.93,11100000,75,0.35
4-05893-7501,43-R7,209-90 23 AVENUE,BAYSIDE,R4-ELEVATOR,16,1983,17949,394878,22,1709998,95,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2680755,18.15,10600000,72,0.35,4-05865-0118,16-66 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2795479,18.93,11100000,75,0.35
4-06284-7501,343-R1,213-02 42 AVENUE,BAYSIDE,R4-ELEVATOR,47,0,32208,483120,15,1760004,55,4-06024-0017,198-40 32 AVENUE,BAYSIDE,C1-WALK-UP,46,1931,36000,505497,14.04,1850000,51,1.15,,,,,,,,,,,,
4-06542-7501,109-R1,152-72 MELBOURNE AVENUE,FLUSHING-SOUTH,R4-ELEVATOR,90,1963,86652,1169802,13.5,4269989,49.3,4-06636-0001,135-10 GRAND CENTRAL PARK,BRIARWOOD,D1-ELEVATOR,181,1952,125164,1702230,13.6,6210000,49.6,1.25,,,,,,,,,,,,
4-06548-7501,148-R1,135 JEWEL AVENUE,FLUSHING-SOUTH,R2-WALK-UP,318,1950,219528,2908746,13.25,11639997,53,4-06793-0126,154-02 71 AVENUE,FLUSHING-SOUTH,C9-WALK-UP,180,1952,147558,1897595,12.86,6930000,47,0.85,4-07117-0008,67-00 192 STREET,FRESH MEADOWS,C9-WALK-UP,215,1950,205744,3352929,16.3,13300000,65,2.7
4-06713-7501,14-R1,150-38 UNION TURNPIKE,HILLCREST,R4-ELEVATOR,458,1967,454660,5683250,12.5,23500021,52,4-06712-0001,150-05 UNION TURNPIKE,FLUSHING-SOUTH,D7-ELEVATOR,186,1966,235016,2796112,11.9,9650000,41.1,0.1,4-08401-0600,245-10 GRND CNTRL PARKWAY,GLEN OAKS,D3-ELEVATOR,240,1966,263883,3522838,13.35,12900000,48.9,5
4-06797-7503,325-R1,158-13 72 AVENUE,FLUSHING-SOUTH,R4-ELEVATOR,71,1987,51125,920250,18,3549993,69,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,1013751,18.82,4010000,74,2,4-05865-0112,16-70 BELL BOULEVARD,BAYSIDE,D3-ELEVATOR,152,1973,147700,2680755,18.15,10600000,72,4.1
4-07353-7501,228-R1,201-02 ROCKY HILL ROAD,BAYSIDE,R2-WALK-UP,27,1950,18600,269700,14.5,794004,42.7,4-06266-0001,205-02 42 AVENUE,BAYSIDE,C9-WALK-UP,27,1948,20400,323952,15.88,1280000,63,0.5,4-06260-0001,202-02 42 AVENUE,BAYSIDE,C9-WALK-UP,27,1948,20400,377113,18.49,1490000,73,0.45
4-07353-7501,228-R2,202-02 ROCKY HILL ROAD,BAYSIDE,R2-WALK-UP,38,1950,26190,379755,14.5,1159994,44.3,4-12311-0050,156-01 NORTH CONDUIT AVEN,SPRINGFIELD GARDENS,C9-WALK-UP,46,1972,31365,520980,16.61,2060000,66,5.8,4-04291-0005,119-59 27 AVENUE,COLLEGE POINT,C1-WALK-UP,26,1965,21060,201544,9.57,575000,27.3,3.95
4-07674-7501,60-R1,67-27 CLOVERDALE BOULEVAR,OAKLAND GARDENS,R2-WALK-UP,179,1960,212533,3825594,18,14999983,71,4-07672-0002,224-01 69 AVENUE,OAKLAND GARDENS,C9-WALK-UP,224,1949,174200,3149536,18.08,12500000,72,0.15,4-07660-0002,224-65 64 AVENUE,OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2474995,17.87,9800000,71,0.2
4-08136-7502,189-R1,40-01 LITTLE NECK PARKWAY,LITTLE NECK,R9-CONDOPS,63,1987,61840,1020360,16.5,4040000,65,4-06277-0050,42-06 212 STREET,BAYSIDE,C9-WALK-UP,84,1951,61968,915164,14.77,3340000,54,1.95,4-07660-0002,224-65 64 AVENUE,OAKLAND GARDENS,C9-WALK-UP,177,1949,138500,2474995,17.87,9800000,71,1.85
4-09046-7501,212-R1,97-52 75 STREET,OZONE PARK,R2-WALK-UP,40,1988,31315,422752,13.5,1530000,48.9,4-09086-0033,84-23 103 AVENUE,OZONE PARK,C1-WALK-UP,18,2002,17021,190448,11.19,592000,34.8,0.5,4-09021-0030,95-25 85 STREET,OZONE PARK,C1-WALK-UP,11,1981,5610,81000,14.44,296000,53,0.5
4-09177-7501,184-R1,84-10 101 STREET,WOODHAVEN,R2-WALK-UP,15,1959,12208,128184,10.5,398002,32.6,4-09181-0026,101-16 86 AVENUE,WOODHAVEN,C1-WALK-UP,18,1938,15231,162823,10.69,506000,33.2,0.1,4-08877-0025,90-17 85 ROAD,WOODHAVEN,C1-WALK-UP,12,1942,11500,112400,9.77,321000,27.9,0.35
4-09177-7501,184-R3,84-10 101 STREET,WOODHAVEN,R2-WALK-UP,63,1959,53790,580932,10.8,1810003,33.6,4-09181-0026,101-16 86 AVENUE,WOODHAVEN,C1-WALK-UP,18,1938,15231,162823,10.69,506000,33.2,0.1,4-08877-0025,90-17 85 ROAD,WOODHAVEN,C1-WALK-UP,12,1942,11500,112400,9.77,321000,27.9,0.35
4-09231-7501,132-R1,83-09 LEFFERTS BOULEVARD,KEW GARDENS,R4-ELEVATOR,36,1928,40235,512996,12.75,1659994,41.3,4-09234-0034,84-47 118 STREET,KEW GARDENS,D1-ELEVATOR,41,1939,40700,435711,10.71,1350000,33.2,0.15,4-09260-0018,85-28 118 STREET,KEW GARDENS,D1-ELEVATOR,41,1931,38600,348160,9.02,898000,23.26,0.25
4-09245-7501,48-R1,84-62 AUSTIN STREET,KEW GARDENS,R2-WALK-UP,20,1982,16275,227850,14,832000,51,4-01606-0052,40-37 97 STREET,CORONA,C1-WALK-UP,16,1990,12304,215496,17.51,853000,69,3.6,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,134042,13.36,489000,48.7,4.2
4-09651-7501,215-R1,85-15 MAIN STREET,BRIARWOOD,R9-CONDOPS,223,1966,196355,3014049,15.35,12200000,62,4-09712-0161,142-02 84 DRIVE,BRIARWOOD,D1-ELEVATOR,90,1966,66924,1022431,15.28,4050000,61,0.2,4-09644-0001,86-25 VAN WYCK EXPRESSWAY,BRIARWOOD,D3-ELEVATOR,201,1960,167400,2560852,15.3,10100000,60,0.2
4-09668-7501,251-R1,135-08 82 AVENUE,BRIARWOOD,R4-ELEVATOR,20,1990,19000,266000,14,971006,51,4-09651-0061,84-48 MANTON STREET,BRIARWOOD,C7-WALK-UP,30,1928,21220,262679,12.38,906000,42.7,0.35,4-09712-0161,142-02 84 DRIVE,BRIARWOOD,D1-ELEVATOR,90,1966,66924,1022431,15.28,4050000,61,0.45
4-09736-7501,520-R1,143-41 84 DRIVE,BRIARWOOD,R4-ELEVATOR,53,2007,29969,779194,26,3380001,113,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,2.3,,,,,,,,,,,,
4-09832-7501,546-R1,175-24 89 AVENUE,JAMAICA,R4-ELEVATOR,12,2006,10431,271206,26,1179999,113,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,0.75,,,,,,,,,,,,
4-09937-7501,500-R1,178-36 WEXFORD TERRACE,JAMAICA ESTATES,R4-ELEVATOR,32,2006,32317,743291,23,3230002,100,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,0.95,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,584508,25.8,2540000,112,3.75
4-09944-7501,208-R1,180-16 WEXFORD TERRACE,JAMAICA ESTATES,R4-ELEVATOR,24,1986,19448,311168,16,1230002,63,4-09937-0025,178-60 WEXFORD TERRACE,JAMAICA ESTATES,D1-ELEVATOR,73,1956,57186,893643,15.63,3540000,62,0.15,4-09884-0032,86-15 AVA PLACE,JAMAICA ESTATES,D1-ELEVATOR,53,1963,38208,726010,19,2870000,75,0.35
4-11417-7501,8-R1,85-09 151 AVENUE,HOWARD BEACH,R4-ELEVATOR,150,1966,202489,2936090,14.5,10700011,53,4-09833-0035,88-10 178 STREET,JAMAICA,D1-ELEVATOR,139,1963,113136,1584561,14.01,5780000,51,4.4,4-09950-0009,182-30 WEXFORD TERRACE,JAMAICA ESTATES,D1-ELEVATOR,218,1964,184896,2937230,15.89,11600000,63,4.8
4-11417-7502,12-R1,149-30 88 STREET,HOWARD BEACH,R4-ELEVATOR,150,1967,199444,2941799,14.75,10699997,54,4-09833-0035,88-10 178 STREET,JAMAICA,D1-ELEVATOR,139,1963,113136,1584561,14.01,5780000,51,4.4,4-09950-0009,182-30 WEXFORD TERRACE,JAMAICA ESTATES,D1-ELEVATOR,218,1964,184896,2937230,15.89,11600000,63,4.8
4-11431-7501,1-R1,84-39 153 AVENUE,HOWARD BEACH,R4-ELEVATOR,156,1965,198707,2980605,15,10899976,55,4-09833-0035,88-10 178 STREET,JAMAICA,D1-ELEVATOR,139,1963,113136,1584561,14.01,5780000,51,4.45,4-09950-0009,182-30 WEXFORD TERRACE,JAMAICA ESTATES,D1-ELEVATOR,218,1964,184896,2937230,15.89,11600000,63,4.85
4-11431-7502,2-R1,151-15 84 STREET,HOWARD BEACH,R4-ELEVATOR,163,1965,198687,2980305,15,10900000,55,4-09833-0035,88-10 178 STREET,JAMAICA,D1-ELEVATOR,139,1963,113136,1584561,14.01,5780000,51,4.45,4-09950-0009,182-30 WEXFORD TERRACE,JAMAICA ESTATES,D1-ELEVATOR,218,1964,184896,2937230,15.89,11600000,63,4.85
4-11440-7501,292-R1,78-10 153 AVENUE,HOWARD BEACH,R2-WALK-UP,95,1977,52400,720500,13.75,2630010,50,4-11545-0026,94-20 ALBERT ROAD,OZONE PARK,C1-WALK-UP,36,1967,20646,290747,14.08,1060000,51,0.85,4-15739-0001,29-03 BESSEMUND AVENUE,FAR ROCKAWAY,C9-WALK-UP,72,1960,55218,686246,12.43,2370000,42.9,6.4
4-11599-7501,495-R1,109-18 LEFFERTS BOULEVARD,SOUTH OZONE PARK,R2-WALK-UP,24,0,19200,264000,13.75,963996,50,4-11545-0026,94-20 ALBERT ROAD,OZONE PARK,C1-WALK-UP,36,1967,20646,290747,14.08,1060000,51,1.25,4-11599-0028,109-44 LEFFERTS BOULEVARD,SOUTH OZONE PARK,C1-WALK-UP,33,1925,24000,311585,12.98,1140000,47.5,0
4-15557-7501,179-R1,10-11 NAMEOKE STREET,FAR ROCKAWAY,R4-ELEVATOR,64,1961,73060,712335,9.75,2029994,27.8,4-15574-0020,13-34 CAFFREY AVENUE,FAR ROCKAWAY,D1-ELEVATOR,84,1963,83682,831097,9.93,2370000,28.3,0.2,4-15753-0072,23-11 CORNAGA AVENUE,FAR ROCKAWAY,D1-ELEVATOR,76,1964,78600,723325,9.2,2060000,26.2,0.45
4-15612-7501,570-R1,156 BEACH 9 STREET,FAR ROCKAWAY,R4-ELEVATOR,42,2007,51175,1125850,22,4889998,96,4-16151-0006,2-14 BEACH 96 STREET,HAMMELS,D1-ELEVATOR,72,2004,55628,1044726,18.78,4140000,74,4,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,8.1
4-16112-7501,524-R1,79-14 ROCKAWAY BEACH BOUL,HAMMELS,R4-ELEVATOR,86,2006,111775,2123725,19,8410014,75,4-16151-0006,2-14 BEACH 96 STREET,HAMMELS,D1-ELEVATOR,72,2004,55628,1044726,18.78,4140000,74,0.7,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1451036,26.6,6300000,116,8
4-16113-7501,463-R1,2-21 BEACH 80 STREET,HAMMELS,R4-ELEVATOR,66,2005,93315,1866300,20,8100007,87,4-16151-0006,2-14 BEACH 96 STREET,HAMMELS,D1-ELEVATOR,72,2004,55628,1044726,18.78,4140000,74,0.65,4-16232-0045,122-20 OCEAN PROMENADE,ROCKAWAY PARK,D1-ELEVATOR,72,1932,64920,541946,8.35,1400000,21.57,2.05
4-16113-7502,462-R1,260 BEACH 81 STREET,HAMMELS,R4-ELEVATOR,78,2005,82862,1822964,22,7919947,96,4-16151-0006,2-14 BEACH 96 STREET,HAMMELS,D1-ELEVATOR,72,2004,55628,1044726,18.78,4140000,74,0.65,4-09760-0025,89-44 162 STREET,JAMAICA,D3-ELEVATOR,90,2003,97187,2526900,26,11000000,113,8
4-16137-7501,451-R1,138 BEACH 92 STREET,HAMMELS,R2-WALK-UP,20,2005,27560,496080,18,1960001,71,4-16151-0006,2-14 BEACH 96 STREET,HAMMELS,D1-ELEVATOR,72,2004,55628,1044726,18.78,4140000,74,0.25,,,,,,,,,,,,
4-16173-7501,494-R1,100-04 SHORE FRONT PARKWA,ROCKAWAY PARK,R2-WALK-UP,78,2007,98222,1767996,18,7000014,71,4-16151-0006,2-14 BEACH 96 STREET,HAMMELS,D1-ELEVATOR,72,2004,55628,1044726,18.78,4140000,74,0.3,4-00598-0018,26-39 30 STREET,ASTORIA,C1-WALK-UP,14,1999,10000,197425,19.74,857000,86,13.8
4-16226-7501,467-R1,136 BEACH 117 STREET,ROCKAWAY PARK,R4-ELEVATOR,93,2005,74400,1860000,25,8080005,109,4-16151-0006,2-14 BEACH 96 STREET,HAMMELS,D1-ELEVATOR,72,2004,55628,1044726,18.78,4140000,74,1.1,,,,,,,,,,,,
4-16233-7501,173-R1,123-10 OAK STREET,ROCKAWAY PARK,R9-CONDOPS,81,1986,82600,887950,10.75,2940000,35.6,4-16226-0074,180 BEACH 117 STREET,ROCKAWAY PARK,D1-ELEVATOR,61,1960,50347,489763,9.73,1400000,27.8,0.35,4-15625-0001,250 BEACH 15 STREET,FAR ROCKAWAY,D1-ELEVATOR,138,1981,100865,1155443,11.46,2700000,26.8,5.2
