DBN,DISTRICT,SCHOOL,PRINCIPAL,2008-09 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2007-08 PROGRESS REPORT GRADE,MOST RECENT QUALITY REVIEW SCORE,2008-09 STATE ACCOUNTABILITY STATUS
27Q183,27,P.S. 183 DR. RICHARD R. GREEN,Renee Peart,KLSO,ESMS,K-8,56.53,A,86.1,10.6,A,17.6,A,48.1,A,9.8,C,Proficient (2008-09),In Good Standing
27Q197,27,P.S. 197 THE OCEAN SCHOOL,Jean Mckeon,KLSO,ESMS,Elementary,63.18,A,85.8,10.4,A,15.3,B,51.8,A,8.3,B,Proficient (2008-09),In Good Standing
27Q202,27,J.H.S. 202 ROBERT H. GODDARD,William Fitzgerald,KLSO,ESMS,Middle,3.32,A,91.1,9.2,B,22.8,A,46.3,A,12.8,B,Proficient (2008-09),In Good Standing
27Q207,27,P.S. 207 ROCKWOOD PARK,Linda Spadaro,KLSO,ESMS,K-8,19.68,A,89.4,9.9,B,18.2,A,56,A,5.3,B,Proficient (2007-08),In Good Standing
27Q210,27,J.H.S. 210 ELIZABETH BLACKWELL,Rosalyn Allman-Manning,KLSO,ESMS,Middle,3.33,A,81.5,7.7,C,21.7,A,43.1,A,9,B,Proficient (2007-08),In Good Standing
27Q215,27,P.S. 215 LUCRETIA MOTT,Susan Rippe Hofmann,KLSO,ESMS,Elementary,61.21,C,52.1,8.3,B,13.6,B,28.7,C,1.5,A,Proficient (2007-08),In Good Standing
27Q223,27,P.S. 223 LYNDON B. JOHNSON,Deborah Otto,ESO,ESMS,Elementary,55.04,A,83.2,8.7,B,19.6,A,49.6,A,5.3,A,Proficient (2007-08),In Good Standing
27Q225,27,P.S. 225 SEASIDE,Matthew P. Melchiorre,KLSO,ESMS,K-8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,D,Proficient (2007-08),Restructuring (Advanced) -  Focused
27Q226,27,J.H.S. 226 VIRGIL I. GRISSOM,Sonia Nieves,KLSO,ESMS,Middle,3.15,B,64.8,7.1,C,17.8,A,36.1,B,3.8,C,Proficient (2008-09),Restructuring (Advanced) -  Focused
27Q232,27,P.S. 232 LINDENWOOD,Lisa Josephson,KLSO,ESMS,K-8,31.56,A,97.9,12.3,A,19.6,A,60,A,6,B,Well Developed (2007-08),In Good Standing
27Q253,27,P.S. 253,Robin Johnson,KLSO,ESMS,Elementary,58.6,A,72.5,12.6,A,17.2,A,36.7,B,6,B,Well Developed (2007-08),In Good Standing
27Q254,27,P.S. 254,Naomi Drouillard,KLSO,ESMS,Elementary,49.42,A,103.8,15,A,25,A,60,A,3.8,A,Well Developed (2007-08),In Good Standing
27Q260,27,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,Linda Alfred,KLSO,HS,High School,2.52,B,58.8,4.8,F,14.8,B,35.2,B,4,B,Well Developed (2007-08),In Good Standing
27Q262,27,CHANNEL VIEW SCHOOL FOR RESEARCH,Patricia J. Tubridy,KLSO,ESMS,Middle,3.45,A,78.3,10.1,B,21,A,43.4,A,3.8,C,Proficient (2008-09),In Good Standing
27Q262,27,CHANNEL VIEW SCHOOL FOR RESEARCH,Patricia J. Tubridy,KLSO,HS,High School,2.79,A,78.2,10.2,B,21,A,44,A,3,A,Proficient (2008-09),In Good Standing
27Q282,27,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,Peter Dalton,KLSO,ESMS,Middle,3.37,A,68.6,12.4,A,22.2,A,32.5,B,1.5,B,Well Developed (2007-08),In Good Standing
27Q302,27,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY",Michele Williams,New Visions,HS,High School,2.41,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,Pending
27Q308,27,ROBERT H. GODDARD HIGH SCHOOL OF COMMUNICATION ARTS AND TECHNOLOGY,William Moore,KLSO,HS,High School,2.62,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5,,,Pending
27Q309,27,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,Jose Merced,ESO,ESMS,Middle,3.23,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
27Q309,27,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,Jose Merced,ESO,HS,High School,2.4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,In Good Standing
27Q323,27,SCHOLARS' ACADEMY,Brian O'Connell,KLSO,ESMS,Middle,4.02,A,89.4,12.7,A,25,A,51.7,A,0,B,Well Developed (2008-09),In Good Standing
27Q323,27,SCHOLARS' ACADEMY,Brian O'Connell,KLSO,HS,High School,3.68,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,Well Developed (2008-09),In Good Standing
27Q333,27,GOLDIE MAPLE ACADEMY,Angela Logan,ESO,ESMS,Elementary,54.75,A,69.5,15,A,24,A,30.5,C,0,A,Well Developed (2007-08),In Good Standing
27Q400,27,AUGUST MARTIN HIGH SCHOOL,Anthony Cromer,KLSO,HS,High School,2.05,C,45.3,7.5,C,8.6,F,26.2,D,3,B,Well Developed (2007-08),Restructuring (year 2) -  Focused
27Q410,27,BEACH CHANNEL HIGH SCHOOL,David Morris,KLSO,HS,High School,2.08,D,38.1,5.3,F,10.9,D,20.9,F,1,C,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
27Q465,27,FAR ROCKAWAY HIGH SCHOOL,Denise Hallett,ESO,HS,High School,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,,Restructuring (Advanced) -  Comprehensive
27Q475,27,RICHMOND HILL HIGH SCHOOL,Ms. Frances DeSanctis,ICI,HS,High School,2.26,C,52,8.1,B,7.2,F,33.7,B,3,F,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
27Q480,27,JOHN ADAMS HIGH SCHOOL,Grace Zwillenberg,KLSO,HS,High School,2.25,C,47.4,5.6,D,8.3,F,29.5,C,4,D,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
27Q650,27,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",Quintin Cedeno,ESO,HS,High School,3.03,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5,,Proficient (2008-09),Pending
28Q008,28,J.H.S. 008 RICHARD S. GROSSLEY,Cherryl M. Spencer,CEI-PEA,ESMS,Middle,3.04,A,71.9,4.2,F,19,A,39.7,B,9,B,Well Developed (2007-08),In Good Standing
28Q030,28,P.S. 030 QUEENS,Dwayne Crowder,ICI,ESMS,Elementary,53.24,B,57.4,8.3,B,10.7,D,35.4,B,3,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
28Q040,28,P.S. 040 SAMUEL HUNTINGTON,Alison Branker,CLSO,ESMS,Elementary,60.27,B,66.2,7.1,C,13.1,C,41.5,A,4.5,C,Proficient (2008-09),In Good Standing
28Q048,28,P.S. 048 WILLIAM WORDSWORTH,Patricia M. Mitchell,ICI,ESMS,Elementary,53.96,A,73.2,5.1,D,16.3,B,48,A,3.8,B,Proficient (2007-08),In Good Standing
28Q050,28,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,Maureen Lore,ICI,ESMS,Elementary,47.91,A,80.4,5.5,D,20.4,A,46.2,A,8.3,A,Proficient (2007-08),In Good Standing
28Q054,28,P.S. 054 HILLSIDE,Diane Jones,ICI,ESMS,Elementary,46.81,B,61.7,9,B,13.1,C,35.8,B,3.8,A,Proficient (2007-08),In Good Standing
28Q055,28,P.S. 055 MAURE,Ralph K Honore,ICI,ESMS,Elementary,38.82,A,84.5,8.1,B,15.3,B,53.6,A,7.5,A,Proficient (2007-08),In Good Standing
28Q072,28,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,Crystal Taylor Brown,CEI-PEA,ESMS,Middle,3.16,B,65.3,8.1,B,17.5,A,35.2,B,4.5,C,Well Developed (2008-09),Restructuring (Advanced) -  Focused
28Q080,28,P.S. 080 THURGOOD MARSHALL MAGNET,Paulette Glenn,ICI,ESMS,Elementary,58.78,B,62.1,11.8,A,20.4,A,27.6,C,2.3,A,Well Developed (2007-08),In Good Standing
28Q082,28,P.S. 082 HAMMOND,Angela Boykin,ICI,ESMS,Elementary,52.48,A,84.3,8.8,B,22.6,A,48.4,A,4.5,A,Proficient (2007-08),In Good Standing
28Q086,28,P.S. Q086,Karen Zuvic,ICI,ESMS,Elementary,47.62,A,85.5,7.9,C,16.7,B,51.1,A,9.8,B,Proficient (2007-08),In Good Standing
28Q099,28,P.S. 099 KEW GARDENS,Paulette Foglio,ICI,ESMS,Elementary,37.33,A,101.8,9.6,B,20.2,A,60,A,12,A,Well Developed (2007-08),In Good Standing
28Q101,28,P.S. 101 SCHOOL IN THE GARDENS,Ronnie Feder,ICI,ESMS,Elementary,16.42,A,84.8,9.2,B,19.5,A,53.1,A,3,B,Well Developed (2007-08),In Good Standing
28Q117,28,P.S. 117 J. KELD / BRIARWOOD SCHOOL,Harvey Katz,ESO,ESMS,Elementary,38.44,A,78.2,8.5,B,20.2,A,42.7,A,6.8,A,Well Developed (2007-08),In Good Standing
28Q121,28,P.S. 121 QUEENS,Henry Somers,ICI,ESMS,Elementary,39.59,A,85.7,10.5,A,20.4,A,49.5,A,5.3,A,Outstanding (2007-08),In Good Standing
28Q139,28,P.S. 139 REGO PARK,Monica Bridget Powers-Meade,ICI,ESMS,Elementary,27.5,A,75.6,7.1,C,18.7,A,47.5,A,2.3,B,Well Developed (2007-08),In Good Standing
28Q140,28,P.S. 140 EDWARD K ELLINGTON,Elaine Brittenum,ICI,ESMS,Elementary,54.58,B,65.7,6.9,C,15.4,B,41.1,A,2.3,A,Well Developed (2007-08),In Good Standing
28Q144,28,P.S. 144 COL JEROMUS REMSEN,Reva Gluck Schneider,ICI,ESMS,Elementary,21.16,A,87.2,9.6,B,15.6,B,56,A,6,B,Well Developed (2007-08),In Good Standing
28Q157,28,J.H.S. 157 STEPHEN A. HALSEY,Vincent Suraci,ICI,ESMS,Middle,3.42,A,91.7,7.9,C,21.4,A,51.9,A,10.5,B,Well Developed (2007-08),Corrective Action (year 2) -  Focused
28Q157,28,J.H.S. 157 STEPHEN A. HALSEY,Vincent Suraci,ICI,HS,High School,2.11,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,Well Developed (2007-08),Corrective Action (year 2) -  Focused
28Q160,28,P.S. 160 WALTER FRANCIS BISHOP,Jermaine Garden,ICI,ESMS,Elementary,57.92,A,86.7,7.4,C,19.2,A,53.3,A,6.8,B,Proficient (2007-08),In Good Standing
28Q161,28,P.S. 161 ARTHUR ASHE SCHOOL,Jill Hoder,ICI,ESMS,Elementary,39.17,A,92.5,11.5,A,22,A,56,A,3,A,Well Developed (2007-08),In Good Standing
28Q174,28,P.S. 174 WILLIAM SIDNEY MOUNT,Karin Kelly,ICI,ESMS,Elementary,22.9,A,75.3,5.1,D,11.7,C,55.5,A,3,B,Well Developed (2007-08),In Good Standing
28Q175,28,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,Linda Green,ICI,ESMS,Elementary,31.11,A,85.1,11.7,A,20.5,A,51.4,A,1.5,A,Well Developed (2007-08),In Good Standing
28Q190,28,J.H.S. 190 RUSSELL SAGE,Marilyn Grant,ICI,ESMS,Middle,3.57,B,66.2,5.3,D,19.2,A,37.9,B,3.8,A,Proficient (2007-08),In Good Standing
28Q190,28,J.H.S. 190 RUSSELL SAGE,Marilyn Grant,ICI,HS,High School,2.65,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,Proficient (2007-08),In Good Standing
28Q196,28,P.S. 196 GRAND CENTRAL PARKWAY,Mary Hughes,ICI,ESMS,Elementary,13.22,A,75.1,10,B,21.9,A,43.2,A,0,A,Well Developed (2007-08),In Good Standing
28Q206,28,P.S. 206 THE HORACE HARDING SCHOOL,Nicholas Bologna,ICI,ESMS,Elementary,41.86,A,72.6,4,F,14.1,B,48.5,A,6,B,Well Developed (2007-08),In Good Standing
28Q217,28,J.H.S. 217 ROBERT A. VAN WYCK,Patrick Michael Burns,ICI,ESMS,Middle,3.27,B,66.1,9.3,B,19.1,A,29.4,C,8.3,B,Well Developed (2007-08),In Good Standing
28Q220,28,P.S. 220 EDWARD MANDEL,Josette Pizarro,ICI,ESMS,Elementary,37.77,A,87,7.5,C,10.5,D,60,A,9,B,Well Developed (2007-08),In Good Standing
28Q284,28,YORK EARLY COLLEGE ACADEMY,Deborah E. Burnett-Worthy,CUNY,ESMS,Middle,3.47,A,86.4,12.1,A,23.3,A,48.7,A,2.3,A,Proficient (2007-08),In Good Standing
28Q310,28,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,Jaime Anne Dubei,ESO,HS,High School,2.72,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,,Pending
28Q440,28,FOREST HILLS HIGH SCHOOL,Saul Gootnick,ICI,HS,High School,2.83,A,72.6,7.6,C,13.6,B,39.4,B,12,B,Proficient (2008-09),Restructuring (year 2) -  Focused
28Q470,28,JAMAICA HIGH SCHOOL,WALTER ACHAM,ICI,HS,High School,2.22,D,41.7,7.8,C,9.6,D,24.3,D,0,C,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
28Q505,28,HILLCREST HIGH SCHOOL,Stephen Duch,New Visions,HS,High School,2.42,B,61.8,12,A,11,C,32.8,B,6,B,Well Developed (2007-08),Improvement (year 1) -  Focused
28Q620,28,THOMAS A. EDISON CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,ANTHONY D. BARBETTA,ICI,HS,High School,3,B,69.1,8.6,B,18.1,A,36.4,B,6,B,Well Developed (2007-08),In Good Standing
28Q680,28,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Cynthia Edwards,CEI-PEA,ESMS,Middle,3.87,B,65.1,8.5,B,21.4,A,35.2,B,0,B,Proficient (2007-08),In Good Standing
28Q680,28,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,Cynthia Edwards,CEI-PEA,HS,High School,3.52,A,71.5,7.9,C,18.7,A,44.9,A,0,A,Proficient (2007-08),In Good Standing
28Q687,28,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,Jie Zhang,ICI,HS,High School,3.9,A,80.4,10.9,A,22.2,A,47.3,A,0,A,Proficient (2007-08),In Good Standing
28Q690,28,HIGH SCHOOL FOR LAW ENFORCEMENT AND PUBLIC SAFETY,Diahann E. Malcolm,ICI,HS,High School,2.61,C,50.7,6.9,C,13.9,B,28.9,C,1,C,Proficient (2008-09),In Good Standing
28Q896,28,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",Avionne Gumbs,New Visions,ESMS,Middle,3.42,A,74.3,9.8,B,23.2,A,41.3,A,0,C,Proficient (2008-09),In Good Standing
28Q896,28,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",Avionne Gumbs,New Visions,HS,High School,2.76,,,,,,,,,,,,
,,,,,,,,,,,,,,,,0,,Proficient (2008-09),In Good Standing
29Q015,29,P.S. 015 JACKIE ROBINSON,Antonio K'Tori,"Replications, Inc.",ESMS,Elementary,50.36,A,79.4,6.5,C,18.3,A,51.6,A,3,A,Well Developed (2007-08),In Good Standing
29Q033,29,P.S. 033 EDWARD M. FUNK,Erich Wagner,ESO,ESMS,Elementary,38.24,A,71.7,11,A,16.5,B,38.9,B,5.3,B,Well Developed (2007-08),In Good Standing
29Q034,29,P.S. 034 JOHN HARVARD,Pauline Shakespeare,ESO,ESMS,Elementary,57.38,A,77.1,11.6,A,22.5,A,37.7,B,5.3,A,Well Developed (2007-08),In Good Standing
29Q035,29,P.S. 035 NATHANIEL WOODHULL,Mark Dempsey,ICI,ESMS,Elementary,48.11,B,66,3.7,F,14.7,B,43.1,A,4.5,B,Proficient (2007-08),In Good Standing
29Q036,29,P.S. 036 SAINT ALBANS SCHOOL,Lynn Staton,ICI,ESMS,Elementary,51.8,B,66,10.7,A,16.2,B,34.6,B,4.5,A,Proficient (2007-08),In Good Standing
29Q037,29,CYNTHIA JENKINS SCHOOL,Beverly Mitchell,ESO,ESMS,Elementary,54.89,A,70.3,8.3,B,13.8,B,45.2,A,3,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
29Q038,29,P.S. 038 ROSEDALE,Cassandra A. Hundley,ESO,ESMS,Elementary,53.77,B,66.8,10.5,A,13.1,C,40.9,A,2.3,A,Proficient (2008-09),In Good Standing
29Q052,29,P.S. 052 QUEENS,Linda Pough,ESO,ESMS,Elementary,55.01,A,88.5,9.3,B,18.2,A,55.7,A,5.3,A,Proficient (2007-08),Improvement (year 1) -  Basic
29Q059,29,I.S. 059 SPRINGFIELD GARDENS,Carleton Gordon,CEI-PEA,ESMS,Middle,3.09,A,73.1,6,D,21.9,A,42.2,A,3,B,Proficient (2007-08),In Good Standing
29Q095,29,P.S. 095 EASTWOOD,Dolores Reid-Barker,ICI,ESMS,Elementary,45.48,A,74.8,5.2,D,16.6,B,42.5,A,10.5,B,Well Developed (2007-08),In Good Standing
29Q109,29,JEAN NUZZI INTERMEDIATE SCHOOL,Miatheresa Pate-Alexander,ESO,ESMS,Middle,3.19,B,62.8,6.4,D,18.9,A,33.7,B,3.8,C,Proficient (2008-09),In Good Standing
29Q116,29,PS/IS 116 WILLIAM C. HUGHLEY,Barbara Fuller,ICI,ESMS,K-8,55.49,A,75.6,8.4,B,17.3,A,43.1,A,6.8,B,Proficient (2007-08),Improvement (year 2) -  Basic
29Q118,29,P.S. 118 LORRAINE HANSBERRY,Adele Armstrong,ICI,ESMS,Elementary,59.45,A,90.1,10.8,A,23.4,A,49.9,A,6,A,Well Developed (2007-08),In Good Standing
29Q131,29,P.S. 131 ABIGAIL ADAMS,Randolph Ford,ESO,ESMS,Elementary,35.2,B,62.3,9.3,B,20.5,A,31.7,C,0.8,A,Well Developed (2007-08),In Good Standing
29Q132,29,P.S. 132 RALPH BUNCHE,Alicia Davis,ESO,ESMS,Elementary,51.43,A,79.7,10.1,B,19.6,A,49.2,A,0.8,A,Well Developed (2007-08),In Good Standing
29Q134,29,P.S. 134 HOLLIS,Cheryl Marmon-Halm,ICI,ESMS,Elementary,54.93,A,70,8,C,13.3,C,46.4,A,2.3,C,Proficient (2008-09),In Good Standing
29Q135,29,THE BELLAIRE SCHOOL,George Hadjoglou,ESO,ESMS,Elementary,45.75,A,84,9.2,B,20.9,A,44.1,A,9.8,A,Proficient (2007-08),In Good Standing
29Q136,29,P.S. 136 ROY WILKINS,Tanya S.T. Walker,ICI,ESMS,Elementary,55.59,A,83.9,7.7,C,14.1,B,56.8,A,5.3,B,Proficient (2007-08),In Good Standing
29Q138,29,P.S. 138 SUNRISE,Nichele Manning- Andrews,ESO,ESMS,K-8,54.78,A,77,7.5,C,17.6,A,42.9,A,9,C,Proficient (2008-09),In Good Standing
29Q147,29,PS/MS 147 RONALD MCNAIR,Anne Cohen,ICI,ESMS,K-8,50.46,B,67.7,7.5,C,13.7,B,40.5,B,6,B,Proficient (2007-08),In Good Standing
29Q156,29,P.S. 156 LAURELTON,Noreen Little,ICI,ESMS,K-8,48.57,B,62.3,7.5,C,14.1,B,36.9,B,3.8,B,Proficient (2007-08),In Good Standing
29Q176,29,P.S. 176 CAMBRIA HEIGHTS,Arlene Bartlett,ICI,ESMS,Elementary,57.1,A,87.2,13.6,A,22.2,A,48.4,A,3,A,Well Developed (2007-08),In Good Standing
29Q181,29,P.S. 181 BROOKFIELD,Andrea Belcher,ICI,ESMS,Elementary,58.48,A,69.2,7.3,C,16.3,B,41.8,A,3.8,A,Proficient (2008-09),In Good Standing
29Q192,29,I.S. 192 THE LINDEN,Harriett Diaz,CEI-PEA,ESMS,Middle,2.98,A,84.7,12.6,A,23.7,A,40.9,A,7.5,B,Proficient (2007-08),Restructuring (year 1) -  Focused
29Q195,29,P.S. 195 WILLIAM HABERLE,Beryl Bailey,ICI,ESMS,Elementary,51.44,B,65.3,9.9,B,14.5,B,37.9,B,3,B,Proficient (2007-08),In Good Standing
29Q208,29,P.S. / I.S. 208,James Philemy,ICI,ESMS,K-8,37.1,A,74.3,10.2,A,19.5,A,40.8,A,3.8,B,Well Developed (2007-08),In Good Standing
29Q231,29,I.S. 231 MAGNETECH 2000,Emmanuel Lubin,ICI,ESMS,Middle,3.01,C,53.4,7.2,C,20.2,A,24.5,D,1.5,D,Proficient (2008-09),In Good Standing
29Q238,29,I.S. 238 SUSAN B ANTHONY,Joseph Gates,CEI-PEA,ESMS,Middle,3.19,A,74.4,9.2,B,19.2,A,40,B,6,C,Proficient (2008-09),Restructuring (Advanced) -  Focused
29Q248,29,QUEENS PREPARATORY ACADEMY,Tashon Haywood,ESO,HS,High School,2.36,A,85.2,7.7,C,23,A,47.5,A,7,,Proficient (2008-09),In Good Standing
29Q259,29,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,Michele Shannon,ESO,ESMS,Middle,3.27,A,84,10.5,A,22.7,A,46.3,A,4.5,B,Proficient (2008-09),In Good Standing
29Q259,29,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,Michele Shannon,ESO,HS,High School,2.37,A,84.9,11,A,18.5,A,49.4,A,6,,Proficient (2008-09),In Good Standing
29Q265,29,EXCELSIOR PREPARATORY HIGH SCHOOL,Derek Jones,ESO,HS,High School,2.34,A,78.7,9.1,B,19.8,A,43.8,A,6,A,Well Developed (2007-08),In Good Standing
29Q268,29,PS/IS 268,Lissa Grant-Stewart,ICI,ESMS,K-8,47.47,A,68.6,9,B,17.2,A,40.9,A,1.5,C,Proficient (2008-09),In Good Standing
29Q270,29,THE GORDON PARKS SCHOOL,Eleanor S. Andrew,ICI,ESMS,K-8,43.54,A,68.4,11,A,19.7,A,36.2,B,1.5,B,Well Developed (2007-08),In Good Standing
29Q272,29,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,Dr. Janice M. Sutton,ICI,HS,High School,2.43,A,73.7,11.9,A,15.8,B,43,A,3,A,Proficient (2007-08),In Good Standing
29Q283,29,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,Michael F. Renna,ESO,ESMS,Middle,3.33,A,75.6,9.5,B,19.1,A,42.5,A,4.5,F,Proficient (2008-09),In Good Standing
29Q283,29,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,Michael F. Renna,ESO,HS,High School,2.41,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,Proficient (2008-09),In Good Standing
29Q295,29,P.S./I.S. 295,Angela Thompson,ICI,ESMS,K-8,49.78,A,87.1,8.2,B,21.2,A,53.9,A,3.8,,Underdeveloped (2008-09),In Good Standing
29Q492,29,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",Andrea G. Holt,ESO,HS,High School,2.53,C,49.5,6,D,12.1,C,29.4,C,2,B,Well Developed (2007-08),In Good Standing
29Q494,29,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",Beshir Abdellatif,ICI,HS,High School,2.38,B,57.2,8.8,B,16.1,B,29.3,C,3,C,Proficient (2008-09),In Good Standing
29Q496,29,"BUSINESS, COMPUTER APPLICATIONS & ENTREPRENEURSHIP HIGH SCHOOL",Myles W. Nash,ICI,HS,High School,2.16,D,38.8,6.1,D,11.9,C,19.8,F,1,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
29Q498,29,HUMANITIES & ARTS MAGNET HIGH SCHOOL,Mercedes Qualls,ICI,HS,High School,2.38,B,58.9,8.3,B,19.5,A,27.1,C,4,B,Proficient (2007-08),In Good Standing
30Q002,30,P.S. 002 ALFRED ZIMBERG,Joseph Taddeo,ICI,ESMS,Elementary,39.85,B,62.6,11.5,A,18.9,A,31.4,C,0.8,A,Well Developed (2007-08),In Good Standing
30Q010,30,I.S. 010 HORACE GREELEY,Clemente Lopes,ICI,ESMS,Middle,3.22,A,89.9,11.3,A,21.3,A,48.3,A,9,B,Well Developed (2007-08),In Good Standing
30Q011,30,P.S. 011 KATHRYN PHELAN,Anna Efkarpides,ICI,ESMS,Elementary,39.37,A,104.3,11.3,A,21.7,A,60,A,11.3,A,Well Developed (2007-08),In Good Standing
30Q017,30,P.S. 017 HENRY DAVID THOREAU,Cynthia Dickman,ICI,ESMS,Elementary,50.17,A,71.8,8.9,B,11.8,C,43.6,A,7.5,B,Well Developed (2007-08),Improvement (year 1) -  Basic
30Q069,30,P.S. 069 JACKSON HEIGHTS,Martha Vazquez,ICI,ESMS,Elementary,37.15,A,93.7,10.2,A,20.8,A,54.4,A,8.3,B,Well Developed (2007-08),In Good Standing
30Q070,30,P.S. 070 QUEENS,Donna Geller,ICI,ESMS,Elementary,40.24,A,77.9,9.1,B,18.4,A,47.4,A,3,B,Well Developed (2007-08),In Good Standing
30Q076,30,P.S. 076 WILLIAM HALLET,Mary Schafenberg,ICI,ESMS,Elementary,59.69,A,87.2,9.2,B,18.3,A,51.4,A,8.3,B,Proficient (2008-09),In Good Standing
30Q078,30,P.S. 078,Louis Pavone,ICI,ESMS,Elementary,40.15,A,90.1,10.7,A,19.2,A,58.7,A,1.5,B,Well Developed (2007-08),In Good Standing
30Q084,30,P.S. 084 STEINWAY,John Buffa,ICI,ESMS,K-8,46.73,A,92.6,9.8,B,19.5,A,56.5,A,6.8,B,Proficient (2007-08),In Good Standing
30Q085,30,P.S. 085 JUDGE CHARLES VALLONE,Ann Gordon-Chang,ICI,ESMS,Elementary,41.11,A,73.8,11.8,A,17.8,A,43.4,A,0.8,A,Well Developed (2007-08),In Good Standing
30Q092,30,P.S. 092 HARRY T. STEWART SR.,Pasquale Baratta,ICI,ESMS,Elementary,66.67,A,106.6,14.9,A,22.7,A,60,A,9,A,Well Developed (2007-08),In Good Standing
30Q111,30,P.S. 111 JACOB BLACKWELL,Randy Seabrook,ESO,ESMS,K-8,62.92,A,85.1,10,B,18.6,A,47.5,A,9,A,Proficient (2007-08),In Good Standing
30Q112,30,P.S. 112 DUTCH KILLS,Rafael Campos-Gatjens,CLSO,ESMS,Elementary,53.61,A,90.5,7.9,C,17.7,A,55.1,A,9.8,A,Well Developed (2007-08),Improvement (year 1) -  Basic
30Q122,30,P.S. 122 MAMIE FAY,Pamela Sabel,ESO,ESMS,K-8,29.23,A,87.7,11.4,A,23.9,A,45.6,A,6.8,B,Proficient (2008-09),In Good Standing
30Q126,30,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,Alexander Angueira,ICI,ESMS,Middle,2.95,A,81.3,7.4,C,23.1,A,44,A,6.8,B,Underdeveloped with Proficient Features (2008-09),Restructuring (Advanced) -  Focused
30Q127,30,P.S. 127 AEROSPACE SCIENCE MAGNE,Evita Sanabria,ICI,ESMS,K-8,51.82,A,77.7,5.8,D,15.6,B,47.3,A,9,C,Proficient (2008-09),Improvement (year 2) -  Basic
30Q141,30,I.S. 141 THE STEINWAY,Miranda Pavlou,ICI,ESMS,Middle,3.37,A,94.3,10.9,A,22.7,A,50.9,A,9.8,A,Well Developed (2007-08),Restructuring (Advanced) -  Focused
30Q145,30,I.S. 145 JOSEPH PULITZER,Dolores Beckham,ICI,ESMS,Middle,3.15,A,83.2,12.1,A,20.3,A,41.8,A,9,C,Well Developed (2008-09),In Good Standing
