DBN,DISTRICT,SCHOOL,PRINCIPAL,2008-09 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2007-08 PROGRESS REPORT GRADE,MOST RECENT QUALITY REVIEW SCORE,2008-09 STATE ACCOUNTABILITY STATUS
02M575,2,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,Howard A. Friedman,ESO,HS,Transfer School,2.41,A,78.4,10,B,11.7,C,45.4,A,11.3,A,Well Developed (2007-08),In Good Standing
02M580,2,RICHARD R. GREEN HIGH SCHOOL OF TEACHING,David Raubvogel,CLSO,HS,High School,2.23,B,59.6,10.9,A,12.5,C,33.2,B,3,B,Proficient (2008-09),In Good Standing
02M586,2,HARVEY MILK HIGH SCHOOL,ALAN NOLAN,ESO,HS,Transfer School,2.15,B,66.6,9.1,B,10.5,D,42,A,5,B,Proficient (2007-08),Improvement (year 1) -  Basic
02M600,2,THE HIGH SCHOOL OF FASHION INDUSTRIES,Hilda Nieto,ICI,HS,High School,2.69,A,93.7,8.9,B,19.3,A,51.5,A,14,A,Well Developed (2007-08),In Good Standing
02M605,2,HUMANITIES PREPARATORY ACADEMY,Julie Conason,ESO,HS,Transfer School,2.54,B,66.6,5.3,F,22.2,A,35.3,B,3.8,A,Well Developed (2007-08),In Good Standing
02M615,2,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,Brian Rosenbloom,ESO,HS,High School,2.13,C,48.6,6,D,7.9,F,33.7,B,1,F,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
02M620,2,NORMAN THOMAS HIGH SCHOOL,Steven M. Satin,CLSO,HS,High School,2.11,D,36,4.8,F,7.4,F,22.8,D,1,D,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
02M625,2,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,Jerod Resnick,ICI,HS,High School,1.96,C,49.3,7,C,7.3,F,33,B,2,C,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
02M630,2,ART AND DESIGN HIGH SCHOOL,Scott M. Feltzin,ICI,HS,High School,2.67,B,60.9,4.6,F,12.2,C,37.1,B,7,B,Well Developed (2007-08),In Good Standing
02M655,2,LIFE SCIENCES SECONDARY SCHOOL,Genevieve Stanislaus,ICI,ESMS,Middle,3.33,B,62.8,5.5,D,15.1,B,39.2,B,3,C,Proficient (2008-09),In Good Standing
02M655,2,LIFE SCIENCES SECONDARY SCHOOL,Genevieve Stanislaus,ICI,HS,High School,2.37,B,65.8,6.3,D,20.4,A,36.1,B,3,B,Proficient (2008-09),In Good Standing
02M690,2,SCHOOL FOR THE PHYSICAL CITY HIGH SCHOOL,Junior Miller,ICI,HS,High School,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,,,Improvement (year 2) -  Comprehensive
02M896,2,GREENWICH VILLAGE,Kelly Mcguire,ESO,ESMS,Middle,3.2,A,77.6,10.4,A,20,A,43.4,A,3.8,B,Proficient (2007-08),In Good Standing
03M009,3,P.S. 009 SARAH ANDERSON,Diane Brady,ESO,ESMS,Elementary,22.71,A,82.4,13.3,A,23.5,A,44.1,A,1.5,B,Outstanding (2007-08),In Good Standing
03M044,3,J.H.S. M044 WILLIAM J. O'SHEA,Liza Ortiz,LLSO,ESMS,Middle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,D,Proficient (2007-08),Restructuring (Advanced) -  Focused
03M054,3,J.H.S. 054 BOOKER T. WASHINGTON,Elana Elster,ESO,ESMS,Middle,3.58,A,87.2,9.4,B,21.2,A,49.1,A,7.5,C,Proficient (2008-09),Restructuring (year 2) -  Focused
03M075,3,P.S. 075 EMILY DICKINSON,Robert O'Brien,ESO,ESMS,Elementary,44.53,A,70.4,7,C,13.4,C,46.2,A,3.8,B,Proficient (2007-08),In Good Standing
03M076,3,P.S. 076 A. PHILIP RANDOLPH,Charles Deberry,CLSO,ESMS,Elementary,60.24,A,87.4,10.8,A,13.3,C,59.5,A,3.8,B,Proficient (2007-08),In Good Standing
03M084,3,P.S. 084 LILLIAN WEBER,Robin Sundick,ESO,ESMS,Elementary,54.83,A,75.6,6.7,C,16.8,B,47.6,A,4.5,B,Proficient (2007-08),In Good Standing
03M087,3,P.S. 087 WILLIAM SHERMAN,Jacqui Getz,ESO,ESMS,Elementary,20.55,A,71,7.3,C,17.8,A,43.6,A,2.3,B,Proficient (2007-08),In Good Standing
03M145,3,"P.S. 145, THE BLOOMINGDALE SCHOOL",Ivelisse Alvarez,CLSO,ESMS,Elementary,59.48,A,77.8,7.3,C,15.6,B,48.1,A,6.8,B,Well Developed (2007-08),Improvement (year 2) -  Basic
03M149,3,P.S. 149 SOJOURNER TRUTH,Shaniquia L. Dixon,ESO,ESMS,K-8,59.5,A,92.8,9.3,B,16.8,B,55.4,A,11.3,C,Proficient (2008-09),In Good Standing
03M163,3,P.S. 163 ALFRED E. SMITH,Virginia Pepe,ESO,ESMS,Elementary,41.67,A,76.6,9.2,B,19.9,A,42.2,A,5.3,B,Well Developed (2007-08),In Good Standing
03M165,3,P.S. 165 ROBERT E. SIMON,Pedro De La Cruz,ESO,ESMS,Elementary,59.09,A,86,8.5,B,16,B,51.7,A,9.8,B,Proficient (2008-09),In Good Standing
03M166,3,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,Debbie J. Hand,ESO,ESMS,Elementary,27.95,B,65.8,8.8,B,16.1,B,40.1,B,0.8,B,Proficient (2008-09),In Good Standing
03M180,3,P.S. 180 HUGO NEWMAN,Peter Mcfarlane,ESO,ESMS,K-8,58.37,A,105.1,14.1,A,25,A,60,A,6,B,Well Developed (2007-08),In Good Standing
03M191,3,P.S. 191 AMSTERDAM,Sandra Perez,ESO,ESMS,K-8,54.1,A,80.8,12.1,A,18.5,A,45.7,A,4.5,B,Well Developed (2007-08),In Good Standing
03M199,3,P.S. 199 JESSIE ISADOR STRAUS,Katy Rosen,ESO,ESMS,K-8,12.93,A,87.9,12.1,A,22.7,A,53.1,A,0,A,Well Developed (2007-08),In Good Standing
03M208,3,P.S. 208 ALAIN L. LOCKE,Susan M. Green,ICI,ESMS,Elementary,62.06,A,80.9,11.6,A,14.5,B,49.5,A,5.3,B,Proficient (2007-08),In Good Standing
03M241,3,P.S. 241 FAMILY ACADEMY,Diana Diaz,ESO,ESMS,K-8,62.45,A,95.5,7.3,C,16.2,B,60,A,12,D,Underdeveloped with Proficient Features (2008-09),Corrective Action (year 1) -  Focused
03M242,3,P.S. M242 - GWENDOLYN POWELL BROWN COMPUTER SCHOOL,Denise Gomez,ESO,ESMS,Elementary,57.24,A,72.7,10.4,A,11.4,C,50.1,A,0.8,C,Proficient (2008-09),In Good Standing
03M243,3,M.S. 243 CENTER SCHOOL,Elaine Schwartz,ESO,ESMS,Middle,3.81,A,81.3,14.6,A,23,A,43.7,A,0,A,Proficient (2007-08),In Good Standing
03M245,3,M.S. M245 THE COMPUTER SCHOOL,Henry Zymeck,ESO,ESMS,Middle,3.51,A,88.7,13.6,A,22,A,50.8,A,2.3,A,Well Developed (2007-08),In Good Standing
03M246,3,M.S. M246 CROSSROADS SCHOOL,Gary Harris Eisinger,LLSO,ESMS,Middle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Underdeveloped (2007-08),In Good Standing
03M247,3,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,Claudia Aguirre,ESO,ESMS,Middle,2.95,A,106,15,A,25,A,60,A,6,A,Well Developed (2007-08),In Good Standing
03M250,3,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,Jeanne Rotunda,ESO,ESMS,Middle,3.04,A,102.4,14.4,A,25,A,56.2,A,6.8,A,Well Developed (2007-08),In Good Standing
03M256,3,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,Jeffrey S. Perl,ESO,ESMS,Middle,2.9,A,93.1,11.4,A,25,A,49.9,A,6.8,B,Proficient (2007-08),In Good Standing
03M258,3,COMMUNITY ACTION SCHOOL - MS 258,John Curry,ESO,ESMS,Middle,3.02,A,100.6,12.8,A,25,A,56,A,6.8,A,Well Developed (2007-08),In Good Standing
03M283,3,MANHATTAN THEATRE LAB HIGH SCHOOL,Evelyn Collins,LLSO,HS,High School,2.17,B,55.5,6.4,D,15.5,B,28.6,C,5,F,Proficient (2008-09),In Good Standing
03M299,3,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",Stephen Noonan,New Visions,HS,High School,2.04,B,59.8,5.8,D,12.7,C,37.3,B,4,,Underdeveloped with Proficient Features (2008-09),In Good Standing
03M307,3,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",Lynnette Delgado,ESO,HS,High School,2.28,C,51.4,6.2,D,16,B,27.2,C,2,B,Well Developed (2007-08),In Good Standing
03M333,3,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,Susan Rappaport,CEI-PEA,ESMS,K-8,26,B,67,10.9,A,14.1,B,38.2,B,3.8,C,Well Developed (2008-09),In Good Standing
03M334,3,THE ANDERSON SCHOOL,Brian Culot,ESO,ESMS,K-8,7.83,A,86.6,15,A,25,A,46.6,A,0,A,Well Developed (2007-08),In Good Standing
03M415,3,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,Herma Hall,ESO,ESMS,Middle,2.78,A,72.3,7.5,C,25,A,38.3,B,1.5,B,Well Developed (2007-08),In Good Standing
03M415,3,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,Herma Hall,ESO,HS,High School,2.12,A,72.1,6.4,D,19.8,A,39.9,B,6,A,Well Developed (2007-08),In Good Standing
03M470,3,LOUIS D. BRANDEIS HIGH SCHOOL,Dr. Eloise Messineo,ESO,HS,High School,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,1,D,Proficient (2008-09),Restructuring (Advanced) -  Comprehensive
03M479,3,BEACON HIGH SCHOOL,Ruth Lacey,ESO,HS,High School,3.35,A,77.8,11.4,A,15,B,49.4,A,2,A,Well Developed (2007-08),In Good Standing
03M485,3,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,Kim Bruno,ESO,HS,High School,3.63,A,85.2,8.2,B,24.1,A,50.9,A,2,A,Outstanding (2007-08),In Good Standing
03M492,3,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",Miriam Nightengale,LLSO,HS,High School,2.07,A,77.9,8.9,B,15.3,B,46.7,A,7,B,Well Developed (2007-08),In Good Standing
03M494,3,HIGH SCHOOL OF ARTS AND TECHNOLOGY,Anne Geiger,ESO,HS,High School,2.28,A,71.9,6.6,C,13.3,C,44,A,8,A,Proficient (2007-08),In Good Standing
03M505,3,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,Jean McTavish,ESO,HS,Transfer School,1.9,B,63.1,9.5,B,12.7,C,34.6,B,6.3,B,Proficient (2007-08),Restructuring (year 1) -  Focused
03M541,3,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,Susan Kreisman,CUNY,HS,High School,3.18,A,74.1,12,A,19,A,41.1,B,2,A,Well Developed (2007-08),In Good Standing
03M860,3,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Latasha Greer,New Visions,ESMS,Middle,3.06,A,70.5,6.2,D,18.8,A,42.5,A,3,B,Proficient (2007-08),In Good Standing
03M860,3,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Latasha Greer,New Visions,HS,High School,2.42,C,44.7,6.2,D,15.7,B,21.8,D,1,B,Proficient (2007-08),In Good Standing
03M862,3,MOTT HALL II,Ana De Los Santos,ESO,ESMS,Middle,3.5,A,95.9,12.6,A,23.8,A,58,A,1.5,A,Well Developed (2007-08),In Good Standing
04M007,4,P.S. 007 SAMUEL STERN,Racquel Jones,ICI,ESMS,K-8,61.63,A,89.8,10.9,A,20.9,A,49.7,A,8.3,B,Proficient (2007-08),In Good Standing
04M012,4,TAG YOUNG SCHOLARS,Janette Cesar,CEI-PEA,ESMS,K-8,42.08,A,77.3,11.4,A,25,A,40.9,A,0,B,Well Developed (2007-08),In Good Standing
04M013,4,J.H.S. 013 JACKIE ROBINSON,Jacob Michelman,CLSO,ESMS,Middle,2.81,A,93.3,9.2,B,20.9,A,51.2,A,12,B,Well Developed (2007-08),In Good Standing
04M037,4,RIVER EAST ELEMENTARY,Alison Mckenzie,ICI,ESMS,Elementary,54.7,A,71.5,10.3,A,13.8,B,47.4,A,0,B,Well Developed (2007-08),In Good Standing
04M038,4,P.S. 38 ROBERTO CLEMENTE,Norma Caraballo,LLSO,ESMS,Elementary,60.34,A,94.1,10.4,A,16.9,B,60,A,6.8,C,Well Developed (2008-09),In Good Standing
04M045,4,J.H.S. M045 JOHN S. ROBERTS,Maria Aviles,ESO,ESMS,Middle,2.85,B,67.5,11,A,17,A,37.2,B,2.3,B,Proficient (2007-08),Restructuring (Advanced) -  Comprehensive
04M050,4,P.S. 050 VITO MARCANTONIO,Rebekah Mitchell,ESO,ESMS,K-8,64.68,A,86.5,8.3,B,19.2,A,50,A,9,B,Well Developed (2007-08),In Good Standing
04M057,4,JAMES WELDON JOHNSON,Israel Soto,ESO,ESMS,K-8,63.61,A,97.8,13,A,25,A,52.3,A,7.5,A,Well Developed (2007-08),In Good Standing
04M072,4,P.S. 072,Loren Bohlen,ESO,ESMS,Elementary,66.69,A,105.8,13,A,24.8,A,59,A,9,A,Well Developed (2007-08),In Good Standing
04M083,4,P.S. 083 LUIS MUNOZ RIVERA,Frances Castillo,ESO,ESMS,Elementary,57.12,A,101.6,13.6,A,25,A,60,A,3,A,Well Developed (2007-08),In Good Standing
04M096,4,P.S. 096 JOSEPH LANZETTA,Claudia Moore-Hamilton,ESO,ESMS,K-8,64.42,A,78.8,4,F,24,A,47,A,3.8,B,Proficient (2008-09),In Good Standing
04M101,4,P.S. 101 ANDREW DRAPER,Alexander Castillo,KLSO,ESMS,K-8,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,Improvement (year 2) -  Comprehensive
04M102,4,P.S. 102 JACQUES CARTIER,Sandra Gittens,LLSO,ESMS,Elementary,68.83,B,57.9,12.4,A,22.6,A,20.6,D,2.3,A,Well Developed (2007-08),In Good Standing
04M108,4,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,Lourdes Arroyo,ESO,ESMS,K-8,61.95,A,105.5,13,A,25,A,57,A,10.5,A,Well Developed (2007-08),In Good Standing
04M117,4,TITO PUENTE EDUCATION COMPLEX,Ralph Martinez,CEI-PEA,ESMS,Middle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,Restructuring (Advanced) -  Focused
04M146,4,P.S. 146 ANN M. SHORT,Mona Silfen,ICI,ESMS,Elementary,70.44,A,68.7,8.2,B,14.3,B,42.4,A,3.8,B,Proficient (2008-09),In Good Standing
04M155,4,P.S. 155 WILLIAM PACA,Lillian Raimundi Ortiz,LLSO,ESMS,Elementary,69.81,A,89.9,10.2,A,19.1,A,51.6,A,9,A,Underdeveloped with Proficient Features (2008-09),In Good Standing
04M171,4,P.S. 171 PATRICK HENRY,Dimitres Pantelidis,ESO,ESMS,K-8,57.33,A,101.4,10.7,A,25,A,54.4,A,11.3,B,Well Developed (2007-08),In Good Standing
04M182,4,THE BILINGUAL BICULTURAL SCHOOL,Andrea Hernandez,ESO,ESMS,Elementary,64.4,A,94,12.3,A,25,A,52.9,A,3.8,A,Well Developed (2007-08),In Good Standing
04M206,4,P.S. 206 JOSE CELSO BARBOSA,Myrna Rodriguez,ICI,ESMS,Elementary,66.82,A,96.8,9.4,B,21.8,A,55.1,A,10.5,B,Well Developed (2007-08),In Good Standing
04M224,4,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,Liliana Sarro,CEI-PEA,ESMS,Middle,3.68,B,66.1,8.9,B,17.4,A,38.3,B,1.5,B,Well Developed (2007-08),Improvement (year 1) -  Basic
04M372,4,ESPERANZA PREPATORY ACADEMY,Alex Estrella,"Replications, Inc.",ESMS,Middle,2.71,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
04M375,4,MOSAIC PREPARATORY ACADEMY,Lisette Caesar,LLSO,ESMS,Elementary,67.05,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
04M377,4,RENAISSANCE SCHOOL OF THE ARTS,Tammy Pate-Spears,CEI-PEA,ESMS,Middle,2.79,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
04M381,4,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,Luis Genao,AED,ESMS,Middle,2.86,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,In Good Standing
04M409,4,COALITION SCHOOL FOR SOCIAL CHANGE,Eileen Miller Cohen,CLSO,HS,High School,2.05,C,48.9,4.7,F,15.9,B,27.3,C,1,C,Proficient (2008-09),In Good Standing
04M435,4,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,JOSE DAVID JIMENEZ,ESO,HS,High School,3.05,B,64,7.7,C,17.7,A,34.6,B,4,B,Proficient (2007-08),In Good Standing
04M495,4,PARK EAST HIGH SCHOOL,Kevin McCarthy,ESO,HS,High School,2.11,A,78.4,11.3,A,16.5,B,45.6,A,5,A,Proficient (2007-08),In Good Standing
04M497,4,CENTRAL PARK EAST I,Julie Zuckerman,ESO,ESMS,Elementary,40.45,A,79.9,11.4,A,13.5,B,53.5,A,1.5,B,Proficient (2007-08),In Good Standing
04M555,4,CENTRAL PARK EAST HIGH SCHOOL,Bennett Lieberman,CLSO,HS,High School,1.96,A,86.7,12.2,A,15.1,B,49.4,A,10,A,Proficient (2007-08),In Good Standing
04M610,4,YOUNG WOMEN'S LEADERSHIP SCHOOL,Althea Bradshaw-Tyson,New Visions,ESMS,Middle,3.43,B,58.3,13.7,A,20.8,A,23.8,D,0,C,Well Developed (2008-09),In Good Standing
04M610,4,YOUNG WOMEN'S LEADERSHIP SCHOOL,ALTHEA BRADSHAW-TYSON,New Visions,HS,High School,2.97,A,78.6,14.3,A,19.5,A,44.8,A,0,A,Well Developed (2008-09),In Good Standing
04M635,4,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,Irma Garceau,New Visions,ESMS,Middle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Underdeveloped with Proficient Features (2008-09),Improvement (year 2) -  Comprehensive
04M635,4,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,Irma Garceau,New Visions,HS,High School,2.02,D,41.6,5.8,D,12.5,C,23.3,D,0,C,Underdeveloped with Proficient Features (2008-09),Improvement (year 2) -  Comprehensive
04M680,4,"HERITAGE SCHOOL, THE",LUIS ALBERTO DUANY,ESO,HS,High School,1.95,A,74.8,6.2,D,15.4,B,44.2,A,9,A,Proficient (2008-09),In Good Standing
04M695,4,URBAN PEACE ACADEMY,Flora Greenaway,ICI,HS,High School,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4,,,In Good Standing
04M825,4,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,Lisa Nelson,ESO,ESMS,Middle,3.13,A,80,13.2,A,21.6,A,39.9,B,5.3,A,Proficient (2007-08),In Good Standing
04M964,4,CENTRAL PARK EAST II,Naomi Smith,ESO,ESMS,Elementary,53.21,A,76.9,12.8,A,11.7,C,48.6,A,3.8,C,Proficient (2008-09),In Good Standing
05M030,5,P.S. 030 HERNANDEZ/HUGHES,Karen Melendez Hutt,CLSO,ESMS,Elementary,62.26,A,81.6,9.5,B,16.8,B,49.3,A,6,B,Well Developed (2007-08),In Good Standing
05M046,5,P.S. 046 ARTHUR TAPPAN,George Young,ESO,ESMS,Elementary,63.41,A,79.7,10.4,A,18,A,44.5,A,6.8,B,Well Developed (2007-08),In Good Standing
05M092,5,P.S. 092 MARY MCLEOD BETHUNE,Rosa Davila,CLSO,ESMS,Elementary,60.26,B,65.2,7.7,C,13.6,B,40.9,A,3,B,Well Developed (2007-08),In Good Standing
05M123,5,P.S. 123 MAHALIA JACKSON,Beverly Lewis,KLSO,ESMS,Elementary,60.33,A,83,8.5,B,15.4,B,50.8,A,8.3,B,Well Developed (2007-08),In Good Standing
05M125,5,P.S. 125 RALPH BUNCHE,Claudette Lustin,ESO,ESMS,Elementary,60.46,A,84,9,B,14.9,B,48.1,A,12,B,Proficient (2007-08),Restructuring (Advanced) -  Focused
05M129,5,P.S. 129 JOHN H. FINLEY,Odelphia Pierre,CLSO,ESMS,Elementary,58.45,A,73.2,10.7,A,14.6,B,43.4,A,4.5,A,Well Developed (2007-08),In Good Standing
05M133,5,P.S. 133 FRED R MOORE,Pamela Craig,CLSO,ESMS,Elementary,61.15,A,82.5,8.8,B,13.5,B,55.7,A,4.5,B,Proficient (2007-08),In Good Standing
05M154,5,P.S. 154 HARRIET TUBMAN,Elizabeth Jarrett,CLSO,ESMS,Elementary,61.32,A,93.2,9.8,B,17.4,A,60,A,6,B,Proficient (2007-08),In Good Standing
05M161,5,P.S. 161 PEDRO ALBIZU CAMPOS,Barbara D. Freeman,ESO,ESMS,Elementary,65.97,A,90.2,11.3,A,24.4,A,47,A,7.5,A,Well Developed (2007-08),In Good Standing
05M172,5,POWELL M.S. FOR LAW & SOCIAL JUSTICE,Winston Riley,LLSO,ESMS,Middle,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,No QR in last two years,Restructuring (year 2) -  Comprehensive
05M175,5,P.S. 175 HENRY H GARNET,Cheryl Mcclendon,Fordham,ESMS,Elementary,53.4,C,45.6,10,B,13.6,B,22,D,0,C,Proficient (2008-09),In Good Standing
05M194,5,P.S. 194 COUNTEE CULLEN,Charyn Koppelson Cleary,ESO,ESMS,Elementary,63.85,A,72.3,8.3,B,8.9,D,49.8,A,5.3,D,Proficient (2007-08),Improvement (year 2) -  Basic
05M195,5,I.S. 195 ROBERTO CLEMENTE,Rosarie Jean,CLSO,ESMS,Middle,3,B,66.2,7.9,C,19.5,A,38,B,0.8,B,Proficient (2008-09),Restructuring (Advanced) -  Focused
05M197,5,P.S. 197 JOHN B. RUSSWURM,Renardo Wright,CLSO,ESMS,Elementary,58.98,A,91.6,9.1,B,18.8,A,56.2,A,7.5,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
05M200,5,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,Renee Y. Belton,CLSO,ESMS,Elementary,56.94,A,71,6.8,C,11.3,C,47.6,A,5.3,B,Well Developed (2007-08),Corrective Action (year 1) -  Focused
05M285,5,HARLEM RENAISSANCE HIGH SCHOOL,Mary Rice,ESO,HS,Transfer School,2.21,D,43.5,6,D,8,F,28.2,C,1.3,C,Proficient (2008-09),In Good Standing
05M286,5,I.S. M286 RENAISSANCE MILITARY LEADERSHIP ACADEMY,Qadir Ben Dixon,ESO,ESMS,Middle,2.7,A,94.3,14,A,25,A,46.3,A,9,B,Proficient (2007-08),In Good Standing
05M302,5,KAPPA IV,Briony Carr,"Replications, Inc.",ESMS,Middle,3.18,A,68.7,10,B,19.8,A,35.1,B,3.8,B,Underdeveloped with Proficient Features (2008-09),In Good Standing
05M304,5,MOTT HALL HIGH SCHOOL,BLAINE WALTON,CLSO,HS,High School,2.6,C,51.6,4.8,F,15.4,B,30.4,C,1,B,Proficient (2007-08),In Good Standing
05M317,5,KAPPA II,Sean Dunning,ESO,ESMS,Middle,3.08,D,37.8,2.3,F,13.4,C,22.1,D,0,C,Underdeveloped with Proficient Features (2008-09),In Good Standing
05M318,5,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,Sean Davenport,New Visions,ESMS,Elementary,52.23,B,58.4,12.4,A,15.9,B,30.1,C,0,,Proficient (2008-09),In Good Standing
05M344,5,ACADEMY OF COLLABORATIVE EDUCATION,Rashaunda Shaw,ICI,ESMS,Middle,2.94,D,35.7,0,F,16.6,B,16.8,F,2.3,C,Underdeveloped (2008-09),In Good Standing
05M362,5,COLUMBIA SECONDARY SCHOOL,Jose Maldonado-Rivera,ESO,ESMS,Middle,3.82,A,96.4,12.4,A,24,A,60,A,0,,Well Developed (2008-09),In Good Standing
05M367,5,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Crystal Simmons,ESO,ESMS,Middle,3.11,C,52.9,8.8,B,12.8,C,26,C,5.3,,Proficient (2008-09),In Good Standing
05M367,5,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,CRYSTAL SIMMONS,ESO,HS,High School,2.51,,,,,,,,,,,,
,,,,,,,,,,,,,,,,2,,Proficient (2008-09),In Good Standing
05M369,5,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,Fia Davis,ESO,HS,High School,2.28,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7,,Proficient (2008-09),Pending
05M469,5,CHOIR ACADEMY OF HARLEM,Dr. A. Ellen Parris,ICI,ESMS,Middle,2.85,A,84.9,7.7,C,25,A,46.9,A,5.3,B,Proficient (2008-09),Improvement (year 2) -  Comprehensive
05M469,5,CHOIR ACADEMY OF HARLEM,Dr. A. Ellen Parris,ICI,HS,High School,2.36,D,39.1,5.2,F,11.4,C,22.5,D,0,C,Proficient (2008-09),Improvement (year 2) -  Comprehensive
05M499,5,FREDERICK DOUGLASS ACADEMY,Gregory Hodge,LLSO,ESMS,Middle,3.47,A,72.8,6.4,D,20.6,A,40.5,B,5.3,C,Proficient (2008-09),In Good Standing
05M499,5,FREDERICK DOUGLASS ACADEMY,Gregory Hodge,LLSO,HS,High School,3.07,C,51.9,6.6,C,15.6,B,27.7,C,2,B,Proficient (2008-09),In Good Standing
05M670,5,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Sandye Johnson,New Visions,ESMS,Middle,3.33,B,57.8,12.7,A,19.8,A,24.5,D,0.8,F,Proficient (2008-09),In Good Standing
05M670,5,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Sandye Johnson,New Visions,HS,High School,2.5,B,59.1,11.2,A,16.4,B,30.5,C,1,B,Proficient (2008-09),In Good Standing
05M685,5,BREAD & ROSES INTEGRATED ARTS HIGH SCHOOL,Larry Wilson,ESO,HS,High School,1.91,C,51.3,8.5,B,14.6,B,26.2,D,2,B,Well Developed (2007-08),Improvement (year 1) -  Basic
05M692,5,"HIGH SCHOOL FOR MATHEMATICS, SCIENCE AND ENGINEERING AT CITY COLLEGE",William Dugan,ESO,HS,High School,3.75,A,82,11.2,A,22.6,A,48.2,A,0,A,Well Developed (2007-08),In Good Standing
06M004,6,P.S. 004 DUKE ELLINGTON,Delois White,Fordham,ESMS,Elementary,66.69,A,94.8,8.8,B,18.5,A,58.5,A,9,B,Well Developed (2007-08),Restructuring (Advanced) -  Focused
06M005,6,P.S. 005 ELLEN LURIE,Wanda Soto,ICI,ESMS,Elementary,67.13,A,89.2,12,A,21.9,A,52.3,A,3,A,Well Developed (2007-08),In Good Standing
06M008,6,P.S. 008 LUIS BELLIARD,Rafaela Landin,LLSO,ESMS,Elementary,67.7,A,97.4,13.8,A,18.3,A,59.3,A,6,A,Well Developed (2007-08),Restructuring (Advanced) -  Focused
