DBN,DISTRICT,SCHOOL,SCHOOL SUPPORT ORGANIZATION/NETWORK,PROGRESS REPORT TYPE,SCHOOL LEVEL*, PEER INDEX* ,GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,PERFORMANCE CATEGORY SCORE,PROGRESS CATEGORY SCORE,ADDITIONAL CREDIT,QUALITY REVIEW SCORE
09X328,09,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,CEIPEA2,ESMS,Middle School, 2.70 ,B,55.53,0.206,0.447,0.642,3.75,Undeveloped
09X339,09,IS 339 SCHOOL OF COMM. TECH.,ESO17,ESMS,Middle School, 2.76 ,C,46.95,0.263,0.457,0.478,3,Undeveloped
09X505,09,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",ESO10,ESMS,Middle School, 3.39 ,F,28.33,0.523,0.267,0.227,0,Proficient
09X505,09,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",ESO10,HS,High School, 2.77 ,C,41.54,0.474,0.547,0.3,1.5,Proficient
09X517,09,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,Replications1,ESMS,Middle School, 3.22 ,B,60.24,0.608,0.629,0.559,1.5,Proficient
09X525,09,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,ESO17,HS,High School, 2.62 ,B,56.6,0.657,0.562,0.516,1.5,Proficient
10X003,10,PS 3 RAUL JULIA MICRO SOCIETY,ESO14,ESMS,K-8 School, 68.78 ,A,64.68,0.476,0.537,0.671,4.5,Proficient
10X007,10,PS 007 KINGSBRIDGE,ESO14,ESMS,Elementary School, 72.64 ,A,72.17,0.537,0.487,0.75,8.25,Proficient
10X008,10,PS 008 ISSAC VARIAN,ESO15,ESMS,Elementary School, 68.13 ,B,53.69,0.371,0.445,0.55,4.5,Well-Developed
10X009,10,RYER AVENUE ELEMENTARY SCHOOL,ICI21,ESMS,Elementary School, 79.66 ,B,58.7,0.421,0.549,0.612,2.25,Proficient
10X015,10,PS 015 INST FOR ENVIRO. LRNG.,ESO15,ESMS,K-8 School, 75.86 ,A,74.69,0.745,0.785,0.631,5.25,Proficient
10X020,10,PS 20 P.O.GEORGE J. WERDAN III,ESO14,ESMS,K-8 School, 68.44 ,C,46.63,0.293,0.437,0.448,4.5,Well-Developed
10X024,10,PS 024 SPUYTEN DUYVIL,ESO14,ESMS,Elementary School, 27.27 ,B,61.72,0.653,0.737,0.529,0.75,Well-Developed
10X032,10,PS 032 BELMONT,CEIPEA2,ESMS,Elementary School, 78.84 ,A,73.4,0.667,0.765,0.558,9.75,Well-Developed
10X033,10,PS 033 TIMOTHY DWIGHT,ESO7,ESMS,Elementary School, 82.90 ,D,35.8,0.502,0.325,0.323,0.75,Proficient
10X037,10,PS 037 MULTIPLE INTELLIGENCE S,ESO15,ESMS,K-8 School, 67.75 ,A,83.88,0.595,0.511,0.989,5.25,Proficient
10X045,10,JHS 045 THOMAS C. GIORDANO,AED1,ESMS,Middle School, 3.18 ,B,51.79,0.376,0.531,0.468,4.5,Proficient
10X046,10,PS 046 EDGAR ALLAN POE,ESO15,ESMS,Elementary School, 78.32 ,A,65.86,0.646,0.472,0.696,3.75,Proficient
10X051,10,PS 051 BRONX NEW SCHOOL,ICI21,ESMS,Elementary School, 56.14 ,C,44.63,0.756,0.546,0.308,0,Proficient
10X054,10,PS/IS 54,ESO15,ESMS,Elementary School, 77.56 ,B,54.14,0.218,0.312,0.727,1.5,Undeveloped
10X056,10,PS 056 NORWOOD HEIGHTS,ESO15,ESMS,Elementary School, 63.65 ,B,56.58,0.597,0.453,0.592,1.5,Proficient
10X059,10,PS 059 THE COMM SCHOOL OF TEC,ESO14,ESMS,Elementary School, 80.66 ,B,57.24,0.578,0.52,0.558,2.25,Proficient
10X079,10,PS 079 CRESTON,ESO15,ESMS,Elementary School, 77.20 ,F,22.57,0.349,0.427,0.082,0,Proficient
10X080,10,JHS 080 THE MOSHOLU PARKWAY,AED1,ESMS,Middle School, 2.85 ,A,69.43,0.225,0.615,0.743,6.75,Undeveloped
10X081,10,PS 081 ROBERT J. CHRISTEN,ESO14,ESMS,Elementary School, 37.79 ,B,57.22,0.627,0.689,0.439,3,Well-Developed
10X085,10,PS 085 GREAT EXPECTATIONS,ESO15,ESMS,Elementary School, 80.36 ,B,51.73,0.445,0.412,0.54,3,Proficient
10X086,10,PS 086 KINGSBRIDGE HEIGHTS,ESO14,ESMS,Elementary School, 75.94 ,A,78.06,0.503,0.527,0.844,8.25,Well-Developed
10X091,10,PS 091 BRONX,ESO16,ESMS,Elementary School, 76.99 ,B,52.71,0.384,0.625,0.512,0,Proficient
10X094,10,PS 094 KINGS COLLEGE SCHOOL,ICI21,ESMS,Elementary School, 68.17 ,C,40.46,0.351,0.326,0.462,0,Undeveloped
10X095,10,PS 095 SHEILA MENCHER,ESO14,ESMS,K-8 School, 66.20 ,B,62.64,0.342,0.521,0.693,3.75,Well-Developed
10X118,10,JHS 118 WILLIAM W NILES,ESO2,ESMS,Middle School, 3.33 ,B,57.1,0.387,0.484,0.519,8.25,Proficient
10X141,10,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),ESO14,ESMS,Middle School, 3.48 ,C,50.04,0.441,0.563,0.428,3,Proficient
10X141,10,RIVERDALE/KINGSBRIDGE ACADEMY (MS/HS 141),ESO14,HS,High School, 2.78 ,A,75.11,0.536,0.759,0.587,12,Proficient
10X159,10,PS 159 LUIS MUNOZ MARIN BILING,ESO15,ESMS,Elementary School, 81.82 ,C,39.79,0.804,0.643,0.153,0,Proficient
10X205,10,PS 205 FIORELLO LAGUARDIA,CEIPEA2,ESMS,Elementary School, 75.56 ,B,51.55,0.783,0.726,0.246,4.5,Well-Developed
10X206,10,IS 206 ANN MERSEREAU,ESO15,ESMS,Middle School, 3.03 ,D,38.64,0.51,0.498,0.251,2.25,Proficient
10X225,10,THEATRE ARTS PRODUCTION COMPANY SCHOOL,New Visions1,ESMS,Middle School, 3.29 ,B,62.63,0.611,0.691,0.568,1.5,Proficient
10X226,10,PS 226,ESO14,ESMS,Elementary School, 76.29 ,B,63.85,0.475,0.426,0.772,1.5,Proficient
10X228,10,JONAS BRONCK ACADEMY,ESO4,ESMS,Middle School, 2.99 ,A,75.66,0.674,0.795,0.744,0.75,Proficient
10X237,10,"THE MARIE CURIE HIGH SCHOOL FOR MEDICINE, NURSING",ESO5,ESMS,Middle School, 2.90 ,B,54.98,0.667,0.735,0.417,0,Proficient
10X241,10,THE URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCI,ESO10,ESMS,Middle School, 3.17 ,A,73.53,0.927,0.752,0.592,4.5,Well-Developed
10X243,10,WEST BRONX ACADEMY FOR THE FUTURE,New Visions1,ESMS,Middle School, 2.93 ,B,53.95,0.295,0.61,0.513,3,Proficient
10X244,10,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,AED1,ESMS,Middle School, 2.75 ,B,59.02,0.66,0.61,0.506,3,Proficient
10X246,10,PS 246 POE CENTER,ESO15,ESMS,Elementary School, 79.23 ,B,58.98,0.436,0.274,0.722,4.5,Undeveloped
10X254,10,I.S. 254,AED1,ESMS,Middle School, 2.71 ,A,69.26,0.558,0.733,0.639,3.75,Proficient
10X279,10,"PS 279 CAPT MANUEL RIVERA, JR",ESO7,ESMS,K-8 School, 74.23 ,A,77.45,0.359,0.512,0.867,9,Proficient
10X280,10,PS 280 MOSHOLU PARKWAY,ESO14,ESMS,K-8 School, 63.07 ,A,66.13,0.72,0.763,0.495,5.25,Well-Developed
10X284,10,BRONX SCHOOL OF LAW AND FINANCE,New Visions1,HS,High School, 2.60 ,A,74.59,0.763,0.795,0.606,6,Proficient
10X291,10,PS 291,ESO7,ESMS,Elementary School, 73.80 ,D,32.75,0.817,0.629,0.03,0,Proficient
10X306,10,PS 306,ICI21,ESMS,Elementary School, 81.56 ,B,53.84,0.506,0.399,0.623,0,Well-Developed
10X307,10,EAMES PLACE (P.S.307),ESO15,ESMS,Elementary School, 72.68 ,A,97.3,0.828,0.876,1.066,0,Proficient
10X308,10,BRONX DANCE ACADEMY SCHOOL,ESO17,ESMS,Middle School, 2.98 ,A,73.42,0.474,0.754,0.685,6,Proficient
10X310,10,PS 310 MARBLE HILL,ESO15,ESMS,Elementary School, 74.69 ,A,65.59,0.463,0.571,0.727,1.5,Proficient
10X315,10,PS 315 LAB SCHOOL,ESO15,ESMS,K-8 School, 74.84 ,B,60.25,0.71,0.653,0.519,1.5,Proficient
10X331,10,THE BRONX SCHOOL OF SCIENCE INQUIRY AND INVESTIGAT,ESO17,ESMS,Middle School, 2.79 ,A,81.14,0.612,0.734,0.731,9.75,Proficient
10X340,10,PS 340,ESO14,ESMS,Elementary School, 71.96 ,B,60.86,0.911,0.636,0.498,0.75,Well-Developed
10X342,10,INTERNATIONAL SCHOOL OF LIBERAL ARTS,ESO17,ESMS,Middle School, 1.94 ,B,61.87,0.849,0.185,0.752,2.25,Proficient
10X360,10,PS 360,ESO14,ESMS,Elementary School, 75.84 ,A,69.79,0.631,0.462,0.708,7.5,Proficient
10X368,10,IN-TECH ACADEMY (MS/HS 368),ESO14,ESMS,Middle School, 3.07 ,B,62.78,0.569,0.61,0.572,4.5,Well-Developed
10X368,10,IN-TECH ACADEMY (MS/HS 368),ESO14,HS,High School, 2.75 ,C,47.45,0.606,0.599,0.344,1.5,Well-Developed
10X390,10,MS 390,AED1,ESMS,Middle School, 2.86 ,A,70.77,0.413,0.678,0.668,7.5,Proficient
10X391,10,MS 391,Fordham1,ESMS,Middle School, 2.83 ,B,51.24,0.39,0.471,0.555,0.75,Undeveloped
10X396,10,PS 396,LLSO3,ESMS,Elementary School, 80.42 ,D,38.07,0.5,0.501,0.283,0,Proficient
10X399,10,MS 399,AED1,ESMS,Middle School, 2.93 ,C,47.4,0.449,0.323,0.495,3.75,Proficient
10X412,10,BRONX HIGH SCHOOL OF BUSINESS,CUNY1,HS,High School, 2.40 ,C,41.09,0.529,0.174,0.454,3,Proficient
10X413,10,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,CUNY1,ESMS,Middle School, 3.17 ,B,63.28,0.56,0.655,0.613,1.5,Well-Developed
10X413,10,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,CUNY1,HS,High School, 2.67 ,B,60.65,0.542,0.675,0.505,4.5,Well-Developed
10X414,10,JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICA,CUNY1,HS,High School, 2.30 ,C,42.63,0.560,0.279,0.389,4.5,Well-Developed
10X433,10,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,ESO5,HS,High School, 2.46 ,B,58.81,0.267,0.793,0.482,4.5,Undeveloped
10X434,10,BELMONT PREPARATORY HIGH SCHOOL,LLSO1,HS,High School, 2.34 ,C,48.22,0.347,0.491,0.46,3,Proficient
10X437,10,FORDHAM HIGH SCHOOL FOR THE ARTS,LLSO2,HS,High School, 2.37 ,C,40.56,0.324,0.292,0.381,6,Proficient
10X438,10,FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNO,ESO16,HS,High School, 2.38 ,C,40.87,0.277,0.423,0.437,0,Undeveloped
10X439,10,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,New Visions1,HS,High School, 2.40 ,D,31.91,0.433,0.387,0.251,0,Proficient
10X440,10,DEWITT CLINTON HIGH SCHOOL,ICI16,HS,High School, 2.72 ,C,47.72,0.31,0.497,0.512,0,Proficient
10X442,10,THE CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC,New Visions1,HS,High School, 2.78 ,B,54.03,0.571,0.807,0.304,4.5,Proficient
10X445,10,BRONX HIGH SCHOOL OF SCIENCE,ICI2,HS,High School, 3.93 ,A,72.97,0.522,0.946,0.65,1,Well-Developed
10X475,10,JOHN F. KENNEDY HIGH SCHOOL,LLSO2,HS,High School, 2.35 ,D,31.8,0.207,0.347,0.331,0,Proficient
10X477,10,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,New Visions1,HS,High School, 2.64 ,A,98.13,0.752,1.081,0.826,9,Well-Developed
10X495,10,UNIVERSITY HEIGHTS SECONDARY SCHOOL AT BRONX COMMU,ESO17,HS,High School, 2.64 ,A,74.39,0.75,0.572,0.618,12,Well-Developed
10X546,10,BRONX THEATRE HIGH SCHOOL,New Visions1,HS,High School, 2.65 ,B,61.04,0.521,0.756,0.446,6,Proficient
10X549,10,DISCOVERY HIGH SCHOOL,ESO5,HS,High School, 2.40 ,B,53.44,0.548,0.528,0.452,4.5,Proficient
10X660,10,GRACE DODGE CAREER AND TECHNICAL EDUCATION HIGH SC,Fordham1,HS,High School, 2.40 ,C,36.74,0.355,0.357,0.376,0,Proficient
10X696,10,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,ICI2,HS,High School, 3.81 ,A,78.27,0.694,0.724,0.784,3,Proficient
11X016,11,PS 016 WAKEFIELD,ESO7,ESMS,Elementary School, 67.68 ,D,31.56,0.477,0.423,0.213,0,Well-Developed
11X019,11,PS 019 JUDITH K. WEISS,LLSO5,ESMS,K-8 School, 28.10 ,B,55.74,0.665,0.68,0.393,3.75,Well-Developed
11X021,11,PS 021 PHILLIP H SHERIDAN,LLSO6,ESMS,Elementary School, 71.55 ,B,54.07,0.344,0.41,0.611,3,Proficient
11X041,11,PS 041 GUN HILL RD,LLSO5,ESMS,Elementary School, 74.84 ,C,39.46,0.503,0.522,0.296,0,Proficient
11X068,11,PS 068 BRONX,LLSO5,ESMS,Elementary School, 74.54 ,C,49.11,0.484,0.653,0.364,2.25,Well-Developed
11X076,11,PS 076 THE BENNINGTON SCHOOL,LLSO5,ESMS,Elementary School, 73.14 ,A,72.61,0.61,0.674,0.65,7.5,Well-Developed
11X078,11,PS 078 ANNE HUTCHINSON,LLSO6,ESMS,Elementary School, 69.93 ,D,34.67,0.311,0.302,0.353,1.5,Proficient
11X083,11,PS 083 DONALD HERTZ,CEIPEA1,ESMS,K-8 School, 52.47 ,B,53.36,0.696,0.507,0.449,3,Well-Developed
11X087,11,PS 087 BRONX,ESO16,ESMS,Elementary School, 65.81 ,B,56.79,0.327,0.436,0.664,2.25,Proficient
11X089,11,PS 089 BRONX,CEIPEA1,ESMS,K-8 School, 61.83 ,B,59.38,0.284,0.426,0.647,6.75,Well-Developed
11X096,11,PS 096 RICHARD RODGERS,LLSO6,ESMS,Elementary School, 63.53 ,C,39.61,0.412,0.549,0.254,3,Proficient
11X097,11,PS 097 BRONX,LLSO3,ESMS,Elementary School, 57.47 ,B,54.35,0.361,0.531,0.573,1.5,Proficient
11X103,11,PS 103 HECTOR FONTANEZ,ESO19,ESMS,Elementary School, 70.20 ,C,41.02,0.335,0.344,0.426,2.25,Proficient
11X105,11,PS 105 SEN ABRAHAM BERNSTEIN,LLSO5,ESMS,Elementary School, 61.67 ,C,43.16,0.396,0.464,0.383,2.25,Well-Developed
11X106,11,PS 106 PARKCHESTER,LLSO6,ESMS,Elementary School, 65.13 ,F,24.76,0.478,0.701,-0.063,0,Well-Developed
11X108,11,PS 108 PHILIP J ABINANTI,LLSO5,ESMS,Elementary School, 41.24 ,C,47.35,0.481,0.549,0.403,1.5,Well-Developed
11X111,11,PS 111 SETON FALLS,ESO7,ESMS,Elementary School, 68.72 ,B,57.44,0.689,0.363,0.617,2.25,Well-Developed
11X112,11,PS 112 BRONXWOOD,LLSO6,ESMS,Elementary School, 76.14 ,B,55.54,0.407,0.356,0.65,3,Proficient
11X121,11,PS 121 THROOP,ESO7,ESMS,Elementary School, 63.43 ,C,47.34,0.797,0.632,0.285,0.75,Well-Developed
11X127,11,JHS 127 THE CASTLE HILL,LLSO6,ESMS,Middle School, 3.10 ,D,38.44,0.494,0.546,0.253,0.75,Undeveloped
11X142,11,JHS 142 JOHN PHILIP SOUSA,CEIPEA1,ESMS,Middle School, 2.96 ,C,41.66,0.474,0.441,0.374,0.75,Proficient
11X144,11,JHS 144 MICHELANGELO,LLSO4,ESMS,Middle School, 2.98 ,C,48.47,0.362,0.557,0.411,3.75,Proficient
11X153,11,PS. 153 HELLEN KELLER,LLSO6,ESMS,Elementary School, 56.55 ,C,38.79,0.625,0.611,0.202,0,Well-Developed
11X160,11,PS 160 WALT DISNEY,LLSO6,ESMS,Elementary School, 60.44 ,B,53.69,0.487,0.542,0.493,3,Proficient
11X175,11,PS 175 CITY ISLAND,ESO17,ESMS,K-8 School, 30.04 ,B,59.09,0.692,0.692,0.481,1.5,Proficient
11X178,11,PS 178 DR SELMAN WAXMAN,CEIPEA2,ESMS,Elementary School, 63.23 ,C,44.04,0.259,0.393,0.461,3,Well-Developed
11X180,11,I S 180 DANIEL HALE WILLIAMS,LLSO6,ESMS,Middle School, 3.23 ,B,52.61,0.438,0.57,0.485,2.25,Proficient
11X181,11,I S 181 PABLO CASALS,LLSO6,ESMS,Middle School, 3.22 ,B,58.77,0.482,0.601,0.527,4.5,Proficient
11X194,11,P.S./I.S. 194,LLSO5,ESMS,K-8 School, 68.04 ,C,45.26,0.522,0.598,0.3,3,Well-Developed
11X272,11,GLOBE SCHOOL FOR ENVIRONMENTAL RESEARCH,LLSO2,ESMS,Middle School, 3.05 ,B,54.02,0.514,0.472,0.53,3,Well-Developed
11X287,11,THE FORWARD SCHOOL,CUNY1,ESMS,Middle School, 3.03 ,C,44.38,0.46,0.474,0.382,2.25,Proficient
11X288,11,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,New Visions1,HS,High School, 2.96 ,A,68.4,0.502,0.934,0.597,0,Well-Developed
11X289,11,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,LLSO4,ESMS,Middle School, 3.08 ,C,46.56,0.433,0.564,0.38,2.25,Proficient
11X290,11,BRONX ACADEMY OF HEALTH CAREERS,New Visions1,HS,High School, 2.47 ,A,80.4,0.545,0.933,0.776,1.5,Proficient
11X299,11,ASTOR COLLEGIATE ACADEMY,LLSO2,HS,High School, 2.64 ,A,68.47,0.604,0.996,0.4,7.5,Proficient
11X415,11,CHRISTOPHER COLUMBUS HIGH SCHOOL,New Visions1,HS,High School, 2.31 ,C,35.26,0.315,0.388,0.342,0,Proficient
11X418,11,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,LLSO2,HS,High School, 2.56 ,B,55.81,0.553,0.653,0.372,7.5,Proficient
11X455,11,HARRY S TRUMAN HIGH SCHOOL,CEIPEA1,HS,High School, 2.37 ,B,52.66,0.358,0.761,0.444,0,Proficient
11X541,11,GLOBAL ENTERPRISE HIGH SCHOOL,New Visions1,HS,High School, 2.45 ,B,51.77,0.294,0.605,0.395,7.5,Undeveloped
11X542,11,PELHAM PREPARATORY ACADEMY,LLSO2,HS,High School, 2.95 ,B,55.63,0.391,0.795,0.471,0,Well-Developed
11X544,11,HIGH SCHOOL FOR CONTEMPORARY ARTS,New Visions1,HS,High School, 2.55 ,A,96.05,0.702,0.891,0.878,10.5,Proficient
11X545,11,BRONX AEROSPACE HIGH SCHOOL,ESO5,HS,High School, 2.55 ,A,93.65,0.548,0.942,0.876,9,Proficient
12X006,12,PS 006 WEST FARMS,LLSO3,ESMS,Elementary School, 77.28 ,B,53.04,0.293,0.386,0.579,5.25,Proficient
12X044,12,PS 044 DAVID C FARRAGUT,ESO19,ESMS,Elementary School, 77.05 ,D,32.21,0.218,0.329,0.347,0,Well-Developed
12X047,12,PS 047 JOHN RANDOLPH,LLSO6,ESMS,Elementary School, 75.00 ,D,37.55,0.447,0.516,0.28,0,Well-Developed
12X050,12,PS 050 CLARA BARTON,LLSO3,ESMS,Elementary School, 80.87 ,F,19.77,0.153,0.334,0.136,0,Proficient
12X057,12,PS 057 CRESCENT,LLSO3,ESMS,Elementary School, 80.58 ,C,46.63,0.301,0.435,0.501,1.5,Well-Developed
12X061,12,PS 061 FRANCISCO OLLER,ESO19,ESMS,Elementary School, 74.72 ,B,57.71,0.812,0.441,0.546,2.25,Undeveloped
12X066,12,PS 066 SCH OF HIGHER EXPECTAT,LLSO4,ESMS,Elementary School, 77.75 ,D,31.09,0.463,0.283,0.285,0,Proficient
12X067,12,PS 067 MOHEGAN SCHOOL,CLSO8,ESMS,Elementary School, 78.88 ,C,48.79,0.153,0.46,0.554,2.25,Well-Developed
12X092,12,PS 092 BRONX,LLSO3,ESMS,Elementary School, 79.43 ,A,71.34,0.463,0.482,0.799,6,Well-Developed
12X098,12,JHS 098 HERMAN RIDDER,LLSO4,ESMS,Middle School, 2.92 ,A,69.26,0.397,0.573,0.716,6.75,Proficient
12X102,12,PS 102 JOSEPH O LORETAN,LLSO3,ESMS,Elementary School, 72.14 ,D,35.86,0.245,0.299,0.381,2.25,Proficient
12X129,12,PS 129 TWIN PARKS UPPER,CEIPEA1,ESMS,Middle School, 2.80 ,C,48.52,0.479,0.441,0.511,0,Proficient
12X134,12,PS 134 GEORGE F BRISTOW,LLSO6,ESMS,Elementary School, 80.31 ,C,46.98,0.371,0.409,0.53,0,Proficient
12X150,12,PS 150 CHARLES JAMES FOX,LLSO5,ESMS,Elementary School, 80.17 ,B,63.52,0.629,0.611,0.609,2.25,Proficient
12X190,12,IS 190,LLSO4,ESMS,Middle School, 2.92 ,A,68.04,0.489,0.65,0.694,3,Proficient
12X195,12,PS 195,LLSO3,ESMS,Elementary School, 75.42 ,C,48.37,0.418,0.518,0.442,2.25,Proficient
12X196,12,PS 196,LLSO3,ESMS,Elementary School, 76.06 ,B,53.81,0.744,0.669,0.383,1.5,Well-Developed
12X198,12,PS 198,CLSO8,ESMS,Elementary School, 80.26 ,C,41.38,0.505,0.16,0.459,3.75,Proficient
12X211,12,PS 211,LLSO3,ESMS,K-8 School, 80.84 ,C,49.73,0.419,0.374,0.572,0.75,Proficient
12X212,12,PS 212,ESO19,ESMS,K-8 School, 75.86 ,B,50.36,0.509,0.365,0.537,2.25,Well-Developed
12X214,12,PS 214,LLSO5,ESMS,K-8 School, 75.10 ,B,51.06,0.654,0.345,0.534,1.5,Proficient
12X216,12,BUS. SCHL. ENTREPREN. STUDIES,LLSO4,ESMS,Middle School, 2.90 ,D,36.87,0.277,0.299,0.405,1.5,Proficient
12X217,12,SCHOOL OF PERFORMING ARTS,LLSO4,ESMS,Middle School, 3.01 ,A,65.51,0.454,0.472,0.714,5.25,Well-Developed
12X242,12,MOTT HALL V,LLSO1,ESMS,Middle School, 3.07 ,A,95.86,0.877,0.982,0.927,2.25,Proficient
12X245,12,NEW DAY ACADEMY,ESO13,ESMS,Middle School, 2.88 ,D,32.45,0.655,0.364,0.213,0,Proficient
12X267,12,BRONX LATIN,New Visions1,ESMS,Middle School, 3.04 ,A,76.79,0.723,0.825,0.722,1.5,Well-Developed
12X269,12,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,ESO13,ESMS,Middle School, 3.03 ,B,57.36,0.926,0.443,0.549,0,Well-Developed
12X270,12,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,ESO5,ESMS,Middle School, 3.07 ,C,40.93,0.62,0.494,0.279,1.5,Proficient
12X271,12,EAST BRONX ACADEMY FOR THE FUTURE,ESO13,ESMS,Middle School, 2.99 ,D,37.7,0.435,0.4,0.348,0,Proficient
12X273,12,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL,ESO17,ESMS,Middle School, 3.14 ,A,66.63,0.741,0.647,0.575,4.5,Proficient
12X286,12,FANNIE LOU HAMER MIDDLE SCHOOL,ESO13,ESMS,Middle School, 2.91 ,F,25.81,0.49,0.337,0.152,0,Proficient
12X297,12,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,ESO5,HS,High School, 2.34 ,B,63.64,0.576,0.785,0.408,9,Proficient
12X300,12,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,LLSO3,ESMS,Elementary School, 78.41 ,C,44.43,0.381,0.406,0.482,0,Proficient
12X316,12,KAPPA III,LLSO6,ESMS,Middle School, 3.30 ,C,46.57,0.637,0.659,0.314,0,Proficient
12X318,12,IS 318 MATH SCI &TECH THRU ART,Fordham1,ESMS,Middle School, 2.91 ,D,33.69,0.402,0.327,0.311,0.75,Proficient
12X341,12,ACCION ACADEMY,ESO7,ESMS,Middle School, 3.04 ,B,63.26,0.428,0.682,0.607,3,Undeveloped
12X403,12,BRONX INTERNATIONAL HIGH SCHOOL,ESO13,HS,High School, 2.14 ,A,78.9,0.675,0.755,0.675,9,Proficient
12X404,12,SCHOOL FOR EXCELLENCE,ESO20,HS,High School, 2.42 ,A,78.56,0.658,0.644,0.679,12,Undeveloped
12X527,12,BRONX LEADERSHIP ACADEMY II HIGH SCHOOL,New Visions1,HS,High School, 2.62 ,B,53.93,0.267,0.83,0.455,0,Proficient
12X543,12,HIGH SCHOOL FOR VIOLIN AND DANCE,ESO5,HS,High School, 2.41 ,A,84.37,0.442,1.065,0.614,12,Proficient
12X550,12,HIGH SCHOOL OF WORLD CULTURES,Replications1,HS,High School, 2.29 ,B,58.58,0.663,0.606,0.554,0,Proficient
12X680,12,BRONX COALITION COMMUNITY HIGH SCHOOL,CEIPEA1,HS,High School, 2.37 ,D,33.5,0.171,0.437,0.324,0,Undeveloped
12X682,12,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,ESO13,HS,High School, 2.35 ,B,59.9,0.673,0.577,0.427,9,Well-Developed
12X684,12,WINGS ACADEMY,LLSO2,HS,High School, 2.48 ,B,57.93,0.465,0.659,0.512,3,Proficient
12X690,12,MONROE ACADEMY FOR BUSINESS/LAW,CLSO2,HS,High School, 2.43 ,C,38.17,0.288,0.377,0.41,0,Undeveloped
12X691,12,BRONX LITTLE SCHOOL,CEIPEA2,ESMS,Elementary School, 71.07 ,A,72.53,0.297,0.448,0.993,0,Proficient
12X692,12,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,Replications1,HS,High School, 2.33 ,C,41.08,0.345,0.19,0.549,0,Proficient
13K003,13,PS 003 THE BEDFORD VILLAGE,CLSO3,ESMS,Elementary School, 63.46 ,C,47.08,0.463,0.399,0.499,0.75,Proficient
13K008,13,PS 008 ROBERT FULTON,CLSO6,ESMS,Elementary School, 36.00 ,C,43.61,0.546,0.425,0.412,0,Proficient
13K009,13,PS 009 TEUNIS G BERGEN,CLSO6,ESMS,Elementary School, 66.65 ,B,57.18,0.371,0.554,0.636,0,Proficient
13K011,13,PS 011 PURVIS J BEHAN,CLSO3,ESMS,Elementary School, 63.20 ,C,44.16,0.329,0.766,0.282,0.75,Proficient
13K020,13,PS 020 CLINTON HILL,CLSO3,ESMS,Elementary School, 65.08 ,B,50.55,0.434,0.684,0.414,0.75,Proficient
13K044,13,PS 044 MARCUS GARVEY,CLSO6,ESMS,Elementary School, 71.87 ,B,55.15,0.378,0.776,0.422,3,Proficient
13K046,13,PS 046 EDWARD C BLUM,CLSO3,ESMS,Elementary School, 74.01 ,B,57.96,0.297,0.387,0.721,2.25,Undeveloped
13K054,13,PS 054 SAMUEL C BARNES,CLSO6,ESMS,Elementary School, 73.81 ,C,49.18,0.383,0.387,0.565,0.75,Undeveloped
13K056,13,PS 056 LEWIS H LATIMER,CLSO8,ESMS,Elementary School, 73.01 ,D,32.22,0.524,0.551,0.142,0,Proficient
13K067,13,PS 067 CHARLES A DORSEY,CLSO5,ESMS,Elementary School, 77.73 ,B,57.34,0.532,0.273,0.735,0.75,Proficient
13K093,13,PS 093 WILLIAM H PRESCOTT,CLSO6,ESMS,Elementary School, 76.00 ,A,65.96,0.392,0.727,0.641,3,Proficient
13K103,13,SATELLITE THREE,CLSO8,ESMS,Middle School, 3.14 ,B,60.37,0.676,0.37,0.67,2.25,Proficient
13K113,13,JHS 113/OLD 294 EDMONDS CNTR,ESO8,ESMS,Middle School, 3.37 ,B,51.23,0.521,0.558,0.471,0.75,Proficient
