MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-00552-7504,1660-R1,88 WEST WASHINGTON PLACE,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,28,1966,32116,1100000,34.3,5269992,164,1-00532-0030,81 BLEECKER STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,43,1900,26382,1273240,48.3,6390000,242,0.35,1-00563-0043,63 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,1970,23353,843587,36.1,4230000,181,0.4
1-00556-7501,330-R1,10430 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,11,1905,28385,777376,27.4,3720003,131,1-00567-0005,29 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,17,1920,16247,515000,31.7,2470000,152,0.3,1-00572-0008,416 6 AVENUE,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,32,1900,20893,960000,45.9,4810000,230,0.45
1-00557-7501,39-R1,806 BROADWAY,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,65,1900,83089,2201858,26.5,10100000,122,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,1929,20874,618000,29.6,2960000,142,0.55,1-00563-0043,63 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,1970,23353,843587,36.1,4230000,181,0.1
1-00558-7501,210-R1,114 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,41,1985,56483,1638000,29,7850001,139,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,1909,147773,7431981,50,37300000,252,0.25,,,,,,,,,,,,
1-00558-7502,446-R1,115 4 AVENUE,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,70,1905,90082,2522296,28,12099998,134,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1600000,27,7660000,129,0.25,1-00563-0026,40 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,25,1900,24198,939959,38.8,4710000,195,0.2
1-00558-7503,684-R1,125 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,44,1988,57042,1654218,29,7920000,139,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,1929,20874,618000,29.6,2960000,142,0.65,1-00552-0036,149 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,C7-WALK-UP,28,1900,13025,547726,42.1,2750000,211,0.6
1-00559-7501,1742-R1,108 3 AVENUE,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,84,2006,100500,4422000,44,22200001,221,1-00565-9021,842 BROADWAY,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,240,1996,208961,11640441,56,58400000,279,0.1,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,1909,147773,7431981,50,37300000,252,0.3
1-00560-7501,306-R1,21 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,145,1955,136098,3606597,26.5,16500000,121,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,1929,20874,618000,29.6,2960000,142,0.4,1-00563-0043,63 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,1970,23353,843587,36.1,4230000,181,0.15
1-00560-7502,304-R1,40 EAST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,150,1959,160209,4646061,29,21300000,133,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,8330000,45.1,41800000,226,0.3,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,1909,147773,7431981,50,37300000,252,0.1
1-00560-7503,303-R1,60 EAST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,213,1954,140370,3789990,27,17400000,124,1-00543-0048,136 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,30,1929,20874,618000,29.6,2960000,142,0.4,1-00563-0043,63 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,1970,23353,843587,36.1,4230000,181,0.15
1-00561-7501,787-R1,63 EAST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,229,1955,209785,5873980,28,26900000,128,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,8330000,45.1,41800000,226,0.25,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,1909,147773,7431981,50,37300000,252,0.15
1-00563-7501,298-R1,44 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,44,1985,43542,1306260,30,6260001,144,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.05,1-00572-0026,24 WEST 9 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,50,1923,46137,1822797,39.5,9140000,198,0.3
1-00567-7501,1177-R1,23 5 AVENUE,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,96,1921,81875,3025330,37,15200020,186,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,8330000,45.1,41800000,226,0.35,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,1909,147773,7431981,50,37300000,252,0.25
1-00569-7501,154-R1,10 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,27,1907,66739,1735214,26,7530002,113,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,1910,19545,574087,29.4,2750000,141,0.2,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.1
1-00569-7502,205-R1,8 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,12,1908,28097,744570,26.5,3230000,115,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,1910,19545,574087,29.4,2750000,141,0.2,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.1
1-00569-7503,248-R1,16 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,37,1910,52493,1416311,27,6780002,129,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,1910,19545,574087,29.4,2750000,141,0.2,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.1
1-00569-7504,1028-R1,13 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,115,1903,60860,1764940,29,8449995,139,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,1910,19545,574087,29.4,2750000,141,0.2,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.1
1-00571-7501,27-R1,7 EAST 13 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,39,1928,42384,1133772,26.8,5190000,122,1-00525-0027,112 WEST HOUSTON STREET,GREENWICH VILLAGE-CENTRAL,C4-WALK-UP,20,1900,10816,308948,28.6,1480000,137,0.65,1-00587-0030,51 7 AVENUE,GREENWICH VILLAGE-WEST,D7-ELEVATOR,35,1926,21679,629218,29,3010000,139,0.6
1-00572-7501,747-R1,12 WEST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,23,1952,13256,371168,28,1780000,134,1-00488-0006,64 THOMPSON STREET,SOHO,C1-WALK-UP,30,1900,16749,519924,31,2490000,149,0.7,1-00488-0010,72 THOMPSON STREET,SOHO,C7-WALK-UP,36,1910,19002,637818,33.6,3060000,161,0.7
1-00572-7502,1256-R1,30 WEST 9 STREET,GREENWICH VILLAGE-CENTRAL,R2-WALK-UP,18,1900,14398,450000,31.3,2160002,150,1-00563-0043,63 EAST 11 STREET,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,42,1970,23353,843587,36.1,4230000,181,0.3,1-00525-0002,173 SULLIVAN STREET,GREENWICH VILLAGE-CENTRAL,C1-WALK-UP,20,1900,9625,290472,30.2,1390000,144,0.4
1-00573-7502,89-R1,69 WEST 9 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,119,1959,94250,2497625,26.5,11400000,121,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,1910,19545,574087,29.4,2750000,141,0.05,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.25
1-00575-7501,515-R1,53 WEST 11 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,15,1900,9380,255000,27.2,1170000,125,1-00525-0027,112 WEST HOUSTON STREET,GREENWICH VILLAGE-CENTRAL,C4-WALK-UP,20,1900,10816,308948,28.6,1480000,137,0.5,1-00587-0030,51 7 AVENUE,GREENWICH VILLAGE-WEST,D7-ELEVATOR,35,1926,21679,629218,29,3010000,139,0.45
1-00575-7502,1895-R1,31 WEST 11 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,17,1912,34118,852950,25,3700002,108,1-00575-0011,472 6 AVENUE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,47,1957,34485,1419000,41.1,7120000,206,0,1-00574-0073,59 WEST 10 STREET,GREENWICH VILLAGE-CENTRAL,C1-WALK-UP,60,1900,37998,1279000,33.7,6130000,161,0.05
1-00576-7501,3-R1,60 WEST 13 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,70,1966,82017,2214459,27,10599991,129,1-00572-0043,12 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D7-ELEVATOR,34,1910,19545,574087,29.4,2750000,141,0.2,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.3
1-00576-7502,421-R1,59 WEST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,105,1931,112050,3249450,29,15600000,139,1-00572-0038,20 5 AVENUE,GREENWICH VILLAGE-CENTRAL,D9-ELEVATOR,113,1940,132420,4686000,35.4,22400000,169,0.2,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,8330000,45.1,41800000,226,0.4
1-00576-7503,886-R1,8 WEST 13 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOPS,30,1910,34168,854200,25,3610000,106,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.3,1-00557-0017,60 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,137,1962,124630,3158000,25.3,13700000,110,0.35
1-00577-7502,1180-R1,65 WEST 13 STREET,GREENWICH VILLAGE-CENTRAL,R4-ELEVATOR,77,1906,201330,7046550,35,33799993,168,1-00545-0059,752 BROADWAY,GREENWICH VILLAGE-CENTRAL,D5-ELEVATOR,180,1909,147773,7431981,50,37300000,252,0.45,1-00521-0045,303 ELIZABETH STREET,GREENWICH VILLAGE-CENTRAL,D1-ELEVATOR,195,1991,187368,7268496,38.8,36500000,195,0.8
1-00584-7501,743-R1,442 HUDSON STREET,GREENWICH VILLAGE-WEST,R9-CONDOPS,169,1925,100633,2515825,25,10600000,105,1-00562-0044,25 EAST 10 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1929,45496,1596000,35.1,7640000,168,0.7,1-00557-0017,60 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,137,1962,124630,3158000,25.3,13700000,110,0.75
1-00587-7501,293-R1,76 BEDFORD STREET,GREENWICH VILLAGE-WEST,R2-WALK-UP,30,1929,19320,483000,25,2099997,109,1-00588-0039,52 BARROW STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,20,1910,10105,286730,28.4,1370000,136,0.03,1-00585-0025,91 BEDFORD STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,39,1900,19925,600000,30.1,2870000,144,0.05
1-00589-7501,48-R1,2 CORNELIA STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,43,1929,66282,1922178,29,9209999,139,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4514830,32.8,21600000,157,0.35,1-00590-0022,12 JONES STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,1765933,31.1,8460000,149,0.05
1-00590-7502,608-R1,9 BARROW STREET,GREENWICH VILLAGE-WEST,R9-CONDOPS,86,1930,89510,2271763,25.4,10400000,116,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4514830,32.8,21600000,157,0.3,1-00590-0022,12 JONES STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,1765933,31.1,8460000,149,0.05
1-00592-7501,562-R1,1 SHERIDAN SQUARE,GREENWICH VILLAGE-WEST,R4-ELEVATOR,45,1900,21494,591085,27.5,2829993,132,1-00592-0080,125 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D1-ELEVATOR,30,1926,17688,491000,27.8,2350000,133,0.05,1-00608-0009,37 7 AVENUE,GREENWICH VILLAGE-WEST,D6-ELEVATOR,36,1910,22998,916000,39.8,4590000,200,0.35
1-00593-7501,663-R1,10 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,R9-CONDOPS,30,1910,21738,652140,30,2990000,138,1-00642-0012,110 HORATIO STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,33,1900,26250,1182988,45.1,5930000,226,0.55,1-00618-0042,205 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,55,1962,26700,933931,35,4470000,167,0.35
1-00593-7502,1678-R1,147 WAVERLY PLACE,GREENWICH VILLAGE-WEST,R4-ELEVATOR,18,1915,44820,1434240,32,6869999,153,1-00590-0022,12 JONES STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,1765933,31.1,8460000,149,0.15,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4514830,32.8,21600000,157,0.35
1-00594-7503,1399-R1,505 GREENWICH STREET,SOHO,R4-ELEVATOR,104,2003,196695,8851275,45,44400000,226,1-00619-0033,330 BLEECKER STREET,GREENWICH VILLAGE-WEST,D6-ELEVATOR,207,1930,136785,6791830,49.7,34100000,249,0.6,1-00640-0021,756 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,67,2003,76549,3050629,39.9,15300000,200,0.85
1-00594-7504,1379-R1,491 GREENWICH STREET,SOHO,R4-ELEVATOR,22,1915,65085,2928825,45,14699997,226,1-00619-0033,330 BLEECKER STREET,GREENWICH VILLAGE-WEST,D6-ELEVATOR,207,1930,136785,6791830,49.7,34100000,249,0.6,1-00640-0021,756 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,67,2003,76549,3050629,39.9,15300000,200,0.85
1-00594-7505,1585-R1,255 HUDSON STREET,SOHO,R4-ELEVATOR,64,2005,94226,3769040,40,18900004,201,1-00640-0021,756 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,67,2003,76549,3050629,39.9,15300000,200,0.85,1-00642-0004,114 HORATIO STREET,GREENWICH VILLAGE-WEST,D3-ELEVATOR,121,1987,85030,4450289,52,22300000,262,0.95
1-00594-7506,1580-R1,304 SPRING STREET,SOHO,R4-ELEVATOR,13,2005,29579,1350000,45.6,6770004,229,1-00640-0021,756 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,67,2003,76549,3050629,39.9,15300000,200,0.85,1-00642-0004,114 HORATIO STREET,GREENWICH VILLAGE-WEST,D3-ELEVATOR,121,1987,85030,4450289,52,22300000,262,0.95
1-00594-7508,1882-R1,475 GREENWICH STREET,SOHO,R4-ELEVATOR,21,2007,40000,1480000,37,7429999,186,1-00586-0045,29 7 AVENUE SOUTH,GREENWICH VILLAGE-WEST,D9-ELEVATOR,15,1998,25542,992000,38.8,4970000,195,0.55,1-00618-0042,205 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,55,1962,26700,933931,35,4470000,167,1.05
1-00595-7502,1103-R1,468 GREENWICH STREET,SOHO,R4-ELEVATOR,12,1920,24850,990000,39.8,4959999,200,1-00586-0045,29 7 AVENUE SOUTH,GREENWICH VILLAGE-WEST,D9-ELEVATOR,15,1998,25542,992000,38.8,4970000,195,0.55,1-00618-0042,205 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,55,1962,26700,933931,35,4470000,167,1.05
1-00595-7503,1238-R1,459 WASHINGTON STREET,SOHO,R4-ELEVATOR,12,1920,31613,800277,25.3,3470001,110,1-00571-0025,120 UNIVERSITY PLACE,GREENWICH VILLAGE-CENTRAL,D8-ELEVATOR,95,1959,59299,1600000,27,7660000,129,1.15,,,,,,,,,,,,
1-00595-7504,1616-R1,330 SPRING STREET,SOHO,R4-ELEVATOR,40,2005,68865,3098925,45,15499998,225,1-00640-0021,756 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,67,2003,76549,3050629,39.9,15300000,200,0.8,1-00642-0004,114 HORATIO STREET,GREENWICH VILLAGE-WEST,D3-ELEVATOR,121,1987,85030,4450289,52,22300000,262,0.9
1-00597-7502,1342-R1,104 CHARLTON STREET,SOHO,R4-ELEVATOR,14,1920,31930,957900,30,4590000,144,1-00590-0022,12 JONES STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,1765933,31.1,8460000,149,0.45,1-00618-0042,205 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,55,1962,26700,933931,35,4470000,167,0.9
1-00601-7501,542-R1,421 HUDSON STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,184,1920,212232,7003656,33,33499993,158,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4514830,32.8,21600000,157,0.3,1-00641-0017,379 WEST 12 STREET,GREENWICH VILLAGE-WEST,D3-ELEVATOR,148,1996,123646,4884209,39.5,24500000,198,0.55
1-00602-7501,1368-R1,1 MORTON SQUARE,GREENWICH VILLAGE-WEST,R4-ELEVATOR,142,2002,310000,14105000,45.5,70699994,228,1-00642-0004,114 HORATIO STREET,GREENWICH VILLAGE-WEST,D3-ELEVATOR,121,1987,85030,4450289,52,22300000,262,0.55,,,,,,,,,,,,
1-00604-7501,79-R1,162 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,83,1920,88227,2735037,31,13100007,148,1-00615-0036,87 GREENWICH AVENUE,GREENWICH VILLAGE-WEST,D6-ELEVATOR,81,1930,64840,2053048,31.7,9830000,152,0.5,1-00629-0044,305 WEST 13 STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,77,1964,56508,2138000,37.8,10700000,189,0.6
1-00608-7501,487-R1,175 WEST 12 STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,214,1961,165160,5110000,30.9,24499998,148,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,8330000,45.1,41800000,226,0.6,1-00816-0042,92 5 AVENUE,FLATIRON,D6-ELEVATOR,223,1962,180000,4349000,24.16,18900000,105,0.2
1-00609-7502,965-R1,116 WEST 14 STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,18,1912,46687,1310000,28.1,6270000,134,1-00590-0022,12 JONES STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,59,1920,56700,1765933,31.1,8460000,149,0.45,1-00411-0045,144 LUDLOW STREET,LOWER EAST SIDE,D1-ELEVATOR,52,1900,34904,825340,23.65,3580000,103,1.3
1-00610-7501,366-R1,45 CHRISTOPHER STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,113,1931,120723,3600000,29.8,17200005,142,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4514830,32.8,21600000,157,0.3,1-00765-0035,78 7 AVENUE,CHELSEA,D7-ELEVATOR,121,1940,128350,3235048,25.2,14000000,109,0.4
1-00612-7501,530-R1,22 PERRY STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,21,1987,18780,730000,38.9,3660002,195,1-00631-0030,697 GREENWICH STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,53,1979,51200,2485607,48.5,12500000,244,0.25,1-00716-0055,434 WEST 19 STREET,CHELSEA,D1-ELEVATOR,40,1986,21000,609640,29,2920000,139,0.6
1-00612-7502,626-R1,25 CHARLES STREET,GREENWICH VILLAGE-WEST,R9-CONDOPS,30,1910,19715,500000,25.4,2110000,107,1-00592-0042,84 GROVE STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,20,1885,16400,380000,23.17,1650000,101,0.15,1-00632-0031,133 CHARLES STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,50,1896,34504,1230637,35.7,5890000,171,0.25
1-00612-7503,698-R1,259 WEST 4 STREET,GREENWICH VILLAGE-WEST,R9-CONDOPS,25,1905,13997,380000,27.1,1740000,124,1-00632-0031,133 CHARLES STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,50,1896,34504,1230637,35.7,5890000,171,0.25,1-00592-0042,84 GROVE STREET,GREENWICH VILLAGE-WEST,D1-ELEVATOR,20,1885,16400,380000,23.17,1650000,101,0.15
1-00612-7504,850-R1,15 CHARLES STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,122,1964,92616,2350000,25.4,10199997,110,1-00559-0009,92 PARK AVENUE SOUTH,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,220,1964,184645,8330000,45.1,41800000,226,0.65,1-00882-0069,90 LEXINGTON AVENUE,GRAMERCY,D9-ELEVATOR,107,1957,128570,2932859,22.81,12700000,99,1
1-00616-7501,445-R1,2 HORATIO STREET,GREENWICH VILLAGE-WEST,R9-CONDOPS,241,1931,209011,5300000,25.4,22400000,107,1-00631-0001,669 WASHINGTON STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,144,1930,137589,4514830,32.8,21600000,157,0.4,1-00765-0035,78 7 AVENUE,CHELSEA,D7-ELEVATOR,121,1940,128350,3235048,25.2,14000000,109,0.15
1-00618-7501,447-R1,222 WEST 14 STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,132,1987,101634,3600000,35.4,17200001,169,1-00557-0022,70 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,D6-ELEVATOR,62,1987,42000,2034287,48.4,10200000,243,0.7,1-00732-0058,444 WEST 35 STREET,JAVITS CENTER,D1-ELEVATOR,86,1989,64449,2438002,37.8,12200000,189,1.05
1-00620-7501,1087-R1,534 HUDSON STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,22,1998,41506,2050000,49.4,10299998,248,1-00720-0045,401 WEST 22 STREET,CHELSEA,D6-ELEVATOR,59,1999,58394,2350797,40.3,11800000,202,0.85,1-00642-0004,114 HORATIO STREET,GREENWICH VILLAGE-WEST,D3-ELEVATOR,121,1987,85030,4450289,52,22300000,262,0.35
1-00620-7502,1459-R1,223 WEST 10 STREET,GREENWICH VILLAGE-WEST,R2-WALK-UP,40,1893,18403,530000,28.8,2539998,138,1-00634-0032,752 GREENWICH STREET,GREENWICH VILLAGE-WEST,C5-WALK-UP,34,1910,17332,540000,31.2,2590000,149,0.15,1-00619-0067,192 WEST 10 STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,27,1910,25955,711000,27.4,3410000,131,0.1
1-00621-7503,1688-R1,382 BLEECKER STREET,GREENWICH VILLAGE-WEST,R2-WALK-UP,21,1914,13648,440000,32.2,2110006,155,1-00612-0060,49 GREENWICH AVENUE,GREENWICH VILLAGE-WEST,C7-WALK-UP,11,1900,10204,456900,44.8,2290000,224,0.25,1-00643-0038,807 WASHINGTON STREET,GREENWICH VILLAGE-WEST,C4-WALK-UP,12,1920,10764,584000,54,2930000,272,0.3
1-00623-7501,776-R1,295 WEST 11 STREET,GREENWICH VILLAGE-WEST,R9-CONDOPS,60,1920,32638,915000,28,4190000,128,1-00632-0031,133 CHARLES STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,50,1896,34504,1230637,35.7,5890000,171,0.15,1-00592-0080,125 WEST WASHINGTON PLACE,GREENWICH VILLAGE-WEST,D1-ELEVATOR,30,1926,17688,491000,27.8,2350000,133,0.3
1-00624-7502,106-R1,69 BANK STREET,GREENWICH VILLAGE-WEST,R4-ELEVATOR,15,1983,27448,830000,30.2,3980004,145,1-00716-0055,434 WEST 19 STREET,CHELSEA,D1-ELEVATOR,40,1986,21000,609640,29,2920000,139,0.5,1-00631-0030,697 GREENWICH STREET,GREENWICH VILLAGE-WEST,D5-ELEVATOR,53,1979,51200,2485607,48.5,12500000,244,0.25
