MANHATTAN CONDOMINIUM PROPERTY Boro-Block-Lot,MANHATTAN CONDOMINIUM PROPERTY Condo Section,MANHATTAN CONDOMINIUM PROPERTY Address,MANHATTAN CONDOMINIUM PROPERTY Neighborhood,MANHATTAN CONDOMINIUM PROPERTY Building Classification,MANHATTAN CONDOMINIUM PROPERTY Total Units,MANHATTAN CONDOMINIUM PROPERTY Year Built,MANHATTAN CONDOMINIUM PROPERTY Gross SqFt,MANHATTAN CONDOMINIUM PROPERTY Est. Gross Income,MANHATTAN CONDOMINIUM PROPERTY Gross Income per SqFt,MANHATTAN CONDOMINIUM PROPERTY Full Market Value,MANHATTAN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
1-00171-7501,32-R1,356 BROADWAY,CHINATOWN,R4-ELEVATOR,18,1915,20000,600000,30,2869998,143,1-00097-0024,225 FRONT STREET,SOUTHBRIDGE,C7-WALK-UP,12,1900,15400,654000,42.5,3280000,213,0.65,1-00097-0030,36 PECK SLIP,SOUTHBRIDGE,C7-WALK-UP,12,1900,17475,732000,41.9,3670000,210,0.65
1-00171-7502,1074-R1,354 BROADWAY,CHINATOWN,R4-ELEVATOR,12,1900,41204,1370000,33.2,6560001,159,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,1999,139697,6496079,46.5,32600000,233,0.05,1-00875-0003,239 PARK AVENUE SOUTH,GRAMERCY,D9-ELEVATOR,46,1911,51122,1580157,30.9,7570000,148,1.65
1-00172-7501,730-R1,374 BROADWAY,CHINATOWN,R4-ELEVATOR,163,1990,126500,4048001,32,19400011,153,1-00170-0020,95 WORTH STREET,CIVIC CENTER,D6-ELEVATOR,338,2001,364721,13821661,37.9,69300000,190,0.1,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,1997,130568,4762369,36.5,23900000,183,0.4
1-00172-7502,1433-R1,81 WHITE STREET,CHINATOWN,R4-ELEVATOR,11,1915,28500,860000,30.2,4120001,145,1-00310-0027,35 ESSEX STREET,LOWER EAST SIDE,D5-ELEVATOR,31,1910,31536,1046003,33.2,5010000,159,0.65,1-00348-0040,90 CLINTON STREET,LOWER EAST SIDE,D6-ELEVATOR,39,1900,38498,1255601,32.6,6010000,156,0.9
1-00173-7501,1157-R1,66 LEONARD STREET,CIVIC CENTER,R4-ELEVATOR,47,1900,132423,4767228,36,23899997,180,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,1999,139697,6496079,46.5,32600000,233,0.1,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.4
1-00173-7502,1434-R1,65 WORTH STREET,CIVIC CENTER,R4-ELEVATOR,30,1920,89678,2690340,30,12900001,144,1-00170-0020,95 WORTH STREET,CIVIC CENTER,D6-ELEVATOR,338,2001,364721,13821661,37.9,69300000,190,0.1,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,1997,130568,4762369,36.5,23900000,183,0.25
1-00175-7503,711-R1,55 WHITE STREET,CIVIC CENTER,R4-ELEVATOR,17,1860,32939,895000,27.2,4289999,130,1-00135-0014,102 CHAMBERS STREET,CIVIC CENTER,C7-WALK-UP,23,1920,32800,1455551,44.4,7300000,223,0.3,1-00174-0007,75 LEONARD STREET,CIVIC CENTER,C7-WALK-UP,18,1920,23072,750212,32.5,3590000,156,0.05
1-00175-7504,1108-R1,90 FRANKLIN STREET,CIVIC CENTER,R4-ELEVATOR,24,1915,98891,3560000,36,17900000,181,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,1999,139697,6496079,46.5,32600000,233,0.15,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.3
1-00178-7502,932-R1,211 WEST BROADWAY,CIVIC CENTER,R2-WALK-UP,11,1915,24985,624000,24.97,2710000,108,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,1910,20200,708000,35,3390000,168,0.15,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,1910,26815,708000,26.4,3070000,114,0.15
1-00179-7506,1196-R1,14 LEONARD STREET,TRIBECA,R4-ELEVATOR,31,1915,88615,2259000,25.5,9810000,111,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,1910,20200,708000,35,3390000,168,0.15,1-00173-0020,80 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,1910,26815,708000,26.4,3070000,114,0.15
1-00180-7502,198-R1,67 HUDSON STREET,TRIBECA,R4-ELEVATOR,20,1915,20750,622500,30,2980001,144,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,1910,20200,708000,35,3390000,168,0.25,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.3
1-00188-7502,1063-R1,387 GREENWICH STREET,TRIBECA,R4-ELEVATOR,36,1915,86451,2939334,34,14100000,163,1-00078-0001,135 WILLIAM STREET,FINANCIAL,D7-ELEVATOR,31,1905,59488,1607641,27,7700000,129,0.8,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.15
1-00188-7503,1155-R1,53 NORTH MOORE STREET,TRIBECA,R4-ELEVATOR,46,1910,83020,2822680,34,13500003,163,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.15,,,,,,,,,,,,
1-00189-7501,229-R1,220 WEST BROADWAY,TRIBECA,R9-CONDOPS,24,1915,52735,1338414,25.4,6130000,116,1-00239-0008,84 ELIZABETH STREET,CHINATOWN,C7-WALK-UP,25,1910,10200,235422,23.08,1020000,100,0.55,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.2
1-00189-7502,430-R1,104 HUDSON STREET,TRIBECA,R4-ELEVATOR,14,1921,40581,1156558,28.5,5540001,137,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,0.4,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.2
1-00189-7507,1052-R1,132 FRANKLIN STREET,TRIBECA,R4-ELEVATOR,13,1915,53468,1657500,31,7940002,149,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,1910,20200,708000,35,3390000,168,0.2,1-00201-0014,174 CANAL STREET,CHINATOWN,C7-WALK-UP,28,1910,19155,602928,31.5,2890000,151,0.55
1-00189-7508,1061-R1,38 NORTH MOORE STREET,TRIBECA,R9-CONDOPS,11,1915,18315,503662,27.5,2310000,126,1-00174-0007,75 LEONARD STREET,CIVIC CENTER,C7-WALK-UP,18,1920,23072,750212,32.5,3590000,156,0.2,1-00173-0019,78 LEONARD STREET,CIVIC CENTER,D7-ELEVATOR,11,1910,20200,708000,35,3390000,168,0.2
1-00190-7503,956-R1,31 NORTH MOORE STREET,TRIBECA,R4-ELEVATOR,23,1915,86900,2780800,32,12999997,150,1-00078-0001,135 WILLIAM STREET,FINANCIAL,D7-ELEVATOR,31,1905,59488,1607641,27,7700000,129,0.75,1-00468-0001,87 3 AVENUE,EAST VILLAGE,D7-ELEVATOR,121,1930,92304,4292514,46.5,21500000,233,1.35
1-00190-7504,1045-R1,27 NORTH MOORE STREET,TRIBECA,R4-ELEVATOR,57,1905,150010,4875000,32.5,23399999,156,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,1997,130568,4762369,36.5,23900000,183,0.3,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,1999,139697,6496079,46.5,32600000,233,0.35
1-00190-7505,1181-R1,25 NORTH MOORE STREET,TRIBECA,R4-ELEVATOR,33,1924,119996,4439852,37,22300003,186,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,1999,139697,6496079,46.5,32600000,233,0.35,1-00078-0001,135 WILLIAM STREET,FINANCIAL,D7-ELEVATOR,31,1905,59488,1607641,27,7700000,129,0.75
1-00190-7506,2009-R1,124 HUDSON STREET,TRIBECA,R4-ELEVATOR,26,2000,68033,2551237,37.5,12799997,188,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.15,1-00097-0018,217 FRONT STREET,SOUTHBRIDGE,D7-ELEVATOR,32,2004,40000,1601000,40,8030000,201,0.95
1-00193-7501,120-R1,395 BROADWAY,TRIBECA,R4-ELEVATOR,64,1915,119640,3828480,32,18299998,153,1-00860-0022,119 MADISON AVENUE,MURRAY HILL,D7-ELEVATOR,112,1938,111457,3547032,31.8,17000000,153,2.1,1-00878-0004,295 PARK AVENUE SOUTH,GRAMERCY,D9-ELEVATOR,190,1900,145299,5747773,39.6,28800000,198,1.7
1-00193-7509,1624-R1,51 WALKER STREET,TRIBECA,R4-ELEVATOR,15,2005,34587,1452654,42,7290000,211,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,1999,139697,6496079,46.5,32600000,233,0.2,1-00407-0047,527 EAST 13 STREET,ALPHABET CITY,D3-ELEVATOR,46,2002,30893,1499152,48.5,7520000,243,1.45
1-00202-7501,222-R1,50 BAYARD STREET,CHINATOWN,R4-ELEVATOR,167,1985,163160,4895000,30,23400042,143,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.7,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,0.65
1-00204-7501,1509-R1,158 HESTER STREET,CHINATOWN,R4-ELEVATOR,61,2004,60962,2164151,35.5,10399998,171,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.4,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.65
1-00206-7501,1791-R1,123 BAXTER STREET,CHINATOWN,R4-ELEVATOR,23,2003,46545,1861000,40,9330000,200,1-00385-0014,218 EAST 3 STREET,ALPHABET CITY,D1-ELEVATOR,61,2002,48553,2122652,43.7,10600000,218,0.9,,,,,,,,,,,,
1-00208-7501,1385-R1,129 LAFAYETTE STREET,CHINATOWN,R4-ELEVATOR,27,1900,70649,2296095,32.5,11000003,156,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.55,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.45
1-00212-7501,44-R1,260 WEST BROADWAY,TRIBECA,R4-ELEVATOR,50,1915,122640,3801840,31,18199997,148,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,1997,130568,4762369,36.5,23900000,183,0.4,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,0.5
1-00212-7503,1844-R1,1 YORK STREET,TRIBECA,R4-ELEVATOR,34,1890,67451,2158432,32,10300001,153,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.1,1-00140-0005,147 CHAMBERS STREET,TRIBECA,D9-ELEVATOR,124,1997,130568,4762369,36.5,23900000,183,0.45
1-00214-7503,1388-R1,7 HUBERT STREET,TRIBECA,R4-ELEVATOR,35,2004,138798,4649733,33.5,22300003,161,1-00170-0020,95 WORTH STREET,CIVIC CENTER,D6-ELEVATOR,338,2001,364721,13821661,37.9,69300000,190,0.45,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,1999,139697,6496079,46.5,32600000,233,0.45
1-00215-7502,1393-R1,161 HUDSON STREET,TRIBECA,R4-ELEVATOR,24,1930,66444,1860432,28,8909999,134,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,0.55,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,1.05
1-00217-7501,1243-R1,79 LAIGHT STREET,TRIBECA,R4-ELEVATOR,33,1853,100894,3330000,33,16000000,159,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,208,1900,159000,5484019,34.5,26300000,165,0.95,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.2
1-00218-7501,1457-R1,92 LAIGHT STREET,TRIBECA,R4-ELEVATOR,65,2004,163128,6198864,38,31099998,191,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.2,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,1999,139697,6496079,46.5,32600000,233,0.6
1-00219-7501,944-R1,429 GREENWICH STREET,TRIBECA,R4-ELEVATOR,28,1920,88897,2489116,28,11900000,134,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,0.6,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,1.1
1-00219-7502,1003-R1,39 VESTRY STREET,TRIBECA,R4-ELEVATOR,16,1930,37785,1057980,28,5070000,134,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.1,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,1.1
1-00219-7504,1191-R1,169 HUDSON STREET,TRIBECA,R4-ELEVATOR,12,1915,51647,1497763,29,7169998,139,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.1,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,0.6
1-00220-7502,2002-R1,28 LAIGHT STREET,TRIBECA,R4-ELEVATOR,31,1920,94924,3156223,33.3,15100003,159,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,1,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0
1-00220-7503,1392-R1,38 LAIGHT STREET,TRIBECA,R4-ELEVATOR,33,1900,73257,1868053,25.5,8110008,111,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,1
1-00222-7501,136-R1,28 VESTRY STREET,TRIBECA,R4-ELEVATOR,20,1962,36435,1056615,29,5060000,139,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,1.1,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.1
1-00222-7502,1064-R1,195 HUDSON STREET,TRIBECA,R4-ELEVATOR,27,1920,88496,2743376,31,13100001,148,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,1.1,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.1
1-00225-7501,1321-R1,465 GREENWICH STREET,TRIBECA,R9-CONDOPS,38,1910,73919,1921894,26,8800000,119,1-00205-0004,106 MULBERRY STREET,CHINATOWN,C7-WALK-UP,36,1915,21320,608994,28.6,2920000,137,0.7,1-00201-0014,174 CANAL STREET,CHINATOWN,C7-WALK-UP,28,1910,19155,602928,31.5,2890000,151,0.8
1-00228-7501,1432-R1,3 WOOSTER STREET,SOHO,R4-ELEVATOR,11,2003,25300,907232,35.9,4349999,172,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.85,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.2
1-00231-7501,1354-R1,443 BROADWAY,SOHO,R4-ELEVATOR,16,1910,44653,1250284,28,5990001,134,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.3,1-00097-0018,217 FRONT STREET,SOUTHBRIDGE,D7-ELEVATOR,32,2004,40000,1601000,40,8030000,201,0.95
1-00234-7501,1235-R1,161 GRAND STREET,CHINATOWN,R4-ELEVATOR,18,1911,45148,1343153,29.8,6430001,142,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,0.65,1-00077-0024,82 FULTON STREET,FINANCIAL,D7-ELEVATOR,208,1900,159000,5484019,34.5,26300000,165,0.8
1-00235-7501,1936-R1,136 BAXTER STREET,CHINATOWN,R4-ELEVATOR,12,1915,28370,865463,30.5,4149999,146,1-00230-0033,25 MERCER STREET,SOHO,D5-ELEVATOR,17,1920,23975,707000,29.5,3390000,141,0.2,1-00236-0027,133 MULBERRY STREET,CHINATOWN,C7-WALK-UP,19,1920,41900,1492140,35.6,7150000,171,0.04
1-00236-7501,815-R1,173 GRAND STREET,CHINATOWN,R4-ELEVATOR,39,1990,25786,812259,31.5,3890007,151,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,0.55,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.5
1-00239-7501,744-R1,80 ELIZABETH STREET,CHINATOWN,R4-ELEVATOR,80,1929,85956,2370000,27.6,11399991,133,1-00205-0004,106 MULBERRY STREET,CHINATOWN,C7-WALK-UP,36,1915,21320,608994,28.6,2920000,137,0.1,1-00174-0007,75 LEONARD STREET,CIVIC CENTER,C7-WALK-UP,18,1920,23072,750212,32.5,3590000,156,0.45
1-00273-7501,1438-R1,142 HENRY STREET,LOWER EAST SIDE,R4-ELEVATOR,13,1912,19597,509522,26,2210003,113,1-00220-0027,36 LAIGHT STREET,TRIBECA,D7-ELEVATOR,13,1900,26712,827938,31,3970000,149,1.05,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,0.95
1-00274-7501,977-R1,48 MARKET STREET,LOWER EAST SIDE,R4-ELEVATOR,26,1990,27046,649104,24,2819997,104,1-00276-0032,114 MADISON STREET,LOWER EAST SIDE,C7-WALK-UP,22,1900,10015,201260,20.1,874000,87,0.1,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.15
1-00274-7502,1291-R1,148 MADISON STREET,LOWER EAST SIDE,R4-ELEVATOR,80,2002,43850,1995175,45.5,9999990,228,1-00407-0047,527 EAST 13 STREET,ALPHABET CITY,D3-ELEVATOR,46,2002,30893,1499152,48.5,7520000,243,1.4,1-00427-0030,93 EAST HOUSTON STREET,LOWER EAST SIDE,D9-ELEVATOR,362,2003,475000,15651000,32.9,75000000,158,0.75
1-00274-7503,1603-R1,44 MARKET STREET,LOWER EAST SIDE,R4-ELEVATOR,16,2004,9744,389760,40,1950004,200,1-00170-0001,336 BROADWAY,CIVIC CENTER,D6-ELEVATOR,159,1999,139697,6496079,46.5,32600000,233,0.6,1-00427-0030,93 EAST HOUSTON STREET,LOWER EAST SIDE,D9-ELEVATOR,362,2003,475000,15651000,32.9,75000000,158,0.75
1-00276-7501,858-R1,102 MADISON STREET,LOWER EAST SIDE,R4-ELEVATOR,12,1991,5700,228000,40,1140008,200,1-00344-0147,40 CLINTON STREET,LOWER EAST SIDE,C4-WALK-UP,25,1920,9965,548001,55,2750000,276,0.8,1-00348-0067,87 ATTORNEY STREET,LOWER EAST SIDE,D3-ELEVATOR,24,2000,17168,615805,35.9,2950000,172,0.7
1-00277-7501,723-R1,60 HENRY STREET,CHINATOWN,R4-ELEVATOR,74,1989,47161,1603474,34,7679999,163,1-00385-0014,218 EAST 3 STREET,ALPHABET CITY,D1-ELEVATOR,61,2002,48553,2122652,43.7,10600000,218,0.95,1-00283-0006,119 HENRY STREET,LOWER EAST SIDE,C4-WALK-UP,12,1900,11000,156997,14.27,573000,52,0.25
1-00277-7502,856-R1,46 HENRY STREET,CHINATOWN,R4-ELEVATOR,32,1991,25805,825760,32,3960000,153,1-00283-0006,119 HENRY STREET,LOWER EAST SIDE,C4-WALK-UP,12,1900,11000,156997,14.27,573000,52,0.25,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.25
1-00277-7503,884-R1,95 MADISON STREET,CHINATOWN,R2-WALK-UP,20,1900,11358,227160,20,986000,87,1-00205-0023,111 MOTT STREET,CHINATOWN,C7-WALK-UP,21,1900,10300,194358,18.87,769000,75,0.35,1-00206-0005,121 BAXTER STREET,CHINATOWN,C7-WALK-UP,18,1910,10485,276000,26.3,1200000,114,0.4
1-00283-7502,607-R1,135 DIVISION STREET,LOWER EAST SIDE,R4-ELEVATOR,28,1988,19924,547910,27.5,2619998,131,1-00283-0006,119 HENRY STREET,LOWER EAST SIDE,C4-WALK-UP,12,1900,11000,156997,14.27,573000,52,0.04,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.04
1-00284-7501,163-R1,155 HENRY STREET,LOWER EAST SIDE,R4-ELEVATOR,24,1907,21645,551947,25.5,2400001,111,1-00200-0005,76 MULBERRY STREET,CHINATOWN,C7-WALK-UP,13,1915,6250,169643,27.1,813000,130,0.5,1-00205-0004,106 MULBERRY STREET,CHINATOWN,C7-WALK-UP,36,1915,21320,608994,28.6,2920000,137,0.5
1-00284-7502,279-R1,165 HENRY STREET,LOWER EAST SIDE,R4-ELEVATOR,30,1928,21223,541186,25.5,2350001,111,1-00200-0005,76 MULBERRY STREET,CHINATOWN,C7-WALK-UP,13,1915,6250,169643,27.1,813000,130,0.5,1-00205-0004,106 MULBERRY STREET,CHINATOWN,C7-WALK-UP,36,1915,21320,608994,28.6,2920000,137,0.5
1-00284-7503,1575-R1,173 EAST BROADWAY,LOWER EAST SIDE,R4-ELEVATOR,29,1912,43723,1180521,27,5649997,129,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,1.05,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.1
1-00297-7502,709-R1,48 HESTER STREET,LOWER EAST SIDE,R4-ELEVATOR,35,1990,23604,708120,30,3390000,144,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,1,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.1
1-00297-7503,1312-R1,7 ESSEX STREET,LOWER EAST SIDE,R4-ELEVATOR,16,2002,31406,942180,30,4509995,144,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.1,1-00385-0014,218 EAST 3 STREET,ALPHABET CITY,D1-ELEVATOR,61,2002,48553,2122652,43.7,10600000,218,0.65
1-00298-7501,583-R1,51 CANAL STREET,LOWER EAST SIDE,R4-ELEVATOR,41,1941,25795,748055,29,3579991,139,1-00283-0024,10 RUTGERS STREET,LOWER EAST SIDE,D7-ELEVATOR,84,2001,75953,3102000,40.8,15600000,205,0.1,1-00126-0013,53 PARK PLACE,CIVIC CENTER,D5-ELEVATOR,116,1921,138600,4064024,29.3,19500000,141,0.95
1-00309-7501,1425-R1,48 ORCHARD STREET,LOWER EAST SIDE,R4-ELEVATOR,25,2003,39027,1131783,29,5419996,139,1-00310-0027,35 ESSEX STREET,LOWER EAST SIDE,D5-ELEVATOR,31,1910,31536,1046003,33.2,5010000,159,0.04,1-00385-0014,218 EAST 3 STREET,ALPHABET CITY,D1-ELEVATOR,61,2002,48553,2122652,43.7,10600000,218,0.6
1-00345-7501,1569-R1,154 ATTORNEY STREET,LOWER EAST SIDE,R4-ELEVATOR,41,2004,39643,1430000,36.1,7169989,181,1-00385-0022,234 EAST 3 STREET,ALPHABET CITY,D1-ELEVATOR,20,2001,13517,580084,42.9,2910000,215,0.1,1-00348-0067,87 ATTORNEY STREET,LOWER EAST SIDE,D3-ELEVATOR,24,2000,17168,615805,35.9,2950000,172,0.2
1-00349-7501,1107-R1,130 SUFFOLK STREET,LOWER EAST SIDE,R2-WALK-UP,48,1930,61673,1800000,29.2,8619990,140,1-00355-0046,184 NORFOLK STREET,LOWER EAST SIDE,C4-WALK-UP,38,1900,22614,559141,24.73,2430000,107,0.1,1-00468-0027,236 EAST 13 STREET,EAST VILLAGE,C7-WALK-UP,90,1900,53412,1646035,30.8,7880000,148,0.85
1-00350-7501,1096-R1,20 CLINTON STREET,LOWER EAST SIDE,R4-ELEVATOR,38,1930,32476,870000,26.8,3779998,116,1-00348-0040,90 CLINTON STREET,LOWER EAST SIDE,D6-ELEVATOR,39,1900,38498,1255601,32.6,6010000,156,0.15,1-00308-0020,55 ORCHARD STREET,LOWER EAST SIDE,D1-ELEVATOR,12,1900,15500,401804,25.9,1740000,112,0.5
1-00353-7501,1647-R1,103 NORFOLK STREET,LOWER EAST SIDE,R4-ELEVATOR,31,2005,47873,1720000,35.9,8239999,172,1-00420-0068,167 ELDRIDGE STREET,LOWER EAST SIDE,D6-ELEVATOR,19,2002,32700,1011436,30.9,4840000,148,0.2,1-00348-0067,87 ATTORNEY STREET,LOWER EAST SIDE,D3-ELEVATOR,24,2000,17168,615805,35.9,2950000,172,0.15
