Program Code,Program Name,DBN,Printed School Name,Interest Area,Selection Method,Selection Method Abbreviated,Directory Page #,Borough,URLS
K87E,General Business & Technology,14K474,PROGRESS High School for Professional Careers,Business,Ed. Opt.,E,240,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K474
L01R,Rachel Carson High School for Coastal Studies,21K344,Rachel Carson High School for Coastal Studies,Environmental Science,Limited Unscreened,L,242,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K344
L53A,"School for Classics: An Academy of Thinkers, Writers and Performers",19K683,"School for Classics: An Academy of Thinkers, Writers and Performers",Performing Arts,Limited Unscreened,L,243,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K683
K01J,Math/Science Leadership,17K533,School for Democracy and Leadership,Science & Math,Limited Unscreened,L,244,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K533
K01X,Law and Leadership,17K533,School for Democracy and Leadership,Law & Government,Limited Unscreened,L,244,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K533
K04X,The School for Human Rights,17K531,The School for Human Rights,Humanities & Interdisciplinary,Limited Unscreened,L,245,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K531
K21A,Honors Institute,15K497,School for International Studies,Humanities & Interdisciplinary,Screened,S,246,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K497
K86A,Legal Studies,14K477,School for Legal Studies,Law & Government,Ed. Opt.,E,247,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K477
K86B,Computer Forensics Program,14K477,School for Legal Studies,Law & Government,Ed. Opt.,E,247,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K477
K78A,Science Skills Center,13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",Science & Math,Ed. Opt.,E,248,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K419
K78B,Gateway for Pre-College Education,13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",Science & Math,Screened,S,248,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K419
K78C,Project Lead the Way,13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",Engineering,Screened,S,248,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K419
K78D,Humanities and the Arts,13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",Humanities & Interdisciplinary,Screened,S,248,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K419
K14A,Early College,17K543,"Science, Technology and Research Early College High School at Erasmus",Science & Math,Screened,S,250,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K543
K29A,Secondary School for Journalism,15K463,Secondary School for Journalism,Communications,Screened,S,252,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K463
K22A,Secondary School for Law,15K462,Secondary School for Law,Law & Government,Screened,S,253,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K462
K34A,Law Studies Institute,22K495,Sheepshead Bay High School,Law & Government,Ed. Opt.,E,254,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K495
K34B,Health Careers,22K495,Sheepshead Bay High School,Health Professions,Ed. Opt.,E,254,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K495
K34C,Institute of Business and Finance,22K495,Sheepshead Bay High School,Business,Ed. Opt.,E,254,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K495
K34H,Medical Billing and Coding,22K495,Sheepshead Bay High School,Business,Ed. Opt.,E,254,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K495
K34J,Performing and Visual Arts Institute,22K495,Sheepshead Bay High School,Performing Arts/Visual Art & Design,Ed. Opt.,E,254,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K495
K34P,Sports Science Academy,22K495,Sheepshead Bay High School,Humanities & Interdisciplinary,Ed. Opt.,E,254,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K495
K34Z,Zoned,22K495,Sheepshead Bay High School,Zoned,Zoned,Z,254,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K495
L58A,Sunset Park High School,15K667,Sunset Park High School,Humanities & Interdisciplinary,Limited Unscreened,L,256,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K667
K42A,Visual Arts,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Visual Art & Design,Audition,A,257,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K265
K42B,Vocal Music,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Performing Arts,Audition,A,257,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K265
K42C,Dance,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Performing Arts,Audition,A,257,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K265
K42D,Drama,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Performing Arts,Audition,A,257,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K265
K42E,Instrumental Music,13K265,Dr. Susan S. McKinney Secondary School of the Arts,Performing Arts,Audition,A,257,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K265
K20A,Teachers Preparatory High School for New Students,23K697,Teachers Preparatory High School,Teaching,Ed. Opt.,E,259,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K697
K20B,Teachers Preparatory High School for Current Students,23K697,Teachers Preparatory High School,Teaching,For Continuing 8th Graders,8,259,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K697
K69A,Computer Science,19K615,Transit Tech Career and Technical Education High School,Computer Science & Technology,Ed. Opt.,E,260,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K615
K69J,MachineTool Design and Manufacturing,19K615,Transit Tech Career and Technical Education High School,Computer Science & Technology,Screened,S,260,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K615
K69K,Electronics Technology and Networking,19K615,Transit Tech Career and Technical Education High School,Computer Science & Technology,Screened,S,260,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K615
K69L,Commercial Electrician with Motor Control Technology,19K615,Transit Tech Career and Technical Education High School,Computer Science & Technology,Screened,S,260,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K615
K69M,Transit Transportation Technology,19K615,Transit Tech Career and Technical Education High School,Engineering,Screened,S,260,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K615
K69N,Pre-Engineering,19K615,Transit Tech Career and Technical Education High School,Computer Science & Technology,Screened,S,260,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K615
L50A,Urban Action Academy,18K642,Urban Action Academy,Humanities & Interdisciplinary,Limited Unscreened,L,262,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K642
L54A,The Urban Assembly Institute of Math and Science for Young Women,13K527,The Urban Assembly Institute of Math and Science for Young Women,Humanities & Interdisciplinary,Limited Unscreened,L,263,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K527
L62A,The Urban Assembly School for Criminal Justice,20K609,The Urban Assembly School for Criminal Justice,Humanities & Interdisciplinary,Limited Unscreened,L,264,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K609
K08X,Urban Assembly School for Law and Justice,13K483,The Urban Assembly School for Law and Justice,Law & Government,Limited Unscreened,L,265,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K483
L02R,The Urban Assembly School of Music and Art,13K350,The Urban Assembly School of Music and Art,Performing Arts/Visual Art & Design,Limited Unscreened,L,266,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K350
L41A,Victory Collegiate High School,18K576,Victory Collegiate High School,Humanities & Interdisciplinary,Limited Unscreened,L,267,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K576
K68A,Communications Media/Broadcasting Journalism,19K660,W. H. Maxwell Career and Technical Education High School,Communications,Ed. Opt.,E,268,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K660
K68C,Medical/Billing and Coding,19K660,W. H. Maxwell Career and Technical Education High School,Health Professions,Ed. Opt.,E,268,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K660
K68F,Vision Technology,19K660,W. H. Maxwell Career and Technical Education High School,Health Professions,Ed. Opt.,E,268,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K660
K68J,Cosmetology,19K660,W. H. Maxwell Career and Technical Education High School,Cosmetology,Ed. Opt.,E,268,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K660
K68K,Apparel Design Technology,19K660,W. H. Maxwell Career and Technical Education High School,Visual Art & Design,Ed. Opt.,E,268,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K660
K67A,Culinary Arts,21K620,William E. Grady Career and Technical Education High School,Culinary Arts,Ed. Opt.,E,270,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K620
K67E,A+ Computer Repair,21K620,William E. Grady Career and Technical Education High School,Computer Science & Technology,Ed. Opt.,E,270,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K620
K67G,Media and Dramatic Arts,21K620,William E. Grady Career and Technical Education High School,Film/Video,Ed. Opt.,E,270,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K620
K67K,Carpentry,21K620,William E. Grady Career and Technical Education High School,Engineering,Ed. Opt.,E,270,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K620
K67L,Electrical Installation,21K620,William E. Grady Career and Technical Education High School,Engineering,Ed. Opt.,E,270,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K620
K67M,Air Conditioning and Refrigeration,21K620,William E. Grady Career and Technical Education High School,Engineering,Ed. Opt.,E,270,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K620
K67N,Automotive Technology,21K620,William E. Grady Career and Technical Education High School,Engineering,Ed. Opt.,E,270,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K620
K67P,Plumbing and Heating,21K620,William E. Grady Career and Technical Education High School,Engineering,Ed. Opt.,E,270,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K620
K09X,Architecture,14K558,Williamsburg High School for Architecture and Design,Engineering,Limited Unscreened,L,272,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K558
K39X,Williamsburg Preparatory School,14K561,Williamsburg Preparatory School,Humanities & Interdisciplinary,Limited Unscreened,L,273,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K561
K65X,Medical Science,19K510,World Academy for Total Community Health High School,Health Professions,Limited Unscreened,L,274,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K510
L66A,The Young Women’s Leadership School of Brooklyn,14K614,The Young Women's Leadership School of Brooklyn,Science & Math,Screened,S,275,Brooklyn,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=K614
M54A,English/American Sign Language Dual Language Environment,02M047,"""47"" The American Sign Language and English School",Humanities & Interdisciplinary,Screened,S,276,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M047
M19B,Academic Professions,06M540,A. Philip Randolph Campus High School,Humanities & Interdisciplinary,Ed. Opt.,E,277,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M540
M19C,Humanities Program,06M540,A. Philip Randolph Campus High School,Humanities & Interdisciplinary,Screened,S,277,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M540
M19J,Engineering,06M540,A. Philip Randolph Campus High School,Engineering,Screened,S,277,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M540
M19K,Medical Professions Academy,06M540,A. Philip Randolph Campus High School,Health Professions,Screened,S,277,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M540
M01A,Academy for Social Action: A College Board School,05M367,Academy for Social Action: A College Board School,Humanities & Interdisciplinary,Limited Unscreened,L,279,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M367
M60N,Architectural Design,02M630,Art and Design High School,Architecture,Audition,A,280,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M630
M60P,Commercial Art and Design,02M630,Art and Design High School,Visual Art & Design,Audition,A,280,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M630
M60Q,Film/Video Production,02M630,Art and Design High School,Film/Video,Audition,A,280,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M630
M51A,Early College,01M696,Bard High School Early College,Humanities & Interdisciplinary,Screened,S,282,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M696
M87A,Baruch College,02M411,Baruch College Campus High School,Humanities & Interdisciplinary,Screened,S,284,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M411
M71A,The Beacon School,03M479,Beacon High School,Humanities & Interdisciplinary,Screened,S,285,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M479
M98A,Bread & Roses Integrated Arts,05M685,Bread & Roses Integrated Arts High School,Humanities & Interdisciplinary,Ed. Opt.,E,287,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M685
A14A,The Business of Sports School,02M393,The Business of Sports School,Business,Limited Unscreened,L,288,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M393
M86A,Central Park East,04M555,Central Park East High School,Humanities & Interdisciplinary,Screened,S,289,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M555
M67B,Chelsea Technical Academy/Cisco,02M615,Chelsea Career and Technical Education High School,Computer Science & Technology,Screened,S,290,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M615
M67E,SoHo Communication Arts Academy,02M615,Chelsea Career and Technical Education High School,Visual Art & Design,Ed. Opt.,E,290,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M615
M72A,Choir Academy of Harlem,05M469,Choir Academy of Harlem,Performing Arts,Audition,A,291,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M469
M06A,City College Academy of the Arts,06M293,City College Academy of the Arts,Humanities & Interdisciplinary,Screened,S,292,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M293
M90A,Coalition School for Social Change,04M409,Coalition School for Social Change,Humanities & Interdisciplinary,Ed. Opt.,E,293,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M409
M32A,International Business,06M462,The College Academy,Humanities & Interdisciplinary,Ed. Opt.,E,294,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M462
A15A,Columbia Secondary School,05M362,Columbia Secondary School,Science & Math,Screened,S,295,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M362
M07A,Community Health Academy of the Heights,06M346,Community Health Academy of the Heights,Humanities & Interdisciplinary,Limited Unscreened,L,296,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M346
M58A,East Side Community,01M450,East Side Community School,Humanities & Interdisciplinary,Screened,S,297,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M450
M21A,Eleanor Roosevelt High School,02M416,Eleanor Roosevelt High School,Humanities & Interdisciplinary,Screened,S,298,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M416
M37X,Essex Street Academy,02M294,Essex Street Academy,Humanities & Interdisciplinary,Limited Unscreened,L,299,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M294
M02R,The Facing History School,02M303,The Facing History School,Humanities & Interdisciplinary,Limited Unscreened,L,300,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M303
NO CODE,Fine Arts,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Visual Art & Design,Audition,A,301,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M485
NO CODE,Technical Theatre,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Performing Arts,Audition,A,301,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M485
NO CODE,Drama,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Performing Arts,Audition,A,301,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M485
NO CODE,Vocal Music,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Performing Arts,Audition,A,301,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M485
NO CODE,Instrumental Music,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Performing Arts,Audition,A,301,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M485
NO CODE,Dance,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Performing Arts,Audition,A,301,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M485
M34X,Food and Finance High School,02M288,Food and Finance High School,Culinary Arts,Limited Unscreened,L,304,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M288
A21A,Frank McCourt High School,03M417,Frank McCourt High School,Humanities & Interdisciplinary,Screened,S,305,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M417
M75A,Frederick Douglass Academy,05M499,Frederick Douglass Academy,Humanities & Interdisciplinary,Screened,S,306,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M499
M39A,Frederick Douglass Academy II for New Students,03M860,Frederick Douglass Academy II Secondary School,Humanities & Interdisciplinary,Ed. Opt.,E,307,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M860
M39B,Frederick Douglass Academy II for Continuing Students,03M860,Frederick Douglass Academy II Secondary School,Humanities & Interdisciplinary,For Continuing 8th Graders,8,307,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M860
A17A,The Global Learning Collaborative,03M403,The Global Learning Collaborative,Humanities & Interdisciplinary,Limited Unscreened,L,308,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M403
M66A,Fine & Visual Arts,02M374,Gramercy Arts High School,Visual Art & Design,Audition,A,309,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M374
M66B,Performing Arts,02M374,Gramercy Arts High School,Performing Arts,Audition,A,309,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M374
M62A,Bilingual Spanish Science & Mathematics,06M552,Gregorio Luperon High School for Science and Mathematics,Science & Math,Screened: Language & Academics,SL,311,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M552
M46X,International Studies,01M292,Henry Street School for International Studies,Humanities & Interdisciplinary,Limited Unscreened,L,312,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M292
M97A,The Heritage School,04M680,The Heritage School,Visual Art & Design,Ed. Opt.,E,313,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M680
M11R,"High School for Arts, Imagination and Inquiry",03M299,"High School for Arts, Imagination and Inquiry",Humanities & Interdisciplinary,Limited Unscreened,L,314,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M299
M59A,High School for Dual Language and Asian Studies,02M545,High School for Dual Language and Asian Studies,Humanities & Interdisciplinary,Screened: Language & Academics,SL,315,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M545
M41C,Environmental Studies,02M400,High School for Environmental Studies,Humanities & Interdisciplinary,Ed. Opt.,E,316,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M400
M41D,Honors Academy,02M400,High School for Environmental Studies,Environmental Science,Screened,S,316,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M400
A24A,High School for Excellence and Innovation,06M423,High School for Excellence and Innovation,Humanities & Interdisciplinary,Limited Unscreened,L,318,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M423
M33A,Health Careers & Sciences,06M468,High School for Health Careers and Sciences,Science & Math,Ed. Opt.,E,319,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M468
M70A,Medical Science & Research,02M420,High School for Health Professions and Human Services,Health Professions,Screened,S,320,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M420
M70B,Medical Technology and College Preparatory,02M420,High School for Health Professions and Human Services,Health Professions,Ed. Opt.,E,320,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M420
A11A,High School for Language and Diplomacy,02M399,The High School for Language and Diplomacy,Humanities & Interdisciplinary,Limited Unscreened,L,322,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M399
M14A,"Law, Advocacy and Community Justice High School",03M492,"High School for Law, Advocacy and Community Justice",Law & Government,Ed. Opt.,E,323,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M492
M31A,Law and Public Service,06M467,High School for Law and Public Service,Law & Government,Ed. Opt.,E,324,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M467
NO CODE,Pre-Engineering,05M692,"High School for Mathematics, Science and Engineering at the City College",Engineering,Test,T,325,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M692
M30A,Media and Communications Institute,06M463,High School for Media and Communications,Communications,Ed. Opt.,E,327,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M463
M12A,Arts & Technology,03M494,High School of Arts and Technology,Visual Art & Design,Ed. Opt.,E,328,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M494
M79A,Economics and Finance,02M489,High School of Economics and Finance,Business,Ed. Opt.,E,329,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M489
M68A,"Fashion Design, Related Arts & Business Fields",02M600,The High School of Fashion Industries,Visual Art & Design,Audition,A,330,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M600
M69J,Academy of Visual Arts,02M625,High School of Graphic Communication Arts,Visual Art & Design,Ed. Opt.,E,332,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M625
M69P,Academy of Photography,02M625,High School of Graphic Communication Arts,Visual Art & Design,Ed. Opt.,E,332,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M625
M36X,High School of Hospitality Management,02M296,High School of Hospitality Management,"Hospitality, Travel and Tourism",Limited Unscreened,L,333,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M296
A18A,Hudson High School of Learning Technologies,02M437,Hudson High School of Learning Technologies,Humanities & Interdisciplinary,Limited Unscreened,L,334,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M437
M99A,Humanities Preparatory Academy,02M605,Humanities Preparatory Academy,Humanities & Interdisciplinary,Screened,S,335,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M605
M82B,Institute for Collaborative Education for Current Students,02M407,Institute for Collaborative Education,Humanities & Interdisciplinary,For Continuing 8th Graders,8,336,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M407
M82A,Institute for Collaborative Education for New Students,02M407,Institute for Collaborative Education,Humanities & Interdisciplinary,Screened,S,336,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M407
Y46A,International High School at Union Square,02M438,International High School at Union Square,Humanities & Interdisciplinary,Screened: Language,SL,337,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M438
M45A,"International Marketing, Computer Applications, Foreign Trade and Virtual Enterprise",02M529,Jacqueline Kennedy Onassis High School,Humanities & Interdisciplinary,Ed. Opt.,E,338,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M529
M91A,Landmark High School,02M419,Landmark High School,Humanities & Interdisciplinary,Ed. Opt.,E,339,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M419
M76A,Leadership and Public Service,02M425,Leadership and Public Service High School,Humanities & Interdisciplinary,Ed. Opt.,E,340,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M425
M92A,The Legacy School,02M429,Legacy School for Integrated Studies,Humanities & Interdisciplinary,Ed. Opt.,E,341,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M429
M40A,Life Sciences for New Students,02M655,Life Sciences Secondary School,Health Professions,Ed. Opt.,E,342,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M655
M40B,Life Sciences for Current Students,02M655,Life Sciences Secondary School,Health Professions,For Continuing 8th Graders,8,342,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M655
M05R,Lower Manhattan Arts Academy,02M308,Lower Manhattan Arts Academy,Performing Arts/Visual Art & Design,Limited Unscreened,L,343,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M308
A22A,Manhattan Academy for Arts & Language,02M427,Manhattan Academy for Arts & Language,Humanities & Interdisciplinary,Screened: Language,SL,344,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M427
M57B,Bilingual Spanish Information Technology and Computer Science,02M542,Manhattan Bridges High School,Computer Science & Technology,Screened: Language & Academics,SL,345,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M542
M57C,Bilingual Spanish Pre-Engineering,02M542,Manhattan Bridges High School,Engineering,Screened: Language & Academics,SL,345,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M542
M57D,Dual Language Spanish Pre-Engineering,02M542,Manhattan Bridges High School,Engineering,Screened: Language & Academics,SL,345,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M542
M57E,Dual Language Spanish Information Technology and Computer Science,02M542,Manhattan Bridges High School,Computer Science & Technology,Screened: Language & Academics,SL,345,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M542
A12A,Manhattan Business Academy,02M392,Manhattan Business Academy,Business,Limited Unscreened,L,347,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M392
M16J,Science & Mathematics Research,04M435,Manhattan Center for Science and Mathematics,Science & Math,Screened,S,348,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M435
M16K,Bilingual Spanish Science & Mathematics,04M435,Manhattan Center for Science and Mathematics,Science & Math,Screened: Language & Academics,SL,348,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M435
M55A,Manhattan/Hunter Science High School,03M541,Manhattan/Hunter Science High School,Science & Math,Screened,S,350,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M541
M93A,Humanities and Interdisciplinary,02M459,Manhattan International High School,Humanities & Interdisciplinary,Screened: Language,SL,351,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M459
M09X,Performing Arts Production,03M283,Manhattan Theatre Lab High School,Performing Arts,Limited Unscreened,L,352,Manhattan,http://schools.nyc.gov/Redirector.htm?Page=Admissions&loc=M283
