Borough,Block,Lot,BIN,Building,Agency,2010 Rating *,2010 Current Source Energy Intensity (kBtu/Sq. Ft.),2010 Current Total GHG Emissions (MtCO2e) â ,2011 Rating * ,2011 Source Energy Intensity (kBtu/Sq. Ft.) ,2011 Total GHG Emissions (MtCO2e) † ,Address ,City ,State ,Zip ,Gross Sq.Ft. ,Year Built 
1,881,29,1018106,Baruch College Campus: Annex,CUNY,N/A,262.9,14615.7,N/A,279.5,16023.9,137 East 25th St,New York,NY,10010,31355,1904
1,874,1,1017861,Baruch College Campus: Early Learning Center,CUNY,N/A,262.9,14615.7,N/A,279.5,16023.9,104 East 19th St,New York,NY,10010,4063,1909
1,878,20,1018015,Baruch College Campus: Lawrence & Eris Field Building,CUNY,N/A,262.9,14615.7,N/A,279.5,16023.9,17 Lexington Ave,New York,NY,10010,273610,1929
1,881,31,1018107,Baruch College Campus: Library and Technology Building,CUNY,N/A,262.9,14615.7,N/A,279.5,16023.9,151 East 25th St,New York,NY,10010,339255,1895
1,856,1273,1087263,Baruch College Campus: President's Residence,CUNY,N/A,262.9,14615.7,N/A,279.5,16023.9,225 5th Ave #PH-A,New York,NY,10010,0,
1,878,20,1086513,Baruch College Campus: Steven L. Newman Hall,CUNY,N/A,262.9,14615.7,N/A,279.5,16023.9,137 East 22nd St,New York,NY,10010,31774,1913
1,880,24,1086514,Baruch College Campus: William & Anita Newman Vertical Campus,CUNY,N/A,262.9,14615.7,N/A,279.5,16023.9,55 Lexington Ave,New York,NY,10010,807696,2001
1,13,27,1000045,BMCC Campus: 25 Broadway,CUNY,N/A,513,21630.8,N/A,501.6,21128.1,25 Broadway,New York,NY,10004,36098,
1,127,18,1001415,BMCC Campus: 70 Murray Street,CUNY,N/A,513,21630.8,N/A,501.6,21128.1,70 Murray St,New York,NY,10007,155859,1987
1,142,50,1066406,BMCC Campus: Chambers Street Building (Main Campus),CUNY,N/A,513,21630.8,N/A,501.6,21128.1,199 Chambers St,New York,NY,10013,724545,1983
1,142,50,1066406,BMCC Campus: Chambers Street Building (Trailers),CUNY,N/A,513,21630.8,N/A,501.6,21128.1,199 Chambers St,New York,NY,10013,7994,2001
1,2242,19,1077394,BMCC Campus: Inwood / Washington Heights Campus,CUNY,N/A,513,21630.8,N/A,501.6,21128.1,108 Cooper St,New York,NY,10034,8556,1924
1,1910,1,1081602,BMCC Campus: State Office Building (Language Immersion),CUNY,N/A,513,21630.8,N/A,501.6,21128.1,163 West 125th St,New York,NY,10027,12793,1970
2,3232,78,2015058,Bronx Community College Campus: Altschul House,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2205 Sedgwick Ave,Bronx,NY,10453,8125,1953
2,3222,40,2097306,Bronx Community College Campus: Alumni Gymnasium,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2053 University Ave,Bronx,NY,10453,71408,1931
2,3222,62,2100241,Bronx Community College Campus: Begrisch Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2016 Sedgwick Ave,Bronx,NY,10453,6885,1961
2,3222,62,2100252,Bronx Community College Campus: Bliss Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,145 West 180th St,Bronx,NY,10453,34189,1936
2,3222,62,2100242,Bronx Community College Campus: Butler Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2018 Sedgwick Ave,Bronx,NY,10453,13530,1959
2,3222,62,2116208,Bronx Community College Campus: Child Development Building,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2010 Sedgwick Ave,Bronx,NY,10453,13327,2009
2,3222,62,2100240,Bronx Community College Campus: Colston Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2020 Sedgwick Ave,Bronx,NY,10453,121965,1958
2,3222,62,2100240,Bronx Community College Campus: Community Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2020 Sedgwick Ave,Bronx,NY,10453,31040,1958
2,3222,62,2100251,Bronx Community College Campus: Energy Plant,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,121 West 180th St,Bronx,NY,10453,20417,1979
2,3222,62,2100243,Bronx Community College Campus: Gould Memorial Library,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2060 Sedgwick Ave,Bronx,NY,10453,70588,1898
2,3222,62,2100248,Bronx Community College Campus: Gould Residence Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2151 University Ave,Bronx,NY,10453,41365,1896
2,3222,62,2100256,Bronx Community College Campus: Greenhouse,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,185 West 108th St,Bronx,NY,10453,265,1968
2,3222,62,2100253,Bronx Community College Campus: Guggenheim Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,155 West 180th St,Bronx,NY,10453,21788,1926
2,3222,62,2100243,"Bronx Community College Campus: Hall of Fame, Auditorium & Colonade",CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2060 Sedgwick Ave,Bronx,NY,10453,13581,1898
2,3222,62,2100256,Bronx Community College Campus: Havemeyer Lab,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,185 West 180th St,Bronx,NY,10453,12121,1948
2,3222,62,2096464,Bronx Community College Campus: Language Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2050 Sedgwick Ave,Bronx,NY,10453,20934,1894
2,3222,40,2097307,Bronx Community College Campus: Loew Annex,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2085 University Ave,Bronx,NY,10453,10397,1920
2,3222,1,2014898,Bronx Community College Campus: Loew Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2055 University Ave,Bronx,NY,10453,53375,1954
2,3223,50,2090982,Bronx Community College Campus: MacCracken Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,181 Hall of Fame Ter,Bronx,NY,10453,16023,1895
2,3222,62,2100246,Bronx Community College Campus: Main Guard House,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,180 Hall of Fame Ter,Bronx,NY,10453,73,1953
2,3222,620,2104900,Bronx Community College Campus: Meister Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,161 West 180th St,Bronx,NY,10453,228785,1967
2,3222,62,2100250,Bronx Community College Campus: New Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,135 West 180th St,Bronx,NY,10453,40410,1965
2,3222,62,2100249,Bronx Community College Campus: Nichols Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,125 West 180th St,Bronx,NY,10453,75452,1926
2,3223,50,2090981,Bronx Community College Campus: Patterson Garage,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2195 Loring Pl North,Bronx,NY,10453,6184,1953
2,3223,50,2090980,Bronx Community College Campus: Patterson Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2185 Loring Pl North,Bronx,NY,10453,33695,1953
2,3222,62,2100244,Bronx Community College Campus: Philosophy Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2070 Sedgwick Ave,Bronx,NY,10453,21026,1912
2,3222,62,2100241,Bronx Community College Campus: Polowczyk Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,2016 Sedgwick Ave,Bronx,NY,10453,65051,1959
2,3222,62,2100247,Bronx Community College Campus: Roscoe C. Brown Student Center,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,160 Hall of Fame Ter,Bronx,NY,10453,73080,1954
2,3222,62,2100247,Bronx Community College Campus: Roscoe C. Brown Student Center Annex,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,160 Hall of Fame Ter,Bronx,NY,10453,15142,1964
2,3222,62,2100254,Bronx Community College Campus: Sage Annex,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,175 West 180th St,Bronx,NY,10453,13700,1961
2,3222,62,2100254,Bronx Community College Campus: Sage Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,175 West 180th St,Bronx,NY,10453,28604,1920
2,3224,1,2014903,Bronx Community College Campus: Snow Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,135 Hall of Fame Ter,Bronx,NY,10453,10496,1962
2,3222,62,2100255,Bronx Community College Campus: South Hall,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,187 West 180th St,Bronx,NY,10453,16028,1948
2,3222,40,2097308,Bronx Community College Campus: Systems Science,CUNY,N/A,209,8800.9,N/A,215.6,9201.2,111 West 180th St,Bronx,NY,10453,1681,1965
1,13,27,1000045,Brooklyn College Campus: 25 Broadway,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,25 Broadway,New York,NY,10004,6775,1921
3,7556,150,3327322,Brooklyn College Campus: Boylan Hall,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2895 Bedford Ave,Brooklyn,NY,11210,321828,1937
3,7552,100,3347325,Brooklyn College Campus: Chiller Plant,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,1325 Ocean Ave,Brooklyn,NY,11210,20890,2000
3,7557,32,3336755,Brooklyn College Campus: College Child Care,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2804 Glenwood Rd,Brooklyn,NY,11210,13610,1933
3,7552,100,3347325,Brooklyn College Campus: Heating Plant,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,1325 Ocean Ave,Brooklyn,NY,11210,23198,1937
3,7556,150,3327317,Brooklyn College Campus: Ingersoll Hall,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2933 Bedford Ave,Brooklyn,NY,11210,309426,1937
3,7556,150,3327317,Brooklyn College Campus: Ingersoll Hall Extension,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2955 Bedford Ave,Brooklyn,NY,11210,291972,1971
3,7556,150,3327319,Brooklyn College Campus: LaGuardia Hall,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2700 Campus Rd,Brooklyn,NY,11210,291594,1937
3,5245,8,3121504,Brooklyn College Campus: Newman Center,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2401 Glenwood Rd,Brooklyn,NY,11210,3960,1933
3,5116,1,3253073,Brooklyn College Campus: President's Residence,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,115 Westminster Rd,Brooklyn,NY,11210,7500,1960
3,7552,100,3205787,Brooklyn College Campus: Roosevelt Hall,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2946 Bedford Ave,Brooklyn,NY,11210,143098,1937
3,7552,100,3205787,Brooklyn College Campus: Roosevelt Hall Extension,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2950 Bedford Ave,Brooklyn,NY,11210,150441,1971
3,7555,27,3205803,Brooklyn College Campus: Student Union,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2705 Campus Rd,Brooklyn,NY,11210,81738,1953
3,7552,100,3389802,Brooklyn College Campus: West End Building (WEB),CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2938 Bedford Ave,Brooklyn,NY,11210,54888,2001
3,7552,100,3391507,Brooklyn College Campus: West Quad Building,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2910 Bedford Ave,Brooklyn,NY,11210,145298,2009
3,7556,150,3327318,Brooklyn College Campus: Whitehead Hall,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2710 Campus Rd,Brooklyn,NY,11210,109417,1963
3,7556,150,3327321,Brooklyn College Campus: Whitman / Gershwin Hall,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2920 Campus Rd,Brooklyn,NY,11210,159836,1953
3,7552,100,3347326,Brooklyn College Campus: William James Hall,CUNY,N/A,329.4,29804.6,N/A,329.6,29635.8,2900 Bedford Ave,Brooklyn,NY,11210,276236,1971
1,1258,9,1034196,Central Office Campus: 1114 6th Ave - Admissions,CUNY,N/A,135.7,1769,N/A,129.2,1704,1114 6th Ave,New York,NY,10036,28681,1973
1,1259,19,1034206,Central Office Campus: 25 West 43rd Street,CUNY,N/A,135.7,1769,N/A,129.2,1704,25 West 43rd St,New York,NY,10010,28898,1949
1,807,39,1015182,Central Office Campus: 31st St - Administration & Student Services,CUNY,N/A,135.7,1769,N/A,129.2,1704,875 6th Ave,New York,NY,10001,43550,1973
1,1086,1,1027072,Central Office Campus: 57th St - BMW Building,CUNY,N/A,135.7,1769,N/A,129.2,1704,555 West 57th St,New York,NY,10019,147623,1972
1,1577,23,1050871,Central Office Campus: 80th St - Main Building,CUNY,N/A,135.7,1769,N/A,129.2,1704,535 East 80th St,New York,NY,10075,83776,1939
6,99999,9999,9999999,Central Office Campus: CUNY - Albany Office,CUNY,N/A,135.7,1769,N/A,129.2,1704,111 Washington Ave,Albany,NY,12210,1208,1965
1,99999,9999,1081875,Central Office Campus: CUNY Express,CUNY,N/A,135.7,1769,N/A,129.2,1704,560 West 181st St,New York,NY,10033,6318,
1,3167,1,2013811,Central Office Campus: CUNY on the Concourse,CUNY,N/A,135.7,1769,N/A,129.2,1704,2501-2511 Grand Concourse,New York,NY,10468,27545,2002
1,1012,15,1080830,Central Office Campus: Research Foundation Building,CUNY,N/A,135.7,1769,N/A,129.2,1704,230 West 41st St,New York,NY,10036,37112,1923
1,13,27,1000045,City College of New York Campus: 25 Broadway,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,25 Broadway,New York,NY,10004,30051,1921
1,1957,1,1084075,City College of New York Campus: Aaron Davis Hall,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,129 Convent Ave,New York,NY,10031,67720,1978
1,2058,11,1075501,City College of New York Campus: Alumni House,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,280 Convent Ave,New York,NY,10031,6723,1907
1,1957,200,1084085,City College of New York Campus: Baskerville Hall,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,250 Convent Ave,New York,NY,10031,58963,1907
1,1957,200,1084083,City College of New York Campus: Compton - Goethals Hall,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,1617 Amsterdam Ave,New York,NY,10031,137929,1907
1,1957,200,1084082,City College of New York Campus: Harris Hall,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,1589 Amsterdam Ave,New York,NY,10031,119028,1907
1,1957,105,1085670,City College of New York Campus: Howard E. Wille Administration Bldg,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,221 Convent Ave,New York,NY,10031,55618,1962
1,1957,100,1059410,City College of New York Campus: Marshak Science Building,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,181 Convent Ave,New York,NY,10031,620782,1972
1,1957,1,1084067,City College of New York Campus: Mott Hall - D. O. E.,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,71 Convent Ave,New York,NY,10031,28582,1907
1,1957,200,1084081,City College of New York Campus: North Academic Center,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,160 Convent Ave,New York,NY,10031,885656,1982
1,1957,1,1084069,City College of New York Campus: Schiff House - Child Care Center,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,119 Convent Ave,New York,NY,10031,4704,1912
1,1957,105,1084077,City College of New York Campus: Shepard Hall,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,259 Convent Ave,New York,NY,10031,340239,1907
1,1957,1,1084073,City College of New York Campus: SSA - Spitzer School of Architecture,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,141 Convent Ave,New York,NY,10031,180545,2008
1,1957,129,1084078,City College of New York Campus: Steinman Hall,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,275 Convent Ave,New York,NY,10031,318522,1962
1,2071,27,1012529,City College of New York Campus: Storehouse,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,504 West 140th St,New York,NY,10031,8103,1897
1,1957,1,1084068,City College of New York Campus: Structural Biology Center,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,101 Convent Ave,New York,NY,10027,57847,1931
1,1957,100,1813261,City College of New York Campus: Vivarium,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,275 Saint Nicholas Terr,New York,NY,10031,6681,2007
1,1957,200,1084084,City College of New York Campus: Wingate Hall,CUNY,N/A,865.9,25739.4,N/A,917.6,28627,200 Convent Ave,New York,NY,10031,61517,1907
3,266,1,3002555,City Tech College Campus: 111 Livingston St - EOC,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,111 Livingston St,Brooklyn,NY,11201,56456,1969
3,99999,44,3002108,City Tech College Campus: 16 Court Street,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,16 Court St,Brooklyn,NY,11241,10422,
3,128,1,3855192,City Tech College Campus: Allied Health Center,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,259 Adams St,Brooklyn,NY,11201,122576,1922
3,128,1,3855192,City Tech College Campus: Allied Health Center Annex,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,259 Adams St,Brooklyn,NY,11201,13410,1925
3,86,18,3329429,City Tech College Campus: Environmental Center,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,172 Pearl St,Brooklyn,NY,11201,22228,1963
3,128,26,3000243,City Tech College Campus: General Building (Con Edison),CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,55 Johnson St,Brooklyn,NY,11201,69473,1953
3,118,6,3335884,City Tech College Campus: Howard Building,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,25 Chapel St,Brooklyn,NY,11201,69678,2002
3,131,1,3000244,City Tech College Campus: Klitgord Center,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,285 Jay St,Brooklyn,NY,11201,71161,1963
3,86,7501,3000176,City Tech College Campus: Midway Building,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,250 Jay St,Brooklyn,NY,11201,28218,2002
3,128,1,3335891,City Tech College Campus: Namm Commerce Center,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,300 Jay St,Brooklyn,NY,11201,481573,1967
3,97,2,3000182,City Tech College Campus: Voorhees Building,CUNY,N/A,559.3,6653.4,N/A,514.9,6150.2,186 Jay St,Brooklyn,NY,11201,219931,1920
5,2040,1,5107296,College of Staten Island Campus: Astrophysical Observatory,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,576,1993
5,2040,1,5131066,College of Staten Island Campus: Biological & Chemical Sciences,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,114664,1993
5,2040,1,5107294,College of Staten Island Campus: Business Building,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,48430,1942
5,2040,1,5107291,College of Staten Island Campus: Campus Center / Cafeteria,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,67990,1994
5,2040,1,5107288,College of Staten Island Campus: Campus Services & Central Plant,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,69201,1942
5,2040,1,5107297,College of Staten Island Campus: Center for the Arts,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,145140,1993
5,2040,1,5107289,College of Staten Island Campus: Children's Center,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,8327,1993
5,2040,1,5107292,"College of Staten Island Campus: Computer Sci./English, Sci.&Physics",CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,44734,1942
5,2040,1,5107304,College of Staten Island Campus: Education Building,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,48458,1942
5,2040,1,5107295,College of Staten Island Campus: Engineering Technology - West,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,44533,1942
5,2040,1,5107303,College of Staten Island Campus: English / Modern Languages,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,40605,1942
5,2040,1,9999999,College of Staten Island Campus: Gate House,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,0,1997
5,2040,1,5107293,"College of Staten Island Campus: History, Political Sci, Econ&Philosophy",CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,44527,1942
5,2040,1,5107301,College of Staten Island Campus: Library / Cyber Cafe,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,118231,1993
5,2040,1,5107342,College of Staten Island Campus: Main Gate House,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,0,1997
5,2040,1,5130987,College of Staten Island Campus: Marcus Hall - Nursing,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,44523,1942
5,2040,1,5107302,College of Staten Island Campus: Mathematics Building,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,44445,1942
5,2040,1,5107299,College of Staten Island Campus: North Administration Building,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,80734,1942
5,2040,1,5131067,College of Staten Island Campus: Physical Therapy,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,44531,1942
5,684,261,5017131,College of Staten Island Campus: President Residence,CUNY,N/A,367.6,15239,N/A,354.1,14483,35 Beebe St,Staten Island,NY,10301,3500,1926
5,2040,1,5107305,"College of Staten Island Campus: Psych./Sociology, Anthr. & Soc.Work",CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,44567,1942
5,2040,1,5107298,College of Staten Island Campus: South Administration Building,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,76564,1994
5,2040,1,5107289,College of Staten Island Campus: Sports & Recreation Center,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,78647,1993
5,2040,1,5107293,College of Staten Island Campus: Warehouse (Vacant),CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,121918,1942
5,2040,1,5107300,College of Staten Island Campus: West Administration Building,CUNY,N/A,367.6,15239,N/A,354.1,14483,2800 Victory Blvd,Staten Island,NY,10314,19093,1942
2,2350,24,2001088,Hostos Community College Campus: Administration Building - G,CUNY,N/A,269.3,6023.9,N/A,260.4,5809.6,135 East 146th St,Bronx,NY,10451,13178,1965
2,2346,18,2001038,Hostos Community College Campus: Allied Health & Sciences Bldg - A,CUNY,N/A,269.3,6023.9,N/A,260.4,5809.6,475 Grand Concourse,Bronx,NY,10451,193554,1990
2,2343,32,2001019,Hostos Community College Campus: B Building,CUNY,N/A,269.3,6023.9,N/A,260.4,5809.6,500 Grand Concourse,Bronx,NY,10451,135194,1965
2,2350,16,2001087,Hostos Community College Campus: Carpet Building,CUNY,N/A,269.3,6023.9,N/A,260.4,5809.6,135 East 144th St,Bronx,NY,10451,29640,1931
2,2343,14,2820268,Hostos Community College Campus: East Academic Complex - C,CUNY,N/A,269.3,6023.9,N/A,260.4,5809.6,450 Grand Concourse,Bronx,NY,10451,265235,1994
2,2242,19,1077394,Hostos Community College Campus: Good Shepherd School,CUNY,N/A,269.3,6023.9,N/A,260.4,5809.6,108 Cooper St,Bronx,NY,10034,5250,1963
2,2350,39,2001091,Hostos Community College Campus: Savoy Building - D,CUNY,N/A,269.3,6023.9,N/A,260.4,5809.6,120 East 149th St,Bronx,NY,10451,43078,1995
2,2350,11,2817000,Hostos Community College Campus: Trailer Site #5 (Walton),CUNY,N/A,269.3,6023.9,N/A,260.4,5809.6,427 Walton Ave,Bronx,NY,10451,8763,1984
1,962,100,1069579,Hunter College Campus: Brookdale East Building,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,425 East 25th St,New York,NY,10010,129622,1950
1,962,100,1069579,Hunter College Campus: Brookdale North Building,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,425 East 25th St,New York,NY,10010,198610,1950
1,962,100,1069579,Hunter College Campus: Brookdale West Building,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,425 East 25th St,New York,NY,10010,210232,1950
1,1506,21,1047404,Hunter College Campus: Campus School,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,71 East 94th St,New York,NY,10128,198701,1976
1,1402,49,1802539,Hunter College Campus: East Building,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,130 East 68th St,New York,NY,10021,327863,1983
1,1050,6,1026319,Hunter College Campus: Master of Fine Arts Building,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,450 West 41st St,New York,NY,10036,170622,1956
1,1403,1,1081419,Hunter College Campus: North Building,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,695 Park Ave,New York,NY,10021,751718,1937
1,1380,30,1041133,Hunter College Campus: Roosevelt House,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,47-49 East 65th St,New York,NY,10021,19665,1907
1,1508,12,1047468,Hunter College Campus: School of Social Work,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,127-135 East 79th St,New York,NY,10021,101227,1968
1,1403,1,1081418,Hunter College Campus: Thomas Hunter Hall,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,930 Lexington Ave,New York,NY,10021,103161,1900
1,1402,13,1042468,Hunter College Campus: West Building,CUNY,N/A,295.6,27536.7,N/A,302.4,28280.9,920 Lexington Ave,New York,NY,10021,394920,1983
1,1102,18,1027155,John Jay College Campus: 54th Street Academic Annex,CUNY,N/A,304.8,8875,N/A,457.5,13017.3,619 West 54th St,New York,NY,10019,25388,1974
1,1087,25,1027085,John Jay College Campus: Haaren Hall Building,CUNY,N/A,304.8,8875,N/A,457.5,13017.3,899 10th Ave,New York,NY,10019,383087,1906
1,1131,1,1028826,John Jay College Campus: North Hall,CUNY,N/A,304.8,8875,N/A,457.5,13017.3,445 West 59th St,New York,NY,10019,299222,1958
1,1084,25,1086199,John Jay College Campus: Westport Building,CUNY,N/A,304.8,8875,N/A,457.5,13017.3,845 10th Ave,New York,NY,10019,49397,2004
3,8760,110,3326936,Kingsborough Comm. College Campus: Academic Village,CUNY,N/A,361,15266.7,N/A,363.4,15409.2,1915 Oriental Blvd,Brooklyn,NY,11235,42008,2003
3,8760,60,3326937,Kingsborough Comm. College Campus: Administration Building,CUNY,N/A,361,15266.7,N/A,363.4,15409.2,2001 Oriental Blvd,Brooklyn,NY,11235,62121,1977
3,8760,60,3326934,Kingsborough Comm. College Campus: Arts and Sciences Center,CUNY,N/A,361,15266.7,N/A,363.4,15409.2,2120 Oriental Blvd,Brooklyn,NY,11235,107858,1976
