BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE,PROGRAM TYPE,CORE SUBJECT(9-12 ONLY),CORE COURSE(9-12 ONLY),SERVICE CATEGORY(K-9 ONLY),NUMBER OF CLASSES,TOTAL REGISTER(as of 1-23-08),AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS(as of 1-23-08),SIZE OF LARGEST CLASS(as of 1-23-08)
Q,29,Q015,P.S. 015 JACKIE ROBINSON,01,GEN ED,-,-,-,3,64,21.3,20,22
Q,29,Q015,P.S. 015 JACKIE ROBINSON,02,GEN ED,-,-,-,3,80,26.7,26,27
Q,29,Q015,P.S. 015 JACKIE ROBINSON,03,GEN ED,-,-,-,3,56,18.7,18,19
Q,29,Q015,P.S. 015 JACKIE ROBINSON,03,CTT,-,-,-,1,20,20,20,20
Q,29,Q015,P.S. 015 JACKIE ROBINSON,04,GEN ED,-,-,-,2,60,30,30,30
Q,29,Q015,P.S. 015 JACKIE ROBINSON,04,CTT,-,-,-,1,25,25,25,25
Q,29,Q015,P.S. 015 JACKIE ROBINSON,05,GEN ED,-,-,-,2,57,28.5,28,29
Q,29,Q015,P.S. 015 JACKIE ROBINSON,05,CTT,-,-,-,1,25,25,25,25
Q,29,Q015,P.S. 015 JACKIE ROBINSON,0K-09,SPEC ED,-,-,12:1,1,8,8,8,8
Q,29,Q015,P.S. 015 JACKIE ROBINSON,0K-09,SPEC ED,-,-,12:1:1,1,8,8,8,8
Q,29,Q033,P.S. 033 EDWARD M. FUNK,0K,GEN ED,-,-,-,7,136,19.4,18,20
Q,29,Q033,P.S. 033 EDWARD M. FUNK,0K,CTT,-,-,-,1,19,19,19,19
Q,29,Q033,P.S. 033 EDWARD M. FUNK,01,GEN ED,-,-,-,8,173,21.6,21,22
Q,29,Q033,P.S. 033 EDWARD M. FUNK,02,GEN ED,-,-,-,8,162,20.3,20,21
Q,29,Q033,P.S. 033 EDWARD M. FUNK,03,GEN ED,-,-,-,9,204,22.7,22,24
Q,29,Q033,P.S. 033 EDWARD M. FUNK,04,GEN ED,-,-,-,7,176,25.1,24,26
Q,29,Q033,P.S. 033 EDWARD M. FUNK,05,GEN ED,-,-,-,8,203,25.4,24,31
Q,29,Q033,P.S. 033 EDWARD M. FUNK,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12
Q,29,Q033,P.S. 033 EDWARD M. FUNK,0K-09,SPEC ED,-,-,12:1:1,2,21,10.5,10,11
Q,29,Q034,P.S. 034 JOHN HARVARD,0K,GEN ED,-,-,-,4,58,14.5,14,16
Q,29,Q034,P.S. 034 JOHN HARVARD,01,GEN ED,-,-,-,4,77,19.3,18,20
Q,29,Q034,P.S. 034 JOHN HARVARD,02,GEN ED,-,-,-,4,74,18.5,17,19
Q,29,Q034,P.S. 034 JOHN HARVARD,03,GEN ED,-,-,-,4,74,18.5,18,19
Q,29,Q034,P.S. 034 JOHN HARVARD,04,GEN ED,-,-,-,3,76,25.3,24,27
Q,29,Q034,P.S. 034 JOHN HARVARD,05,GEN ED,-,-,-,3,76,25.3,24,27
Q,29,Q034,P.S. 034 JOHN HARVARD,0K-09,SPEC ED,-,-,12:1,1,11,11,11,11
Q,29,Q034,P.S. 034 JOHN HARVARD,0K-09,SPEC ED,-,-,12:1:1,3,26,8.7,5,11
Q,29,Q035,P.S. 035 NATHANIEL WOODHULL,0K,GEN ED,-,-,-,4,92,23,22,24
Q,29,Q035,P.S. 035 NATHANIEL WOODHULL,01,GEN ED,-,-,-,4,88,22,21,23
Q,29,Q035,P.S. 035 NATHANIEL WOODHULL,02,GEN ED,-,-,-,4,98,24.5,23,25
Q,29,Q035,P.S. 035 NATHANIEL WOODHULL,02,CTT,-,-,-,1,17,17,17,17
Q,29,Q035,P.S. 035 NATHANIEL WOODHULL,03,GEN ED,-,-,-,4,92,23,21,28
Q,29,Q035,P.S. 035 NATHANIEL WOODHULL,04,GEN ED,-,-,-,4,99,24.8,23,28
Q,29,Q035,P.S. 035 NATHANIEL WOODHULL,05,GEN ED,-,-,-,4,112,28,26,29
Q,29,Q035,P.S. 035 NATHANIEL WOODHULL,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12
Q,29,Q035,P.S. 035 NATHANIEL WOODHULL,0K-09,SPEC ED,-,-,12:1:1,2,18,9,8,10
Q,29,Q036,P.S. 036 SAINT ALBANS SCHOOL,0K,GEN ED,-,-,-,2,50,25,25,25
Q,29,Q036,P.S. 036 SAINT ALBANS SCHOOL,01,GEN ED,-,-,-,3,74,24.7,24,25
Q,29,Q036,P.S. 036 SAINT ALBANS SCHOOL,02,GEN ED,-,-,-,3,74,24.7,24,25
Q,29,Q036,P.S. 036 SAINT ALBANS SCHOOL,03,GEN ED,-,-,-,3,67,22.3,22,23
Q,29,Q036,P.S. 036 SAINT ALBANS SCHOOL,04,GEN ED,-,-,-,3,79,26.3,26,27
Q,29,Q036,P.S. 036 SAINT ALBANS SCHOOL,05,GEN ED,-,-,-,3,82,27.3,27,28
Q,29,Q036,P.S. 036 SAINT ALBANS SCHOOL,0K-09,SPEC ED,-,-,12:1,3,34,11.3,11,12
Q,29,Q036,P.S. 036 SAINT ALBANS SCHOOL,0K-09,SPEC ED,-,-,12:1:1,2,23,11.5,11,12
Q,29,Q037,CYNTHIA JENKINS SCHOOL,0K,GEN ED,-,-,-,3,66,22,19,24
Q,29,Q037,CYNTHIA JENKINS SCHOOL,01,GEN ED,-,-,-,3,62,20.7,20,21
Q,29,Q037,CYNTHIA JENKINS SCHOOL,02,GEN ED,-,-,-,3,70,23.3,23,24
Q,29,Q037,CYNTHIA JENKINS SCHOOL,03,GEN ED,-,-,-,4,69,17.3,17,18
Q,29,Q037,CYNTHIA JENKINS SCHOOL,04,GEN ED,-,-,-,2,62,31,30,32
Q,29,Q037,CYNTHIA JENKINS SCHOOL,05,GEN ED,-,-,-,2,54,27,27,27
Q,29,Q037,CYNTHIA JENKINS SCHOOL,06,GEN ED,-,-,-,3,78,26,25,27
Q,29,Q037,CYNTHIA JENKINS SCHOOL,0K-09,SPEC ED,-,-,12:1,1,9,9,9,9
Q,29,Q037,CYNTHIA JENKINS SCHOOL,0K-09,SPEC ED,-,-,12:1:1,5,44,8.8,5,12
Q,29,Q038,P.S. 038 ROSEDALE,0K,GEN ED,-,-,-,2,42,21,21,21
Q,29,Q038,P.S. 038 ROSEDALE,01,GEN ED,-,-,-,2,40,20,19,21
Q,29,Q038,P.S. 038 ROSEDALE,02,GEN ED,-,-,-,2,32,16,15,17
Q,29,Q038,P.S. 038 ROSEDALE,03,GEN ED,-,-,-,2,45,22.5,20,25
Q,29,Q038,P.S. 038 ROSEDALE,04,GEN ED,-,-,-,2,44,22,21,23
Q,29,Q038,P.S. 038 ROSEDALE,04,CTT,-,-,-,1,17,17,17,17
Q,29,Q038,P.S. 038 ROSEDALE,05,GEN ED,-,-,-,2,38,19,18,20
Q,29,Q038,P.S. 038 ROSEDALE,05,CTT,-,-,-,1,13,13,13,13
Q,29,Q038,P.S. 038 ROSEDALE,06,GEN ED,-,-,-,3,51,17,13,21
Q,29,Q038,P.S. 038 ROSEDALE,0K-09,SPEC ED,-,-,12:1,2,19,9.5,8,11
Q,29,Q052,P.S. 052 QUEENS,0K,GEN ED,-,-,-,3,58,19.3,19,20
Q,29,Q052,P.S. 052 QUEENS,0K,CTT,-,-,-,1,19,19,19,19
Q,29,Q052,P.S. 052 QUEENS,01,GEN ED,-,-,-,4,78,19.5,19,20
Q,29,Q052,P.S. 052 QUEENS,01,CTT,-,-,-,1,18,18,18,18
Q,29,Q052,P.S. 052 QUEENS,02,GEN ED,-,-,-,4,75,18.8,17,21
Q,29,Q052,P.S. 052 QUEENS,03,GEN ED,-,-,-,2,41,20.5,20,21
Q,29,Q052,P.S. 052 QUEENS,03,CTT,-,-,-,1,21,21,21,21
Q,29,Q052,P.S. 052 QUEENS,04,GEN ED,-,-,-,4,77,19.3,16,22
Q,29,Q052,P.S. 052 QUEENS,05,GEN ED,-,-,-,2,55,27.5,26,29
Q,29,Q052,P.S. 052 QUEENS,05,CTT,-,-,-,1,28,28,28,28
Q,29,Q052,P.S. 052 QUEENS,06,GEN ED,-,-,-,3,79,26.3,25,28
Q,29,Q052,P.S. 052 QUEENS,0K-09,SPEC ED,-,-,12:1:1,3,21,7,6,8
Q,29,Q059,I.S. 059 SPRINGFIELD GARDENS,06,GEN ED,-,-,-,9,219,24.3,19,30
Q,29,Q059,I.S. 059 SPRINGFIELD GARDENS,06,CTT,-,-,-,1,21,21,21,21
Q,29,Q059,I.S. 059 SPRINGFIELD GARDENS,07,GEN ED,-,-,-,10,236,23.6,19,27
Q,29,Q059,I.S. 059 SPRINGFIELD GARDENS,07,CTT,-,-,-,1,23,23,23,23
Q,29,Q059,I.S. 059 SPRINGFIELD GARDENS,08,GEN ED,-,-,-,11,307,27.9,20,35
Q,29,Q059,I.S. 059 SPRINGFIELD GARDENS,08,CTT,-,-,-,1,23,23,23,23
Q,29,Q059,I.S. 059 SPRINGFIELD GARDENS,0K-09,SPEC ED,-,-,12:1,3,32,10.7,10,12
Q,29,Q059,I.S. 059 SPRINGFIELD GARDENS,0K-09,SPEC ED,-,-,12:1:1,2,20,10,8,12
Q,29,Q095,P.S. 095 EASTWOOD,0K,GEN ED,-,-,-,8,188,23.5,20,26
Q,29,Q095,P.S. 095 EASTWOOD,0K,CTT,-,-,-,1,22,22,22,22
Q,29,Q095,P.S. 095 EASTWOOD,01,GEN ED,-,-,-,8,196,24.5,20,27
Q,29,Q095,P.S. 095 EASTWOOD,01,CTT,-,-,-,1,20,20,20,20
Q,29,Q095,P.S. 095 EASTWOOD,02,GEN ED,-,-,-,8,197,24.6,21,26
Q,29,Q095,P.S. 095 EASTWOOD,03,GEN ED,-,-,-,9,207,23,17,25
Q,29,Q095,P.S. 095 EASTWOOD,04,GEN ED,-,-,-,8,192,24,21,25
Q,29,Q095,P.S. 095 EASTWOOD,04,CTT,-,-,-,1,20,20,20,20
Q,29,Q095,P.S. 095 EASTWOOD,05,GEN ED,-,-,-,8,210,26.3,22,29
Q,29,Q095,P.S. 095 EASTWOOD,0K-09,SPEC ED,-,-,12:1:1,1,11,11,11,11
Q,29,Q109,JEAN NUZZI INTERMEDIATE SCHOOL,06,GEN ED,-,-,-,14,354,25.3,22,30
Q,29,Q109,JEAN NUZZI INTERMEDIATE SCHOOL,06,CTT,-,-,-,1,18,18,18,18
Q,29,Q109,JEAN NUZZI INTERMEDIATE SCHOOL,07,GEN ED,-,-,-,15,483,32.2,9,36
Q,29,Q109,JEAN NUZZI INTERMEDIATE SCHOOL,08,GEN ED,-,-,-,16,518,32.4,11,36
Q,29,Q109,JEAN NUZZI INTERMEDIATE SCHOOL,0K-09,SPEC ED,-,-,12:1,3,35,11.7,11,12
Q,29,Q109,JEAN NUZZI INTERMEDIATE SCHOOL,0K-09,SPEC ED,-,-,12:1:1,2,22,11,10,12
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,0K,GEN ED,-,-,-,5,101,20.2,19,21
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,01,GEN ED,-,-,-,4,104,26,24,28
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,02,GEN ED,-,-,-,3,76,25.3,24,26
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,03,GEN ED,-,-,-,2,54,27,26,28
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,04,GEN ED,-,-,-,3,82,27.3,26,28
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,05,GEN ED,-,-,-,3,93,31,30,33
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,06,GEN ED,-,-,-,3,86,28.7,28,30
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,07,GEN ED,-,-,-,3,78,26,23,28
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,08,GEN ED,-,-,-,3,86,28.7,25,32
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,0K-09,SPEC ED,-,-,12:1,3,35,11.7,11,12
Q,29,Q116,P.S. 116 WILLIAM C. HUGHLEY,0K-09,SPEC ED,-,-,12:1:1,1,7,7,7,7
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,0K,GEN ED,-,-,-,3,69,23,23,23
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,0K,CTT,-,-,-,1,23,23,23,23
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,01,GEN ED,-,-,-,5,93,18.6,16,20
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,01,CTT,-,-,-,1,17,17,17,17
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,02,GEN ED,-,-,-,5,96,19.2,17,23
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,02,CTT,-,-,-,1,16,16,16,16
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,03,GEN ED,-,-,-,4,92,23,22,24
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,04,GEN ED,-,-,-,4,96,24,23,25
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,05,GEN ED,-,-,-,4,97,24.3,23,26
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,0K-09,SPEC ED,-,-,12:1,2,15,7.5,7,8
Q,29,Q118,P.S. 118 LORRAINE HANSBERRY,0K-09,SPEC ED,-,-,12:1:1,3,28,9.3,6,12
Q,29,Q131,P.S. 131 ABIGAIL ADAMS,0K,GEN ED,-,-,-,5,94,18.8,18,19
Q,29,Q131,P.S. 131 ABIGAIL ADAMS,01,GEN ED,-,-,-,5,126,25.2,25,26
Q,29,Q131,P.S. 131 ABIGAIL ADAMS,02,GEN ED,-,-,-,4,83,20.8,20,23
Q,29,Q131,P.S. 131 ABIGAIL ADAMS,02,CTT,-,-,-,1,24,24,24,24
Q,29,Q131,P.S. 131 ABIGAIL ADAMS,03,GEN ED,-,-,-,4,101,25.3,25,26
Q,29,Q131,P.S. 131 ABIGAIL ADAMS,04,GEN ED,-,-,-,5,141,28.2,28,29
Q,29,Q131,P.S. 131 ABIGAIL ADAMS,05,GEN ED,-,-,-,4,102,25.5,25,26
Q,29,Q131,P.S. 131 ABIGAIL ADAMS,0K-09,SPEC ED,-,-,12:1:1,2,22,11,10,12
Q,29,Q132,P.S. 132 RALPH BUNCHE,0K,GEN ED,-,-,-,2,50,25,25,25
Q,29,Q132,P.S. 132 RALPH BUNCHE,01,GEN ED,-,-,-,3,62,20.7,19,23
Q,29,Q132,P.S. 132 RALPH BUNCHE,02,GEN ED,-,-,-,3,57,19,18,20
Q,29,Q132,P.S. 132 RALPH BUNCHE,03,GEN ED,-,-,-,2,50,25,24,26
Q,29,Q132,P.S. 132 RALPH BUNCHE,04,GEN ED,-,-,-,2,48,24,23,25
Q,29,Q132,P.S. 132 RALPH BUNCHE,04,CTT,-,-,-,1,18,18,18,18
Q,29,Q132,P.S. 132 RALPH BUNCHE,05,GEN ED,-,-,-,2,45,22.5,22,23
Q,29,Q132,P.S. 132 RALPH BUNCHE,05,CTT,-,-,-,1,22,22,22,22
Q,29,Q132,P.S. 132 RALPH BUNCHE,0K-09,SPEC ED,-,-,12:1:1,2,15,7.5,7,8
Q,29,Q134,P.S. 134 HOLLIS,0K,GEN ED,-,-,-,3,64,21.3,21,22
Q,29,Q134,P.S. 134 HOLLIS,01,GEN ED,-,-,-,3,68,22.7,22,23
Q,29,Q134,P.S. 134 HOLLIS,02,GEN ED,-,-,-,3,61,20.3,20,21
Q,29,Q134,P.S. 134 HOLLIS,02,CTT,-,-,-,1,17,17,17,17
Q,29,Q134,P.S. 134 HOLLIS,03,GEN ED,-,-,-,3,70,23.3,23,24
Q,29,Q134,P.S. 134 HOLLIS,04,GEN ED,-,-,-,2,45,22.5,21,24
Q,29,Q134,P.S. 134 HOLLIS,05,GEN ED,-,-,-,2,59,29.5,29,30
Q,29,Q134,P.S. 134 HOLLIS,0K-09,SPEC ED,-,-,12:1,1,11,11,11,11
Q,29,Q134,P.S. 134 HOLLIS,0K-09,SPEC ED,-,-,12:1:1,4,41,10.3,6,12
Q,29,Q135,THE BELLAIRE SCHOOL,0K,GEN ED,-,-,-,6,130,21.7,20,23
Q,29,Q135,THE BELLAIRE SCHOOL,0K,CTT,-,-,-,1,25,25,25,25
Q,29,Q135,THE BELLAIRE SCHOOL,0K,G&T,-,-,-,1,24,24,24,24
Q,29,Q135,THE BELLAIRE SCHOOL,01,GEN ED,-,-,-,8,164,20.5,19,22
Q,29,Q135,THE BELLAIRE SCHOOL,01,CTT,-,-,-,1,19,19,19,19
Q,29,Q135,THE BELLAIRE SCHOOL,01,G&T,-,-,-,1,25,25,25,25
Q,29,Q135,THE BELLAIRE SCHOOL,02,GEN ED,-,-,-,7,145,20.7,18,23
Q,29,Q135,THE BELLAIRE SCHOOL,02,CTT,-,-,-,1,21,21,21,21
Q,29,Q135,THE BELLAIRE SCHOOL,02,G&T,-,-,-,1,27,27,27,27
Q,29,Q135,THE BELLAIRE SCHOOL,03,GEN ED,-,-,-,6,150,25,17,27
Q,29,Q135,THE BELLAIRE SCHOOL,03,CTT,-,-,-,1,25,25,25,25
Q,29,Q135,THE BELLAIRE SCHOOL,03,G&T,-,-,-,1,31,31,31,31
Q,29,Q135,THE BELLAIRE SCHOOL,04,GEN ED,-,-,-,4,112,28,28,28
Q,29,Q135,THE BELLAIRE SCHOOL,04,CTT,-,-,-,1,30,30,30,30
Q,29,Q135,THE BELLAIRE SCHOOL,04,G&T,-,-,-,1,29,29,29,29
Q,29,Q135,THE BELLAIRE SCHOOL,05,GEN ED,-,-,-,6,169,28.2,25,30
Q,29,Q135,THE BELLAIRE SCHOOL,05,G&T,-,-,-,1,31,31,31,31
Q,29,Q135,THE BELLAIRE SCHOOL,0K-09,SPEC ED,-,-,12:1,1,11,11,11,11
Q,29,Q135,THE BELLAIRE SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,10,10,10,10
Q,29,Q136,P.S. 136 ROY WILKINS,0K,GEN ED,-,-,-,4,94,23.5,23,24
Q,29,Q136,P.S. 136 ROY WILKINS,01,GEN ED,-,-,-,4,89,22.3,21,23
Q,29,Q136,P.S. 136 ROY WILKINS,02,GEN ED,-,-,-,5,100,20,19,21
Q,29,Q136,P.S. 136 ROY WILKINS,03,GEN ED,-,-,-,5,118,23.6,23,24
Q,29,Q136,P.S. 136 ROY WILKINS,04,GEN ED,-,-,-,5,112,22.4,21,23
Q,29,Q136,P.S. 136 ROY WILKINS,05,GEN ED,-,-,-,4,110,27.5,27,29
Q,29,Q136,P.S. 136 ROY WILKINS,05,CTT,-,-,-,1,20,20,20,20
Q,29,Q136,P.S. 136 ROY WILKINS,0K-09,SPEC ED,-,-,12:1:1,4,37,9.3,9,10
Q,29,Q138,P.S. 138 SUNRISE,0K,GEN ED,-,-,-,4,75,18.8,17,20
Q,29,Q138,P.S. 138 SUNRISE,01,GEN ED,-,-,-,5,86,17.2,15,19
Q,29,Q138,P.S. 138 SUNRISE,02,GEN ED,-,-,-,5,80,16,15,18
Q,29,Q138,P.S. 138 SUNRISE,03,GEN ED,-,-,-,5,101,20.2,18,22
Q,29,Q138,P.S. 138 SUNRISE,04,GEN ED,-,-,-,4,98,24.5,24,25
Q,29,Q138,P.S. 138 SUNRISE,05,GEN ED,-,-,-,4,115,28.8,28,30
Q,29,Q138,P.S. 138 SUNRISE,06,GEN ED,-,-,-,4,94,23.5,22,25
Q,29,Q138,P.S. 138 SUNRISE,07,GEN ED,-,-,-,4,111,27.8,26,29
Q,29,Q138,P.S. 138 SUNRISE,08,GEN ED,-,-,-,4,100,25,24,26
Q,29,Q138,P.S. 138 SUNRISE,0K-09,SPEC ED,-,-,12:1:1,6,53,8.8,7,11
Q,29,Q147,P.S. 147 RONALD MCNAIR,0K,GEN ED,-,-,-,3,80,26.7,26,27
Q,29,Q147,P.S. 147 RONALD MCNAIR,01,GEN ED,-,-,-,4,96,24,23,25
Q,29,Q147,P.S. 147 RONALD MCNAIR,02,GEN ED,-,-,-,4,84,21,20,22
Q,29,Q147,P.S. 147 RONALD MCNAIR,03,GEN ED,-,-,-,4,97,24.3,24,25
Q,29,Q147,P.S. 147 RONALD MCNAIR,04,GEN ED,-,-,-,4,93,23.3,22,25
Q,29,Q147,P.S. 147 RONALD MCNAIR,05,GEN ED,-,-,-,4,105,26.3,25,27
Q,29,Q147,P.S. 147 RONALD MCNAIR,06,GEN ED,-,-,-,3,83,27.7,26,29
Q,29,Q147,P.S. 147 RONALD MCNAIR,06,CTT,-,-,-,1,27,27,27,27
Q,29,Q147,P.S. 147 RONALD MCNAIR,07,GEN ED,-,-,-,3,80,26.7,26,27
Q,29,Q147,P.S. 147 RONALD MCNAIR,07,CTT,-,-,-,1,27,27,27,27
Q,29,Q147,P.S. 147 RONALD MCNAIR,08,GEN ED,-,-,-,2,59,29.5,29,30
Q,29,Q147,P.S. 147 RONALD MCNAIR,08,CTT,-,-,-,1,31,31,31,31
Q,29,Q147,P.S. 147 RONALD MCNAIR,0K-09,SPEC ED,-,-,12:1,1,9,9,9,9
Q,29,Q147,P.S. 147 RONALD MCNAIR,0K-09,SPEC ED,-,-,12:1:1,3,27,9,8,10
Q,29,Q156,P.S. 156 LAURELTON,0K,GEN ED,-,-,-,3,58,19.3,18,20
Q,29,Q156,P.S. 156 LAURELTON,01,GEN ED,-,-,-,3,74,24.7,24,25
Q,29,Q156,P.S. 156 LAURELTON,02,GEN ED,-,-,-,4,82,20.5,19,22
Q,29,Q156,P.S. 156 LAURELTON,03,GEN ED,-,-,-,4,83,20.8,19,22
Q,29,Q156,P.S. 156 LAURELTON,04,GEN ED,-,-,-,3,77,25.7,24,28
Q,29,Q156,P.S. 156 LAURELTON,05,GEN ED,-,-,-,3,95,31.7,31,32
Q,29,Q156,P.S. 156 LAURELTON,06,GEN ED,-,-,-,4,86,21.5,14,24
Q,29,Q156,P.S. 156 LAURELTON,06,CTT,-,-,-,1,7,7,7,7
Q,29,Q156,P.S. 156 LAURELTON,07,GEN ED,-,-,-,3,89,29.7,28,31
Q,29,Q156,P.S. 156 LAURELTON,08,GEN ED,-,-,-,3,75,25,24,26
Q,29,Q156,P.S. 156 LAURELTON,0K-09,SPEC ED,-,-,12:1,6,58,9.7,6,11
Q,29,Q176,P.S. 176 CAMBRIA HEIGHTS,0K,GEN ED,-,-,-,3,74,24.7,24,25
Q,29,Q176,P.S. 176 CAMBRIA HEIGHTS,01,GEN ED,-,-,-,4,76,19,15,23
Q,29,Q176,P.S. 176 CAMBRIA HEIGHTS,01,G&T,-,-,-,1,24,24,24,24
Q,29,Q176,P.S. 176 CAMBRIA HEIGHTS,02,GEN ED,-,-,-,4,103,25.8,21,31
Q,29,Q176,P.S. 176 CAMBRIA HEIGHTS,03,GEN ED,-,-,-,3,74,24.7,23,27
Q,29,Q176,P.S. 176 CAMBRIA HEIGHTS,03,CTT,-,-,-,1,25,25,25,25
Q,29,Q176,P.S. 176 CAMBRIA HEIGHTS,04,GEN ED,-,-,-,4,112,28,26,30
Q,29,Q176,P.S. 176 CAMBRIA HEIGHTS,05,GEN ED,-,-,-,3,93,31,29,33
Q,29,Q176,P.S. 176 CAMBRIA HEIGHTS,0K-09,SPEC ED,-,-,12:1,2,25,12.5,12,13
Q,29,Q181,P.S. 181 BROOKFIELD,0K,GEN ED,-,-,-,2,49,24.5,24,25
Q,29,Q181,P.S. 181 BROOKFIELD,01,GEN ED,-,-,-,2,53,26.5,26,27
Q,29,Q181,P.S. 181 BROOKFIELD,02,GEN ED,-,-,-,3,56,18.7,18,19
Q,29,Q181,P.S. 181 BROOKFIELD,03,GEN ED,-,-,-,3,57,19,19,19
Q,29,Q181,P.S. 181 BROOKFIELD,04,GEN ED,-,-,-,3,61,20.3,20,21
Q,29,Q181,P.S. 181 BROOKFIELD,05,GEN ED,-,-,-,2,57,28.5,28,29
Q,29,Q181,P.S. 181 BROOKFIELD,05,CTT,-,-,-,1,22,22,22,22
Q,29,Q181,P.S. 181 BROOKFIELD,06,GEN ED,-,-,-,3,74,24.7,24,25
Q,29,Q181,P.S. 181 BROOKFIELD,0K-09,SPEC ED,-,-,12:1,3,30,10,9,12
Q,29,Q181,P.S. 181 BROOKFIELD,0K-09,SPEC ED,-,-,12:1:1,3,23,7.7,7,8
Q,29,Q192,I.S. 192 THE LINDEN,06,GEN ED,-,-,-,6,153,25.5,18,31
Q,29,Q192,I.S. 192 THE LINDEN,06,CTT,-,-,-,1,30,30,30,30
Q,29,Q192,I.S. 192 THE LINDEN,07,GEN ED,-,-,-,7,169,24.1,20,28
Q,29,Q192,I.S. 192 THE LINDEN,08,GEN ED,-,-,-,7,175,25,21,29
Q,29,Q192,I.S. 192 THE LINDEN,08,CTT,-,-,-,1,23,23,23,23
Q,29,Q192,I.S. 192 THE LINDEN,0K-09,SPEC ED,-,-,12:1,3,32,10.7,10,11
Q,29,Q192,I.S. 192 THE LINDEN,0K-09,SPEC ED,-,-,12:1:1,1,9,9,9,9
Q,29,Q195,P.S. 195 WILLIAM HABERLE,0K,GEN ED,-,-,-,3,71,23.7,23,24
Q,29,Q195,P.S. 195 WILLIAM HABERLE,0K,CTT,-,-,-,1,19,19,19,19
Q,29,Q195,P.S. 195 WILLIAM HABERLE,01,GEN ED,-,-,-,2,57,28.5,28,29
Q,29,Q195,P.S. 195 WILLIAM HABERLE,01,CTT,-,-,-,1,20,20,20,20
Q,29,Q195,P.S. 195 WILLIAM HABERLE,01,G&T,-,-,-,1,27,27,27,27
Q,29,Q195,P.S. 195 WILLIAM HABERLE,02,GEN ED,-,-,-,2,44,22,22,22
Q,29,Q195,P.S. 195 WILLIAM HABERLE,02,CTT,-,-,-,1,20,20,20,20
Q,29,Q195,P.S. 195 WILLIAM HABERLE,02,G&T,-,-,-,1,25,25,25,25
Q,29,Q195,P.S. 195 WILLIAM HABERLE,03,GEN ED,-,-,-,3,58,19.3,16,23
Q,29,Q195,P.S. 195 WILLIAM HABERLE,03,G&T,-,-,-,1,22,22,22,22
Q,29,Q195,P.S. 195 WILLIAM HABERLE,04,GEN ED,-,-,-,2,61,30.5,30,31
Q,29,Q195,P.S. 195 WILLIAM HABERLE,04,G&T,-,-,-,1,30,30,30,30
Q,29,Q195,P.S. 195 WILLIAM HABERLE,05,GEN ED,-,-,-,2,56,28,27,29
Q,29,Q195,P.S. 195 WILLIAM HABERLE,05,G&T,-,-,-,1,24,24,24,24
Q,29,Q195,P.S. 195 WILLIAM HABERLE,06,GEN ED,-,-,-,2,52,26,25,27
Q,29,Q195,P.S. 195 WILLIAM HABERLE,06,G&T,-,-,-,1,22,22,22,22
Q,29,Q195,P.S. 195 WILLIAM HABERLE,0K-09,SPEC ED,-,-,12:1,2,25,12.5,12,13
Q,29,Q195,P.S. 195 WILLIAM HABERLE,0K-09,SPEC ED,-,-,12:1:1,3,35,11.7,11,13
Q,29,Q208,P.S. / I.S. 208,0K,GEN ED,-,-,-,4,72,18,17,19
Q,29,Q208,P.S. / I.S. 208,01,GEN ED,-,-,-,3,57,19,18,20
Q,29,Q208,P.S. / I.S. 208,01,CTT,-,-,-,1,18,18,18,18
Q,29,Q208,P.S. / I.S. 208,02,GEN ED,-,-,-,4,76,19,17,21
Q,29,Q208,P.S. / I.S. 208,03,GEN ED,-,-,-,4,76,19,17,22
Q,29,Q208,P.S. / I.S. 208,04,GEN ED,-,-,-,2,59,29.5,29,30
Q,29,Q208,P.S. / I.S. 208,04,CTT,-,-,-,1,19,19,19,19
Q,29,Q208,P.S. / I.S. 208,05,GEN ED,-,-,-,3,83,27.7,25,30
Q,29,Q208,P.S. / I.S. 208,06,GEN ED,-,-,-,3,91,30.3,30,31
