BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-00027-7501,658-R1,1 MAIN STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,124,1913,227916,4984800,21.87,21600001,95,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,6106286,25.2,25300000,104,0.9,3-00221-0020,80 CRANBERRY STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,137,1900,108780,2429803,22.34,10100000,93,0.35
3-00028-7501,1370-R1,31 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,13,2001,24672,556600,22.56,2670000,108,3-00178-0016,404 STATE STREET,BOERUM HILL,D1-ELEVATOR,60,1928,29214,877362,30,4090000,140,1.2,3-00237-0037,115 HENRY STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,42,1921,31692,943532,29.8,4400000,139,0.55
3-00028-7502,2018-R1,133 WATER STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,69,2006,78352,1738800,22.19,7200003,92,3-00221-0020,80 CRANBERRY STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,137,1900,108780,2429803,22.34,10100000,93,0.35,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1781214,24.39,7380000,101,0.95
3-00031-7502,1181-R1,50 BRIDGE STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,58,1904,52530,1044000,19.87,4130004,79,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1269701,24.93,5260000,103,0.3,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1887773,37.4,8790000,174,0.2
3-00035-7501,1771-R1,4 WATER STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,13,2007,20085,580456,28.9,2779999,138,3-00178-0016,404 STATE STREET,BOERUM HILL,D1-ELEVATOR,60,1928,29214,877362,30,4090000,140,1.2,3-00237-0037,115 HENRY STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,42,1921,31692,943532,29.8,4400000,139,0.45
3-00036-7501,1000-R1,30 MAIN STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,87,1910,158053,3654000,23.12,15899999,101,3-00056-0003,99 GOLD STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,88,1919,109875,3496083,31.8,16300000,148,0.5,3-00221-0020,80 CRANBERRY STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,137,1900,108780,2429803,22.34,10100000,93,0.25
3-00036-7502,1073-R1,42 MAIN STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,21,1910,23150,522264,22.56,2270002,98,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,614007,21.65,2540000,90,0.4,3-00171-0049,337 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,60,1930,39770,881843,22.17,3650000,92,1.05
3-00036-7503,1580-R1,57 FRONT STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,31,1899,41476,929477,22.41,4039998,97,3-00171-0049,337 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,60,1930,39770,881843,22.17,3650000,92,1.05,3-00235-0046,136 HICKS STREET,BROOKLYN HEIGHTS,D9-ELEVATOR,46,1920,48414,1129483,23.33,4680000,97,0.45
3-00045-7501,1422-R1,70 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,259,1916,375000,7070700,18.86,27099997,72,3-00051-0001,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,104,1914,123700,2487698,20.11,9300000,75,0.05,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,6106286,25.2,25300000,104,0.8
3-00051-7501,1543-R1,84 FRONT STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,56,2006,58066,1567782,27,6490002,112,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1269701,24.93,5260000,103,0.15,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1751259,28.8,7250000,119,0.45
3-00052-7501,1731-R1,85 ADAMS STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,79,2006,87554,1938660,22.14,8419998,96,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1887773,37.4,8790000,174,0.05,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1269701,24.93,5260000,103,0.2
3-00053-7501,1735-R1,100 JAY STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,266,2006,301131,6064800,20.14,26300003,87,3-00051-0001,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,104,1914,123700,2487698,20.11,9300000,75,0.1,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,6106286,25.2,25300000,104,0.8
3-00055-7501,1058-R1,79 BRIDGE STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,37,1920,35464,850713,23.99,3690000,104,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1269701,24.93,5260000,103,0.4,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,614007,21.65,2540000,90,0.05
3-00055-7502,1703-R1,206 FRONT STREET,DOWNTOWN-FULTON FERRY,R4-ELEVATOR,31,2006,35389,842258,23.8,3660001,103,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,614007,21.65,2540000,90,0.05,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1269701,24.93,5260000,103,0.4
3-00169-7501,1273-R1,53 BOERUM PLACE,DOWNTOWN-FULTON MALL,R4-ELEVATOR,99,2003,73232,2174990,29.7,10399997,142,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1887773,37.4,8790000,174,0.85,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1751259,28.8,7250000,119,0.5
3-00176-7501,1980-R1,75 SMITH STREET,BOERUM HILL,R4-ELEVATOR,50,2007,56769,1296603,22.84,5629997,99,3-00253-0007,99 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,757769,24.86,3140000,103,0.55,3-00171-0049,337 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,60,1930,39770,881843,22.17,3650000,92,0.15
3-00179-7505,2158-R1,457 ATLANTIC AVENUE,BOERUM HILL,R4-ELEVATOR,21,0,21046,453120,21.53,1880000,89,3-00269-0016,61 SCHERMERHORN STREET,DOWNTOWN-FULTON MALL,D3-ELEVATOR,68,2006,47896,1750842,36.6,8150000,170,0.6,3-00171-0049,337 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,60,1930,39770,881843,22.17,3650000,92,0.25
3-00180-7501,1409-R1,560 STATE STREET,BOERUM HILL,R2-WALK-UP,39,1990,42550,1076089,25.3,4670000,110,3-00182-0057,103 SMITH STREET,BOERUM HILL,C7-WALK-UP,28,1900,19200,482073,25.1,2000000,104,0.5,3-00278-0015,145 COURT STREET,BOERUM HILL,C7-WALK-UP,22,1900,16800,432600,25.8,1790000,107,0.7
3-00180-7502,1719-R1,556 STATE STREET,BOERUM HILL,R4-ELEVATOR,71,2006,70037,1800300,25.7,7459989,107,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1269701,24.93,5260000,103,1.4,3-00236-0103,52 CLARK STREET,BROOKLYN HEIGHTS,D5-ELEVATOR,142,1928,79460,2241734,28.2,9290000,117,1.15
3-00185-7501,63-R1,497 PACIFIC STREET,BOERUM HILL,R2-WALK-UP,11,1922,12998,253201,19.48,1100002,85,3-00182-0057,103 SMITH STREET,BOERUM HILL,C7-WALK-UP,28,1900,19200,482073,25.1,2000000,104,0.4,3-00278-0015,145 COURT STREET,BOERUM HILL,C7-WALK-UP,22,1900,16800,432600,25.8,1790000,107,0.6
3-00185-7502,1977-R1,52 3 AVENUE,BOERUM HILL,R2-WALK-UP,15,2005,19605,390727,19.93,1700000,87,3-00278-0015,145 COURT STREET,BOERUM HILL,C7-WALK-UP,22,1900,16800,432600,25.8,1790000,107,0.6,3-00182-0057,103 SMITH STREET,BOERUM HILL,C7-WALK-UP,28,1900,19200,482073,25.1,2000000,104,0.4
3-00193-7501,929-R1,40 DEAN STREET,BOERUM HILL,R2-WALK-UP,22,2002,26677,593065,22.23,2580001,97,3-00182-0057,103 SMITH STREET,BOERUM HILL,C7-WALK-UP,28,1900,19200,482073,25.1,2000000,104,0.15,3-00396-0053,311 BALTIC STREET,BOERUM HILL,C1-WALK-UP,20,1900,17640,398277,22.58,1650000,94,0.15
3-00193-7502,1896-R1,52 DEAN STREET,BOERUM HILL,R2-WALK-UP,23,2006,29086,579600,19.93,2169999,75,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,0.85,3-00042-0018,254 WATER STREET,DOWNTOWN-FULTON FERRY,D8-ELEVATOR,26,2002,28358,614007,21.65,2540000,90,1.1
3-00207-7501,123-R1,55 POPLAR STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,57,1910,52396,1227114,23.42,5329993,102,3-00036-0016,16 WATER STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,23,1910,50932,1269701,24.93,5260000,103,0.15,3-00235-0046,136 HICKS STREET,BROOKLYN HEIGHTS,D9-ELEVATOR,46,1920,48414,1129483,23.33,4680000,97,0.35
3-00207-7502,321-R1,75 POPLAR STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,56,1910,74131,1941491,26.2,8430002,114,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1751259,28.8,7250000,119,0.35,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1781214,24.39,7380000,101,0.75
3-00242-7501,196-R1,205 HICKS STREET,BROOKLYN HEIGHTS,R9-CONDOPS,23,1900,25230,497680,19.73,2160000,86,3-00167-0016,358 LIVINGSTON STREET,DOWNTOWN-FULTON MALL,C7-WALK-UP,29,1920,34347,673078,19.6,2520000,73,0.95,3-00182-0057,103 SMITH STREET,BOERUM HILL,C7-WALK-UP,28,1900,19200,482073,25.1,2000000,104,0.6
3-00245-7501,2150-R1,360 FURMAN STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,438,2008,628669,18860070,30,78099944,124,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,6106286,25.2,25300000,104,0.6,3-00250-0030,182 MONTAGUE STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,8212471,45.1,40300000,221,0.5
3-00249-7502,2680-R1,166 MONTAGUE STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,24,0,43181,0,0,5457621,126,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1887773,37.4,8790000,174,0.6,3-00269-0016,61 SCHERMERHORN STREET,DOWNTOWN-FULTON MALL,D3-ELEVATOR,68,2006,47896,1750842,36.6,8150000,170,0.25
3-00254-7501,413-R1,132 REMSEN STREET,BROOKLYN HEIGHTS,R2-WALK-UP,12,1900,9207,240717,26.1,1044999,114,3-00234-0050,112 WILLOW STREET,BROOKLYN HEIGHTS,C1-WALK-UP,12,1900,9450,252404,26.7,1050000,111,0.3,3-00276-0029,168 STATE STREET,BROOKLYN HEIGHTS,C1-WALK-UP,14,1905,7185,195094,27.2,808000,112,0.25
3-00258-7501,1015-R1,60 STATE STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,11,2001,21259,543380,25.6,2360000,111,3-00253-0007,99 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,757769,24.86,3140000,103,0.2,3-00208-0506,6 MONTAGUE TERRACE,BROOKLYN HEIGHTS,D5-ELEVATOR,20,1900,13104,344103,26.3,1430000,109,0.45
3-00265-7501,849-R1,64 COURT STREET,BROOKLYN HEIGHTS,R4-ELEVATOR,33,1921,32500,764400,23.52,3320002,102,3-00235-0042,36 CLARK STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,33,1910,24570,601324,24.47,2490000,101,0.35,3-00254-0013,131 JORALEMON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,36,1917,24192,741226,30.6,3450000,143,0.15
3-00269-7501,1702-R1,110 LIVINGSTON STREET,DOWNTOWN-FULTON MALL,R4-ELEVATOR,299,1926,324465,8812469,27.2,36500015,112,3-00056-0003,99 GOLD STREET,DOWNTOWN-FULTON FERRY,D5-ELEVATOR,88,1919,109875,3496083,31.8,16300000,148,0.9,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,6106286,25.2,25300000,104,0.04
3-00277-7501,1467-R1,125 COURT STREET,BOERUM HILL,R4-ELEVATOR,321,2005,248762,7686745,30.9,36800000,148,3-00271-0001,205 STATE STREET,DOWNTOWN-FULTON MALL,D1-ELEVATOR,364,2003,242752,6106286,25.2,25300000,104,0.05,3-00250-0030,182 MONTAGUE STREET,BROOKLYN HEIGHTS,D6-ELEVATOR,187,1999,182000,8212471,45.1,40300000,221,0.25
3-00280-7501,6-R1,120 BOERUM PLACE,BOERUM HILL,R2-WALK-UP,56,1916,68330,1730573,25.3,7509996,110,3-00284-0017,94 ATLANTIC AVENUE,COBBLE HILL,C7-WALK-UP,32,1900,40701,1385604,34,6450000,158,0.3,3-00476-0019,204 HUNTINGTON STREET,CARROLL GARDENS,C5-WALK-UP,60,1917,60664,2068061,34.1,9630000,159,0.95
3-00280-7502,841-R1,25 BERGEN STREET,BOERUM HILL,R4-ELEVATOR,14,1910,19388,479465,24.73,2080001,107,3-00178-0016,404 STATE STREET,BOERUM HILL,D1-ELEVATOR,60,1928,29214,877362,30,4090000,140,0.45,3-00254-0066,110 REMSEN STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,15,1900,13258,359949,27.1,1490000,112,0.4
3-00286-7501,51-R1,158 ATLANTIC AVENUE,COBBLE HILL,R2-WALK-UP,20,1900,9924,280006,28.2,1160002,117,3-00311-0036,197 KANE STREET,COBBLE HILL,C1-WALK-UP,13,1900,8600,247348,28.8,1020000,119,0.25,3-00291-0033,155 AMITY STREET,COBBLE HILL,C1-WALK-UP,16,1910,8000,230986,28.9,957000,120,0.1
3-00300-7501,1221-R1,401 HICKS STREET,COBBLE HILL,R2-WALK-UP,59,2004,84695,1805400,21.32,7839995,93,3-00305-0001,419 HICKS STREET,COBBLE HILL,C1-WALK-UP,114,1870,90288,1821614,20.18,6810000,75,0.05,3-00258-0017,10 COLUMBIA PLACE,BROOKLYN HEIGHTS,C7-WALK-UP,166,1900,104370,1834041,17.57,6860000,66,0.3
3-00319-7501,1037-R1,42 TIFFANY PLACE,COBBLE HILL-WEST,R4-ELEVATOR,12,0,14291,280800,19.65,1050001,73,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,0.65,3-00265-0050,56 COURT STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,48,1927,19622,447667,22.81,1850000,94,0.6
3-00319-7502,1481-R1,60 TIFFANY PLACE,COBBLE HILL-WEST,R2-WALK-UP,36,0,41786,851181,20.37,3700003,89,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1781214,24.39,7380000,101,0.45,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1751259,28.8,7250000,119,0.8
3-00319-7503,1691-R1,20 TIFFANY PLACE,COBBLE HILL-WEST,R4-ELEVATOR,13,2006,17463,343147,19.65,1279999,73,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,0.65,3-00265-0050,56 COURT STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,48,1927,19622,447667,22.81,1850000,94,0.6
3-00320-7501,84-R1,10208 KANE STREET,COBBLE HILL-WEST,R4-ELEVATOR,70,1921,71212,1233618,17.32,4610008,65,3-00265-0006,59 LIVINGSTON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,43,1917,63224,1156468,18.29,4320000,68,0.6,3-00247-0028,74 MONTAGUE STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,59,1912,54640,1060307,19.41,3960000,72,0.65
3-00320-7502,441-R1,63 TIFFANY PLACE,COBBLE HILL-WEST,R4-ELEVATOR,70,1917,84000,1650051,19.64,6170004,73,3-00416-0017,419 DE GRAW STREET,GOWANUS,D5-ELEVATOR,90,1931,76334,1648576,21.6,6830000,89,0.65,3-00305-0001,419 HICKS STREET,COBBLE HILL,C1-WALK-UP,114,1870,90288,1821614,20.18,6810000,75,0.15
3-00320-7503,665-R1,29 TIFFANY PLACE,COBBLE HILL-WEST,R4-ELEVATOR,71,1930,79058,1810500,22.9,7499999,95,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1781214,24.39,7380000,101,0.45,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1751259,28.8,7250000,119,0.8
3-00321-7501,44-R1,501 HICKS STREET,COBBLE HILL,R2-WALK-UP,34,1922,36973,677715,18.33,2595600,70,3-00310-0003,445 HICKS STREET,COBBLE HILL,C1-WALK-UP,72,1870,50490,930013,18.42,3480000,69,0.1,3-00297-0019,182 AMITY STREET,COBBLE HILL,C1-WALK-UP,48,1900,35950,675288,18.78,2520000,70,0.35
3-00331-7501,108-R1,192 DE GRAW STREET,COBBLE HILL,R4-ELEVATOR,60,1825,52529,973887,18.54,3849999,73,3-00254-0081,142 REMSEN STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,822910,19.95,3080000,75,0.65,3-00254-0006,141 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,983249,21.19,4070000,88,0.65
3-00336-7502,888-R1,156 SACKETT STREET,COBBLE HILL-WEST,R4-ELEVATOR,20,2000,24122,504500,20.91,1889998,78,3-00265-0050,56 COURT STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,48,1927,19622,447667,22.81,1850000,94,0.75,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,0.5
3-00345-7501,406-R1,358 COURT STREET,CARROLL GARDENS,R2-WALK-UP,26,1890,20000,361800,18.09,1430001,72,3-00390-0026,40 WYCKOFF STREET,BOERUM HILL,C1-WALK-UP,25,1900,22000,370800,16.85,1390000,63,0.35,3-00436-0020,356 UNION STREET,CARROLL GARDENS,C1-WALK-UP,20,1900,14050,271654,19.33,1020000,73,0.25
3-00348-7501,1454-R1,69 CARROLL STREET,COBBLE HILL-WEST,R4-ELEVATOR,13,2005,15394,340900,22.14,1410004,92,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,0.4,3-00247-0001,57 REMSEN STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,14,1900,11800,400602,33.9,1870000,158,0.9
3-00357-7501,562-R1,296 COLUMBIA STREET,COBBLE HILL-WEST,R9-CONDOPS,14,0,9393,155400,16.54,525000,56,3-00311-0036,197 KANE STREET,COBBLE HILL,C1-WALK-UP,13,1900,8600,247348,28.8,1020000,119,0.5,3-00306-0024,286 CLINTON STREET,COBBLE HILL,C1-WALK-UP,11,1900,7000,131560,18.79,492000,70,0.55
3-00364-7501,1220-R1,653 HICKS STREET,CARROLL GARDENS,R4-ELEVATOR,40,2004,56542,1296000,22.92,5630001,100,3-00275-0001,200 CLINTON STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,94,1926,73032,1781214,24.39,7380000,101,0.8,3-00237-0054,25 MONROE PLACE,BROOKLYN HEIGHTS,D3-ELEVATOR,67,1938,60720,1751259,28.8,7250000,119,1.2
3-00377-7501,145-R1,529 CLINTON STREET,CARROLL GARDENS,R2-WALK-UP,15,1900,13201,224417,17,888002,67,3-00915-0038,3920 8 AVENUE,SUNSET PARK,C7-WALK-UP,24,1914,17120,293216,17.13,1100000,64,2.05,3-00436-0020,356 UNION STREET,CARROLL GARDENS,C1-WALK-UP,20,1900,14050,271654,19.33,1020000,73,0.45
3-00389-7501,1188-R1,328 BERGEN STREET,BOERUM HILL,R2-WALK-UP,20,2004,32490,682290,21,3350004,103,3-00396-0053,311 BALTIC STREET,BOERUM HILL,C1-WALK-UP,20,1900,17640,398277,22.58,1650000,94,0.65,3-00187-0014,256 PACIFIC STREET,BOERUM HILL,C1-WALK-UP,25,1920,17215,351689,20.43,1320000,77,0.6
3-00391-7501,91-R1,173 SMITH STREET,BOERUM HILL,R4-ELEVATOR,42,1915,49690,967961,19.48,4199999,85,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,0.8,3-00254-0006,141 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,983249,21.19,4070000,88,0.6
3-00393-7502,2298-R1,433 WARREN STREET,BOERUM HILL,R2-WALK-UP,13,0,20037,426186,21.27,1850000,92,3-00396-0053,311 BALTIC STREET,BOERUM HILL,C1-WALK-UP,20,1900,17640,398277,22.58,1650000,94,0.4,3-00181-0037,255 PACIFIC STREET,BOERUM HILL,C1-WALK-UP,14,1930,7830,198790,25.4,823000,105,0.4
3-00396-7501,764-R1,318 WARREN STREET,BOERUM HILL,R2-WALK-UP,48,1910,63000,1451362,23.04,6300000,100,3-00182-0057,103 SMITH STREET,BOERUM HILL,C7-WALK-UP,28,1900,19200,482073,25.1,2000000,104,0.3,3-00396-0053,311 BALTIC STREET,BOERUM HILL,C1-WALK-UP,20,1900,17640,398277,22.58,1650000,94,0
3-00403-7508,2350-R1,378 BALTIC STREET,CARROLL GARDENS,R4-ELEVATOR,36,2007,25047,561600,22.42,2439995,97,3-00254-0013,131 JORALEMON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,36,1917,24192,741226,30.6,3450000,143,0.7,3-00253-0007,99 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,757769,24.86,3140000,103,0.75
3-00421-7501,943-R1,344 DE GRAW STREET,CARROLL GARDENS,R4-ELEVATOR,26,2000,33198,702000,21.15,3049995,92,3-00253-0007,99 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,32,1922,30480,757769,24.86,3140000,103,0.75,3-00254-0013,131 JORALEMON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,36,1917,24192,741226,30.6,3450000,143,0.7
3-00444-7501,229-R1,376 PRESIDENT STREET,GOWANUS,R4-ELEVATOR,55,1938,54818,1016325,18.54,4019996,73,3-00254-0081,142 REMSEN STREET,BROOKLYN HEIGHTS,D7-ELEVATOR,51,1936,41250,822910,19.95,3080000,75,1,3-00254-0006,141 JORALEMON STREET,BROOKLYN HEIGHTS,D3-ELEVATOR,47,1923,46410,983249,21.19,4070000,88,1
3-00464-7501,392-R1,395 SMITH STREET,CARROLL GARDENS,R2-WALK-UP,12,0,10604,196598,18.54,777999,73,3-00436-0022,360 UNION STREET,CARROLL GARDENS,C1-WALK-UP,16,1920,10248,192737,18.81,721000,70,0.2,3-00366-0028,104 2 PLACE,CARROLL GARDENS,C7-WALK-UP,15,1900,10000,249455,24.95,1030000,103,0.2
3-00470-7502,1491-R1,191 LUQUER STREET,CARROLL GARDENS,R4-ELEVATOR,12,0,14037,265720,18.93,1050002,75,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,0.2,3-00238-0021,34 MONROE PLACE,BROOKLYN HEIGHTS,D1-ELEVATOR,24,1916,23562,459432,19.5,1720000,73,1.35
3-00476-7501,1558-R1,505 COURT STREET,CARROLL GARDENS,R4-ELEVATOR,124,2006,133465,2997023,22.46,13000026,97,3-00476-0019,204 HUNTINGTON STREET,CARROLL GARDENS,C5-WALK-UP,60,1917,60664,2068061,34.1,9630000,159,0,3-00305-0001,419 HICKS STREET,COBBLE HILL,C1-WALK-UP,114,1870,90288,1821614,20.18,6810000,75,0.85
3-00478-7501,1643-R1,529 COURT STREET,CARROLL GARDENS,R4-ELEVATOR,25,2005,24769,660000,26.6,2870001,116,3-00254-0013,131 JORALEMON STREET,BROOKLYN HEIGHTS,D1-ELEVATOR,36,1917,24192,741226,30.6,3450000,143,1.3,3-00376-0023,104 LUQUER STREET,CARROLL GARDENS,D1-ELEVATOR,22,2003,24150,550145,22.78,2340000,97,0.25
3-00631-7501,2674-R1,599 4 AVENUE,SUNSET PARK,R4-ELEVATOR,19,0,19397,0,0,596588,30.8,3-02100-0076,93 LAFAYETTE AVENUE,FORT GREENE,D1-ELEVATOR,78,1936,57460,1091014,18.99,4080000,71,1.95,3-01979-0015,475 WASHINGTON AVENUE,CLINTON HILL,D1-ELEVATOR,47,1931,63450,1224354,19.3,4580000,72,2
