BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-02703-7501,1205-R1,169 ENGERT AVENUE,GREENPOINT,R2-WALK-UP,26,0,23450,434997,18.55,1720009,73,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,1.2,3-02658-0026,101 SUTTON STREET,GREENPOINT,C1-WALK-UP,37,1931,57927,1017756,17.57,3810000,66,0.3
3-02713-7501,2104-R1,76 ENGERT AVENUE,GREENPOINT,R4-ELEVATOR,16,2005,19916,393540,19.76,1470004,74,3-02764-0008,692 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,0.5,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.2
3-02713-7502,2103-R1,84 ENGERT AVENUE,GREENPOINT,R4-ELEVATOR,16,0,19916,393600,19.76,1469996,74,3-02764-0008,692 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,0.5,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.2
3-02714-7501,2130-R1,34 ECKFORD STREET,GREENPOINT,R4-ELEVATOR,24,2005,24221,528502,21.82,2113582,87,3-02558-0066,107 GREENPOINT AVENUE,GREENPOINT,C1-WALK-UP,20,1930,13000,328977,25.3,1360000,105,0.8,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,1.2
3-02719-7501,2078-R1,450 MANHATTAN AVENUE,GREENPOINT,R4-ELEVATOR,24,2006,29021,720000,24.81,2979998,103,3-02764-0008,692 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,0.45,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.2
3-02719-7503,2162-R1,128 NEWTON STREET,GREENPOINT,R4-ELEVATOR,15,2006,16680,440185,26.4,1820002,109,3-02764-0008,692 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,0.45,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.2
3-02721-7501,1549-R1,610 UNION AVENUE,GREENPOINT,R4-ELEVATOR,22,2004,18146,361380,19.92,1350002,74,3-02433-0018,228 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D1-ELEVATOR,30,1920,19422,348814,17.96,1300000,67,0.65,3-02437-0003,350 KEAP STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1912,20430,454364,22.24,963000,47.1,0.65
3-02721-7502,1757-R1,30 BAYARD STREET,GREENPOINT,R4-ELEVATOR,51,0,46869,1040400,22.2,4310001,92,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,0.65,3-02421-0018,286 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,36,1910,26532,531148,20.02,1990000,75,0.6
3-02721-7503,1971-R1,20 BAYARD STREET,GREENPOINT,R4-ELEVATOR,62,2005,82265,1637073,19.9,6119994,74,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,0.65,3-02396-0001,318 GRAND STREET,WILLIAMSBURG-SOUTH,D7-ELEVATOR,33,1920,45000,1282472,28.5,5310000,118,0.5
3-02721-7504,2127-R1,50 BAYARD STREET,GREENPOINT,R4-ELEVATOR,48,2008,55337,1137600,20.56,4250009,77,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,0.65,3-02764-0008,692 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,0.45
3-02722-7501,2021-R1,415 LEONARD STREET,GREENPOINT,R4-ELEVATOR,54,2006,51554,1085400,21.05,4499991,87,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.05,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,0.6
3-02740-7501,2010-R1,447 HUMBOLDT STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,13,2005,13677,243040,17.77,962002,70,3-02409-0011,264 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1915,15836,304835,19.25,646000,40.8,0.8,3-02433-0018,228 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D1-ELEVATOR,30,1920,19422,348814,17.96,1300000,67,0.9
3-02744-7503,2304-R1,131 JACKSON STREET,WILLIAMSBURG-EAST,R2-WALK-UP,24,2008,29704,620813,20.9,2320000,78,3-02425-0020,402 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1916,23562,550102,23.35,1170000,49.7,0.65,3-02420-0041,213 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,35,1907,22375,450974,20.16,956000,42.7,0.75
3-02749-7501,1789-R1,364 MANHATTAN AVENUE,WILLIAMSBURG-EAST,R4-ELEVATOR,21,2007,25438,504000,19.81,2190000,86,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,1.15,3-02437-0003,350 KEAP STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1912,20430,454364,22.24,963000,47.1,0.65
3-02752-7502,1801-R1,59 CONSELYEA STREET,WILLIAMSBURG-EAST,R2-WALK-UP,12,2005,6373,177840,27.9,852001,134,3-03388-0001,1209 BUSHWICK AVENUE,BUSHWICK,C1-WALK-UP,38,1923,9700,272866,28.1,1130000,116,2.55,3-02558-0062,113 GREENPOINT AVENUE,GREENPOINT,C1-WALK-UP,16,1930,12560,334907,26.7,1390000,111,1.1
3-02752-7503,1791-R1,63 CONSELYEA STREET,WILLIAMSBURG-EAST,R2-WALK-UP,12,2005,7247,201600,27.8,966002,133,3-03388-0001,1209 BUSHWICK AVENUE,BUSHWICK,C1-WALK-UP,38,1923,9700,272866,28.1,1130000,116,2.55,3-02558-0062,113 GREENPOINT AVENUE,GREENPOINT,C1-WALK-UP,16,1930,12560,334907,26.7,1390000,111,1.1
3-02754-7504,2446-R1,154 SKILLMAN AVENUE,WILLIAMSBURG-EAST,R4-ELEVATOR,12,2007,15562,389050,25,1610029,103,3-01892-0061,98 GRAND AVENUE,CLINTON HILL,C1-WALK-UP,26,1946,25000,557973,22.32,2310000,92,1.75,3-01892-0061,98 GRAND AVENUE,CLINTON HILL,C1-WALK-UP,26,1946,25000,557973,22.32,2310000,92,1.75
3-02782-7501,1880-R1,134 POWERS STREET,WILLIAMSBURG-EAST,R2-WALK-UP,20,2005,25216,494990,19.63,2149998,85,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,1.75,3-02449-0001,322 RODNEY STREET,WILLIAMSBURG-SOUTH,C1-WALK-UP,42,1915,27090,523683,19.33,1960000,72,0.6
3-02833-7501,1250-R1,99 KINGSLAND AVENUE,GREENPOINT,R2-WALK-UP,24,2005,14248,311853,21.89,1289998,91,3-02645-0047,940 LORIMER STREET,GREENPOINT,C1-WALK-UP,13,1931,11000,289353,26.3,1200000,109,0.65,3-02558-0062,113 GREENPOINT AVENUE,GREENPOINT,C1-WALK-UP,16,1930,12560,334907,26.7,1390000,111,1.05
3-02857-7501,1274-R1,258 RICHARDSON STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,12,2002,17800,362586,20.37,1570004,88,3-02409-0015,276 SOUTH 1 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,24,1911,14470,304835,21.07,646000,44.6,0.9,3-02424-0012,362 SOUTH 2 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,30,1915,21197,470568,22.2,998000,47.1,0.85
3-02866-7501,1944-R1,219 WITHERS STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,12,2006,16627,322563,19.4,1400004,84,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,0.45,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.35
3-02875-7501,1295-R1,246 WITHERS STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,25,2003,24897,521343,20.94,2259999,91,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,591705,22.22,2450000,92,1.35,3-02421-0035,247 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1915,21744,454364,20.9,963000,44.3,0.9
3-02893-7501,1550-R1,57 MASPETH AVENUE,WILLIAMSBURG-EAST,R2-WALK-UP,17,2004,22417,458590,20.46,1989999,89,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,1.65,3-03196-0038,1085 WILLOUGHBY AVENUE,BUSHWICK,C1-WALK-UP,20,1931,15187,380466,25.1,1580000,104,1.3
3-02893-7502,1661-R1,234 SKILLMAN AVENUE,WILLIAMSBURG-EAST,R4-ELEVATOR,62,2004,52916,1158068,21.89,4799811,91,3-02764-0008,692 METROPOLITAN AVENUE,WILLIAMSBURG-EAST,D5-ELEVATOR,35,1930,37500,1074387,28.7,4450000,119,0.25,3-02789-0011,740 GRAND STREET,WILLIAMSBURG-EAST,D5-ELEVATOR,27,1920,48000,866384,18.05,3240000,68,0.35
3-03023-7501,1279-R1,63/69 STAGG STREET,WILLIAMSBURG-EAST,R2-WALK-UP,16,2004,25336,443380,17.5,1930000,76,3-02449-0001,322 RODNEY STREET,WILLIAMSBURG-SOUTH,C1-WALK-UP,42,1915,27090,523683,19.33,1960000,72,0.4,3-02495-0042,1085 MANHATTAN AVENUE,GREENPOINT,C1-WALK-UP,12,1931,13250,237257,17.91,503000,38,1.85
3-03040-7501,1721-R1,25 MESEROLE STREET,WILLIAMSBURG-EAST,R2-WALK-UP,16,2006,8496,182400,21.47,792001,93,3-02436-0026,313 SOUTH 4 STREET,WILLIAMSBURG-SOUTH,C1-WALK-UP,12,1915,6000,137551,22.93,570000,95,0.3,3-03166-0035,18 IRVING AVENUE,BUSHWICK,C1-WALK-UP,16,1931,6400,145354,22.71,602000,94,1.25
3-03042-7501,1876-R1,151 MANHATTAN AVENUE,WILLIAMSBURG-EAST,R2-WALK-UP,15,2005,16458,279000,16.95,1099999,67,3-02441-0038,45 SOUTH 5 STREET,WILLIAMSBURG-SOUTH,C1-WALK-UP,11,1910,12975,249894,19.26,934000,72,1.15,3-02495-0042,1085 MANHATTAN AVENUE,GREENPOINT,C1-WALK-UP,12,1931,13250,237257,17.91,503000,38,1.95
3-03049-7501,2528-R1,38 MESEROLE STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,14,2008,13263,325345,24.53,1615459,122,3-05053-0010,148 PARKSIDE AVENUE,FLATBUSH-CENTRAL,C1-WALK-UP,23,1916,23641,294150,12.44,827000,35,3.75,3-05053-0006,5 ST PAUL'S PLACE,FLATBUSH-CENTRAL,C1-WALK-UP,25,1931,22208,288600,13,898000,40.4,3.75
3-03076-7501,695-R1,14 BOERUM STREET,WILLIAMSBURG-EAST,R4-ELEVATOR,30,1900,56091,785274,14,2870003,51,3-02396-0001,318 GRAND STREET,WILLIAMSBURG-SOUTH,D7-ELEVATOR,33,1920,45000,1282472,28.5,5310000,118,0.65,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,0.9
3-03157-7501,2513-R1,38 WILSON AVENUE,BUSHWICK,R4-ELEVATOR,15,2009,15091,280800,18.61,1219917,81,3-02437-0003,350 KEAP STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,29,1912,20430,454364,22.24,963000,47.1,1.35,3-02433-0018,228 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D1-ELEVATOR,30,1920,19422,348814,17.96,1300000,67,1.6
3-03235-7503,2614-R1,318 KNICKERBOCKER AVENUE,BUSHWICK,R4-ELEVATOR,35,2008,36270,0,0,3340024,92,3-02732-0005,68 RICHARDSON STREET,WILLIAMSBURG-EAST,D2-ELEVATOR,25,1920,32532,951370,29.2,4430000,136,1.8,,,,,,,,,,,,
3-03238-7501,1486-R1,101 WYCKOFF AVENUE,WYCKOFF HEIGHTS,R4-ELEVATOR,29,0,34292,617256,18,2463998,72,3-03328-0045,351 LINDEN STREET,WYCKOFF HEIGHTS,C1-WALK-UP,16,1931,7000,130818,18.69,489000,70,0.45,3-03303-0001,415 BLEECKER STREET,WYCKOFF HEIGHTS,D9-ELEVATOR,150,1986,107000,1839904,17.2,3900000,36.4,0.3
3-03328-7501,1965-R1,358 GROVE STREET,WYCKOFF HEIGHTS,R4-ELEVATOR,59,2007,42358,944583,22.3,3910002,92,3-03113-0022,31 GRAHAM AVENUE,WILLIAMSBURG-EAST,C7-WALK-UP,40,1973,27480,626594,22.8,2600000,95,1.55,3-02494-0026,233 FRANKLIN STREET,GREENPOINT,C1-WALK-UP,20,1920,27309,595838,21.82,2470000,90,3.4
3-03755-7501,464-R1,384 NEW JERSEY AVENUE,EAST NEW YORK,R2-WALK-UP,12,1991,15000,188250,12.55,650004,43.3,3-03826-0050,610 BRADFORD STREET,EAST NEW YORK,C1-WALK-UP,20,1930,18000,210645,11.7,592000,32.9,0.45,3-03771-0033,350 PENNSYLVANIA AVENUE,EAST NEW YORK,C1-WALK-UP,16,1930,17600,236003,13.41,735000,41.8,0.1
3-03755-7501,464-R2,384 NEW JERSEY AVENUE,EAST NEW YORK,R2-WALK-UP,15,1991,3750,47100,12.56,162999,43.5,3-03826-0050,610 BRADFORD STREET,EAST NEW YORK,C1-WALK-UP,20,1930,18000,210645,11.7,592000,32.9,0.35,3-03771-0033,350 PENNSYLVANIA AVENUE,EAST NEW YORK,C1-WALK-UP,16,1930,17600,236003,13.41,735000,41.8,0.1
3-03771-7501,2155-R1,626 SUTTER AVENUE,EAST NEW YORK,R9-CONDOPS,103,2007,103106,1959014,19,7750000,75,3-06604-0001,2402 65 STREET,GRAVESEND,D7-ELEVATOR,95,1931,81120,1008720,12.43,2830000,34.9,5.9,3-01959-0027,80 GREENE AVENUE,FORT GREENE,D9-ELEVATOR,97,1982,71470,1870768,26.2,7750000,108,4
3-04414-7501,468-R1,148 COZINE AVENUE,EAST NEW YORK,R2-WALK-UP,56,1990,52920,406267,7.68,1039998,19.65,3-03782-0130,360 SNEDIKER AVENUE,EAST NEW YORK,D6-ELEVATOR,53,2000,62896,560372,8.91,1190000,18.92,1.15,,,,,,,,,,,,
3-04414-7501,468-R2,1065 VERMONT STREET,EAST NEW YORK,R4-ELEVATOR,552,1990,445921,4100438,9.2,11623942,26.1,3-03782-0130,360 SNEDIKER AVENUE,EAST NEW YORK,D6-ELEVATOR,53,2000,62896,560372,8.91,1190000,18.92,1.15,3-03803-0011,443 ALABAMA AVENUE,EAST NEW YORK,C1-WALK-UP,84,1971,100800,944107,9.37,2000000,19.84,0.95
3-04414-7501,468-R3,971 JEROME STREET,EAST NEW YORK,R4-ELEVATOR,542,1990,425720,3921501,9.21,9330023,21.92,3-03782-0130,360 SNEDIKER AVENUE,EAST NEW YORK,D6-ELEVATOR,53,2000,62896,560372,8.91,1190000,18.92,1.35,3-03803-0011,443 ALABAMA AVENUE,EAST NEW YORK,C1-WALK-UP,84,1971,100800,944107,9.37,2000000,19.84,1.15
3-04660-7501,2165-R1,900 LENOX ROAD,FLATBUSH-NORTH,R4-ELEVATOR,31,2007,27508,660192,24,2790003,101,3-05053-0006,5 ST PAUL'S PLACE,FLATBUSH-CENTRAL,C1-WALK-UP,25,1931,22208,288600,13,898000,40.4,1.9,3-05059-0056,81 CROOKE AVENUE,FLATBUSH-CENTRAL,C1-WALK-UP,32,1915,19748,390982,19.8,1460000,74,1.9
3-04793-7502,1437-R1,523 BROOKLYN AVENUE,FLATBUSH-NORTH,R2-WALK-UP,16,2004,24834,272429,10.97,845996,34.1,3-00539-0014,64 WEST 9 STREET,RED HOOK,C7-WALK-UP,24,2001,35410,388430,10.97,1010000,28.5,3.3,,,,,,,,,,,,
3-04868-7501,338-R1,260 LINDEN BOULEVARD,FLATBUSH-EAST,R2-WALK-UP,58,0,68514,788596,11.51,2719996,39.7,3-05121-0012,200 EAST 18 STREET,FLATBUSH-CENTRAL,D1-ELEVATOR,59,1937,65192,633182,9.71,1510000,23.16,0.9,3-05112-0029,39 TURNER PLACE,FLATBUSH-CENTRAL,D7-ELEVATOR,61,1928,51000,678776,13.31,2110000,41.4,1.2
3-05054-7501,289-R1,353 OCEAN AVENUE,FLATBUSH-CENTRAL,R4-ELEVATOR,55,1930,55638,640393,11.51,2210001,39.7,3-05121-0012,200 EAST 18 STREET,FLATBUSH-CENTRAL,D1-ELEVATOR,59,1937,65192,633182,9.71,1510000,23.16,0.65,3-05112-0029,39 TURNER PLACE,FLATBUSH-CENTRAL,D7-ELEVATOR,61,1928,51000,678776,13.31,2110000,41.4,0.8
3-05054-7502,670-R1,161 WOODRUFF AVENUE,FLATBUSH-CENTRAL,R9-CONDOPS,31,1929,32396,442853,13.67,1616000,49.9,3-05136-0059,175 LOTT STREET,FLATBUSH-CENTRAL,C1-WALK-UP,24,1925,18250,237873,13.03,504000,27.6,0.75,3-05074-0055,15 ARGYLE ROAD,FLATBUSH-CENTRAL,C1-WALK-UP,32,1915,31496,450269,14.3,955000,30.3,0.55
3-05060-7502,2349-R1,34 CROOKE AVENUE,FLATBUSH-CENTRAL,R4-ELEVATOR,23,2007,30000,870000,29,4050000,135,3-05053-0006,5 ST PAUL'S PLACE,FLATBUSH-CENTRAL,C1-WALK-UP,25,1931,22208,288600,13,898000,40.4,0.15,,,,,,,,,,,,
3-05083-7501,1933-R1,2233 CATON AVENUE,FLATBUSH-CENTRAL,R4-ELEVATOR,15,0,14055,0,0,1879995,134,3-05236-0040,625 MARLBOROUGH ROAD,FLATBUSH-CENTRAL,C7-WALK-UP,25,1931,27267,360301,13.21,1120000,41.1,1.3,3-08470-1018,5905 STRICKLAND AVENUE,MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,3.6
3-05130-7501,1924-R1,77 EAST 28 STREET,FLATBUSH-CENTRAL,R2-WALK-UP,20,0,29125,0,0,2759999,95,3-03326-0065,255 LINDEN STREET,BUSHWICK,C1-WALK-UP,16,1931,19800,378525,19.12,1420000,72,3.95,3-02096-0014,205 ASHLAND PLACE,FORT GREENE,C1-WALK-UP,16,1931,25032,611841,24.44,2530000,101,3.2
3-05142-7501,2270-R1,355 STRATFORD ROAD,FLATBUSH-CENTRAL,R4-ELEVATOR,12,2007,13252,331300,25,1370001,103,3-05053-0006,5 ST PAUL'S PLACE,FLATBUSH-CENTRAL,C1-WALK-UP,25,1931,22208,288600,13,898000,40.4,0.95,3-05059-0056,81 CROOKE AVENUE,FLATBUSH-CENTRAL,C1-WALK-UP,32,1915,19748,390982,19.8,1460000,74,0.9
3-05147-7501,2644-R1,1600 BEVERLY ROAD,FLATBUSH-CENTRAL,R4-ELEVATOR,17,2007,22500,0,0,1088247,48.4,3-01169-0019,214 STERLING PLACE,PROSPECT HEIGHTS,D1-ELEVATOR,35,1936,31000,402284,12.98,1250000,40.3,2.3,3-01918-0024,253 WASHINGTON AVENUE,CLINTON HILL,D1-ELEVATOR,29,1905,32160,389413,12.11,1090000,33.9,3.3
3-05185-7501,70-R1,2108 DORCHESTER ROAD,FLATBUSH-CENTRAL,R4-ELEVATOR,48,1912,63000,945000,15,3449003,55,3-05053-0038,354 OCEAN AVENUE,FLATBUSH-CENTRAL,D1-ELEVATOR,62,1915,55200,547899,9.93,1300000,23.55,0.95,3-05053-0028,170 PARKSIDE AVENUE,FLATBUSH-CENTRAL,C1-WALK-UP,30,1916,43000,465326,10.82,1210000,28.1,0.95
3-05259-7501,1023-R1,101 PROSPECT PARK SOUTHWE,WINDSOR TERRACE,R4-ELEVATOR,15,0,11425,0,0,2959998,259,3-05942-0007,7501 5 AVENUE,BAY RIDGE,C7-WALK-UP,17,1930,20630,695261,33.7,3240000,157,3.2,3-06034-0070,333 86 STREET,BAY RIDGE,C7-WALK-UP,49,1925,43900,383010,8.72,812000,18.5,3.75
3-05287-7501,377-R1,207 PROSPECT PARK SOUTHWE,WINDSOR TERRACE,R4-ELEVATOR,35,1990,29983,460539,15.36,1819999,61,3-00829-0020,238 55 STREET,BUSH TERMINAL,D1-ELEVATOR,32,1998,45000,691332,15.36,2340000,52,2.45,,,,,,,,,,,,
3-05322-7501,1726-R1,346 CONEY ISLAND AVENUE,KENSINGTON,R4-ELEVATOR,59,2006,75797,2835566,37.4,14200006,187,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1887773,37.4,8790000,174,3.75,,,,,,,,,,,,
3-05339-7501,2394-R1,235 OCEAN PARKWAY,KENSINGTON,R4-ELEVATOR,14,2007,14535,0,0,1400005,96,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,711270,29,1510000,62,3.85,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,24620,410892,16.69,1390000,56,1.75
3-05364-7501,4-R1,4007 15 AVENUE,BOROUGH PARK,R2-WALK-UP,12,1982,18993,293252,15.44,1160002,61,3-00925-0021,838 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,1.05,3-00925-0024,844 42 STREET,BOROUGH PARK,C1-WALK-UP,20,1916,14116,218015,15.44,737000,52,1.05
3-05374-7501,683-R1,400 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4-ELEVATOR,22,1989,19110,0,0,1848008,97,3-05279-0043,829 GREENWOOD AVENUE,WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2225685,21.27,9220000,88,0.95,,,,,,,,,,,,
3-05381-7501,169-R1,542 DAHILL ROAD,BOROUGH PARK,R2-WALK-UP,22,0,17751,273543,15.41,1079999,61,3-05595-0014,922 42 STREET,BOROUGH PARK,C1-WALK-UP,27,1924,32000,492984,15.41,1050000,32.8,1.05,,,,,,,,,,,,
3-05400-7501,2462-R1,597 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4-ELEVATOR,44,2008,43528,761740,17.5,4867928,112,3-05279-0043,829 GREENWOOD AVENUE,WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2225685,21.27,9220000,88,1.25,3-06523-0023,1320 CONEY ISLAND AVENUE,OCEAN PARKWAY-NORTH,C7-WALK-UP,36,1926,23400,400172,17.1,1350000,58,0.7
3-05416-7501,2067-R1,4111 18 AVENUE,OCEAN PARKWAY-NORTH,R4-ELEVATOR,12,0,14630,193848,13.25,708000,48.4,3-05355-0012,392 EAST 4 STREET,OCEAN PARKWAY-NORTH,C1-WALK-UP,28,1928,22176,348855,15.73,1180000,53,0.7,3-05385-0022,570 EAST 2 STREET,OCEAN PARKWAY-NORTH,C1-WALK-UP,16,1916,12240,131819,10.77,314000,25.7,0.4
3-05423-7501,1595-R1,702 OCEAN PARKWAY,OCEAN PARKWAY-NORTH,R4-ELEVATOR,15,2004,16424,0,0,2479999,151,3-06591-0007,1410 EAST 10 STREET,OCEAN PARKWAY-NORTH,D9-ELEVATOR,46,1997,29430,1476830,50,7250000,246,1.25,3-06523-0023,1320 CONEY ISLAND AVENUE,OCEAN PARKWAY-NORTH,C7-WALK-UP,36,1926,23400,400172,17.1,1350000,58,0.5
3-05424-7501,1675-R1,215 PARKVILLE AVENUE,OCEAN PARKWAY-NORTH,R4-ELEVATOR,12,2006,9010,0,0,1010002,112,3-06107-0033,378 93 STREET,BAY RIDGE,D1-ELEVATOR,12,2003,10555,213949,20.27,800000,76,3.4,,,,,,,,,,,,
3-05462-7501,182-R1,1901 51 STREET,BOROUGH PARK,R2-WALK-UP,26,1927,28960,499560,17.25,1980003,68,3-05608-0051,1005 45 STREET,BOROUGH PARK,C1-WALK-UP,23,1924,15000,258750,17.25,968000,65,1.4,,,,,,,,,,,,
3-05462-7501,182-R2,1900 51 STREET,BOROUGH PARK,R2-WALK-UP,26,1923,25229,435200,17.25,1721999,68,3-05608-0051,1005 45 STREET,BOROUGH PARK,C1-WALK-UP,23,1924,15000,258750,17.25,968000,65,1.4,,,,,,,,,,,,
3-05468-7501,22-R1,1845 52 STREET,BOROUGH PARK,R4-ELEVATOR,32,1926,70664,847968,12,2629998,37.2,3-05628-0001,4711 12 AVENUE,BOROUGH PARK,D1-ELEVATOR,64,1930,72000,746492,10.37,1780000,24.72,0.9,3-05595-0034,970 42 STREET,BOROUGH PARK,C1-WALK-UP,40,1923,44800,730349,16.3,1550000,34.6,1.4
3-05468-7501,22-R2,1840 52 STREET,BOROUGH PARK,R4-ELEVATOR,28,1927,49800,597600,12,1855999,37.3,3-05628-0001,4711 12 AVENUE,BOROUGH PARK,D1-ELEVATOR,64,1930,72000,746492,10.37,1780000,24.72,0.95,3-05595-0034,970 42 STREET,BOROUGH PARK,C1-WALK-UP,40,1923,44800,730349,16.3,1550000,34.6,1.45
