DBN,School Name,Cohort Year,Demographic,Total Cohort Num,Total Grads Num,Num achieving APM ,Pct of cohort achieving APM,Pct of graduates achieving APM
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,2007,English Language Proficient,85,7,s,s,s
13K670,BENJAMIN BANNEKER ACADEMY,2006,English Language Proficient,234,216,92,39.30%,42.60%
13K670,BENJAMIN BANNEKER ACADEMY,2007,English Language Proficient,162,146,74,45.70%,50.70%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2006,English Language Learner,23,3,s,s,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2007,English Language Learner,20,4,s,s,s
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2006,English Language Proficient,77,37,4,5.20%,10.80%
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,2007,English Language Proficient,79,36,5,6.30%,13.90%
14K322,FOUNDATIONS ACADEMY,2007,English Language Learner,4,1,s,s,s
14K322,FOUNDATIONS ACADEMY,2006,English Language Proficient,60,41,5,8.30%,12.20%
14K322,FOUNDATIONS ACADEMY,2007,English Language Proficient,69,33,3,4.30%,9.10%
14K404,ACADEMY FOR YOUNG WRITERS,2006,English Language Learner,6,4,s,s,s
14K404,ACADEMY FOR YOUNG WRITERS,2007,English Language Learner,2,1,s,s,s
14K404,ACADEMY FOR YOUNG WRITERS,2006,English Language Proficient,72,56,3,4.20%,5.40%
14K404,ACADEMY FOR YOUNG WRITERS,2007,English Language Proficient,75,62,4,5.30%,6.50%
14K449,BROOKLYN LATIN SCHOOL (THE),2006,English Language Proficient,51,47,37,72.50%,78.70%
14K449,BROOKLYN LATIN SCHOOL (THE),2007,English Language Proficient,35,32,32,91.40%,100.00%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2006,English Language Learner,6,1,s,s,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2007,English Language Learner,6,0,s,s,s
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2006,English Language Proficient,90,51,4,4.40%,7.80%
14K454,GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS,2007,English Language Proficient,80,44,3,3.80%,6.80%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2006,English Language Learner,23,15,s,s,s
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2007,English Language Learner,29,12,s,s,s
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2006,English Language Proficient,184,118,14,7.60%,11.90%
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,2007,English Language Proficient,186,107,10,5.40%,9.30%
14K477,SCHOOL FOR LEGAL STUDIES,2006,English Language Learner,8,2,s,s,s
14K477,SCHOOL FOR LEGAL STUDIES,2007,English Language Learner,6,2,s,s,s
14K477,SCHOOL FOR LEGAL STUDIES,2006,English Language Proficient,138,84,12,8.70%,14.30%
14K477,SCHOOL FOR LEGAL STUDIES,2007,English Language Proficient,167,110,13,7.80%,11.80%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2006,English Language Learner,15,10,s,s,s
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2007,English Language Learner,18,11,s,s,s
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2006,English Language Proficient,146,124,16,11.00%,12.90%
14K478,"HIGH SCHOOL OF ENTERPRISE, BUSINESS & TECHNOLOGY",2007,English Language Proficient,196,160,36,18.40%,22.50%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2006,English Language Learner,2,1,s,s,s
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2007,English Language Learner,2,1,s,s,s
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2006,English Language Proficient,73,58,8,11.00%,13.80%
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,2007,English Language Proficient,79,57,5,6.30%,8.80%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2006,English Language Learner,2,1,s,s,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2007,English Language Learner,8,7,s,s,s
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2006,English Language Proficient,95,79,13,13.70%,16.50%
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,2007,English Language Proficient,94,82,4,4.30%,4.90%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2006,English Language Learner,4,4,s,s,s
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2007,English Language Learner,4,4,s,s,s
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2006,English Language Proficient,104,89,15,14.40%,16.90%
14K561,WILLIAMSBURG PREPARATORY SCHOOL,2007,English Language Proficient,107,93,13,12.10%,14.00%
14K586,LYONS COMMUNITY SCHOOL,2006,English Language Learner,1,0,s,s,s
14K586,LYONS COMMUNITY SCHOOL,2007,English Language Learner,9,1,s,s,s
14K586,LYONS COMMUNITY SCHOOL,2006,English Language Proficient,3,0,s,s,s
14K586,LYONS COMMUNITY SCHOOL,2007,English Language Proficient,82,54,3,3.70%,5.60%
14K610,AUTOMOTIVE HIGH SCHOOL,2006,English Language Learner,19,7,s,s,s
14K610,AUTOMOTIVE HIGH SCHOOL,2007,English Language Learner,10,3,s,s,s
14K610,AUTOMOTIVE HIGH SCHOOL,2006,English Language Proficient,214,120,2,0.90%,1.70%
14K610,AUTOMOTIVE HIGH SCHOOL,2007,English Language Proficient,231,116,1,0.40%,0.90%
14K632,FRANCES PERKINS ACADEMY,2007,English Language Learner,1,0,s,s,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,2006,English Language Learner,1,0,s,s,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,2006,English Language Proficient,2,0,s,s,s
15K027,AGNES Y HUMPHREY SCHOOL FOR LEADERSHIP,2007,English Language Proficient,7,0,s,s,s
15K462,SECONDARY SCHOOL FOR LAW,2006,English Language Learner,2,0,s,s,s
15K462,SECONDARY SCHOOL FOR LAW,2007,English Language Learner,1,0,s,s,s
15K462,SECONDARY SCHOOL FOR LAW,2006,English Language Proficient,87,55,7,8.00%,12.70%
15K462,SECONDARY SCHOOL FOR LAW,2007,English Language Proficient,102,74,16,15.70%,21.60%
15K463,SECONDARY SCHOOL FOR JOURNALISM,2006,English Language Learner,12,4,s,s,s
15K463,SECONDARY SCHOOL FOR JOURNALISM,2007,English Language Learner,17,8,s,s,s
15K463,SECONDARY SCHOOL FOR JOURNALISM,2006,English Language Proficient,82,47,8,9.80%,17.00%
15K463,SECONDARY SCHOOL FOR JOURNALISM,2007,English Language Proficient,84,49,5,6.00%,10.20%
15K464,SECONDARY SCHOOL FOR RESEARCH,2006,English Language Learner,5,2,s,s,s
15K464,SECONDARY SCHOOL FOR RESEARCH,2007,English Language Learner,12,1,s,s,s
15K464,SECONDARY SCHOOL FOR RESEARCH,2006,English Language Proficient,82,49,5,6.10%,10.20%
15K464,SECONDARY SCHOOL FOR RESEARCH,2007,English Language Proficient,72,44,4,5.60%,9.10%
15K497,SCHOOL FOR INTERNATIONAL STUDIES,2006,English Language Learner,10,1,s,s,s
15K497,SCHOOL FOR INTERNATIONAL STUDIES,2007,English Language Learner,9,1,s,s,s
15K497,SCHOOL FOR INTERNATIONAL STUDIES,2006,English Language Proficient,55,40,12,21.80%,30.00%
15K497,SCHOOL FOR INTERNATIONAL STUDIES,2007,English Language Proficient,78,47,10,12.80%,21.30%
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2006,English Language Learner,7,4,s,s,s
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2007,English Language Learner,8,4,s,s,s
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2006,English Language Proficient,135,86,4,3.00%,4.70%
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,2007,English Language Proficient,136,73,4,2.90%,5.50%
15K520,PACIFIC HIGH SCHOOL,2006,English Language Learner,4,0,s,s,s
15K520,PACIFIC HIGH SCHOOL,2006,English Language Proficient,67,9,s,s,s
15K520,PACIFIC HIGH SCHOOL,2007,English Language Proficient,95,14,s,s,s
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2006,English Language Learner,1,0,s,s,s
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2007,English Language Learner,6,3,s,s,s
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2006,English Language Proficient,106,11,s,s,s
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,2007,English Language Proficient,95,11,s,s,s
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,2006,English Language Learner,3,1,s,s,s
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,2007,English Language Learner,2,1,s,s,s
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,2006,English Language Proficient,81,34,1,1.20%,2.90%
15K530,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,2007,English Language Proficient,117,66,5,4.30%,7.60%
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,2007,English Language Learner,1,0,s,s,s
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,2006,English Language Proficient,100,72,16,16.00%,22.20%
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,2007,English Language Proficient,95,78,12,12.60%,15.40%
15K667,SUNSET PARK HIGH SCHOOL,2007,English Language Proficient,1,0,s,s,s
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,2006,English Language Learner,1,0,s,s,s
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,2007,English Language Learner,2,1,s,s,s
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,2006,English Language Proficient,54,7,s,s,s
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,2007,English Language Proficient,79,12,s,s,s
15K828,NEW HORIZONS SCHOOL AT P.S. 32,2006,English Language Proficient,1,0,s,s,s
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2006,English Language Learner,3,0,s,s,s
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2007,English Language Learner,1,0,s,s,s
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2006,English Language Proficient,68,55,6,8.80%,10.90%
16K393,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,2007,English Language Proficient,62,31,3,4.80%,9.70%
16K455,BOYS AND GIRLS HIGH SCHOOL,2006,English Language Learner,12,2,s,s,s
16K455,BOYS AND GIRLS HIGH SCHOOL,2007,English Language Learner,14,2,s,s,s
16K455,BOYS AND GIRLS HIGH SCHOOL,2006,English Language Proficient,518,204,11,2.10%,5.40%
16K455,BOYS AND GIRLS HIGH SCHOOL,2007,English Language Proficient,562,217,17,3.00%,7.80%
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2006,English Language Learner,7,2,s,s,s
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2007,English Language Learner,4,2,s,s,s
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2006,English Language Proficient,89,70,5,5.60%,7.10%
16K498,ACORN HIGH SCHOOL FOR SOCIAL JUSTICE,2007,English Language Proficient,113,82,4,3.50%,4.90%
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,2007,English Language Proficient,3,0,s,s,s
17K382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLL,2006,English Language Learner,1,0,s,s,s
17K382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLL,2007,English Language Learner,3,1,s,s,s
17K382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLL,2006,English Language Proficient,68,58,14,20.60%,24.10%
17K382,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLL,2007,English Language Proficient,78,43,5,6.40%,11.60%
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2006,English Language Learner,3,1,s,s,s
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2007,English Language Learner,3,1,s,s,s
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2006,English Language Proficient,78,55,10,12.80%,18.20%
17K408,ACADEMY OF HOSPITALITY AND TOURISM,2007,English Language Proficient,72,53,5,6.90%,9.40%
17K489,W E B DUBOIS ACADEMIC HIGH SCHOOL,2006,English Language Learner,1,0,s,s,s
17K489,W E B DUBOIS ACADEMIC HIGH SCHOOL,2007,English Language Learner,1,0,s,s,s
17K489,W E B DUBOIS ACADEMIC HIGH SCHOOL,2006,English Language Proficient,80,16,s,s,s
17K489,W E B DUBOIS ACADEMIC HIGH SCHOOL,2007,English Language Proficient,170,22,0,0.00%,0.00%
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2006,English Language Learner,75,26,1,1.30%,3.80%
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2007,English Language Learner,95,47,12,12.60%,25.50%
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2006,English Language Proficient,9,7,s,s,s
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,2007,English Language Proficient,16,14,s,s,s
17K528,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),2006,English Language Learner,1,1,s,s,s
17K528,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),2007,English Language Learner,9,2,s,s,s
17K528,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),2006,English Language Proficient,103,63,12,11.70%,19.00%
17K528,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),2007,English Language Proficient,109,50,6,5.50%,12.00%
17K531,SCHOOL FOR HUMAN RIGHTS (THE),2006,English Language Learner,3,3,s,s,s
17K531,SCHOOL FOR HUMAN RIGHTS (THE),2007,English Language Learner,5,1,s,s,s
17K531,SCHOOL FOR HUMAN RIGHTS (THE),2006,English Language Proficient,57,46,4,7.00%,8.70%
17K531,SCHOOL FOR HUMAN RIGHTS (THE),2007,English Language Proficient,70,45,7,10.00%,15.60%
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,2006,English Language Learner,3,0,s,s,s
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,2007,English Language Learner,3,2,s,s,s
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,2006,English Language Proficient,71,0,s,s,s
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,2007,English Language Proficient,81,47,2,2.50%,4.30%
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,2006,English Language Learner,4,2,s,s,s
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,2007,English Language Learner,9,1,s,s,s
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,2006,English Language Proficient,96,54,11,11.50%,20.40%
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,2007,English Language Proficient,112,60,3,2.70%,5.00%
17K539,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,2006,English Language Learner,8,5,s,s,s
17K539,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,2007,English Language Learner,5,2,s,s,s
17K539,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,2006,English Language Proficient,108,85,9,8.30%,10.60%
17K539,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,2007,English Language Proficient,109,84,6,5.50%,7.10%
17K543,"SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",2006,English Language Proficient,76,75,21,27.60%,28.00%
17K543,"SCIENCE, TECH & RESEARCH HIGH SCHOOL AT ERASMUS",2007,English Language Proficient,70,64,20,28.60%,31.30%
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,2006,English Language Learner,1,0,s,s,s
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,2007,English Language Learner,4,1,s,s,s
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,2006,English Language Proficient,107,53,7,6.50%,13.20%
17K544,INTERNATIONAL ARTS BUSINESS SCHOOL,2007,English Language Proficient,96,50,2,2.10%,4.00%
17K546,HS FOR PUBLIC SERVICE-HEROES OF TOMORROW,2006,English Language Proficient,93,88,22,23.70%,25.00%
17K546,HS FOR PUBLIC SERVICE-HEROES OF TOMORROW,2007,English Language Proficient,102,87,24,23.50%,27.60%
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,2006,English Language Learner,1,1,s,s,s
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,2007,English Language Learner,5,0,s,s,s
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,2006,English Language Proficient,109,75,20,18.30%,26.70%
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,2007,English Language Proficient,124,82,10,8.10%,12.20%
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATER,2006,English Language Learner,3,0,s,s,s
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATER,2006,English Language Proficient,85,65,5,5.90%,7.70%
17K548,BROOKLYN SCHOOL FOR MUSIC & THEATER,2007,English Language Proficient,88,60,5,5.70%,8.30%
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,2006,English Language Learner,1,0,s,s,s
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,2007,English Language Learner,5,1,s,s,s
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,2006,English Language Proficient,74,9,s,s,s
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,2007,English Language Proficient,84,21,0,0.00%,0.00%
17K590,MEDGAR EVERS COLLEGE PREPERATORY SCHOOL,2006,English Language Proficient,156,146,55,35.30%,37.70%
17K590,MEDGAR EVERS COLLEGE PREPERATORY SCHOOL,2007,English Language Proficient,160,153,47,29.40%,30.70%
17K600,CLARA BARTON HIGH SCHOOL,2006,English Language Learner,24,9,s,s,s
17K600,CLARA BARTON HIGH SCHOOL,2007,English Language Learner,24,3,s,s,s
17K600,CLARA BARTON HIGH SCHOOL,2006,English Language Proficient,464,287,104,22.40%,36.20%
17K600,CLARA BARTON HIGH SCHOOL,2007,English Language Proficient,430,262,65,15.10%,24.80%
17K625,PAUL ROBESON HIGH SCHOOL,2006,English Language Learner,9,3,s,s,s
17K625,PAUL ROBESON HIGH SCHOOL,2007,English Language Learner,11,6,s,s,s
17K625,PAUL ROBESON HIGH SCHOOL,2006,English Language Proficient,283,133,13,4.60%,9.80%
17K625,PAUL ROBESON HIGH SCHOOL,2007,English Language Proficient,257,120,8,3.10%,6.70%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,2006,English Language Learner,60,43,1,1.70%,2.30%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,2006,English Language Proficient,118,62,1,0.80%,1.60%
18K415,SAMUEL J. TILDEN HIGH SCHOOL,2007,English Language Proficient,1,0,s,s,s
18K500,CANARSIE HIGH SCHOOL,2006,English Language Learner,29,12,s,s,s
18K500,CANARSIE HIGH SCHOOL,2007,English Language Learner,15,7,s,s,s
18K500,CANARSIE HIGH SCHOOL,2006,English Language Proficient,402,170,10,2.50%,5.90%
18K500,CANARSIE HIGH SCHOOL,2007,English Language Proficient,233,88,9,3.90%,10.20%
18K515,SOUTH SHORE HIGH SCHOOL,2006,English Language Learner,13,6,s,s,s
18K515,SOUTH SHORE HIGH SCHOOL,2006,English Language Proficient,112,47,6,5.40%,12.80%
18K563,IT TAKES A VILLAGE ACADEMY,2006,English Language Learner,2,0,s,s,s
18K563,IT TAKES A VILLAGE ACADEMY,2007,English Language Learner,33,27,1,3.00%,3.70%
18K563,IT TAKES A VILLAGE ACADEMY,2006,English Language Proficient,2,0,s,s,s
18K563,IT TAKES A VILLAGE ACADEMY,2007,English Language Proficient,74,67,10,13.50%,14.90%
18K566,BROOKLYN GENERATION SCHOOL,2007,English Language Learner,2,1,s,s,s
18K566,BROOKLYN GENERATION SCHOOL,2006,English Language Proficient,4,0,s,s,s
18K566,BROOKLYN GENERATION SCHOOL,2007,English Language Proficient,76,42,4,5.30%,9.50%
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,2007,English Language Learner,1,1,s,s,s
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,2006,English Language Proficient,3,0,s,s,s
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,2007,English Language Proficient,61,44,4,6.60%,9.10%
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,2006,English Language Learner,1,0,s,s,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,2007,English Language Learner,7,3,s,s,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,2006,English Language Proficient,4,0,s,s,s
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,2007,English Language Proficient,82,55,3,3.70%,5.50%
18K576,VICTORY COLLEGIATE HIGH SCHOOL,2007,English Language Learner,3,2,s,s,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,2006,English Language Proficient,3,0,s,s,s
18K576,VICTORY COLLEGIATE HIGH SCHOOL,2007,English Language Proficient,78,55,2,2.60%,3.60%
18K578,BROOKLYN BRIDGE ACADEMY,2006,English Language Learner,1,0,s,s,s
18K578,BROOKLYN BRIDGE ACADEMY,2007,English Language Learner,2,0,s,s,s
18K578,BROOKLYN BRIDGE ACADEMY,2006,English Language Proficient,86,13,s,s,s
18K578,BROOKLYN BRIDGE ACADEMY,2007,English Language Proficient,96,11,s,s,s
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,2007,English Language Learner,1,0,s,s,s
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,2006,English Language Proficient,4,0,s,s,s
18K589,ARTS AND MEDIA PREPARATORY ACADEMY,2007,English Language Proficient,54,41,4,7.40%,9.80%
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,2007,English Language Learner,1,0,s,s,s
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,2007,English Language Proficient,3,0,s,s,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,2006,English Language Proficient,2,0,s,s,s
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,2007,English Language Proficient,7,0,s,s,s
18K635,OLYMPUS ACADEMY,2006,English Language Proficient,101,17,s,s,s
18K635,OLYMPUS ACADEMY,2007,English Language Proficient,65,10,s,s,s
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,2007,English Language Proficient,5,0,s,s,s
18K642,URBAN ACTION ACADEMY,2007,English Language Learner,1,0,s,s,s
18K642,URBAN ACTION ACADEMY,2007,English Language Proficient,4,0,s,s,s
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,2007,English Language Learner,1,0,s,s,s
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,2006,English Language Proficient,69,3,s,s,s
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,2007,English Language Proficient,87,9,s,s,s
19K409,EAST NEW YORK FAMILY ACADEMY,2006,English Language Proficient,91,72,6,6.60%,8.30%
19K409,EAST NEW YORK FAMILY ACADEMY,2007,English Language Proficient,67,56,5,7.50%,8.90%
19K420,FRANKLIN K LANE HIGH SCHOOL,2006,English Language Learner,200,69,7,3.50%,10.10%
19K420,FRANKLIN K LANE HIGH SCHOOL,2007,English Language Learner,118,31,1,0.80%,3.20%
19K420,FRANKLIN K LANE HIGH SCHOOL,2006,English Language Proficient,294,120,15,5.10%,12.50%
19K420,FRANKLIN K LANE HIGH SCHOOL,2007,English Language Proficient,214,118,15,7.00%,12.70%
19K435,THOMAS JEFFERSON HIGH SCHOOL,2006,English Language Proficient,1,0,s,s,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,English Language Learner,6,1,s,s,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2007,English Language Learner,2,0,s,s,s
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2006,English Language Proficient,81,47,3,3.70%,6.40%
19K502,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,2007,English Language Proficient,99,60,4,4.00%,6.70%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2006,English Language Learner,4,1,s,s,s
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2007,English Language Learner,11,4,s,s,s
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2006,English Language Proficient,107,65,4,3.70%,6.20%
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,2007,English Language Proficient,110,72,5,4.50%,6.90%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,English Language Learner,3,2,s,s,s
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2007,English Language Learner,4,1,s,s,s
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2006,English Language Proficient,108,74,4,3.70%,5.40%
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,2007,English Language Proficient,101,55,3,3.00%,5.50%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,English Language Learner,6,1,s,s,s
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2007,English Language Learner,5,2,s,s,s
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2006,English Language Proficient,89,22,1,1.10%,4.50%
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,2007,English Language Proficient,92,60,6,6.50%,10.00%
19K583,MULTICULTURAL HIGH SCHOOL,2006,English Language Learner,3,0,s,s,s
19K583,MULTICULTURAL HIGH SCHOOL,2007,English Language Learner,92,44,2,2.20%,4.50%
19K583,MULTICULTURAL HIGH SCHOOL,2007,English Language Proficient,14,10,s,s,s
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,English Language Learner,7,2,s,s,s
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2007,English Language Learner,5,3,s,s,s
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2006,English Language Proficient,339,224,38,11.20%,17.00%
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION,2007,English Language Proficient,355,271,50,14.10%,18.50%
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2006,English Language Proficient,1,0,s,s,s
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,2007,English Language Proficient,1,0,s,s,s
19K639,BROOKLYN LAB SCHOOL,2006,English Language Proficient,1,0,s,s,s
19K639,BROOKLYN LAB SCHOOL,2007,English Language Proficient,5,0,s,s,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,English Language Learner,13,5,s,s,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2007,English Language Learner,12,1,s,s,s
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2006,English Language Proficient,93,56,5,5.40%,8.90%
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,2007,English Language Proficient,101,52,4,4.00%,7.70%
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2006,English Language Learner,9,0,s,s,s
19K660,W H MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SC,2007,English Language Learner,13,3,s,s,s
