QUEENS CONDOMINIUM PROPERTY Boro-Block-Lot,QUEENS CONDOMINIUM PROPERTY Condo Section,QUEENS CONDOMINIUM PROPERTY Address,QUEENS CONDOMINIUM PROPERTY Neighborhood,QUEENS CONDOMINIUM PROPERTY Building Classification,QUEENS CONDOMINIUM PROPERTY Total Units,QUEENS CONDOMINIUM PROPERTY Year Built,QUEENS CONDOMINIUM PROPERTY Gross SqFt,QUEENS CONDOMINIUM PROPERTY Est. Gross Income,QUEENS CONDOMINIUM PROPERTY Gross Income per SqFt,QUEENS CONDOMINIUM PROPERTY Full Market Value,QUEENS CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
4-04994-7505,584-R1,139-39 35 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,23,2007,23878,620828,26,2569998,108,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.3,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,4.45
4-05002-7501,213-R1,139-76 35 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,48,1987,31360,533120,17,1990006,63,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.65,4-07117-0189,193-02 HOR HARDING EXPWY,FRESH MEADOWS,D7-ELEVATOR,40,1988,51125,872675,17.07,3260000,64,2.8
4-05004-7501,181-R1,35-20 147 STREET,FLUSHING-NORTH,R4-ELEVATOR,66,1988,76680,1303560,17,4870003,64,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.7,4-07117-0189,193-02 HOR HARDING EXPWY,FRESH MEADOWS,D7-ELEVATOR,40,1988,51125,872675,17.07,3260000,64,2.6
4-05004-7502,439-R1,146-14 35 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,18,2003,18730,412060,22,1710000,91,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,4.3,4-04977-0021,137-02 NORTHERN BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1352211,20.09,5060000,75,0.55
4-05005-7501,316-R1,147-20 35 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,84,1986,66756,1201608,18,4489995,67,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.7,4-07117-0189,193-02 HOR HARDING EXPWY,FRESH MEADOWS,D7-ELEVATOR,40,1988,51125,872675,17.07,3260000,64,2.55
4-05010-7501,25-R1,36-41 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,41,1979,37255,577452,15.5,1949983,52,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.55,4-04954-0131,32-08 UNION STREET,FLUSHING-NORTH,D1-ELEVATOR,27,1999,35100,445365,12.69,1390000,39.6,0.35
4-05010-7502,151-R1,36-25 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,63,1987,66196,1125332,17,4209999,64,4-04994-0070,139-81 35 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,103,1971,78474,1572519,20.04,5880000,75,0.2,4-05022-0018,143-18 38 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,109,1971,80241,1281976,15.98,4330000,54,0.2
4-05010-7504,472-R1,142-25 37 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,30,2005,20352,488448,24,2020002,99,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.15,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,3.05
4-05013-7501,540-R1,143-36 37 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,19,2005,21000,504000,24,2090000,100,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.3,4-03169-0021,99-22 67 ROAD,REGO PARK,D3-ELEVATOR,29,2001,22662,550569,24.29,2280000,101,3.1
4-05014-7501,255-R1,144-63 37 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,16,1989,10480,167680,16,566999,54,4-04995-0034,145-16 34 AVENUE,FLUSHING-NORTH,D6-ELEVATOR,42,1989,47516,751370,15.81,2540000,53,0.15,4-05046-0037,142-27 BARCLAY AVENUE,FLUSHING-NORTH,D3-ELEVATOR,50,1962,38191,532032,13.93,1660000,43.5,0.4
4-05015-7501,245-R1,144-34 37 AVENUE,FLUSHING-NORTH,R2-WALK-UP,16,1988,13997,211074,15.08,714001,51,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,147428,14.7,499000,49.7,0.2,4-04996-0007,147-15 35 AVENUE,FLUSHING-NORTH,C1-WALK-UP,12,1962,8400,265798,31.6,1240000,148,0.25
4-05017-7501,263-R1,37-31 149 STREET,FLUSHING-NORTH,R9-CONDOPS,29,1955,27000,405000,15,1370000,51,4-05015-0006,37-15 PARSONS BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,37,1963,26522,444527,16.76,1660000,63,0.25,4-05022-0008,38-15 BOWNE STREET,FLUSHING-NORTH,D1-ELEVATOR,62,1962,48786,653179,13.39,2030000,41.6,0.4
4-05020-7501,134-R1,142-36 38 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,18,1987,18120,326160,18,1219998,67,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.4,4-05104-0027,132-54 POPLE AVENUE,FLUSHING-NORTH,D6-ELEVATOR,33,1990,43957,876995,19.95,3280000,75,0.65
4-05020-7502,427-R1,142-18 38 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,50,2001,48993,979860,20,3659998,75,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.4,4-04977-0021,137-02 NORTHERN BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1352211,20.09,5060000,75,0.2
4-05022-7502,162-R1,143-51 ROOSEVELT AVENUE,FLUSHING-NORTH,R4-ELEVATOR,134,1987,98000,1764000,18,6599995,67,4-05022-0018,143-18 38 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,109,1971,80241,1281976,15.98,4330000,54,0,4-05863-0250,23-50 CORPORAL KENNEDY ST,BAYSIDE,D9-ELEVATOR,150,1981,124877,2197835,17.6,4660000,37.3,2.55
4-05022-7503,581-R1,38-34 PARSONS BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,40,2007,40400,929200,23,3850002,95,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.35,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,4.1
4-05024-7501,42-R1,144-77 ROOSEVELT AVENUE,FLUSHING-NORTH,R4-ELEVATOR,80,1983,101624,1829232,18,6839985,67,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.5,4-05013-0038,37-14 PARSONS BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,173,1972,113522,2128510,18.75,7960000,70,0.2
4-05024-7502,81-R1,38-08 147 STREET,FLUSHING-NORTH,R4-ELEVATOR,33,1984,37304,624842,16.75,2339996,63,4-05121-0017,133-24 SANFORD AVENUE,FLUSHING-NORTH,D7-ELEVATOR,148,1963,130548,1969342,15.09,6660000,51,0.65,4-05022-0018,143-18 38 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,109,1971,80241,1281976,15.98,4330000,54,0.15
4-05024-7503,238-R1,144-68 38 AVENUE,FLUSHING-NORTH,R4-ELEVATOR,24,1989,17905,322290,18,1199999,67,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0.35,4-05015-0006,37-15 PARSONS BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,37,1963,26522,444527,16.76,1660000,63,0.05
4-05024-7504,424-R1,38-22 147 STREET,FLUSHING-NORTH,R4-ELEVATOR,32,2002,22936,504592,22,2090000,91,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.5,4-06797-0079,71-61 159 STREET,FLUSHING-SOUTH,D3-ELEVATOR,204,2000,165906,3467465,20.9,13000000,78,2.4
4-05025-7501,413-R1,144-48 ROOSEVELT AVENUE,FLUSHING-NORTH,R4-ELEVATOR,26,2001,22635,475335,21,1970004,87,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.4,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,4.05
4-05026-7501,111-R1,147-37 ROOSEVELT AVENUE,FLUSHING-NORTH,R4-ELEVATOR,48,1956,53920,808800,15,2729997,51,4-05049-0043,143-33 SANFORD AVENUE,FLUSHING-NORTH,D7-ELEVATOR,181,1960,137927,2181948,15.82,7380000,54,0.4,4-05052-0036,147-10 147 STREET,FLUSHING-NORTH,D1-ELEVATOR,115,1960,105913,1537751,14.52,5200000,49.1,0.15
4-05027-7501,176-R1,147-26 ROOSEVELT AVENUE,FLUSHING-NORTH,R2-WALK-UP,14,1987,19398,329766,17,1234999,64,4-05025-0064,144-45 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,137,1962,107761,1741704,16.16,5890000,55,0.15,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0.5
4-05027-7502,261-R1,147-48 ROOSEVELT AVENUE,FLUSHING-NORTH,R2-WALK-UP,36,1988,36340,617780,17,2309998,64,4-04995-0034,145-16 34 AVENUE,FLUSHING-NORTH,D6-ELEVATOR,42,1989,47516,751370,15.81,2540000,53,0.4,4-05025-0008,144-10 ROOSEVELT AVENUE,FLUSHING-NORTH,D7-ELEVATOR,84,1973,65292,1356721,20.78,5070000,78,0.15
4-05039-7501,420-R1,132-59 41 ROAD,FLUSHING-NORTH,R4-ELEVATOR,18,2001,15000,315000,21,1309995,87,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.5,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.95
4-05039-7502,428-R1,41-05 COLLEGE POINT BOULE,FLUSHING-NORTH,R4-ELEVATOR,47,2002,41800,836000,20,3130002,75,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.5,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.95
4-05040-7501,458-R1,132-03 SANFORD AVENUE,FLUSHING-NORTH,R4-ELEVATOR,50,2004,48753,1121319,23,4639991,95,4-04977-0021,137-02 NORTHERN BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1352211,20.09,5060000,75,0.5,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.9
4-05041-7504,383-R1,133-25 41 ROAD,FLUSHING-NORTH,R4-ELEVATOR,13,1995,15630,265710,17,993997,64,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.4,4-05044-0063,138-47 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,66,1996,71456,1024991,14.34,3470000,48.6,0.2
4-05042-7501,164-R1,133-36 41 ROAD,FLUSHING-NORTH,R4-ELEVATOR,64,1987,72300,1373700,19,5139997,71,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0.7,4-05025-0008,144-10 ROOSEVELT AVENUE,FLUSHING-NORTH,D7-ELEVATOR,84,1973,65292,1356721,20.78,5070000,78,0.65
4-05042-7504,401-R1,133-47 SANFORD AVENUE,FLUSHING-NORTH,R4-ELEVATOR,58,2000,83284,1665680,20,6229999,75,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.9,4-04977-0021,137-02 NORTHERN BOULEVARD,FLUSHING-NORTH,D1-ELEVATOR,71,2000,67324,1352211,20.09,5060000,75,0.4
4-05043-7501,157-R1,136-05 SANFORD AVENUE,FLUSHING-NORTH,R9-CONDOPS,103,1929,92000,1288000,14,4350000,47.3,4-05046-0040,142-19 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,63,1959,58399,844317,14.46,2630000,45,0.2,4-05048-0029,41-08 PARSONS BOULEVARD,FLUSHING-NORTH,D3-ELEVATOR,83,1932,58282,786570,13.5,2450000,42,0.35
4-05044-7501,182-R1,41-25 KISSENA BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,204,1963,189000,3118500,16.5,10500024,56,4-05042-0066,133-21 SANFORD AVENUE,FLUSHING-NORTH,D1-ELEVATOR,88,1963,68257,928563,13.6,2890000,42.3,0.2,4-05025-0064,144-45 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,137,1962,107761,1741704,16.16,5890000,55,0.45
4-05045-7501,108-R1,41-40 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,351,1974,333006,4662084,14,22199996,67,4-05046-0020,41-10 BOWNE STREET,FLUSHING-NORTH,D7-ELEVATOR,157,1961,166508,2484393,14.92,8400000,50,0.15,4-05052-0036,147-10 147 STREET,FLUSHING-NORTH,D1-ELEVATOR,115,1960,105913,1537751,14.52,5200000,49.1,0.55
4-05048-7501,51-R1,143-37 BARCLAY AVENUE,FLUSHING-NORTH,R2-WALK-UP,36,1982,34587,518805,15,1750004,51,4-05285-0010,163-02 CROCHERON AVENUE,FLUSHING-NORTH,C7-WALK-UP,15,1964,11866,224163,18.89,838000,71,1.05,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,133858,15.42,453000,52,0.6
4-05048-7502,200-R1,41-07 BOWNE STREET,FLUSHING-NORTH,R4-ELEVATOR,83,1962,77620,1203110,15.5,4070000,52,4-05046-0045,142-09 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,42,1970,38657,550735,14.25,1860000,48.1,0.15,4-05049-0043,143-33 SANFORD AVENUE,FLUSHING-NORTH,D7-ELEVATOR,181,1960,137927,2181948,15.82,7380000,54,0.05
4-05050-7501,235-R1,144-23 BARCLAY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,24,1988,25333,417994,16.5,1410000,56,4-05025-0008,144-10 ROOSEVELT AVENUE,FLUSHING-NORTH,D7-ELEVATOR,84,1973,65292,1356721,20.78,5070000,78,0.05,4-05050-0039,144-90 41 AVENUE,FLUSHING-NORTH,D1-ELEVATOR,101,1972,85602,1307168,15.27,4420000,52,0
4-05050-7502,561-R1,144-49 BARCLAY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,22,2006,26800,670000,25,2780001,104,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.55,4-00040-0015,10-28 JACKSON AVENUE,LONG ISLAND CITY,D9-ELEVATOR,25,2005,24464,625842,25.6,2590000,106,7.1
4-05050-7503,628-R1,144-77 BARCLAY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,23,2008,22982,643496,28,2670000,116,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.55,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.95
4-05051-7501,352-R1,144-28 BARCLAY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,32,1990,38680,657560,17,2459997,64,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0.55,4-05044-0063,138-47 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,66,1996,71456,1024991,14.34,3470000,48.6,0.45
4-05051-7502,405-R1,41-33 PARSONS BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,18,2000,20448,408960,20,1530000,75,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.35,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.6
4-05052-7501,186-R1,147 BARCLAY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,22,1987,19037,333147,17.5,1250002,66,4-07117-0189,193-02 HOR HARDING EXPWY,FRESH MEADOWS,D7-ELEVATOR,40,1988,51125,872675,17.07,3260000,64,2.3,4-05025-0008,144-10 ROOSEVELT AVENUE,FLUSHING-NORTH,D7-ELEVATOR,84,1973,65292,1356721,20.78,5070000,78,0.15
4-05062-7501,433-R1,41-28 HAIGHT STREET,FLUSHING-NORTH,R4-ELEVATOR,17,2003,15189,349347,23,1439999,95,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.6,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.6
4-05102-7501,361-R1,132-48 MAPLE AVENUE,FLUSHING-NORTH,R2-WALK-UP,16,1990,11250,191250,17,647002,58,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,133858,15.42,453000,52,0.2,4-04996-0007,147-15 35 AVENUE,FLUSHING-NORTH,C1-WALK-UP,12,1962,8400,265798,31.6,1240000,148,1.1
4-05102-7502,516-R1,132-37 POPLE AVENUE,FLUSHING-NORTH,R4-ELEVATOR,15,2005,17655,406065,23,1680002,95,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.6,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.45
4-05105-7501,150-R1,132-18 AVERY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,14,1987,12336,191208,15.5,646999,52,4-04995-0024,144-22 34 AVENUE,FLUSHING-NORTH,C1-WALK-UP,14,1976,10032,147428,14.7,499000,49.7,1.05,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,133858,15.42,453000,52,0.15
4-05105-7502,429-R1,133-38 AVERY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,24,2001,22116,442320,20,1650002,75,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.45,4-05104-0027,132-54 POPLE AVENUE,FLUSHING-NORTH,D6-ELEVATOR,33,1990,43957,876995,19.95,3280000,75,0.05
4-05105-7503,652-R1,133-20 AVERY AVENUE,FLUSHING-NORTH,R4-ELEVATOR,23,2008,30302,848456,28,3510000,116,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.7,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.65
4-05122-7501,165-R1,134-46 MAPLE AVENUE,FLUSHING-NORTH,R4-ELEVATOR,27,1987,23951,383216,16,1300002,54,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0.8,4-05121-0050,134-37 MAPLE AVENUE,FLUSHING-NORTH,D1-ELEVATOR,49,1968,33490,500939,14.96,1690000,50,0.1
4-05125-7501,119-R1,13-40 DAHLIA AVENUE,FLUSHING-NORTH,R2-WALK-UP,48,1965,37660,527240,14,1779989,47.3,4-04256-0030,25-60 COLLEGE POINT BOULE,COLLEGE POINT,C1-WALK-UP,15,1964,11196,178363,15.93,603000,54,1.95,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,133858,15.42,453000,52,0.05
4-05125-7502,443-R1,43-18 MAIN STREET,FLUSHING-NORTH,R4-ELEVATOR,66,2001,64520,1483960,23,6149994,95,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.4,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.75
4-05131-7501,125-R1,55-16 MAIN STREET,FLUSHING-NORTH,R2-WALK-UP,16,1986,20020,330330,16.5,1119998,56,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,1.2,4-05124-0012,134-10 BLOSSOM AVENUE,FLUSHING-NORTH,C7-WALK-UP,12,1991,8680,133858,15.42,453000,52,0.25
4-05134-7501,104-R1,42-20 KISSENA BOULEVARD,FLUSHING-NORTH,R4-ELEVATOR,102,1985,170000,2720000,16,9200000,54,4-05145-0049,138-52 ELDER AVENUE,FLUSHING-NORTH,D7-ELEVATOR,175,1988,121091,1749925,14.45,4540000,37.5,0.4,4-04994-0041,140-74 34 AVENUE,FLUSHING-NORTH,D7-ELEVATOR,44,1987,38640,685833,17.75,2560000,66,0.7
4-05134-7502,246-R1,136-17 MAPLE AVENUE,FLUSHING-NORTH,R4-ELEVATOR,68,1989,89200,1427200,16,4829993,54,4-05145-0049,138-52 ELDER AVENUE,FLUSHING-NORTH,D7-ELEVATOR,175,1988,121091,1749925,14.45,4540000,37.5,0.4,4-05134-0030,42-02 KISSENA BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,107,1964,87408,1405145,16.08,4750000,54,0
4-05135-7501,114-R1,136-24 MAPLE AVENUE,FLUSHING-NORTH,R4-ELEVATOR,48,1986,62720,1034880,16.5,3500001,56,4-05134-0030,42-02 KISSENA BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,107,1964,87408,1405145,16.08,4750000,54,0.1,4-05145-0049,138-52 ELDER AVENUE,FLUSHING-NORTH,D7-ELEVATOR,175,1988,121091,1749925,14.45,4540000,37.5,0.3
4-05137-7501,121-R1,138-35 ELDER AVENUE,FLUSHING-NORTH,R4-ELEVATOR,227,1986,232145,3598247,15.5,12200003,53,4-05145-0049,138-52 ELDER AVENUE,FLUSHING-NORTH,D7-ELEVATOR,175,1988,121091,1749925,14.45,4540000,37.5,0.15,4-05137-0093,43-44 KISSENA BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,287,1962,267554,4019225,15.02,13600000,51,0
4-05137-7502,273-R1,137-10 FRANKLIN AVENUE,FLUSHING-NORTH,R4-ELEVATOR,89,1961,75515,1076088,14.25,3640000,48.2,4-05053-0011,147-25 SANFORD AVENUE,FLUSHING-NORTH,D1-ELEVATOR,90,1963,76649,952948,12.43,2680000,35,0.65,4-05140-0006,136-04 CHERRY AVENUE,FLUSHING-NORTH,D7-ELEVATOR,88,1960,74807,1239084,16.56,4190000,56,0.15
4-05137-7503,390-R1,42-31 COLDEN STREET,FLUSHING-NORTH,R4-ELEVATOR,72,1997,77117,1310989,17,4899992,64,4-05044-0063,138-47 BARCLAY AVENUE,FLUSHING-NORTH,D1-ELEVATOR,66,1996,71456,1024991,14.34,3470000,48.6,0.35,4-05182-0009,140-26 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1999,53860,947099,17.58,3540000,66,0.2
4-05180-7501,101-R3,42-42 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,57,1986,43200,712800,16.5,2410008,56,4-05145-0049,138-52 ELDER AVENUE,FLUSHING-NORTH,D7-ELEVATOR,175,1988,121091,1749925,14.45,4540000,37.5,0.35,4-05137-0093,43-44 KISSENA BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,287,1962,267554,4019225,15.02,13600000,51,0.2
4-05180-7502,323-R1,42-22 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,32,1990,36336,581376,16,1970002,54,4-05145-0049,138-52 ELDER AVENUE,FLUSHING-NORTH,D7-ELEVATOR,175,1988,121091,1749925,14.45,4540000,37.5,0.35,4-05137-0093,43-44 KISSENA BOULEVARD,FLUSHING-NORTH,D7-ELEVATOR,287,1962,267554,4019225,15.02,13600000,51,0.2
4-05181-7501,536-R1,42-47 UNION STREET,FLUSHING-NORTH,R4-ELEVATOR,14,2005,15229,380725,25,1579999,104,4-04977-0017,136-14 NORTHERN BOULEVARD,FLUSHING-NORTH,D6-ELEVATOR,63,2000,52477,1320010,25.2,5470000,104,0.5,4-09760-0022,90-05 161 STREET,JAMAICA,D6-ELEVATOR,96,2003,54496,1465042,26.9,6070000,111,3.8
4-05185-7501,555-R1,43-43 ASH AVENUE,FLUSHING-NORTH,R4-ELEVATOR,80,1958,75600,1096200,14.5,3710000,49.1,4-05185-0014,140-18 ASH AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1932,38806,587004,15.13,1980000,51,0,4-05186-0029,140-60 BEECH AVENUE,FLUSHING-NORTH,D1-ELEVATOR,124,1959,96774,1439221,14.87,4870000,50,0.05
4-05186-7501,240-R1,43-55 KISSENA BOULEVARD,FLUSHING-NORTH,R9-CONDOPS,56,1938,53000,742000,14,2310000,43.6,4-05182-0015,142-02 FRANKLIN AVENUE,FLUSHING-NORTH,D1-ELEVATOR,55,1929,50909,699869,13.75,2180000,42.8,0.1,4-05185-0014,140-18 ASH AVENUE,FLUSHING-NORTH,D1-ELEVATOR,54,1932,38806,587004,15.13,1980000,51,0.05
