ID,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N
1663,X136,75X186,P186X Walter J. Damrosch School,X186,750 JENNINGS STREET,BRONX,12,499,,1,P186X Walter J. Damrosch School,0,5,6,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
1664,X137,10X225,Theatre Arts Production Company School,X225,2225 WEBSTER AVENUE,BRONX,10,528,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,2,Theatre Arts Production Company School | The Angelo Patri Middle School | 2225 WEBSTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1665,X137,10X391,The Angelo Patri Middle School,X391,2225 WEBSTER AVENUE,BRONX,10,633,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,2,Theatre Arts Production Company School | The Angelo Patri Middle School | 2225 WEBSTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1666,X137,,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,,2225 WEBSTER AVENUE,BRONX,10,1161,2225 WEBSTER AVENUE CONSOLIDATED LOCATION,2,Theatre Arts Production Company School | The Angelo Patri Middle School | 2225 WEBSTER AVENUE CONSOLIDATED LOCATION,1,3,6,1,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1667,X138,08X138,P.S. 138 Samuel Randall,X138,2060 LAFAYETTE AVENUE,BRONX,8,945,,1,P.S. 138 Samuel Randall,N/A,N/A,N/A,N/A,N/A,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1668,X139,07X343,Academy of Applied Mathematics and Technology,X343,345 BROOK AVENUE,BRONX,7,244,345 BROOK AVENUE CONSOLIDATED LOCATION,3,P.S. / I.S. 224 | International Community High School | Academy of Applied Mathematics and Technology | 345 BROOK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1669,X139,07X334,International Community High School,X334,345 BROOK AVENUE,BRONX,7,371,345 BROOK AVENUE CONSOLIDATED LOCATION,3,P.S. / I.S. 224 | International Community High School | Academy of Applied Mathematics and Technology | 345 BROOK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1670,X139,07X224,P.S. / I.S. 224,X224,345 BROOK AVENUE,BRONX,7,382,345 BROOK AVENUE CONSOLIDATED LOCATION,3,P.S. / I.S. 224 | International Community High School | Academy of Applied Mathematics and Technology | 345 BROOK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1671,X139,,345 BROOK AVENUE CONSOLIDATED LOCATION,,345 BROOK AVENUE,BRONX,7,997,345 BROOK AVENUE CONSOLIDATED LOCATION,3,P.S. / I.S. 224 | International Community High School | Academy of Applied Mathematics and Technology | 345 BROOK AVENUE CONSOLIDATED LOCATION,0,5,13,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1672,X140,08X140,P.S. X140 The Eagle School,X140,916 EAGLE AVENUE,BRONX,8,596,,1,P.S. X140 The Eagle School,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1673,X141,10X141,Riverdale / Kingsbridge Academy (Middle School / H,X141,660 WEST 237 STREET,BRONX,10,1335,,1,Riverdale / Kingsbridge Academy (Middle School / H,1,2,13,0,1,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
1674,X142,11X142,MS 142 John Philip Sousa,X142,3750 BAYCHESTER AVENUE,BRONX,11,822,,1,MS 142 John Philip Sousa,2,14,12,1,1,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1675,X143,10X237,"The Marie Curie School for Medicine, Nursing, and",X237,120 WEST 231 STREET,BRONX,10,476,120 WEST 231 STREET CONSOLIDATED LOCATION,2,"The Marie Curie School for Medicine, Nursing, and | The New School for Leadership and Journalism | 120 WEST 231 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1676,X143,10X244,The New School for Leadership and Journalism,X244,120 WEST 231 STREET,BRONX,10,674,120 WEST 231 STREET CONSOLIDATED LOCATION,2,"The Marie Curie School for Medicine, Nursing, and | The New School for Leadership and Journalism | 120 WEST 231 STREET CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1677,X143,,120 WEST 231 STREET CONSOLIDATED LOCATION,,120 WEST 231 STREET,BRONX,10,1150,120 WEST 231 STREET CONSOLIDATED LOCATION,2,"The Marie Curie School for Medicine, Nursing, and | The New School for Leadership and Journalism | 120 WEST 231 STREET CONSOLIDATED LOCATION",0,10,5,0,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1678,X144,11X144,J.H.S. 144 Michelangelo,X144,2545 GUNTHER AVENUE,BRONX,11,989,,1,J.H.S. 144 Michelangelo,0,12,44,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1679,X145,09X328,New Millennium Business Academy Middle School,X328,1000 TELLER AVENUE,BRONX,9,209,1000 TELLER AVENUE CONSOLIDATED LOCATION,4,J.H.S. 145 Arturo Toscanini | Urban Science Academy | New Millennium Business Academy Middle School | ALC - MS 145 | 1000 TELLER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1680,X145,09X325,Urban Science Academy,X325,1000 TELLER AVENUE,BRONX,9,424,1000 TELLER AVENUE CONSOLIDATED LOCATION,4,J.H.S. 145 Arturo Toscanini | Urban Science Academy | New Millennium Business Academy Middle School | ALC - MS 145 | 1000 TELLER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1681,X145,09X145,J.H.S. 145 Arturo Toscanini,X145,1000 TELLER AVENUE,BRONX,9,471,1000 TELLER AVENUE CONSOLIDATED LOCATION,4,J.H.S. 145 Arturo Toscanini | Urban Science Academy | New Millennium Business Academy Middle School | ALC - MS 145 | 1000 TELLER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1682,X145,,1000 TELLER AVENUE CONSOLIDATED LOCATION,,1000 TELLER AVENUE,BRONX,9,1104,1000 TELLER AVENUE CONSOLIDATED LOCATION,4,J.H.S. 145 Arturo Toscanini | Urban Science Academy | New Millennium Business Academy Middle School | ALC - MS 145 | 1000 TELLER AVENUE CONSOLIDATED LOCATION,1,10,10,0,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1683,X145,88X985,ALC - MS 145,X985,1000 TELLER AVENUE,BRONX,9,#N/A,1000 TELLER AVENUE CONSOLIDATED LOCATION,4,J.H.S. 145 Arturo Toscanini | Urban Science Academy | New Millennium Business Academy Middle School | ALC - MS 145 | 1000 TELLER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
1684,X146,08X146,P.S. 146 Edward Collins,X146,968 CAULDWELL AVENUE,BRONX,8,457,,1,P.S. 146 Edward Collins,0,1,3,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
1685,X147,09X313,I.S. 313 School of Leadership Development,X313,1600 WEBSTER AVENUE,BRONX,9,447,1600 WEBSTER AVENUE CONSOLIDATED LOCATION,2,I.S. 313 School of Leadership Development | I.S. 339 | 1600 WEBSTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1686,X147,09X339,I.S. 339,X339,1600 WEBSTER AVENUE,BRONX,9,797,1600 WEBSTER AVENUE CONSOLIDATED LOCATION,2,I.S. 313 School of Leadership Development | I.S. 339 | 1600 WEBSTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
1687,X147,,1600 WEBSTER AVENUE CONSOLIDATED LOCATION,,1600 WEBSTER AVENUE,BRONX,9,1244,1600 WEBSTER AVENUE CONSOLIDATED LOCATION,2,I.S. 313 School of Leadership Development | I.S. 339 | 1600 WEBSTER AVENUE CONSOLIDATED LOCATION,1,18,6,0,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1688,X148,09X215,Kappa,X215,3630 THIRD AVENUE,BRONX,9,427,3630 THIRD AVENUE CONSOLIDATED LOCATION,3,Kappa | I.S. 219 New Venture School | Frederick Douglass Academy III Secondary School | 3630 THIRD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1689,X148,09X219,I.S. 219 New Venture School,X219,3630 THIRD AVENUE,BRONX,9,442,3630 THIRD AVENUE CONSOLIDATED LOCATION,3,Kappa | I.S. 219 New Venture School | Frederick Douglass Academy III Secondary School | 3630 THIRD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1690,X148,09X517,Frederick Douglass Academy III Secondary School,X517,3630 THIRD AVENUE,BRONX,9,608,3630 THIRD AVENUE CONSOLIDATED LOCATION,3,Kappa | I.S. 219 New Venture School | Frederick Douglass Academy III Secondary School | 3630 THIRD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1691,X148,,3630 THIRD AVENUE CONSOLIDATED LOCATION,,3630 THIRD AVENUE,BRONX,9,1477,3630 THIRD AVENUE CONSOLIDATED LOCATION,3,Kappa | I.S. 219 New Venture School | Frederick Douglass Academy III Secondary School | 3630 THIRD AVENUE CONSOLIDATED LOCATION,1,19,7,0,1,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
1692,X149,07X223,M.S. 223 The Laboratory School of Finance and Tech,X223,360 EAST 145 STREET,BRONX,7,489,360 EAST 145 STREET CONSOLIDATED LOCATION,2,South Bronx Preparatory: A College Board School | M.S. 223 The Laboratory School of Finance and Tech | 360 EAST 145 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1693,X149,07X221,South Bronx Preparatory: A College Board School,X221,360 EAST 145 STREET,BRONX,7,588,360 EAST 145 STREET CONSOLIDATED LOCATION,2,South Bronx Preparatory: A College Board School | M.S. 223 The Laboratory School of Finance and Tech | 360 EAST 145 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1694,X149,,360 EAST 145 STREET CONSOLIDATED LOCATION,,360 EAST 145 STREET,BRONX,7,1077,360 EAST 145 STREET CONSOLIDATED LOCATION,2,South Bronx Preparatory: A College Board School | M.S. 223 The Laboratory School of Finance and Tech | 360 EAST 145 STREET CONSOLIDATED LOCATION,0,1,2,0,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1695,X150,12X150,P.S. 150 Charles James Fox,X150,920 EAST 167 STREET,BRONX,12,905,,1,P.S. 150 Charles James Fox,1,0,5,1,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1696,X151,07X151,J.H.S. 151 Lou Gehrig,X151,250 EAST 156 STREET,BRONX,7,279,250 EAST 156 STREET CONSOLIDATED LOCATION,2,P.S./M.S. 031 The William Lloyd Garrison | J.H.S. 151 Lou Gehrig | 250 EAST 156 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1697,X151,07X031,P.S./M.S. 031 The William Lloyd Garrison,X031,250 EAST 156 STREET,BRONX,7,666,250 EAST 156 STREET CONSOLIDATED LOCATION,2,P.S./M.S. 031 The William Lloyd Garrison | J.H.S. 151 Lou Gehrig | 250 EAST 156 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1698,X151,,250 EAST 156 STREET CONSOLIDATED LOCATION,,250 EAST 156 STREET,BRONX,7,945,250 EAST 156 STREET CONSOLIDATED LOCATION,2,P.S./M.S. 031 The William Lloyd Garrison | J.H.S. 151 Lou Gehrig | 250 EAST 156 STREET CONSOLIDATED LOCATION,0,7,14,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1699,X152,08X152,P.S. 152 Evergreen,X152,1007 EVERGREEN AVENUE,BRONX,8,937,,1,P.S. 152 Evergreen,N/A,N/A,N/A,N/A,N/A,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1700,X153,11X153,P.S. 153 Helen Keller,X153,650 BAYCHESTER AVENUE,BRONX,11,590,,1,P.S. 153 Helen Keller,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1701,X154,07X154,P.S. 154 Jonathan D. Hyatt,X154,333 EAST 135 STREET,BRONX,7,516,,1,P.S. 154 Jonathan D. Hyatt,0,1,0,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1702,X155,07X520,Foreign Language Academy of Global Studies,X520,470 JACKSON AVENUE,BRONX,7,394,470 JACKSON AVENUE CONSOLIDATED LOCATION,2,Foreign Language Academy of Global Studies | J. M. Rapport School Career Development | 470 JACKSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1703,X155,75X754,J. M. Rapport School Career Development,X754,470 JACKSON AVENUE,BRONX,7,614,470 JACKSON AVENUE CONSOLIDATED LOCATION,2,Foreign Language Academy of Global Studies | J. M. Rapport School Career Development | 470 JACKSON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1704,X155,,470 JACKSON AVENUE CONSOLIDATED LOCATION,,470 JACKSON AVENUE,BRONX,7,1008,470 JACKSON AVENUE CONSOLIDATED LOCATION,2,Foreign Language Academy of Global Studies | J. M. Rapport School Career Development | 470 JACKSON AVENUE CONSOLIDATED LOCATION,2,9,39,1,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1705,X156,07X385,Performance School,X385,750 CONCOURSE VILLAGE W,BRONX,7,605,,1,Performance School,0,0,2,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1706,X157,07X157,P.S. 157 Grove Hill,X157,757 CAULDWELL AVENUE,BRONX,7,604,,1,P.S. 157 Grove Hill,N/A,N/A,N/A,N/A,N/A,4C,501-750,0.41,1.54,2.05,0.22,0.19
1707,X158,12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,X479,800 HOME STREET,BRONX,12,153,800 HOME STREET CONSOLIDATED LOCATION,3,New Day Academy | Bronx Latin | BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL | 800 HOME STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1708,X158,12X245,New Day Academy,X245,800 HOME STREET,BRONX,12,339,800 HOME STREET CONSOLIDATED LOCATION,3,New Day Academy | Bronx Latin | BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL | 800 HOME STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1709,X158,12X267,Bronx Latin,X267,800 HOME STREET,BRONX,12,353,800 HOME STREET CONSOLIDATED LOCATION,3,New Day Academy | Bronx Latin | BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL | 800 HOME STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1710,X158,,800 HOME STREET CONSOLIDATED LOCATION,,800 HOME STREET,BRONX,12,845,800 HOME STREET CONSOLIDATED LOCATION,3,New Day Academy | Bronx Latin | BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL | 800 HOME STREET CONSOLIDATED LOCATION,0,8,4,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1711,X159,10X159,P.S. 159 Luis Munoz Marin Biling,X159,2315 WASHINGTON AVENUE,BRONX,10,217,,1,P.S. 159 Luis Munoz Marin Biling,N/A,N/A,N/A,N/A,N/A,2C,1-250,0.29,0.94,1.17,0.17,0.12
1712,X160,11X160,P.S. 160 Walt Disney,X160,4140 HUTCHINSON RIVER PKWAY EA,BRONX,11,449,,1,P.S. 160 Walt Disney,1,0,3,0,1,3C,251-500,0.37,1.2,1.51,0.22,0.15
1713,X161,07X161,P.S. 161 Ponce De Leon,X161,628 TINTON AVENUE,BRONX,7,631,,1,P.S. 161 Ponce De Leon,1,0,1,1,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1714,X162,07X162,J.H.S. 162 Lola Rodriguez De Tio,X162,600 SAINT ANN'S AVENUE,BRONX,7,731,600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,2,J.H.S. 162 Lola Rodriguez De Tio | ALC - IS 162 | 600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1715,X162,,600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,,600 SAINT ANN'S AVENUE,BRONX,7,731,600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,2,J.H.S. 162 Lola Rodriguez De Tio | ALC - IS 162 | 600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,2,4,14,0,2,4C,501-750,0.41,1.54,2.05,0.22,0.19
1716,X162,88X998,ALC - IS 162,X998,600 SAINT ANN'S AVENUE,BRONX,7,#N/A,600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,2,J.H.S. 162 Lola Rodriguez De Tio | ALC - IS 162 | 600 SAINT ANN'S AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A
1717,X163,09X163,P.S. 163 Arthur A. Schomburg,X163,2075 WEBSTER AVENUE,BRONX,9,687,,1,P.S. 163 Arthur A. Schomburg,0,1,1,0,0,4C,501-750,0.41,1.54,2.05,0.22,0.19
1718,X166,09X166,J.H.S. 166 Roberto Clemente,X166,250 EAST 164 STREET,BRONX,9,169,250 EAST 164 STREET CONSOLIDATED LOCATION,4,J.H.S. 166 Roberto Clemente | Bronx Early College Academy for Teaching & Learnin | GRANT AVENUE ELEMENTARY SCHOOL | SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL | 250 EAST 164 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1719,X166,09X449,GRANT AVENUE ELEMENTARY SCHOOL,X449,250 EAST 164 STREET,BRONX,9,227,250 EAST 164 STREET CONSOLIDATED LOCATION,4,J.H.S. 166 Roberto Clemente | Bronx Early College Academy for Teaching & Learnin | GRANT AVENUE ELEMENTARY SCHOOL | SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL | 250 EAST 164 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1720,X166,09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,X454,250 EAST 164 STREET,BRONX,9,248,250 EAST 164 STREET CONSOLIDATED LOCATION,4,J.H.S. 166 Roberto Clemente | Bronx Early College Academy for Teaching & Learnin | GRANT AVENUE ELEMENTARY SCHOOL | SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL | 250 EAST 164 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1721,X166,09X324,Bronx Early College Academy for Teaching & Learnin,X324,250 EAST 164 STREET,BRONX,9,377,250 EAST 164 STREET CONSOLIDATED LOCATION,4,J.H.S. 166 Roberto Clemente | Bronx Early College Academy for Teaching & Learnin | GRANT AVENUE ELEMENTARY SCHOOL | SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL | 250 EAST 164 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1722,X166,,250 EAST 164 STREET CONSOLIDATED LOCATION,,250 EAST 164 STREET,BRONX,9,1021,250 EAST 164 STREET CONSOLIDATED LOCATION,4,J.H.S. 166 Roberto Clemente | Bronx Early College Academy for Teaching & Learnin | GRANT AVENUE ELEMENTARY SCHOOL | SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL | 250 EAST 164 STREET CONSOLIDATED LOCATION,3,2,6,1,2,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1723,X167,12X383,Emolior Academy,X383,1970 WEST FARMS ROAD,BRONX,12,216,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,2,P.S. 214 | Emolior Academy | 1970 WEST FARMS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,N/A,N/A,N/A,N/A,N/A
1724,X167,12X214,P.S. 214,X214,1970 WEST FARMS ROAD,BRONX,12,924,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,2,P.S. 214 | Emolior Academy | 1970 WEST FARMS ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,N/A,N/A,N/A,N/A,N/A
1725,X167,,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,,1970 WEST FARMS ROAD,BRONX,12,1140,1970 WEST FARMS ROAD CONSOLIDATED LOCATION,2,P.S. 214 | Emolior Academy | 1970 WEST FARMS ROAD CONSOLIDATED LOCATION,1,1,3,1,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1726,X169,11X169,BAYCHESTER ACADEMY,X169,3500 EDSON AVENUE,BRONX,11,231,,1,BAYCHESTER ACADEMY,0,0,1,0,0,2C,1-250,0.29,0.94,1.17,0.17,0.12
1727,X170,09X170,P.S. 170,X170,1598 TOWNSEND AVENUE,BRONX,9,232,,1,P.S. 170,N/A,N/A,N/A,N/A,N/A,2C,1-250,0.29,0.94,1.17,0.17,0.12
1728,X174,08X282,Women's Academy of Excellence,X282,456 WHITE PLAINS ROAD,BRONX,8,308,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,3,"Women's Academy of Excellence | Archimedes Academy for Math, Science and Technolog | The Bronx Mathematics Preparatory School | 456 WHITE PLAINS ROAD CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1729,X174,08X367,"Archimedes Academy for Math, Science and Technolog",X367,456 WHITE PLAINS ROAD,BRONX,8,404,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,3,"Women's Academy of Excellence | Archimedes Academy for Math, Science and Technolog | The Bronx Mathematics Preparatory School | 456 WHITE PLAINS ROAD CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1730,X174,08X375,The Bronx Mathematics Preparatory School,X375,456 WHITE PLAINS ROAD,BRONX,8,428,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,3,"Women's Academy of Excellence | Archimedes Academy for Math, Science and Technolog | The Bronx Mathematics Preparatory School | 456 WHITE PLAINS ROAD CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1731,X174,,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,,456 WHITE PLAINS ROAD,BRONX,8,1140,456 WHITE PLAINS ROAD CONSOLIDATED LOCATION,3,"Women's Academy of Excellence | Archimedes Academy for Math, Science and Technolog | The Bronx Mathematics Preparatory School | 456 WHITE PLAINS ROAD CONSOLIDATED LOCATION",4,19,7,3,1,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1732,X175,11X175,P.S. 175 City Island,X175,200 CITY ISLAND AVENUE,BRONX,11,360,,1,P.S. 175 City Island,0,0,1,0,0,3C,251-500,0.37,1.2,1.51,0.22,0.15
1733,X178,11X178,P.S. 178 - Dr. Selman Waksman,X178,850 BAYCHESTER AVENUE,BRONX,11,443,850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,2,P.S. 178 - Dr. Selman Waksman | P.S. X176 | 850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1734,X178,75X176,P.S. X176,X176,850 BAYCHESTER AVENUE,BRONX,11,688,850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,2,P.S. 178 - Dr. Selman Waksman | P.S. X176 | 850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1735,X178,,850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,,850 BAYCHESTER AVENUE,BRONX,11,1131,850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,2,P.S. 178 - Dr. Selman Waksman | P.S. X176 | 850 BAYCHESTER AVENUE CONSOLIDATED LOCATION,0,3,0,0,0,6C,1001-1250,0.89,3.67,5.5,0.41,0.47
1736,X180,11X180,M.S. 180 Dr. Daniel Hale Williams,X180,700 BAYCHESTER AVENUE,BRONX,11,754,,1,M.S. 180 Dr. Daniel Hale Williams,0,1,1,0,0,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1737,X181,11X181,I.S. 181 Pablo Casals,X181,800 BAYCHESTER AVENUE,BRONX,11,602,,1,I.S. 181 Pablo Casals,1,3,2,0,1,4C,501-750,0.41,1.54,2.05,0.22,0.19
1738,X182,08X182,P.S. 182,X182,601 STICKBALL BOULEVARD,BRONX,8,994,,1,P.S. 182,N/A,N/A,N/A,N/A,N/A,5C,751-1000,0.61,2.32,2.67,0.31,0.3
1739,X183,07X203,M.S. 203,X203,339 MORRIS AVENUE,BRONX,7,291,339 MORRIS AVENUE CONSOLIDATED LOCATION,3,M.S. 203 | Bronx Academy of Letters | P.S. 168 | 339 MORRIS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1740,X183,75X168,P.S. 168,X168,339 MORRIS AVENUE,BRONX,7,407,339 MORRIS AVENUE CONSOLIDATED LOCATION,3,M.S. 203 | Bronx Academy of Letters | P.S. 168 | 339 MORRIS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,N/A,N/A,N/A,N/A,N/A
1741,X183,07X551,Bronx Academy of Letters,X551,339 MORRIS AVENUE,BRONX,7,571,339 MORRIS AVENUE CONSOLIDATED LOCATION,3,M.S. 203 | Bronx Academy of Letters | P.S. 168 | 339 MORRIS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,N/A,N/A,N/A,N/A,N/A
1742,X183,,339 MORRIS AVENUE CONSOLIDATED LOCATION,,339 MORRIS AVENUE,BRONX,7,1269,339 MORRIS AVENUE CONSOLIDATED LOCATION,3,M.S. 203 | Bronx Academy of Letters | P.S. 168 | 339 MORRIS AVENUE CONSOLIDATED LOCATION,2,6,28,1,1,7C,1251-1500,0.81,3.68,6.85,0.4,0.41
