QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-09711-0032,"139 21 85 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,125,1959,122640,1680168,13.7,6660000,54,4-03321-0061,"83 31 116 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,180,1950,140196,1915664,13.66,7590000,54,1.05,4-03322-0040,"83 57 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,186,1940,212202,2549644,12.02,8990000,42.4,0.95
4-09711-0125,"139 05 85 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,48,1951,36942,435915,11.8,1540000,41.7,4-03321-0061,"83 31 116 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,180,1950,140196,1915664,13.66,7590000,54,1.05,4-03322-0040,"83 57 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,186,1940,212202,2549644,12.02,8990000,42.4,0.95
4-09712-0169,"142 20 84 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,76,1959,67000,790600,11.8,2790000,41.6,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1,4-09768-0012,"88 35 162 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,69,1958,44695,524031,11.72,1850000,41.4,0.85
4-09713-0102,"140 18 BURDEN CRESCENT
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,66,1952,57672,680529,11.8,2400000,41.6,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1.05,4-09768-0012,"88 35 162 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,69,1958,44695,524031,11.72,1850000,41.4,0.9
4-09713-0113,"140 50 BURDEN CRESCENT
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,70,1959,61050,720390,11.8,2540000,41.6,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1.05,4-09768-0012,"88 35 162 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,69,1958,44695,524031,11.72,1850000,41.4,0.9
4-09713-0163,"140 17 84 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,62,1961,38790,457722,11.8,1610000,41.5,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1.05,4-09768-0012,"88 35 162 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,69,1958,44695,524031,11.72,1850000,41.4,0.9
4-09714-0018,"141 05 PERSHING CRESCENT
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,118,1959,97094,1446700,14.9,5730000,59,4-09663-0002,"80 08 135 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,138,1949,102500,1576450,15.38,6410000,63,0.4,4-03100-0014,"65 50 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,144,1963,144444,2157611,14.94,8550000,59,2.35
4-09714-0075,"84 23 MANTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,56,1956,44824,528923,11.8,1860000,41.5,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1.15,4-09768-0012,"88 35 162 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,69,1958,44695,524031,11.72,1850000,41.4,1
4-09714-0138,"141 30 84 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,59,1957,46942,553915,11.8,1950000,41.5,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1.15,4-09768-0012,"88 35 162 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,69,1958,44695,524031,11.72,1850000,41.4,1
4-09714-0152,"141 60 84 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,79,1955,68796,811792,11.8,2860000,41.6,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1.15,4-09768-0012,"88 35 162 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,69,1958,44695,524031,11.72,1850000,41.4,1
4-09715-0102,"139 06 PERSHING CRESCENT
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,C6-WALK-UP,30,1940,24750,303682,12.27,1140000,46.1,4-10668-0001,"89 39 221 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C9-WALK-UP,66,1949,47776,590700,12.36,2220000,46.5,4.3,4-10723-0001,"90 01 BRADDOCK AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C9-WALK-UP,90,1950,67700,831438,12.28,3130000,46.2,4.35
4-09715-0220,"140 55 BURDEN CRESCENT
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,67,1953,63360,747648,11.8,2640000,41.7,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1.1,4-09768-0012,"88 35 162 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,69,1958,44695,524031,11.72,1850000,41.4,1
4-09715-0228,"140 21 84 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,169,1953,146508,1596937,10.9,5630000,38.4,4-09649-0053,"85 02 MANTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,80,1953,92000,1006738,10.94,3550000,38.6,0.15,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,510651,10.94,1800000,38.6,0.85
4-09716-0102,"84 35 LANDER STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,60,1951,46302,504691,10.9,1780000,38.4,4-09649-0053,"85 02 MANTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,80,1953,92000,1006738,10.94,3550000,38.6,0.35,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,510651,10.94,1800000,38.6,1.05
4-09718-0002,"84 01 MAIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,200,1956,174240,1899216,10.9,6690000,38.4,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,510651,10.94,1800000,38.6,1,4-09649-0053,"85 02 MANTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,80,1953,92000,1006738,10.94,3550000,38.6,0.35
4-09736-0108,"143 25 84 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,201,1952,174888,1906279,10.9,6720000,38.4,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,510651,10.94,1800000,38.6,1.1,4-09649-0053,"85 02 MANTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,80,1953,92000,1006738,10.94,3550000,38.6,0.35
4-09738-0114,"143 50 HOOVER AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,110,1948,135102,1472611,10.9,5092445,37.7,4-09649-0053,"85 02 MANTON STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,80,1953,92000,1006738,10.94,3550000,38.6,0.45,4-09236-0033,"120 07 85 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,57,1962,46692,510651,10.94,1800000,38.6,1.15
4-09740-0142,"147 10 84 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D4-ELEVATOR,78,1952,65118,709786,10.9,2500000,38.4,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.85,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,1.3
4-09755-0050,"155 01 90 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,114,1941,119900,1414820,11.8,4990000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.95,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.3
4-09758-0006,"89 15 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,191,1961,196700,2321060,11.8,8180000,41.6,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.2,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.85
4-09758-0021,"160 10 89 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,169,1961,165200,1949360,11.8,6870000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.85,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.2
4-09803-0024,"89 12 170 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,167,1963,140040,1652472,11.8,5830000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.3,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.35
4-09807-0073,"89 23 171 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,141,1962,154252,1820173,11.8,6420000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.2,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.45
4-09824-0043,"170 06 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,89,1962,59160,698088,11.8,2460000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.25,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.45
4-09829-0048,"87 70 173 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,89,1962,66580,785644,11.8,2770000,41.6,4-09660-0030,"82 46 135 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,126,1951,103842,1454335,14.01,5770000,56,1.75,4-09711-0056,"141 50 85 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,132,1951,103629,1459674,14.09,5790000,56,1.4
4-09830-0035,"87 20 175 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,90,1961,67343,794647,11.8,2800000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.1,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.55
4-09834-0041,"175 45 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,115,1963,108024,1274683,11.8,4490000,41.6,4-09660-0030,"82 46 135 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,126,1951,103842,1454335,14.01,5770000,56,1.9,4-09711-0056,"141 50 85 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,132,1951,103629,1459674,14.09,5790000,56,1.55
4-09835-0003,"175 01 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,345,1969,341305,4027399,11.8,14200000,41.6,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.7,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.05
4-09836-0022,"164 20 HIGHLAND AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,165,1958,115312,1360681,11.8,4800000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.65,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.25
4-09837-0044,"87 15 165 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,86,1958,54991,648893,11.8,2290000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.6,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.3
4-09837-0080,"165 20 HIGHLAND AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,47,1940,54084,638191,11.8,2250000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.6,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.3
4-09838-0089,"87 05 166 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,52,1963,35970,424446,11.8,1500000,41.7,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.55,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.3
4-09842-0076,"87 14 HOMELAWN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,34,1927,22260,244860,11,863000,38.8,4-10821-0070,"91 50 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,84,1949,74361,851856,11.46,3000000,40.3,1.4,4-10821-0060,"91 32 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,96,1950,69312,774905,11.18,2730000,39.4,1.4
4-09843-0019,"170 40 HIGHLAND AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,50,1940,58300,687940,11.8,2430000,41.7,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.3,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.5
4-09845-0027,"172 70 HIGHLAND AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,141,1958,115312,1360681,11.8,4800000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.2,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.65
4-09859-0088,"84 49 168 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA HILLS,D4-ELEVATOR,120,1939,133175,1464925,11,5160000,38.7,4-10821-0070,"91 50 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,84,1949,74361,851856,11.46,3000000,40.3,1.6,4-10821-0060,"91 32 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,96,1950,69312,774905,11.18,2730000,39.4,1.6
4-09860-0040,"84 50 169 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA HILLS,D4-ELEVATOR,125,1955,93000,1097400,11.8,3870000,41.6,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.55
4-09884-0043,"175 06 DEVONSHIRE ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA ESTATES,D4-ELEVATOR,82,1939,94800,1118640,11.8,3940000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.2,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.7
4-09913-0059,"88 50 179 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D4-ELEVATOR,63,1963,47844,593265,12.4,2230000,46.6,4-10821-0001,"91 61 193 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,45,1959,45000,497549,11.06,1750000,38.9,0.95,4-10821-0060,"91 32 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,96,1950,69312,774905,11.18,2730000,39.4,0.95
4-09917-0013,"88 30 182 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D4-ELEVATOR,65,1955,58146,721010,12.4,2710000,46.6,4-10821-0001,"91 61 193 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,45,1959,45000,497549,11.06,1750000,38.9,0.75,4-10821-0060,"91 32 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,96,1950,69312,774905,11.18,2730000,39.4,0.75
4-09944-0001,"87 01 MIDLAND PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA ESTATES,D4-ELEVATOR,53,1960,34200,403560,11.8,1420000,41.5,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.3,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,0.95
4-09951-0011,"182 25 WEXFORD TERRACE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA ESTATES,D4-ELEVATOR,98,1951,80550,950490,11.8,3350000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.4,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1.1
4-09954-0049,"87 46 CHELSEA STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA ESTATES,D4-ELEVATOR,62,1963,58350,688530,11.8,2430000,41.6,4-09834-0056,"175 21 88 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,110,1963,100947,1178683,11.68,4150000,41.1,0.55,4-09793-0033,"89 29 163 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D1-ELEVATOR,96,1961,79572,939317,11.8,3310000,41.6,1.2
4-10212-0033,"92 33 170 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",JAMAICA,D4-ELEVATOR,216,1972,142583,1768029,12.4,6650000,46.6,4-10821-0060,"91 32 195 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,96,1950,69312,774905,11.18,2730000,39.4,1.2,4-10821-0001,"91 61 193 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS,D1-ELEVATOR,45,1959,45000,497549,11.06,1750000,38.9,1.2
4-10262-0006,"109 14A 172 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",SOUTH JAMAICA,C6-WALK-UP,60,1951,52326,638377,12.2,2400000,45.9,4-10668-0001,"89 39 221 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C9-WALK-UP,66,1949,47776,590700,12.36,2220000,46.5,3.15,4-10723-0001,"90 01 BRADDOCK AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C9-WALK-UP,90,1950,67700,831438,12.28,3130000,46.2,3.2
4-10264-0091,"171 01 110 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",SOUTH JAMAICA,C6-WALK-UP,56,1951,47800,583160,12.2,2190000,45.8,4-10668-0001,"89 39 221 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C9-WALK-UP,66,1949,47776,590700,12.36,2220000,46.5,3.1,4-10723-0001,"90 01 BRADDOCK AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C9-WALK-UP,90,1950,67700,831438,12.28,3130000,46.2,3.15
4-10524-0001,"196 01 POMPEII AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C6-WALK-UP,152,1950,120184,1718631,14.3,6810000,57,4-10593-0002,"86 09
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,384,1951,290112,4132718,14.25,16400000,57,0.45,4-10599-0100,"206 09 86 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLISWOOD,C9-WALK-UP,192,1952,145056,2066361,14.25,8190000,56,0.35
