BROOKLYN CONDOMINIUM PROPERTY Boro-Block-Lot,BROOKLYN CONDOMINIUM PROPERTY Condo Section,BROOKLYN CONDOMINIUM PROPERTY Address,BROOKLYN CONDOMINIUM PROPERTY Neighborhood,BROOKLYN CONDOMINIUM PROPERTY Building Classification,BROOKLYN CONDOMINIUM PROPERTY Total Units,BROOKLYN CONDOMINIUM PROPERTY Year Built,BROOKLYN CONDOMINIUM PROPERTY Gross SqFt,BROOKLYN CONDOMINIUM PROPERTY Est. Gross Income,BROOKLYN CONDOMINIUM PROPERTY Gross Income per SqFt,BROOKLYN CONDOMINIUM PROPERTY Full Market Value,BROOKLYN CONDOMINIUM PROPERTY Market Value per SqFt, COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1  Neighborhood,COMPARABLE RENTAL 1  Building Classification,COMPARABLE RENTAL 1  Total Units,COMPARABLE RENTAL 1  Year Built,COMPARABLE RENTAL 1  Gross SqFt,COMPARABLE RENTAL 1  Est. Gross Income,COMPARABLE RENTAL 1  Gross Income per SqFt,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1  Market Value per SqFt,COMPARABLE RENTAL 1  Dist. from Coop in miles,COMPARABLE RENTAL 2  Boro-Block-Lot,COMPARABLE RENTAL 2  Address,COMPARABLE RENTAL 2  Neighborhood,COMPARABLE RENTAL 2  Building Classification,COMPARABLE RENTAL 2  Total Units,COMPARABLE RENTAL 2  Year Built,COMPARABLE RENTAL 2  Gross SqFt,COMPARABLE RENTAL 2  Est. Gross Income,COMPARABLE RENTAL 2  Gross Income per SqFt,COMPARABLE RENTAL 2  Full Market Value,COMPARABLE RENTAL 2  Market Value per SqFt,COMPARABLE RENTAL 2  Dist. from Coop in miles
3-07964-7501,120-R1,538 EAST 86 STREET,CANARSIE,R2-WALK-UP,18,1900,24544,652870,26.6,2829996,115,3-01824-0070,377 PUTNAM AVENUE,BEDFORD STUYVESANT,C1-WALK-UP,31,1910,16800,446807,26.6,1940000,115,3.4,,,,,,,,,,,,
3-08010-7501,37-R1,751 EAST 89 STREET,CANARSIE,R2-WALK-UP,12,1985,11402,136824,12,472002,41.4,3-05892-0041,474 OVINGTON AVENUE,BAY RIDGE,C7-WALK-UP,13,2000,18360,292978,15.96,1160000,63,6.1,,,,,,,,,,,,
3-08237-7501,144-R1,1364 EAST 92 STREET,CANARSIE,R4-ELEVATOR,36,1900,24880,280800,11.29,811005,32.6,3-08144-0020,945 EAST 94 STREET,CANARSIE,C1-WALK-UP,40,1929,36480,378659,10.38,1180000,32.3,0.75,,,,,,,,,,,,
3-08295-7501,272-R1,9204 AVENUE N,CANARSIE,R2-WALK-UP,12,1900,15795,157950,10,451005,28.6,3-08144-0020,945 EAST 94 STREET,CANARSIE,C1-WALK-UP,40,1929,36480,378659,10.38,1180000,32.3,1.15,,,,,,,,,,,,
3-08374-7505,1775-R1,1930 BERGEN AVENUE,BERGEN BEACH,R4-ELEVATOR,208,2005,247998,4459004,17.98,17599986,71,3-01925-0007,213 TAAFFE PLACE,BEDFORD STUYVESANT,D1-ELEVATOR,90,1935,108000,2034802,18.84,8050000,75,5.4,,,,,,,,,,,,
3-08470-7501,1818-R1,5923 STRICKLAND AVENUE,MILL BASIN,R9-CONDOPS,20,0,17219,490913,28.5,2250000,131,3-01149-0006,677 CLASSON AVENUE,CROWN HEIGHTS,C1-WALK-UP,16,1990,6100,173936,28.5,833000,137,5,,,,,,,,,,,,
3-08664-7502,2006-R1,2955 BRIGHTON 4 STREET,BRIGHTON BEACH,R4-ELEVATOR,14,0,15978,267631,16.75,1059998,66,3-02433-0018,228 SOUTH 3 STREET,WILLIAMSBURG-SOUTH,D1-ELEVATOR,30,1920,19422,302080,15.55,1200000,62,9.1,3-02132-0016,158 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,13,2002,24949,378406,15.17,1500000,60,9
3-08678-7501,1581-R1,728 OCEAN VIEW AVENUE,BRIGHTON BEACH,R2-WALK-UP,12,2004,16777,383186,22.84,1457001,87,3-00177-0034,397 ATLANTIC AVENUE,BOERUM HILL,C1-WALK-UP,13,2004,14800,471952,31.9,2260000,153,7.6,3-08678-0073,3160 CONEY ISLAND AVENUE,BRIGHTON BEACH,C1-WALK-UP,16,1938,12160,165866,13.64,605000,49.8,0
3-08679-7501,141-R1,3111 OCEAN PARKWAY,BRIGHTON BEACH,R4-ELEVATOR,116,1988,121107,0,0,8810012,73,3-01388-0048,935 EASTERN PARKWAY,CROWN HEIGHTS,D1-ELEVATOR,17,2000,34430,185303,5.38,434000,12.61,6.7,,,,,,,,,,,,
3-08717-7501,355-R1,1151 BRIGHTON BEACH AVENU,BRIGHTON BEACH,R9-CONDOPS,83,1937,61980,0,0,1420000,22.91,3-08688-0079,3094 BRIGHTON 5 STREET,BRIGHTON BEACH,D1-ELEVATOR,43,1929,52200,600300,11.5,2070000,39.7,0.4,,,,,,,,,,,,
3-08720-7501,792-R1,150 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,102,2000,74256,2890786,38.9,14499992,195,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1890914,32.4,9060000,155,9.1,,,,,,,,,,,,
3-08720-7502,804-R1,120 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,50,0,66185,1497766,22.63,6500001,98,3-01959-0027,80 GREENE AVENUE,FORT GREENE,D9-ELEVATOR,97,1982,71470,1617675,22.63,7020000,98,7.5,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1890914,32.4,9060000,155,9.1
3-08720-7502,804-R2,130 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,50,0,72043,1630333,22.63,7080005,98,3-01959-0027,80 GREENE AVENUE,FORT GREENE,D9-ELEVATOR,97,1982,71470,1617675,22.63,7020000,98,7.5,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1890914,32.4,9060000,155,9.1
3-08720-7503,833-R1,60 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,68,0,148512,2284800,15.38,9040005,61,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1890914,32.4,9060000,155,9.1,,,,,,,,,,,,
3-08720-7505,1016-R1,75 OCEANA DRIVE EAST,BRIGHTON BEACH,R4-ELEVATOR,70,2002,83058,1497535,18.03,5929987,71,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1890914,32.4,9060000,155,9.1,,,,,,,,,,,,
3-08720-7506,1057-R1,70 OCEANA DRIVE WEST,BRIGHTON BEACH,R4-ELEVATOR,48,0,65182,1267200,19.44,5020001,77,3-02130-0017,84 BROADWAY,WILLIAMSBURG-SOUTH,D7-ELEVATOR,25,1920,26631,535063,20.09,2320000,87,9.2,3-03232-0074,1251 DE KALB AVENUE,BUSHWICK,D1-ELEVATOR,28,2005,21240,484272,22.8,2100000,99,8.4
3-08720-7507,1082-R1,45 OCEANA DRIVE,BRIGHTON BEACH,R4-ELEVATOR,71,0,96838,2033598,21,8830008,91,3-02145-0018,440 BERRY STREET,WILLIAMSBURG-SOUTH,D9-ELEVATOR,66,1995,58430,1890914,32.4,9060000,155,9.1,,,,,,,,,,,,
3-08720-7514,1249-R1,65 OCEANA DRIVE EAST,BRIGHTON BEACH,R4-ELEVATOR,63,0,106063,0,0,9570003,90,3-01925-0007,213 TAAFFE PLACE,BEDFORD STUYVESANT,D1-ELEVATOR,90,1935,108000,2034802,18.84,8050000,75,7.9,,,,,,,,,,,,
3-08723-7501,233-R1,200 CORBIN PLACE,BRIGHTON BEACH,R9-CONDOPS,118,1961,133505,1208220,9.05,3760000,28.2,3-05163-0048,835 OCEAN AVENUE,FLATBUSH-CENTRAL,D1-ELEVATOR,72,1953,88820,803703,9.05,2290000,25.8,4.6,,,,,,,,,,,,
3-08782-7502,1443-R1,3567 SHORE PARKWAY SR NOR,SHEEPSHEAD BAY,R4-ELEVATOR,15,2005,22625,463133,20.47,1960001,87,3-07465-0009,2024 JEROME AVENUE,SHEEPSHEAD BAY,C7-WALK-UP,16,1979,16280,259020,15.91,1030000,63,0.2,,,,,,,,,,,,
3-08783-7502,1131-R1,2806 EAST 23 STREET,SHEEPSHEAD BAY,R4-ELEVATOR,12,2001,18590,380537,20.47,1650004,89,3-08786-0029,3611 SHORE PARKWAY,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10384,172992,16.66,685000,66,0.15,,,,,,,,,,,,
3-08792-7502,1225-R1,2800 EAST 29 STREET,SHEEPSHEAD BAY,R2-WALK-UP,18,2004,37350,764554,20.47,3320003,89,3-00714-0044,4018 5 AVENUE,SUNSET PARK,C7-WALK-UP,32,1906,25600,409940,16.01,1620000,63,5.7,,,,,,,,,,,,
3-08793-7501,520-R1,4050 NOSTRAND AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,25,1994,16602,279079,16.81,1099999,66,3-08786-0029,3611 SHORE PARKWAY,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10384,172992,16.66,685000,66,0.2,3-07415-0001,2403 EAST 13 STREET,SHEEPSHEAD BAY,C1-WALK-UP,12,1975,9000,152924,16.99,605000,67,1
3-08810-7502,1097-R1,3415 GUIDER AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,18,2003,19690,548760,27.9,2630005,134,3-01637-0001,854 GATES AVENUE,BEDFORD STUYVESANT,D1-ELEVATOR,86,1995,24528,683689,27.9,1600000,65,7.4,,,,,,,,,,,,
3-08810-7505,1837-R1,2784 EAST 12 STREET,SHEEPSHEAD BAY,R4-ELEVATOR,14,2006,11844,242446,20.47,1049999,89,3-07465-0009,2024 JEROME AVENUE,SHEEPSHEAD BAY,C7-WALK-UP,16,1979,16280,259020,15.91,1030000,63,0.6,,,,,,,,,,,,
3-08811-7501,1071-R1,3392 GUIDER AVENUE,SHEEPSHEAD BAY,R4-ELEVATOR,15,2003,24371,498874,20.47,2169999,89,3-07465-0009,2024 JEROME AVENUE,SHEEPSHEAD BAY,C7-WALK-UP,16,1979,16280,259020,15.91,1030000,63,0.65,3-08786-0029,3611 SHORE PARKWAY,SHEEPSHEAD BAY,C1-WALK-UP,16,1982,10384,172992,16.66,685000,66,0.95
3-08812-7501,1562-R1,2801 EAST 11 STREET,SHEEPSHEAD BAY,R4-ELEVATOR,21,2005,21660,0,0,3699997,171,3-00051-0012,65 WASHINGTON STREET,DOWNTOWN-FULTON FERRY,D7-ELEVATOR,59,2000,50457,1813242,35.9,9090000,180,8.4,,,,,,,,,,,,
