Citywide Theme,Agency Name,Agency,Indicator Name,Sub-Indicator,Desired Direction,Additive,Reporting Period,Frequency,Reporting Lag Time (Weeks),MMR Indicator,Zero Tolerance,Month,Month Value,YTD Value
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,26
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,41
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,66
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,85
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,96
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,113
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,131
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,150
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,161
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,180
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,206
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 42nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,226
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,49
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,115
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,154
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,199
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,249
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,298
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,341
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,387
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,432
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,472
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,519
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 43rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,584
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,34
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,68
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,107
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,141
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,178
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,215
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,239
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,257
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,293
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,328
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,374
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 44th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,410
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,54
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,102
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,151
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,193
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,236
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,273
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,303
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,327
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,356
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,385
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,420
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 45th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,468
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,32
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,57
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,82
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,105
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,124
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,151
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,179
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,206
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,242
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,287
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,326
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 46th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,353
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,26
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,59
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,97
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,119
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,133
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,167
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,179
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,194
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,217
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,248
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,278
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 47th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,325
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,31
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,67
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,95
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,117
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,141
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,168
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,184
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,201
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,223
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,249
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,278
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 48th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,316
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,43
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,92
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,130
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,171
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,205
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,257
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,284
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,317
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,341
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,378
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,411
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 49th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,452
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,33
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,64
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,85
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,112
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,145
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,191
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,220
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,239
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,277
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,306
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,339
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 50th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,378
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,44
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,110
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,152
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,199
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,253
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,306
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,344
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,383
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,427
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,472
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,535
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 52nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,598
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,45
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,88
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,153
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,232
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,283
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,333
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,364
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,406
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,444
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,509
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,557
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 5th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,607
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,81
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,155
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,192
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,229
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,253
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,280
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,306
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,342
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,375
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,397
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,433
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 60th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,478
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,35
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,72
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,104
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,150
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,186
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,221
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,260
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,294
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,327
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,351
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,397
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 61st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,422
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,37
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,66
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,98
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,148
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,194
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,250
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,287
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,315
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,346
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,374
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,407
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 62nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,455
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,32
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,75
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,127
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,171
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,230
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,293
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,330
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,359
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,403
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,433
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,489
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 63rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,529
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,35
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,71
