Citywide Theme,Agency Name,Agency,Indicator Name,Sub-Indicator,Desired Direction,Additive,Reporting Period,Frequency,Reporting Lag Time (Weeks),MMR Indicator,Zero Tolerance,Month,Month Value,YTD Value
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,94
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,123
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,150
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,194
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,236
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,271
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,305
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,326
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,361
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 66th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,405
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,34
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,90
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,141
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,190
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,226
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,256
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,303
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,342
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,388
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,433
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,469
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 67th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,516
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,25
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,56
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,63
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,94
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,122
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,155
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,188
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,206
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,242
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,265
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,291
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 68th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,330
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,21
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,38
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,68
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,88
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,115
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,137
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,156
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,170
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,191
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,218
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,250
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 69th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,274
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,110
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,207
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,269
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,358
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,456
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,546
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,610
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,686
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,758
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,840
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,953
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 6th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,1029
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,50
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,118
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,169
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,236
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,296
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,365
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,411
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,461
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,523
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,607
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,663
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 70th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,746
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,35
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,71
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,121
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,159
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,197
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,220
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,261
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,288
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,309
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,339
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,369
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 71st Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,400
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,47
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,88
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,113
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,147
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,175
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,204
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,232
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,255
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,281
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,305
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,331
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 72nd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,366
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,46
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,93
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,128
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,163
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,217
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,250
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,282
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,312
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,341
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,373
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,418
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 73rd Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,463
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,82
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,141
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,189
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,252
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,322
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,383
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,439
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,493
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,554
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,620
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,673
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 75th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,749
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,16
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,45
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,65
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,83
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 11,,97
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 12,,123
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 01,,146
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 02,,164
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 03,,174
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 04,,193
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 05,,212
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 76th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2011 / 06,,242
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 07,,28
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 08,,63
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 09,,82
Public Safety,New York City Police Department,NYPD,Grand larceny,Grand larceny - 77th Precinct,Down,Y,Fiscal Year,Monthly,2,N,N,2010 / 10,,104
