DBN,DISTRICT,SCHOOL,PRINCIPAL,2007-08 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2006-07 PROGRESS REPORT GRADE,2007-08 QUALITY REVIEW SCORE,2006-07 FEDERAL ACCOUNTABILITY STATUS
24Q520,24,MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,Linda Siegmund,ESO,HS,High School,2.58,B,45.9,9.2,A,8.9,C,25.8,B,2,C,Well Developed,In Good Standing
24Q530,24,INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE,Lee Pan,ESO,HS,High School,2.58,A,90.6,14.2,A,19.7,A,45.7,A,11,B,Well Developed,In Corrective Action
24Q550,24,HIGH SCHOOL FOR ARTS AND BUSINESS,Ana Zambrano-Bruakov,ICI,HS,High School,2.31,B,63,9.4,A,14.4,B,36.2,A,3,A,Well Developed,In Good Standing
24Q560,24,ROBERT F. WAGNER JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY,Bruce Noble,ESO,ESMS,Middle School,3.69,A,70.3,8.9,B,19.5,A,41.9,A,0,B,Proficient,In Good Standing
24Q560,24,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",Bruce Noble,ESO,HS,High School,2.45,B,51.5,8.8,B,8.4,C,29.3,B,5,B,Proficient,In Good Standing
24Q600,24,QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL,Denise Vittor,ICI,HS,High School,2.41,B,49.3,5.2,C,7.4,C,31.7,B,5,C,Proficient,Requiring Academic Progress - Year 4
24Q610,24,AVIATION CAREER & TECHNICAL EDUCATION HIGH SCHOOL,Eileen Taylor,ICI,HS,High School,2.93,A,70.1,9.2,A,16,B,37.9,A,7,A,Well Developed,In Good Standing
24Q877,24,51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE),Digna Erstejn,ESO,ESMS,Elementary School,45.62,A,79,11.4,A,17.8,A,40,A,9.75,C,Well Developed,In Good Standing
25Q020,25,P.S. 020 JOHN BOWNE,Frank Welfer,ICI,ESMS,Elementary School,38.80,B,52.5,10.5,A,18.3,A,23.7,B,0,A,Well Developed,In Good Standing
25Q021,25,P.S. 021 EDWARD HART,Debra Buszko,ICI,ESMS,Elementary School,37.01,A,68.3,11.7,A,19,A,33.8,A,3.75,A,Well Developed,In Good Standing
25Q022,25,P.S. 022 THOMAS JEFFERSON,Priscilla Milito,ICI,ESMS,Elementary School,37.06,B,48.4,6.6,B,15,B,26.8,B,0,A,Proficient,In Good Standing
25Q024,25,P.S. 024 ANDREW JACKSON,Lori Golan,ICI,ESMS,Elementary School,35.19,A,70.5,12.8,A,19.7,A,38,A,0,A,Proficient,In Good Standing
25Q025,25,I.S. 025 ADRIEN BLOCK,Joseph Catone,ICI,ESMS,Middle School,3.58,C,46.5,8,B,14.9,B,23.6,C,0,C,Well Developed,In Good Standing
25Q029,25,P.S. 029 QUEENS,Jamie Adams,ICI,ESMS,Elementary School,39.94,D,32.1,8.8,B,16,A,7.3,F,0,B,Proficient,In Good Standing
25Q032,25,P.S. 032 STATE STREET,Betsey Malesardi,ICI,ESMS,Elementary School,27.07,B,57.6,11.1,A,17.9,A,28.6,B,0,A,Well Developed,In Good Standing
25Q079,25,P.S. 079 FRANCIS LEWIS,Joel Schuckman,ICI,ESMS,Elementary School,18.84,B,55.6,9.4,A,13,B,33.2,A,0,B,Well Developed,In Good Standing
25Q107,25,P.S. 107 THOMAS A DOOLEY,James Phair,ICI,ESMS,Elementary School,28.56,A,64.1,10.6,A,19.3,A,31.9,B,2.25,B,Well Developed,In Good Standing
25Q120,25,P.S. 120 QUEENS,Joan Monroe,ICI,ESMS,Elementary School,32.31,A,65.3,7.7,B,15.7,A,39.6,A,2.25,A,Proficient,In Good Standing
25Q129,25,P.S. 129 PATRICIA LARKIN,Marilyn Alesi,ICI,ESMS,Elementary School,37.66,A,65.3,11.2,A,21.2,A,30.6,B,2.25,A,Well Developed,In Good Standing
25Q154,25,P.S. 154 QUEENS,Danielle Giunta,ICI,ESMS,Elementary School,33.87,B,47.9,8.9,B,17.3,A,21.7,C,0,B,Well Developed,In Good Standing
25Q163,25,P.S. 163 FLUSHING HEIGHTS,Lucius Young,ICI,ESMS,Elementary School,29.72,B,48.6,9.7,A,15,B,23.9,B,0,A,Proficient,In Good Standing
25Q164,25,P.S. 164 QUEENS VALLEY,Anne Alfonso,ICI,ESMS,K-8,38.67,B,61.2,6.9,C,17.1,B,33.4,B,3.75,B,Proficient,In Good Standing
25Q165,25,P.S. 165 EDITH K. BERGTRAUM,Raquel Victoria Demillio,ICI,ESMS,Elementary School,39.03,A,62.4,7.8,B,16.9,A,33.2,A,4.5,A,Well Developed,In Good Standing
25Q169,25,P.S. 169 BAY TERRACE,Annette Kunin,CEI-PEA,ESMS,Elementary School,16.70,B,55.1,9,B,15.7,A,30.4,B,0,C,Well Developed,In Good Standing
25Q184,25,P.S. 184 FLUSHING MANOR,Dora Pantelis,ICI,ESMS,Elementary School,18.69,B,51.6,7.8,B,15.7,A,25.1,B,3,A,Well Developed,In Good Standing
25Q185,25,J.H.S. 185 EDWARD BLEEKER,Valerie Sawinski,ICI,ESMS,Middle School,3.43,B,60.2,5.4,C,18.6,A,33.2,B,3,B,Well Developed,In Need of Improvement - Year 1
25Q189,25,J.H.S. 189 DANIEL CARTER BEARD,Cindy Diaz-Burgos,ESO,ESMS,Middle School,3.45,B,57.1,10.5,A,16.6,B,30,B,0,B,Well Developed,In Need of Improvement - Year 2
25Q193,25,P.S. 193 ALFRED J. KENNEDY,Joyce E. Bush,ICI,ESMS,Elementary School,18.52,C,36,3.9,D,9.8,C,21.5,C,0.75,B,Proficient,In Good Standing
25Q194,25,J.H.S. 194 WILLIAM CARR,Anne Marie Iannizzi,ICI,ESMS,Middle School,3.58,B,52.4,7.8,B,17.4,B,25.7,C,1.5,A,Well Developed,In Good Standing
25Q200,25,P.S. 200 POMONOK,Denize Brewer,ICI,ESMS,K-8,42.85,C,43.7,6.3,C,12.7,C,24.7,C,0,B,Proficient,In Good Standing
25Q201,25,P.S. 201 KISSENA,Brett Douglas Gallini,ICI,ESMS,Elementary School,58.06,A,67.1,9.2,A,13.7,B,40.4,A,3.75,B,Well Developed,In Good Standing
25Q209,25,P.S. 209 CLEARVIEW GARDENS,Mary Mcdonnell,Fordham,ESMS,Elementary School,16.35,B,52.7,9.2,A,17.8,A,25.7,B,0,A,Well Developed,In Good Standing
25Q214,25,P.S. 214 CADWALLADER COLDEN,Wendy Goldberg,ICI,ESMS,Elementary School,38.41,A,76.2,8.3,B,24.3,A,42.1,A,1.5,A,Well Developed,In Good Standing
25Q219,25,P.S. 219 PAUL KLAPPER,Meredith Deckler,ICI,ESMS,K-8,47.99,A,90.2,9.1,B,16.9,B,53.7,A,10.5,B,Well Developed,In Good Standing
25Q237,25,I.S. 237,Joseph Cantara,ICI,ESMS,Middle School,3.43,B,59.8,10.2,A,16,B,28.3,B,5.25,B,Proficient,In Corrective Action
25Q250,25,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,Marc Rosenberg,ICI,ESMS,Middle School,3.40,C,40.4,6.1,C,12.2,C,22.1,C,0,A,Proficient,In Good Standing
25Q252,25,QUEENS SCHOOL OF INQUIRY THE,Elizabeth Ophals,CUNY,ESMS,Middle School,3.57,B,53.5,10.8,A,16.2,B,25,C,1.5,B,Well Developed,In Good Standing
25Q263,25,FLUSHING INTERNATIONAL HIGH SCHOOL,Joseph Luft,ESO,HS,High School,2.38,A,73,14.6,A,11.5,B,40.9,A,6,,Well Developed,In Good Standing
25Q281,25,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,Ben Sherman,New Visions,ESMS,Middle School,3.54,B,63.5,7.5,B,19.5,A,35.7,A,0.75,,Well Developed,In Good Standing
25Q281,25,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,Ben Sherman,New Visions,HS,High School,2.71,,,,,,,,,4,,Well Developed,In Good Standing
25Q285,25,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,Cynthia Schneider,ESO,ESMS,Middle School,3.58,C,44.5,10.4,A,15.5,B,18.6,C,0,,Well Developed,In Good Standing
25Q285,25,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,Cynthia Schneider,ESO,HS,High School,2.74,,,,,,,,,2,,Well Developed,In Good Standing
25Q294,25,BELL ACADEMY,Cheryl Quatrano,ICI,ESMS,Middle School,3.54,,,,,,,,,,,,In Good Standing
25Q425,25,JOHN BOWNE HIGH SCHOOL,Howie Kwait,ICI,HS,High School,2.26,B,47.7,5.2,C,10.5,B,30,B,2,C,Proficient,In Need of Improvement - Year 1
25Q460,25,FLUSHING HIGH SCHOOL,Cornelia Gutwein,ICI,HS,High School,2.27,B,44.2,5.9,B,9.5,C,26.8,B,2,C,Proficient,In Corrective Action
25Q499,25,THE QUEENS COLLEGE SCHOOL FOR MATH SCIENCE AND TECHNOLOGY,Anastasia Schneider,ESO,ESMS,K-8,31.12,C,39.5,10.7,A,18.2,A,10.6,D,0,A,Well Developed,In Good Standing
25Q525,25,TOWNSEND HARRIS HIGH SCHOOL,Thomas Cunningham,ICI,HS,High School,3.98,A,79.7,11.2,A,24,A,44.5,A,0,A,Outstanding,In Good Standing
25Q670,25,ROBERT F. KENNEDY COMMUNITY HIGH SCHOOL,Ira Pernick,ICI,HS,High School,2.53,B,60.1,11.2,A,15.1,B,29.8,B,4,B,Well Developed,In Good Standing
25Q792,25,NORTH QUEENS COMMUNITY HIGH SCHOOL,Winston Mccarthy,New Visions,HS,Transfer School,2.46,,,,,,,,,2.5,,,In Good Standing
26Q018,26,P.S. 018 WINCHESTER,Kathleen Peknic,ICI,ESMS,Elementary School,19.25,B,57.1,11,A,18.7,A,26.6,B,0.75,B,Proficient,In Good Standing
26Q026,26,P.S. 026 RUFUS KING,Dina Koski,ICI,ESMS,Elementary School,20.59,B,56.4,8.3,B,16.2,A,30.4,B,1.5,A,Well Developed,In Good Standing
26Q031,26,P.S. 031 BAYSIDE,Terri Graybow,ICI,ESMS,Elementary School,22.93,A,62.3,7.9,B,15.1,B,37,A,2.25,A,Well Developed,In Good Standing
26Q041,26,P.S. 041 CROCHERON,Sari Latto,ICI,ESMS,Elementary School,14.51,A,59.8,13.4,A,18.5,A,27.9,B,0,B,Well Developed,In Good Standing
26Q046,26,P.S. 046 ALLEY POND,Marsha Goldberg,ICI,ESMS,Elementary School,26.24,A,81.6,13,A,20.9,A,46.2,A,1.5,A,Well Developed,In Good Standing
26Q067,26,J.H.S. 067 LOUIS PASTEUR,Zoi Mcgrath,ICI,ESMS,Middle School,3.80,B,63.5,8.3,B,19.5,A,31.9,B,3.75,A,Well Developed,In Good Standing
26Q074,26,J.H.S. 074 NATHANIEL HAWTHORNE,Andrea Dapolito,ICI,ESMS,Middle School,3.82,B,62.8,9,B,18.9,A,31.9,B,3,A,Well Developed,In Good Standing
26Q094,26,P.S. 094 DAVID D. PORTER,Joann Barbeosch,ICI,ESMS,Elementary School,14.99,B,58.5,10.9,A,18.7,A,28.9,B,0,A,Proficient,In Good Standing
26Q098,26,P.S. 098 THE DOUGLASTON SCHOOL,Sheila Huggins,ICI,ESMS,Elementary School,11.72,A,68.1,10.6,A,20.1,A,37.4,A,0,B,Well Developed,In Good Standing
26Q115,26,P.S. 115 GLEN OAKS,James Ambrose,ICI,ESMS,Elementary School,25.75,A,71.2,11,A,15.1,B,44.3,A,0.75,B,Proficient,In Good Standing
26Q133,26,P.S. 133 QUEENS,Shelley Steppel,ICI,ESMS,Elementary School,25.11,A,81.9,10.4,A,15.7,A,52.8,A,3,A,Well Developed,In Good Standing
26Q158,26,M.S. 158 MARIE CURIE,Marie Nappi,ICI,ESMS,Middle School,3.61,A,70,7.2,B,17.2,B,35.8,A,9.75,A,Proficient,In Good Standing
26Q159,26,P.S. 159,Marlene Zucker,ICI,ESMS,Elementary School,20.41,A,68.6,11.7,A,21.7,A,34.4,A,0.75,C,Well Developed,In Good Standing
26Q162,26,P.S. 162 JOHN GOLDEN,Dena Poulos,ICI,ESMS,Elementary School,16.68,A,64,11.2,A,19,A,33.8,A,0,A,Well Developed,In Good Standing
26Q172,26,IRWIN ALTMAN MIDDLE SCHOOL 172,Jeffrey Slivko,ICI,ESMS,Middle School,3.62,B,63.2,6.8,B,17.1,B,35.5,A,3.75,A,Well Developed,In Good Standing
26Q173,26,P.S. 173 FRESH MEADOWS,Molly Wang,ICI,ESMS,Elementary School,19.27,A,81.2,11.2,A,20,A,47,A,3,C,Well Developed,In Good Standing
26Q178,26,P.S./ IS 178 HOLLISWOOD,Jennifer Carreón Ambert,ICI,ESMS,K-8,18.69,B,57.3,7.5,C,17.6,B,29.9,B,2.25,A,Well Developed,In Good Standing
26Q186,26,P.S. 186 CASTLEWOOD,Dolores Troy-Quinn,ICI,ESMS,Elementary School,22.06,A,73.9,12.3,A,21.5,A,40.1,A,0,C,Proficient,In Good Standing
26Q188,26,P.S. 188 KINGSBURY,Janet Caraisco,ICI,ESMS,Elementary School,10.37,A,90.1,13.9,A,24.5,A,51.7,A,0,B,Proficient,In Good Standing
26Q191,26,P.S. 191 MAYFLOWER,Michael Ranieri,ICI,ESMS,Elementary School,18.91,A,66.4,13.9,A,20.6,A,31.9,B,0,A,Well Developed,In Good Standing
26Q203,26,P.S. 203 OAKLAND GARDENS,Carole Nussbaum,ICI,ESMS,Elementary School,15.43,A,61.7,12.4,A,22.5,A,26.8,B,0,B,Outstanding,In Good Standing
26Q205,26,P.S. 205 ALEXANDER GRAHAM BELL,Susan Sherer,ICI,ESMS,Elementary School,14.14,B,57.5,13.2,A,22,A,22.3,C,0,A,Well Developed,In Good Standing
26Q213,26,P.S. 213 THE CARL ULLMAN SCHOOL,Bruce Baronoff,ICI,ESMS,Elementary School,19.61,A,75.7,13,A,20.2,A,42.5,A,0,A,Well Developed,In Good Standing
26Q216,26,J.H.S. 216 GEORGE J. RYAN,Reginald Landeau,ICI,ESMS,Middle School,3.59,A,67.3,8.5,B,16.9,B,35.9,A,6,B,Well Developed,Requiring Academic Progress - Year 3
26Q221,26,P.S. 221 NORTH HILLS,Sheelia Twomey,ICI,ESMS,Elementary School,12.33,A,70.8,9.6,A,22,A,39.2,A,0,A,Well Developed,In Good Standing
26Q266,26,P.S. / I.S. 266,Nicole Denise Scott,ICI,ESMS,K-8,17.76,A,77,9.9,B,18.9,A,45.2,A,3,A,Proficient,In Good Standing
26Q415,26,BENJAMIN N. CARDOZO HIGH SCHOOL,Rick Hallman,ICI,HS,High School,3.07,B,55.3,5.6,B,13.5,B,29.2,B,7,B,Well Developed,In Good Standing
26Q430,26,FRANCIS LEWIS HIGH SCHOOL,Jeffrey Scherr,ICI,HS,High School,2.85,A,64.5,8.1,B,15,B,35.4,A,6,B,Well Developed,Requiring Academic Progress - Year 4
26Q435,26,MARTIN VAN BUREN HIGH SCHOOL,Marilyn Shevell,ESO,HS,High School,2.43,B,58,3.6,C,15.9,B,32.5,B,6,B,Proficient,In Good Standing
26Q495,26,BAYSIDE HIGH SCHOOL,Judith Tarlo,ICI,HS,High School,3.01,B,57.1,6.1,B,11.2,B,32.8,B,7,B,Well Developed,Requiring Academic Progress - Year 1
26Q566,26,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES",Nigel Pugh,ESO,HS,High School,2.72,A,68.1,8.5,B,17.1,A,34.5,B,8,B,Well Developed,In Good Standing
27Q042,27,P.S. 042 R. VERNAM,Riva Madden,KLSO,ESMS,K-8,55.03,D,30.1,4.8,C,7.4,D,17.9,D,0,B,Proficient,Restructuring - Year 2
27Q043,27,P.S. 043,John Quattrocchi,ESO,ESMS,K-8,55.47,C,45.8,6.8,C,15.3,B,22.2,C,1.5,C,Well Developed,In Good Standing
27Q045,27,P.S. 045 CLARENCE WITHERSPOON,Evelyn Terrell,KLSO,ESMS,Elementary School,54.93,A,73.9,7.6,B,17.6,A,44.2,A,4.5,B,Proficient,In Good Standing
27Q047,27,P.S. 047 CHRIS GALAS,Patricia Tubridy,KLSO,ESMS,K-8,24.15,B,51.3,10.9,A,17.3,B,23.1,C,0,A,Well Developed,In Good Standing
27Q053,27,I.S. 053 BRIAN PICCOLO,Claude Monereau,ESO,ESMS,Middle School,2.87,B,59.6,10.2,A,16.3,B,30.1,B,3,C,Well Developed,Planning for Restructuring
27Q056,27,P.S. 056 HARRY EICHLER,Ann Leiter,ESO,ESMS,Elementary School,37.65,B,46.2,8.3,B,14.6,B,20.3,C,3,B,Well Developed,In Good Standing
27Q060,27,P.S. 060 WOODHAVEN,Frank Desario,KLSO,ESMS,Elementary School,47.14,A,66.6,7.4,B,19.6,A,36.6,A,3,B,Well Developed,In Good Standing
27Q062,27,P.S. 062 CHESTER PARK,Angela O'Dowd,ESO,ESMS,Elementary School,33.95,A,62.4,9.3,A,15.4,B,33.2,A,4.5,A,Well Developed,In Good Standing
27Q063,27,P.S. 063 OLD SOUTH,Deidra Graulich,ESO,ESMS,Elementary School,42.14,A,71,9.4,A,18.3,A,35,A,8.25,B,Well Developed,In Good Standing
27Q064,27,P.S. 064 JOSEPH P. ADDABBO,Laura Kaiser,KLSO,ESMS,Elementary School,41.75,A,60.7,10.9,A,18.1,A,30.2,B,1.5,C,Well Developed,In Good Standing
27Q065,27,P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,Beth Longo,ESO,ESMS,Elementary School,40.34,B,51.3,11.9,A,13.5,B,25.1,B,0.75,C,Well Developed,In Good Standing
27Q066,27,P.S. 066 JACQUELINE KENNEDY ONASSIS,Phyllis Leinwand,KLSO,ESMS,Elementary School,50.31,A,72.7,11.3,A,25,A,36.4,A,0,B,Well Developed,In Good Standing
27Q090,27,P.S. 090 HORACE MANN,Adrienne Ubertini,KLSO,ESMS,Elementary School,46.04,A,67,9,B,19.5,A,29.5,B,9,C,Well Developed,In Good Standing
27Q096,27,P.S. 096,Joyce Walker,KLSO,ESMS,Elementary School,48.02,B,52.6,9,B,16.6,A,26.2,B,0.75,B,Well Developed,In Good Standing
27Q097,27,P.S. 097 FOREST PARK,Maureen Ingram,KLSO,ESMS,Elementary School,49.90,A,62.3,6.8,B,19.8,A,34.9,A,0.75,B,Well Developed,In Good Standing
27Q100,27,P.S. 100 GLEN MORRIS,Michelle Betancourt,ESO,ESMS,Elementary School,42.37,A,79.2,8,B,19.8,A,46.1,A,5.25,A,Well Developed,In Good Standing
27Q104,27,P.S. 104 THE BAYS WATER,Katie Grady,KLSO,ESMS,Elementary School,58.25,C,39.4,7.7,B,8.3,C,21.9,C,1.5,C,Well Developed,In Good Standing
27Q105,27,P.S. 105 THE BAY SCHOOL,Laurie Shapiro,KLSO,ESMS,K-8,58.14,C,39.6,9.9,B,11.6,C,18.1,D,0,D,Proficient,In Good Standing
27Q106,27,P.S. 106,Marcella Sills,KLSO,ESMS,Elementary School,55.63,C,39.3,3.1,F,20.6,A,14.8,C,0.75,C,Well Developed,In Good Standing
27Q108,27,P.S. 108 CAPTAIN VINCENT G. FOWLER,Marie Biondollilo,ESO,ESMS,Elementary School,31.72,A,68.9,9.9,A,15.7,A,38,A,5.25,A,Outstanding,In Good Standing
27Q114,27,P.S. / M.S. 114 BELLE HARBOR,Stephen P. Grill,KLSO,ESMS,K-8,11.63,C,47.6,8.4,B,16.1,B,22.3,C,0.75,B,Well Developed,In Good Standing
27Q123,27,P.S. 123,Cynthia Sumay-Eaton,ICI,ESMS,Elementary School,62.02,B,53.8,8.9,B,11.8,B,31.6,B,1.5,D,Proficient,In Good Standing
27Q124,27,P.S. 124 OSMOND A CHURCH,Valarie Lewis,ESO,ESMS,K-8,40.79,B,55.2,11.6,A,19.4,A,22.7,C,1.5,C,Well Developed,In Good Standing
27Q137,27,M.S. 137 AMERICA'S SCHOOL OF HEROES,Laura Mastrogiovanni,KLSO,ESMS,Middle School,3.36,B,61.8,7.2,B,17.1,B,33.7,B,3.75,B,Well Developed,In Corrective Action
27Q146,27,P.S. 146 HOWARD BEACH,Mary Reilly,KLSO,ESMS,K-8,26.93,B,56.1,9.2,B,13.5,B,31.9,B,1.5,B,Well Developed,In Good Standing
27Q155,27,P.S. 155,Dorothy Morris,ICI,ESMS,Elementary School,49.58,B,57.6,8.6,B,16.7,A,30.8,B,1.5,F,Well Developed,In Good Standing
27Q183,27,P.S. 183 DR. RICHARD R. GREEN,Renee Peart,KLSO,ESMS,K-8,56.53,C,49.4,8.8,B,12.1,C,26.2,B,2.25,C,Well Developed,In Good Standing
27Q197,27,P.S. 197 THE OCEAN SCHOOL,Michael Koss,KLSO,ESMS,Elementary School,63.18,B,58,8,B,11.8,B,35.9,A,2.25,B,Well Developed,Restructuring - Year 1
27Q202,27,J.H.S. 202 ROBERT H. GODDARD,William Moore,KLSO,ESMS,Middle School,3.32,B,58.3,8,B,16,B,29.8,B,4.5,B,Well Developed,Requiring Academic Progress - Year 5
27Q207,27,P.S. 207 ROCKWOOD PARK,Linda Spadaro,KLSO,ESMS,K-8,19.68,B,51,8.6,B,13.5,B,25.1,B,3.75,B,Proficient,In Good Standing
27Q210,27,J.H.S. 210 ELIZABETH BLACKWELL,Rosalyn Allman-Manning,KLSO,ESMS,Middle School,3.33,B,53.6,5.2,C,15.8,B,29.6,B,3,C,Proficient,In Corrective Action
27Q215,27,P.S. 215 LUCRETIA MOTT,Susan Rippe,KLSO,ESMS,Elementary School,61.21,A,61.3,7.4,B,12.5,B,38.4,A,3,B,Proficient,In Good Standing
27Q223,27,P.S. 223 LYNDON B. JOHNSON,Deborah Otto,ESO,ESMS,Elementary School,55.04,A,71.8,8.4,B,16.6,A,43.8,A,3,C,Proficient,In Need of Improvement - Year 1
27Q225,27,P.S. 225 SEASIDE,Matthew P. Melchiorre,KLSO,ESMS,K-8,49.50,D,27.6,2.1,F,7.4,D,15.8,D,2.25,D,Proficient,Restructuring - Year 2
27Q226,27,J.H.S. 226 VIRGIL I. GRISSOM,Sonia Nieves,KLSO,ESMS,Middle School,3.15,C,41.4,4.7,D,13.5,C,23.2,C,0,D,Proficient,Restructuring - Year 3
27Q232,27,P.S. 232 LINDENWOOD,Lisa Josephson,KLSO,ESMS,K-8,31.56,B,66.3,10.3,B,16.3,B,30.7,B,9,B,Well Developed,In Good Standing
27Q253,27,P.S. 253,Robin Johnson,KLSO,ESMS,Elementary School,58.60,B,52.7,9.9,A,18.1,A,23.9,B,0.75,B,Well Developed,In Good Standing
27Q254,27,P.S. 254,Naomi Drouillard,KLSO,ESMS,Elementary School,49.42,A,91,13.8,A,25,A,48.4,A,3.75,C,Well Developed,In Good Standing
27Q260,27,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,Linda Alfred,KLSO,HS,High School,2.52,B,54.6,6.6,B,10.5,B,31.5,B,6,,Well Developed,In Good Standing
27Q262,27,CHANNEL VIEW SCHOOL FOR RESEARCH,Patricia Tubridy,KLSO,ESMS,Middle School,3.45,C,39.9,7.4,B,16.7,B,15.8,D,0,C,Well Developed,In Good Standing
27Q262,27,CHANNEL VIEW SCHOOL FOR RESEARCH,Patricia Tubridy,KLSO,HS,High School,2.79,A,78.3,7.3,B,18.7,A,45.3,A,7,,Well Developed,In Good Standing
27Q279,27,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,Alex Maysonet,ESO,HS,High School,2.49,,,,,,,,,7,,Proficient,In Good Standing
27Q282,27,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,Peter Dalton,KLSO,ESMS,Middle School,3.37,B,65.1,13.3,A,20.5,A,30.5,B,0.75,,Well Developed,In Good Standing
27Q323,27,SCHOLARS' ACADEMY,Brian O'Connell,KLSO,ESMS,Middle School,4.02,B,60.4,12.6,A,22.5,A,25.3,C,0,B,Outstanding,In Good Standing
27Q323,27,SCHOLARS' ACADEMY,Brian O'Connell,KLSO,HS,High School,3.68,,,,,,,,,0,,Outstanding,In Good Standing
27Q333,27,GOLDIE MAPLE ACADEMY,Angela Logan,ESO,ESMS,Elementary School,54.75,A,73.7,13.6,A,23,A,37.1,A,0,,Well Developed,In Good Standing
27Q400,27,AUGUST MARTIN HIGH SCHOOL,Anthony Cromer,KLSO,HS,High School,2.05,B,44.5,7.8,B,8.6,C,25.1,B,3,D,Well Developed,Requiring Academic Progress - Year 4
27Q410,27,BEACH CHANNEL HIGH SCHOOL,David Morris,KLSO,HS,High School,2.08,C,38.2,3.3,F,11.2,B,22.7,C,1,C,Proficient,Restructuring - Year 1
27Q465,27,FAR ROCKAWAY HIGH SCHOOL,Denise Hallett,ESO,HS,High School,,,,,,,,,,3,D,,Restructuring - Year 2
27Q475,27,RICHMOND HILL HIGH SCHOOL,Ms. Frances Desanctis,ICI,HS,High School,2.26,F,27.9,3.4,D,5.3,F,17.2,F,2,C,Proficient,Requiring Academic Progress - Year 5
27Q480,27,JOHN ADAMS HIGH SCHOOL,Grace Zwillenberg,KLSO,HS,High School,2.25,D,33,3.1,F,6.4,D,21.5,C,2,C,Well Developed,Requiring Academic Progress - Year 5
27Q650,27,"HIGH SCHOOL FOR CONSTRUCTION TRADES, ENGINEERING AND ARCHITECTURE",Quintin Cedeno,ESO,HS,High School,3.03,,,,,,,,,5,,Well Developed,In Good Standing
28Q008,28,J.H.S. 008 RICHARD S. GROSSLEY,John Murphy,CEI-PEA,ESMS,Middle School,3.04,B,58.8,5.1,D,14,B,35.2,B,4.5,D,Well Developed,In Need of Improvement - Year 1
28Q030,28,P.S. 030 QUEENS,Dwayne Crowder,ICI,ESMS,Elementary School,53.24,C,33,8.7,B,7.6,D,16.7,C,0,D,Proficient,In Need of Improvement - Year 1
28Q040,28,P.S. 040 SAMUEL HUNTINGTON,Adrienne Lloyd,CLSO,ESMS,Elementary School,60.27,C,44.4,4.7,C,11,C,25.7,B,3,B,Well Developed,In Good Standing
28Q048,28,P.S. 048 WILLIAM WORDSWORTH,Patricia M. Mitchell,ICI,ESMS,Elementary School,53.96,B,53.8,10.2,A,14.6,B,28.2,B,0.75,C,Proficient,In Good Standing
28Q050,28,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,Maureen Lore,ICI,ESMS,Elementary School,47.91,A,69.2,5.9,C,17.1,A,43.9,A,2.25,B,Proficient,In Good Standing
28Q054,28,P.S. 054 HILLSIDE,Diane Jones,ICI,ESMS,Elementary School,46.81,A,67,8.6,B,12.6,B,41.3,A,4.5,C,Proficient,In Need of Improvement - Year 1
28Q055,28,P.S. 055 MAURE,Ralph K Honore,ICI,ESMS,Elementary School,38.82,A,65.5,7.7,B,11.8,B,40,A,6,A,Proficient,In Good Standing
28Q072,28,M.S. Q072 CATHERINE & COUNT BASIE MIDDLE SCHOOL,Chrystal Taylor-Brown,CEI-PEA,ESMS,Middle School,3.16,C,48.7,6.9,B,14.2,B,26.8,B,0.75,B,Proficient,Restructuring - Year 3
28Q080,28,P.S. 080 THURGOOD MARSHALL MAGNET,Paulette Glenn,ICI,ESMS,Elementary School,58.78,A,60.5,10.9,A,17,A,29.6,B,3,B,Well Developed,In Good Standing
28Q082,28,P.S. 082 HAMMOND,Angela Boykin,ICI,ESMS,Elementary School,52.48,A,74.6,8.6,B,22.5,A,38.2,A,5.25,B,Proficient,In Good Standing
