DBN,DISTRICT,SCHOOL,PRINCIPAL,2007-08 SCHOOL SUPPORT ORGANIZATION,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,OVERALL GRADE,OVERALL SCORE,ENVIRONMENT CATEGORY SCORE,ENVIRONMENT GRADE,PERFORMANCE CATEGORY SCORE,PERFORMANCE GRADE,PROGRESS CATEGORY SCORE,PROGRESS GRADE,ADDITIONAL CREDIT,2006-07 PROGRESS REPORT GRADE,2007-08 QUALITY REVIEW SCORE,2006-07 FEDERAL ACCOUNTABILITY STATUS
03M163,03,P.S. 163 ALFRED E. SMITH,Virginia Pepe,ESO,ESMS,Elementary School,41.67,B,51.3,7.2,B,15.9,A,27.4,B,0.75,B,Well Developed,In Good Standing
03M165,03,P.S. 165 ROBERT E. SIMON,Linda Chen,ESO,ESMS,Elementary School,59.09,B,51.1,7.2,B,12.3,B,28.6,B,3,A,Well Developed,In Need of Improvement - Year 2
03M166,03,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,Richard Ronga,ESO,ESMS,Elementary School,27.95,B,54.8,3.9,D,16.6,A,29.8,B,4.5,C,Well Developed,In Good Standing
03M180,03,P.S. 180 HUGO NEWMAN,Peter Mcfarlane,ESO,ESMS,K-8,58.37,B,62.2,14.5,A,20.5,A,25.7,B,1.5,A,Well Developed,In Good Standing
03M191,03,P.S. 191 AMSTERDAM,Maria Verdesoto,ESO,ESMS,K-8,54.10,B,53.3,8.7,B,12.9,C,29.4,B,2.25,A,Well Developed,In Good Standing
03M199,03,P.S. 199 JESSIE ISADOR STRAUS,Katy Rosen,ESO,ESMS,K-8,12.93,A,66.7,11.3,A,21.8,A,33.6,B,0,A,Well Developed,Requiring Academic Progress - Year 1
03M208,03,P.S. 208 ALAIN L. LOCKE,Susan M. Green,ICI,ESMS,Elementary School,62.06,B,48.5,10.1,A,9.4,C,29,B,0,B,Proficient,In Need of Improvement - Year 2
03M241,03,P.S. 241 FAMILY ACADEMY,Diana Diaz,ESO,ESMS,K-8,62.45,D,30.4,3.2,D,5.4,D,21.8,C,0,B,Proficient,Requiring Academic Progress - Year 2
03M242,03,P.S. M242 -  GWENDOLYN POWELL BROWN COMPUTER SCHOOL,Denise Gomez,ESO,ESMS,Elementary School,57.24,C,39.2,6.7,B,5.5,F,24.7,B,2.25,C,Proficient,In Good Standing
03M243,03,M.S. 243 CENTER SCHOOL,Elaine Schwartz,ESO,ESMS,Middle School,3.81,A,89.5,14.4,A,21.6,A,53.5,A,0,D,Proficient,In Good Standing
03M245,03,M.S. M245 THE COMPUTER SCHOOL,Henry Zymeck,ESO,ESMS,Middle School,3.51,A,68.2,13.9,A,16.4,B,35.6,A,2.25,B,Well Developed,In Good Standing
03M246,03,M.S. M246 CROSSROADS SCHOOL,Johanna Barbara Dillenbeck,LLSO,ESMS,Middle School,,,,,,,,,,,C,Underdeveloped,In Good Standing
03M247,03,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,Claudia Aguirre,ESO,ESMS,Middle School,2.95,A,78.8,15,A,17.1,B,45.2,A,1.5,A,Well Developed,In Need of Improvement - Year 1
03M250,03,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,Jeanne Rotunda,ESO,ESMS,Middle School,3.04,A,75.1,13.4,A,19.5,A,39.2,A,3,A,Well Developed,In Good Standing
03M256,03,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,Cheryl Rosen,ESO,ESMS,Middle School,2.90,B,64,9.9,A,18.9,A,33.7,B,1.5,A,Proficient,Restructuring - Year 2
03M258,03,M.S. 258 COMMUNITY ACTION SCHOOL,John Curry,ESO,ESMS,Middle School,3.02,A,93.6,13.3,A,22.9,A,49.9,A,7.5,A,Well Developed,In Good Standing
03M299,03,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",Stephen Noonan,New Visions,HS,High School,2.04,,,,,,,,,2,,Proficient,In Good Standing
03M307,03,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",Lynnette Delgado,ESO,HS,High School,2.28,B,59.5,4.6,C,12.6,B,33.3,B,9,,Well Developed,In Good Standing
03M333,03,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,Susan Rappaport,CEI-PEA,ESMS,K-8,26.00,C,40,6.7,C,11.3,C,19,C,3,A,Proficient,In Good Standing
03M334,03,THE ANDERSON SCHOOL,Brian Culot,ESO,ESMS,K-8,7.83,A,69.7,15,A,25,A,29.7,B,0,A,Well Developed,In Good Standing
03M415,03,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,Herma Hall (I.A.),ESO,ESMS,Middle School,2.78,B,58,5.8,C,17.3,B,34.1,B,0.75,B,Well Developed,In Need of Improvement - Year 1
03M415,03,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,Herma Hall (I.A.),ESO,HS,High School,2.12,A,68.1,6.4,B,17.3,A,39.4,A,5,A,Well Developed,In Need of Improvement - Year 1
03M470,03,LOUIS D. BRANDEIS HIGH SCHOOL,Dr. Eloise Messineo,ESO,HS,High School,1.97,D,29.8,1.5,F,7,D,20.3,C,1,C,Well Developed,Restructuring - Year 1
03M479,03,BEACON HIGH SCHOOL,Ruth Lacey,ESO,HS,High School,3.35,A,78.4,12,A,12.6,B,49.8,A,4,B,Well Developed,In Good Standing
03M485,03,FIORELLO H. LAGUARDIA HIGH SCHOOL OF MUSIC & ART AND PERFORMING ARTS,Kim Bruno,ESO,HS,High School,3.63,A,79,8.2,B,22.8,A,46,A,2,A,Outstanding,In Good Standing
03M492,03,"HIGH SCHOOL FOR LAW, ADVOCACY AND COMMUNITY JUSTICE",Miriam Nightengale,LLSO,HS,High School,2.07,B,57.4,7.4,B,14.1,B,32.9,B,3,C,Well Developed,In Good Standing
03M494,03,HIGH SCHOOL OF ARTS AND TECHNOLOGY,Anne Geiger,ESO,HS,High School,2.28,A,67,6.5,B,15.1,B,37.4,A,8,B,Proficient,In Good Standing
03M505,03,EDWARD A. REYNOLDS WEST SIDE HIGH SCHOOL,Jean Mctavish,ESO,HS,Transfer School,1.90,B,49.6,9.6,A,12.2,B,25.3,B,2.5,B,Proficient,In Need of Improvement - Year 2
03M541,03,MANHATTAN / HUNTER SCIENCE HIGH SCHOOL,Susan Kreisman,CUNY,HS,High School,3.18,A,66.1,9.3,A,18.9,A,37.9,A,0,A,Well Developed,In Good Standing
03M860,03,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Latasha Greer,New Visions,ESMS,Middle School,3.06,B,56.1,6.5,C,13.7,C,32.9,B,3,C,Proficient,In Good Standing
03M860,03,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,Latasha Greer,New Visions,HS,High School,2.42,B,43.9,5.9,B,16.3,A,21.7,C,0,B,Proficient,In Good Standing
03M862,03,MOTT HALL II,Ana De Los Santos,ESO,ESMS,Middle School,3.50,A,77,12.6,A,20.1,A,43.5,A,0.75,C,Well Developed,In Good Standing
04M007,04,P.S. 007 SAMUEL STERN,Racquel Jones,ICI,ESMS,K-8,61.63,B,61.4,8.7,B,14.7,B,29,B,9,F,Proficient,In Need of Improvement - Year 1
04M012,04,TAG YOUNG SCHOLARS,Janette Cesar,CEI-PEA,ESMS,K-8,42.08,B,56.5,10,B,23.5,A,23,C,0,B,Well Developed,In Good Standing
04M013,04,J.H.S. 013 JACKIE ROBINSON,Jacob Michelman,CLSO,ESMS,Middle School,2.81,B,58.2,7.1,B,12.1,C,34.5,B,4.5,F,Well Developed,Restructuring - Year 3
04M037,04,RIVER EAST ELEMENTARY,Alison Mckenzie,ICI,ESMS,Elementary School,54.70,B,53,9.3,A,12,B,31.7,B,0,B,Well Developed,In Good Standing
04M038,04,P.S. 38 ROBERTO CLEMENTE,Norma Caraballo,LLSO,ESMS,Elementary School,60.34,C,45.4,4.3,D,12.5,B,27.1,B,1.5,C,Well Developed,In Good Standing
04M045,04,J.H.S. M045 JOHN S. ROBERTS,Maria Aviles,ESO,ESMS,Middle School,2.85,B,64,6.6,B,12.6,C,38.8,A,6,F,Proficient,Restructuring - Year 3
04M050,04,P.S. 050 VITO MARCANTONIO,Rebekah Mitchell,ESO,ESMS,K-8,64.68,B,56.4,7,C,11.2,C,32.9,B,5.25,C,Well Developed,Restructuring - Year 3
04M057,04,JAMES WELDON JOHNSON,Israel Soto,ESO,ESMS,K-8,63.61,A,74.6,13.7,A,23.8,A,32.6,B,4.5,B,Well Developed,In Good Standing
04M072,04,P.S. 072,Loren Bohlen,ESO,ESMS,Elementary School,66.69,A,72.1,9.7,A,18.3,A,41.8,A,2.25,C,Well Developed,In Good Standing
04M083,04,P.S. 083 LUIS MUNOZ RIVERA,Frances Castillo,ESO,ESMS,Elementary School,57.12,A,76.1,11.3,A,25,A,38.3,A,1.5,B,Well Developed,In Good Standing
04M096,04,P.S. 096 JOSEPH LANZETTA,Victor Lopez,ESO,ESMS,K-8,64.42,B,66.3,8.7,B,19.1,A,37.7,A,0.75,B,Well Developed,In Good Standing
04M101,04,P.S. 101 ANDREW DRAPER,Alexander Castillo,KLSO,ESMS,K-8,,,,,,,,,,,F,,In Need of Improvement - Year 1
04M102,04,P.S. 102 JACQUES CARTIER,Sandra Gittens,LLSO,ESMS,Elementary School,68.83,A,76.2,10.7,A,19.1,A,38.1,A,8.25,C,Well Developed,In Need of Improvement - Year 2
04M108,04,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,Lourdes Arroyo,ESO,ESMS,K-8,61.95,A,77.3,11.7,A,22.4,A,36.4,A,6.75,A,Well Developed,In Good Standing
04M117,04,TITO PUENTE EDUCATION COMPLEX,Ralph Martinez,ICI,ESMS,Middle School,,,,,,,,,,,D,,Restructuring - Year 3
04M146,04,P.S. 146 ANN M. SHORT,Laura Silver,ICI,ESMS,Elementary School,70.44,B,51.2,7.5,B,14.2,B,27.2,B,2.25,C,Proficient,In Good Standing
04M155,04,P.S. 155 WILLIAM PACA,Alejandrin Hendrick,LLSO,ESMS,Elementary School,69.81,A,73.1,12.7,A,17.1,A,39.5,A,3.75,A,Well Developed,In Need of Improvement - Year 2
04M171,04,P.S. 171 PATRICK HENRY,Dimitres Pantelidis,ESO,ESMS,K-8,57.33,B,65.9,10.2,B,20.9,A,30.3,B,4.5,A,Well Developed,In Good Standing
04M182,04,THE BILINGUAL BICULTURAL SCHOOL,Andrea Hernandez,ESO,ESMS,Elementary School,64.40,A,86.5,10.5,A,25,A,45,A,6,A,Well Developed,In Good Standing
04M206,04,P.S. 206 JOSE CELSO BABOSA,Myrna Rodriguez,ICI,ESMS,Elementary School,66.82,B,55,7.9,B,15.1,B,26,B,6,D,Well Developed,In Good Standing
04M224,04,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,Lillian Sarro,CEI-PEA,ESMS,Middle School,3.68,B,56,8.8,B,14.1,B,29.3,B,3.75,C,Well Developed,In Good Standing
04M435,04,MANHATTAN CENTER FOR SCIENCE AND MATHEMATICS,Jose David Jimenez,ESO,HS,High School,3.05,B,63.7,7,B,14,B,37.7,A,5,A,Proficient,In Good Standing
04M495,04,PARK EAST HIGH SCHOOL,Kevin Mccarthy,ESO,HS,High School,2.11,A,68,10.7,A,17.7,A,34.6,B,5,B,Proficient,In Good Standing
04M497,04,CENTRAL PARK EAST I,Julie Zuckerman,ESO,ESMS,Elementary School,40.45,B,52.1,11.5,A,3.3,F,36.5,A,0.75,D,Proficient,In Good Standing
04M555,04,CENTRAL PARK EAST HIGH SCHOOL,Bennett Lieberman,CLSO,HS,High School,1.96,A,64.2,10.9,A,10.7,B,35.5,A,7.1,B,Proficient,Requiring Academic Progress - Year 4
04M610,04,YOUNG WOMEN'S LEADERSHIP SCHOOL,Althea Bradshaw-Tyson,New Visions,ESMS,Middle School,3.43,C,47.5,13,A,18.2,A,14.8,D,1.5,B,Well Developed,In Good Standing
04M610,04,YOUNG WOMEN'S LEADERSHIP SCHOOL,Althea Bradshaw-Tyson,New Visions,HS,High School,2.97,A,67.2,13.8,A,20.4,A,33,B,0,A,Well Developed,In Good Standing
04M635,04,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,David Grodsky,ESO,ESMS,Middle School,2.98,,,,,,,,,,F,Underdeveloped with Proficient Features,In Good Standing
04M635,04,ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SCHOOL,David Grodsky,ESO,HS,High School,2.02,C,34.8,3.4,D,14.3,B,17.1,F,0,C,Underdeveloped with Proficient Features,In Good Standing
04M680,04,"HERITAGE SCHOOL, THE",Vivian Orlen,ESO,HS,High School,1.95,A,82.6,7.8,B,20.2,A,44.6,A,10,A,Proficient,In Good Standing
04M695,04,URBAN PEACE ACADEMY,Flora Greenaway,ICI,HS,High School,,,,,,,,,,2,,,Planning for Restructuring
04M825,04,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,Lisa Nelson,ESO,ESMS,Middle School,3.13,A,66.8,11.2,A,14.4,B,34.4,B,6.75,D,Proficient,In Good Standing
04M964,04,CENTRAL PARK EAST II,Naomi Smith,ESO,ESMS,Elementary School,53.21,C,34.7,12.8,A,2,F,19.9,C,0,B,Well Developed,In Good Standing
05M030,05,P.S. 030 HERNANDEZ/HUGHES,Karen Melendez Hutt,CLSO,ESMS,Elementary School,62.26,B,58.8,8.8,B,14.1,B,31.4,B,4.5,A,Well Developed,In Good Standing
05M046,05,P.S. 046 ARTHUR TAPPAN,George Young,ESO,ESMS,Elementary School,63.41,B,50.3,7.2,B,13.4,B,29.7,B,0,A,Well Developed,In Need of Improvement - Year 1
05M092,05,P.S. 092 MARY MCLEOD BETHUNE,Rosa Davila,CLSO,ESMS,Elementary School,60.26,B,48.1,6.6,B,12.5,B,24.5,B,4.5,C,Well Developed,In Need of Improvement - Year 1
05M123,05,P.S. 123 MAHALIA JACKSON,Beverly Lewis,KLSO,ESMS,Elementary School,60.33,B,51.6,6.9,B,11.1,C,33.6,A,0,B,Well Developed,In Good Standing
05M125,05,P.S. 125 RALPH BUNCHE,Claudette Lustin,ESO,ESMS,Elementary School,60.46,B,56.3,6,C,10.6,C,38.2,A,1.5,C,Proficient,Restructuring - Year 3
05M129,05,P.S. 129 JOHN H. FINLEY,Odelphia Pierre,CLSO,ESMS,Elementary School,58.45,A,68.5,6.8,B,12.1,B,42.8,A,6.75,A,Well Developed,In Good Standing
05M133,05,P.S. 133 FRED R MOORE,Pamela Craig,CLSO,ESMS,Elementary School,61.15,B,49,7.7,B,8.5,C,32,B,0.75,C,Proficient,In Good Standing
05M154,05,P.S. 154 HARRIET TUBMAN,Elizabeth Jarrett,CLSO,ESMS,Elementary School,61.32,B,45.8,8.4,B,11.1,C,23.3,C,3,C,Proficient,In Good Standing
05M161,05,P.S. 161 PEDRO ALBIZU CAMPOS,Barbara D. Brown,ESO,ESMS,Elementary School,65.97,A,65.1,9.9,A,19.8,A,31.6,B,3.75,B,Well Developed,In Need of Improvement - Year 2
05M172,05,POWELL M.S. FOR LAW & SOCIAL JUSTICICE,Winston Riley,LLSO,ESMS,Middle School,,,,,,,,,,,,,Planning for Restructuring
05M175,05,P.S. 175 HENRY H GARNET,Cheryl Mcclendon,CLSO,ESMS,Elementary School,53.40,C,39,5.7,C,9.8,C,23.5,B,0,B,Well Developed,In Good Standing
05M194,05,P.S. 194 COUNTEE CULLEN,Daryle Young,ESO,ESMS,Elementary School,63.85,D,29.9,4.7,C,5.2,F,18.5,C,1.5,F,Proficient,In Good Standing
05M195,05,I.S. 195 ROBERTO CLEMENTE,Aura Rivera,CLSO,ESMS,Middle School,3.00,B,50.8,7.6,B,14.2,B,27.5,B,1.5,C,Well Developed,Restructuring - Year 4
05M197,05,P.S. 197 JOHN B. RUSSWURM,Renardo Wright,CLSO,ESMS,Elementary School,58.98,C,34.1,5.3,C,9.4,C,16.4,C,3,B,Well Developed,In Good Standing
05M200,05,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,Renee Y. Belton,CLSO,ESMS,Elementary School,56.94,B,52,5.3,C,6.1,D,35.3,A,5.25,B,Well Developed,In Need of Improvement - Year 2
05M283,05,MANHATTAN THEATRE LAB HIGH SCHOOL,Evelyn Collins,New Visions,HS,High School,2.17,F,27.8,5.8,B,6.4,D,15.6,F,0,,Proficient,In Good Standing
05M285,05,HARLEM RENAISSANCE HIGH SCHOOL,Mary Rice,ESO,HS,Transfer School,2.21,C,37.8,5.7,B,6.8,F,25.3,B,0,,Proficient,In Good Standing
05M286,05,I.S. M286 RENAISSANCE MILITARY LEADERSHIP ACADEMY,Qadir Ben Dixon,ESO,ESMS,Middle School,2.70,B,56,9.8,B,13.4,C,32,B,0.75,F,Proficient,Planning for Restructuring
05M302,05,KAPPA IV,Briony Carr,"Replications, Inc.",ESMS,Middle School,3.18,B,59.2,10.3,A,16.7,B,24.7,C,7.5,A,Underdeveloped with Proficient Features,In Good Standing
05M304,05,MOTT HALL HIGH SCHOOL,Blaine Walton,ESO,HS,High School,2.60,B,51.1,3.6,C,16.3,A,29.2,B,2,,Proficient,In Good Standing
05M317,05,KAPPA II,Leah Susan Dyer,ESO,ESMS,Middle School,3.08,C,40.1,4.9,D,12.3,C,21.4,C,1.5,B,Underdeveloped,In Good Standing
05M344,05,ACADEMY OF COLLABORATIVE EDUCATION,Yvonne El-Amin,ESO,ESMS,Middle School,2.94,C,43.4,0.9,F,15.1,B,26.6,B,0.75,,Underdeveloped,In Good Standing
05M362,05,COLUMBIA SECONDARY SCHOOL,Jose Maldonado-Rivera,ESO,ESMS,Middle School,3.82,,,,,,,,,,,,In Good Standing
05M367,05,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Crystal Simmons,ESO,ESMS,Middle School,3.11,,,,,,,,,,,,In Good Standing
05M367,05,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,Crystal Simmons,ESO,HS,High School,2.51,,,,,,,,,2,,,In Good Standing
05M369,05,URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS,Fia Davis,ESO,HS,High School,2.28,,,,,,,,,4,,Proficient,In Good Standing
05M469,05,CHOIR ACADEMY OF HARLEM,Dr. A. Ellen Parris,ICI,ESMS,Middle School,2.85,B,55.9,5.6,C,15.1,B,32.2,B,3,C,Underdeveloped with Proficient Features,In Need of Improvement - Year 1
05M469,05,CHOIR ACADEMY OF HARLEM,Dr. A. Ellen Parris,ICI,HS,High School,2.36,C,34.3,3.5,D,11.2,B,19.6,C,0,D,Underdeveloped with Proficient Features,In Need of Improvement - Year 1
05M499,05,FREDERICK DOUGLASS ACADEMY,Gregory Hodge,LLSO,ESMS,Middle School,3.47,C,41.3,4.5,D,15.6,B,19.7,C,1.5,A,Well Developed,In Good Standing
05M499,05,FREDERICK DOUGLASS ACADEMY,Gregory Hodge,LLSO,HS,High School,3.07,B,46.4,4.6,C,10.3,B,26.5,B,5,B,Well Developed,In Good Standing
05M670,05,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Sandye Johnson,New Visions,ESMS,Middle School,3.33,F,24.1,8.8,B,12.1,C,3.2,F,0,C,Well Developed,In Good Standing
05M670,05,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Sandye Johnson,New Visions,HS,High School,2.50,B,61.3,9.2,A,13.6,B,35.5,A,3,B,Well Developed,In Good Standing
05M685,05,BREAD  &  ROSES INTEGRATED ARTS HIGH SCHOOL,Larry Wilson,ESO,HS,High School,1.91,B,46,8.1,B,12.1,B,24.8,B,1,B,Well Developed,In Need of Improvement - Year 1
06M004,06,P.S. 004 DUKE ELLINGTON,Delois White,Fordham,ESMS,Elementary School,66.69,B,49.2,7.7,B,13.3,B,25.9,B,2.25,B,Well Developed,Restructuring - Year 3
06M005,06,P.S. 005 ELLEN LURIE,Wanda Soto,ICI,ESMS,Elementary School,67.13,A,63.3,10.6,A,16.9,A,35,A,0.75,B,Well Developed,Planning for Restructuring
06M008,06,P.S. 008 LUIS BELLIARD,Mrs. Rafaela Landin,LLSO,ESMS,Elementary School,67.70,A,66.2,11.3,A,14.1,B,40,A,0.75,C,Well Developed,Restructuring - Year 2
06M018,06,P.S. 018 PARK TERRACE,Aurea Porrata-Doria,LLSO,ESMS,K-8,63.84,B,59.9,11.8,A,10.8,C,34.3,B,3,B,Well Developed,In Good Standing
06M028,06,P.S. 028 WRIGHT BROTHERS,Elsa Nunez,LLSO,ESMS,Elementary School,66.09,A,76.8,9.5,A,16.8,A,42.2,A,8.25,C,Well Developed,Restructuring - Year 2
06M048,06,P.S. 048 P.O. MICHAEL J. BUCZEK,Tracy Walsh,LLSO,ESMS,Elementary School,66.47,A,67,10.7,A,14.7,B,39.3,A,2.25,B,Well Developed,Restructuring - Year 3
06M052,06,J.H.S. 052 INWOOD,Dr.Salvador A. Fernandez,LLSO,ESMS,Middle School,3.03,B,57.1,10.4,A,15.6,B,28.8,B,2.25,B,Well Developed,Restructuring - Year 1
06M098,06,P.S. 098 SHORAC KAPPOCK,Maritza Rodriguez,ICI,ESMS,Elementary School,68.81,B,47.5,5.6,C,14.8,B,27.1,B,0,C,Proficient,In Good Standing
06M115,06,P.S. 115 ALEXANDER HUMBOLDT,Sarah Carvajal,LLSO,ESMS,Elementary School,66.89,B,58.1,8.6,B,12.4,B,34.8,A,2.25,B,Well Developed,Restructuring - Year 4
06M128,06,P.S. 128 AUDUBON,Rosa Argelia Arredondo,ICI,ESMS,Elementary School,65.75,A,61.1,11.8,A,15.6,B,29.9,B,3.75,B,Well Developed,Planning for Restructuring
06M132,06,P.S. 132 JUAN PABLO DUARTE,Xiomara Nova,ICI,ESMS,Elementary School,68.56,B,54.1,9.7,A,14,B,30.4,B,0,B,Well Developed,Restructuring - Year 1
06M143,06,J.H.S. 143 ELEANOR ROOSEVELT,Ourania Pappas,LLSO,ESMS,Middle School,2.89,B,59.6,10.6,A,14.5,B,32.2,B,2.25,C,Well Developed,Restructuring - Year 3
06M152,06,P.S. 152 DYCKMAN VALLEY,Julie Pietri,LLSO,ESMS,Elementary School,64.54,A,66.7,7.2,B,15.1,B,40.6,A,3.75,B,Well Developed,In Need of Improvement - Year 2
06M153,06,P.S. 153 ADAM CLAYTON POWELL,Monica George-Fields,ESO,ESMS,Elementary School,64.88,A,80.3,10.8,A,18.7,A,39.5,A,11.25,A,Outstanding,In Good Standing
06M173,06,P.S. 173,Dawn Boursiquot,ICI,ESMS,Elementary School,62.20,C,44.9,4.3,D,10.9,C,28.2,B,1.5,B,Proficient,In Need of Improvement - Year 2
06M187,06,P.S. 187 HUDSON CLIFFS,Ms. Cynthia Chory,ESO,ESMS,K-8,43.70,B,53.1,11.6,A,15,B,26.5,B,0,B,Well Developed,In Good Standing
06M189,06,P.S. 189,Theresa Luger,LLSO,ESMS,Elementary School,61.42,B,51.9,11,A,13.8,B,26.3,B,0.75,C,Well Developed,Restructuring - Year 3
06M192,06,P.S. 192 JACOB H. SCHIFF,Elizabeth Pacheco,Fordham,ESMS,Elementary School,68.17,A,74.3,7.9,B,8.4,C,49,A,9,B,Proficient,Restructuring - Year 4
06M210,06,P.S. 210 - 21ST CENTURY ACADEMY,Evelyn Linares,New Visions,ESMS,K-8,65.59,A,69.9,13.4,A,14.6,B,41.9,A,0,C,Proficient,In Good Standing
06M218,06,I.S. 218 SALOME URENA,June Barnett,ICI,ESMS,Middle School,2.88,B,56,8,B,12.8,C,34.4,B,0.75,C,Proficient,Restructuring - Year 4
06M223,06,THE MOTT HALL SCHOOL,Cynthia Arndt,LLSO,ESMS,K-8,46.01,A,71.3,11.7,A,25,A,34.6,B,0,A,Well Developed,In Good Standing
06M278,06,P.S./I.S. 278,Maureen Guido,LLSO,ESMS,K-8,60.01,A,81.7,12.5,A,16.5,B,46.7,A,6,A,Well Developed,In Good Standing
06M293,06,CITY COLLEGE ACADEMY OF THE ARTS,Bernadette Drysdale,CUNY,ESMS,Middle School,3.02,A,94.4,13.4,A,20.2,A,54.8,A,6,B,Well Developed,In Good Standing
06M311,06,AMISTAD DUAL LANGUAGE SCHOOL,Miriam Pedraja,New Visions,ESMS,K-8,52.04,B,63.8,10.8,A,19.3,A,27.7,B,6,A,Well Developed,In Good Standing
06M314,06,MUSCOTA,Tomasz Grabski,ESO,ESMS,Elementary School,42.58,B,49.2,10.5,A,6.1,D,31.1,B,1.5,F,Proficient,In Good Standing
06M319,06,M.S. 319 - MARIA TERESA,Ysidro Abreu,CEI-PEA,ESMS,Middle School,2.75,A,101.2,15,A,21.6,A,52.6,A,12,A,Outstanding,In Need of Improvement - Year 1
06M321,06,M.S. 321 - MINERVA,Pamela Russell-Glover,CLSO,ESMS,Middle School,2.68,D,36.9,6.4,C,11.5,D,16,D,3,B,Proficient,In Good Standing
06M322,06,MIDDLE SCHOOL 322,Erica Zigelman,CEI-PEA,ESMS,Middle School,2.80,A,76.7,9.5,B,15.9,B,43.8,A,7.5,B,Well Developed,In Need of Improvement - Year 1
06M324,06,M.S. 324 - PATRIA,Janet Heller,CEI-PEA,ESMS,Middle School,2.70,A,96.7,15,A,20.5,A,53.7,A,7.5,A,Well Developed,In Good Standing
06M325,06,P.S. 325,Gary H. Cruz,Fordham,ESMS,Elementary School,65.65,B,47,5.7,C,7.4,D,32.4,B,1.5,C,Well Developed,In Good Standing
06M326,06,M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,Sharon Weissbrot,LLSO,ESMS,Middle School,2.66,A,84.5,10.6,A,15.9,B,49,A,9,C,Proficient,In Need of Improvement - Year 1
06M328,06,M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,Jorge Estrella,CEI-PEA,ESMS,Middle School,2.77,B,53.3,8.8,B,15.6,B,27.4,B,1.5,A,Well Developed,In Good Standing
06M346,06,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,Sandra Maldonado,New Visions,ESMS,Middle School,2.88,B,57.6,11.7,A,13.2,C,30.4,B,2.25,,Proficient,In Good Standing
06M348,06,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,Brett Kimmel,ESO,ESMS,Middle School,2.98,B,55.9,14.7,A,19.8,A,21.4,C,0,,Well Developed,In Good Standing
06M349,06,HARBOR HEIGHTS,Monica Klehr,ESO,ESMS,Middle School,2.79,C,42.9,9.1,B,1.5,F,28.5,B,3.75,C,Proficient,In Good Standing
06M368,06,HAMILTON HEIGHTS SCHOOL,Alva Buxenbaum,ICI,ESMS,Elementary School,48.79,,,,,,,,,,,,In Good Standing
06M462,06,HIGH SCHOOL FOR INTERNATIONAL BUSINESS AND FINANCE,Juan Alvarez,ESO,HS,High School,2.10,A,80.4,12.7,A,14,B,46.7,A,7,A,Well Developed,In Good Standing
06M463,06,HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS,Janet Saraceno,ESO,HS,High School,2.12,A,64.2,8.4,B,17.3,A,34.5,B,4,A,Well Developed,In Good Standing
06M467,06,HIGH SCHOOL FOR LAW AND PUBLIC SERVICE,Nicholas Politis,ESO,HS,High School,2.27,A,77.2,13.2,A,16.4,A,42.6,A,5,A,Well Developed,In Good Standing
06M468,06,HIGH SCHOOL FOR HEALTH CAREERS AND SCIENCES,Harris Marmor,ESO,HS,High School,2.11,A,73.7,8.6,B,15.6,B,42.5,A,7,A,Well Developed,In Good Standing
06M528,06,I.S. 528 BEA FULLER RODGERS SCHOOL,Norma Perez,ESO,ESMS,Middle School,3.07,B,65.6,10.6,A,18.7,A,31.8,B,4.5,B,Well Developed,In Good Standing
