BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-01178-0059,"547 LINCOLN PLACE
Brooklyn, NY
(40.67169414181146, -73.95826336984904)",CROWN HEIGHTS,C6-WALK-UP,16,1911,18136,252905,13.94,787000,43.4,3-02495-0042,"1085 MANHATTAN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GREENPOINT,C1-WALK-UP,12,1931,13250,237257,17.91,503000,38,4.35,3-01281-0009,"1589 BEDFORD AVENUE
Brooklyn, NY
(40.66806387484246, -73.95600293757488)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,232529,17.62,869000,66,0.4
3-01179-0017,"77 EASTERN PARKWAY
Brooklyn, NY
(40.672812889181536, -73.96615528228413)",PROSPECT HEIGHTS,C6-WALK-UP,40,1921,30610,559530,18.28,2090000,68,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,723379,22.99,3000000,95,0.8,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,563678,17.17,2110000,64,0.3
3-01179-0027,"338 LINCOLN PLACE
Brooklyn, NY
(40.67322543739682, -73.96505656541851)",PROSPECT HEIGHTS,C6-WALK-UP,59,1922,32855,600566,18.28,2240000,68,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,723379,22.99,3000000,95,0.8,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,563678,17.17,2110000,64,0.3
3-01179-0047,"135 EASTERN PARKWAY
Brooklyn, NY
(40.67235139812437, -73.96457035219336)",PROSPECT HEIGHTS,D4-ELEVATOR,186,1926,220000,3379150,15.36,11400000,52,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1439718,15.5,4870000,52,0.4,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1959512,17.2,7330000,64,1
3-01179-0061,"125 EASTERN PARKWAY
Brooklyn, NY
(40.67243792697735, -73.96483955306925)",PROSPECT HEIGHTS,D4-ELEVATOR,51,1923,50622,764221,15.1,2580000,51,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,601194,16.07,2030000,54,1.9
3-01179-0066,"115 EASTERN PARKWAY
Brooklyn, NY
(40.67252298059189, -73.96511055986892)",PROSPECT HEIGHTS,D4-ELEVATOR,40,1922,42798,631008,14.74,2130000,49.8,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,601194,16.07,2030000,54,1.9
3-01179-0085,"61 EASTERN PARKWAY
Brooklyn, NY
(40.67291983492794, -73.96660234230662)",PROSPECT HEIGHTS,D4-ELEVATOR,41,1930,49157,742104,15.1,2510000,51,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,601194,16.07,2030000,54,1.9
3-01179-0092,"55 EASTERN PARKWAY
Brooklyn, NY
(40.67295582213667, -73.96677312069188)",PROSPECT HEIGHTS,D4-ELEVATOR,47,1925,44100,665760,15.1,2250000,51,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,601194,16.07,2030000,54,1.9
3-01179-0096,"41 EASTERN PARKWAY
Brooklyn, NY
(40.67302677978393, -73.9671753184753)",PROSPECT HEIGHTS,D4-ELEVATOR,68,1926,125300,1873240,14.95,6330000,51,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1959512,17.2,7330000,64,1,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2536474,16.15,5380000,34.3,2.25
3-01179-0103,"400 LINCOLN PLACE
Brooklyn, NY
(40.67285054253677, -73.9632803645282)",PROSPECT HEIGHTS,C6-WALK-UP,46,1924,31080,569440,18.32,2130000,69,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,723379,22.99,3000000,95,0.8,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,563678,17.17,2110000,64,0.3
3-01179-0108,"175 EASTERN PARKWAY
Brooklyn, NY
(40.672045357264004, -73.96347896744648)",PROSPECT HEIGHTS,D4-ELEVATOR,78,1922,85000,1270754,14.95,4300000,51,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,601194,16.07,2030000,54,1.9
3-01181-0055,"321 EASTERN PARKWAY
Brooklyn, NY
(40.670928665676655, -73.9581156190285)",CROWN HEIGHTS,C6-WALK-UP,20,1920,20240,331966,16.4,1120000,55,3-01178-0075,"505 LINCOLN PLACE
Brooklyn, NY
(40.671963251969316, -73.95956819148196)",CROWN HEIGHTS,C1-WALK-UP,30,1920,25556,449518,17.59,1680000,66,0.05,3-01085-0037,"94 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98667016459306)",PARK SLOPE,C1-WALK-UP,30,1920,21195,372014,17.55,1390000,66,0.95
3-01181-0058,"315 EASTERN PARKWAY
Brooklyn, NY
(40.67097200882848, -73.9583153744239)",CROWN HEIGHTS,C6-WALK-UP,20,1920,20240,331966,16.4,1120000,55,3-01178-0075,"505 LINCOLN PLACE
Brooklyn, NY
(40.671963251969316, -73.95956819148196)",CROWN HEIGHTS,C1-WALK-UP,30,1920,25556,449518,17.59,1680000,66,0.05,3-01085-0037,"94 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98667016459306)",PARK SLOPE,C1-WALK-UP,30,1920,21195,372014,17.55,1390000,66,0.95
3-01189-0064,"27 CROWN STREET
Brooklyn, NY
(40.66750081868008, -73.96081806906795)",CROWN HEIGHTS,D4-ELEVATOR,58,1926,51000,769927,15.1,1630000,32,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,599874,15.28,2030000,52,0.9,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,601194,16.07,2030000,54,1.7
3-01205-0020,"1152 PACIFIC STREET
Brooklyn, NY
(40.67805611614478, -73.953975457836)",CROWN HEIGHTS,C6-WALK-UP,18,1910,8000,73336,9.17,156000,19.5,3-01288-0038,"1116 CARROLL STREET
Brooklyn, NY
(40.667312143526395, -73.95358408065364)",CROWN HEIGHTS,C1-WALK-UP,42,1925,32350,295602,9.14,703000,21.73,0.75,3-01268-0009,"464 EASTERN PARKWAY
Brooklyn, NY
(40.66974814788985, -73.9530136461475)",CROWN HEIGHTS,C1-WALK-UP,16,1913,18032,166654,9.24,396000,21.96,0.6
3-01206-0026,"1228 PACIFIC STREET
Brooklyn, NY
(40.67768635604457, -73.95094489939383)",CROWN HEIGHTS,C6-WALK-UP,12,1905,14120,150766,10.68,320000,22.66,3-01305-0072,"237 SULLIVAN PLACE
Brooklyn, NY
(40.664561447556366, -73.95344138956551)",CROWN HEIGHTS,C1-WALK-UP,27,1923,27300,307941,11.28,798000,29.2,0.85,3-01286-0051,"1435 CARROLL STREET
Brooklyn, NY
(40.66663408361793, -73.94004389213438)",CROWN HEIGHTS,C1-WALK-UP,27,1920,22669,251403,11.09,652000,28.8,0.9
3-01207-0028,"1304 PACIFIC STREET
Brooklyn, NY
(40.67751401581911, -73.94761856605831)",CROWN HEIGHTS,C6-WALK-UP,16,1945,16000,144961,9.06,307000,19.19,3-01243-0021,"1040 PARK PLACE
Brooklyn, NY
(40.6729853697115, -73.94305995760854)",CROWN HEIGHTS,C1-WALK-UP,23,1910,25484,205065,8.05,435000,17.07,0.4,3-01234-0023,"846 PROSPECT PLACE
Brooklyn, NY
(40.67420513179336, -73.948600875064)",CROWN HEIGHTS,C1-WALK-UP,20,1905,25680,199717,7.78,423000,16.47,0.25
3-01207-0072,"1197 DEAN STREET
Brooklyn, NY
(40.67689998299557, -73.94975038918474)",CROWN HEIGHTS,C6-WALK-UP,11,1910,5200,64272,12.36,222000,42.7,3-01223-0069,"939 ST MARK'S AVENUE
Brooklyn, NY
(40.67478252089708, -73.9407624821126)",CROWN HEIGHTS,C1-WALK-UP,16,1905,9952,138123,13.88,430000,43.2,0.45,3-01281-0005,"1597 BEDFORD AVENUE
Brooklyn, NY
(40.66778208728403, -73.956090291718)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13688,201673,14.73,682000,49.8,0.75
3-01208-0038,"1384 PACIFIC STREET
Brooklyn, NY
(40.677335363897576, -73.94453511207772)",CROWN HEIGHTS,C8-WALK-UP,23,1905,21200,197921,9.34,420000,19.81,3-01223-0076,"925 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94115238016353)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,204301,10.69,530000,27.7,0.3,3-01223-0078,"921 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94126413598582)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,218790,11.44,615000,32.2,0.3
3-01208-0041,"88 BROOKLYN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C8-WALK-UP,24,1905,20472,174401,8.52,370000,18.07,3-01223-0076,"925 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94115238016353)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,204301,10.69,530000,27.7,0.3,3-01223-0078,"921 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94126413598582)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,218790,11.44,615000,32.2,0.3
3-01208-0064,"1299 DEAN STREET
Brooklyn, NY
(40.676683827760456, -73.94593395582726)",CROWN HEIGHTS,D4-ELEVATOR,24,1913,22320,252885,11.33,536000,24.01,3-01406-0050,"1497 CARROLL STREET
Brooklyn, NY
(40.66649537784057, -73.93759671247918)",CROWN HEIGHTS,D1-ELEVATOR,53,1925,48088,611818,12.72,1910000,39.7,0.8,3-01206-0028,"1232 PACIFIC STREET
Brooklyn, NY
(40.67767926839955, -73.95078961553475)",CROWN HEIGHTS,D1-ELEVATOR,36,1905,29772,385619,12.95,1200000,40.3,0.3
3-01212-0065,"1055 BERGEN STREET
Brooklyn, NY
(40.67619617924446, -73.95133711983364)",CROWN HEIGHTS,C6-WALK-UP,16,1905,12628,109637,8.68,232000,18.37,3-01268-0023,"506 EASTERN PARKWAY
Brooklyn, NY
(40.6696726992682, -73.95164669464941)",CROWN HEIGHTS,C1-WALK-UP,16,1914,18200,124036,6.82,263000,14.45,0.5,3-01311-0054,"569 EMPIRE BOULEVARD
Brooklyn, NY
(40.66412371190366, -73.94336441851402)",CROWN HEIGHTS,C1-WALK-UP,24,1925,21600,211899,9.81,504000,23.33,0.9
3-01227-0068,"821 PROSPECT PLACE
Brooklyn, NY
(40.67429366174206, -73.94923103774408)",CROWN HEIGHTS,C8-WALK-UP,16,1900,12680,183479,14.47,620000,48.9,3-01230-0023,"950 ST MARK'S AVENUE
Brooklyn, NY
(40.67460842842397, -73.93983233149689)",CROWN HEIGHTS,C1-WALK-UP,16,1904,11382,176851,15.54,598000,53,0.45,3-01230-0021,"946 ST MARK'S AVENUE
Brooklyn, NY
(40.674607295488684, -73.94062172709936)",CROWN HEIGHTS,C1-WALK-UP,16,1905,11382,150807,13.25,470000,41.3,0.45
3-01228-0037,"840 ST MARK'S AVENUE
Brooklyn, NY
(40.67490428625807, -73.94491558371803)",CROWN HEIGHTS,D4-ELEVATOR,54,1926,66222,536744,8.11,1140000,17.21,3-01288-0045,"201 CROWN STREET
Brooklyn, NY
(40.66649857321698, -73.95408886190417)",CROWN HEIGHTS,D1-ELEVATOR,55,1939,59143,482876,8.16,1020000,17.25,0.7,3-01271-0005,"706 EASTERN PARKWAY
Brooklyn, NY
(40.66930105885962, -73.9448902887593)",CROWN HEIGHTS,D1-ELEVATOR,48,1935,69906,626197,8.96,1330000,19.03,0.4
3-01230-0025,"952 ST MARK'S AVENUE
Brooklyn, NY
(40.6745669587304, -73.93978570806713)",CROWN HEIGHTS,C6-WALK-UP,40,1905,32450,357631,11.02,758000,23.36,3-01305-0072,"237 SULLIVAN PLACE
Brooklyn, NY
(40.664561447556366, -73.95344138956551)",CROWN HEIGHTS,C1-WALK-UP,27,1923,27300,307941,11.28,798000,29.2,0.9,3-01286-0051,"1435 CARROLL STREET
Brooklyn, NY
(40.66663408361793, -73.94004389213438)",CROWN HEIGHTS,C1-WALK-UP,27,1920,22669,251403,11.09,652000,28.8,0.5
3-01234-0001,"685 NOSTRAND AVENUE
Brooklyn, NY
(40.67378844784366, -73.95009479384825)",CROWN HEIGHTS,D4-ELEVATOR,27,1905,27070,198824,7.34,422000,15.59,3-01205-0022,"1154 PACIFIC STREET
Brooklyn, NY
(40.67804023580887, -73.95389804119844)",CROWN HEIGHTS,D1-ELEVATOR,47,1926,35784,480136,13.42,1500000,41.9,0.4,3-01228-0060,"925 PROSPECT PLACE
Brooklyn, NY
(40.67410526763098, -73.94579605349558)",CROWN HEIGHTS,D1-ELEVATOR,82,1900,86804,750540,8.65,1590000,18.32,0.15
3-01235-0001,"913 PARK PLACE
Brooklyn, NY
(40.67329582739621, -73.94735669385513)",CROWN HEIGHTS,D4-ELEVATOR,78,1942,116310,1148000,9.87,2730000,23.47,3-01406-0050,"1497 CARROLL STREET
Brooklyn, NY
(40.66649537784057, -73.93759671247918)",CROWN HEIGHTS,D1-ELEVATOR,53,1925,48088,611818,12.72,1910000,39.7,0.6,3-01309-0056,"436 NEW YORK AVENUE
Brooklyn, NY
(40.66505153797863, -73.9482193698625)",CROWN HEIGHTS,D1-ELEVATOR,54,1927,39712,538394,13.56,1680000,42.3,0.65
3-01235-0071,"941 PARK PLACE
Brooklyn, NY
(40.67323353751149, -73.94645971951498)",CROWN HEIGHTS,C6-WALK-UP,16,1905,10600,97547,9.2,207000,19.53,3-01212-0061,"1059 BERGEN STREET
Brooklyn, NY
(40.67618749951555, -73.95116858843069)",CROWN HEIGHTS,C1-WALK-UP,16,1905,12440,191361,15.38,455000,36.6,0.35,3-01206-0039,"1250 PACIFIC STREET
Brooklyn, NY
(40.67764737398195, -73.95009083784007)",CROWN HEIGHTS,C1-WALK-UP,16,1905,10548,102882,9.75,245000,23.23,0.4
3-01244-0025,"1125 STERLING PLACE
Brooklyn, NY
(40.6720718459208, -73.94132652858896)",CROWN HEIGHTS,C6-WALK-UP,24,1931,17304,147405,8.52,313000,18.09,3-01268-0023,"506 EASTERN PARKWAY
Brooklyn, NY
(40.6696726992682, -73.95164669464941)",CROWN HEIGHTS,C1-WALK-UP,16,1914,18200,124036,6.82,263000,14.45,0.6,3-01402-0001,"1625 PRESIDENT STREET
Brooklyn, NY
(40.66718697733844, -73.9339671646362)",CROWN HEIGHTS,C1-WALK-UP,44,1919,44640,383798,8.6,814000,18.23,0.55
3-01249-0007,"960 STERLING PLACE
Brooklyn, NY
(40.67231984784863, -73.94685940559367)",CROWN HEIGHTS,D4-ELEVATOR,79,1937,92688,771912,8.33,1640000,17.69,3-01403-0055,"1745 PRESIDENT STREET
Brooklyn, NY
(40.66696927551209, -73.92985751662775)",CROWN HEIGHTS,D1-ELEVATOR,54,1930,60839,535723,8.81,1140000,18.74,0.9,3-01220-0019,"715 BERGEN STREET
Brooklyn, NY
(40.67882857604371, -73.96527909626974)",CROWN HEIGHTS,D7-ELEVATOR,84,1939,95671,725000,7.58,1540000,16.1,0.3
3-01252-0080,"1516 BEDFORD AVENUE
Brooklyn, NY
(40.67146716500379, -73.95481931486871)",CROWN HEIGHTS,C6-WALK-UP,16,1931,8932,116839,13.08,248000,27.8,3-01374-0061,"1563 STERLING PLACE
Brooklyn, NY
(40.67128081526065, -73.92685507982677)",CROWN HEIGHTS,C1-WALK-UP,27,1922,21300,297306,13.96,926000,43.5,1.5,3-01399-0020,"1330 EASTERN PARKWAY
Brooklyn, NY
(40.66818928634338, -73.92436369631733)",CROWN HEIGHTS,C1-WALK-UP,24,1922,18848,254733,13.52,793000,42.1,1.65
3-01261-0055,"469 EASTERN PARKWAY
Brooklyn, NY
(40.67021532455434, -73.95266436578731)",CROWN HEIGHTS,C6-WALK-UP,15,1915,15384,136148,8.85,289000,18.79,3-01400-0011,"1516 UNION STREET
Brooklyn, NY
(40.66823909754709, -73.93927433151909)",CROWN HEIGHTS,C1-WALK-UP,16,1914,18200,166267,9.14,395000,21.7,0.75,,,,,,,,,,,,
3-01261-0058,"465 EASTERN PARKWAY
Brooklyn, NY
(40.67022080044377, -73.95278812088844)",CROWN HEIGHTS,C6-WALK-UP,21,1915,20870,232158,11.12,492000,23.57,3-01280-0058,"991 CARROLL STREET
Brooklyn, NY
(40.667723021419924, -73.95738769943891)",CROWN HEIGHTS,C1-WALK-UP,70,1925,55012,555027,10.09,1320000,23.99,0.35,3-01305-0072,"237 SULLIVAN PLACE
Brooklyn, NY
(40.664561447556366, -73.95344138956551)",CROWN HEIGHTS,C1-WALK-UP,27,1923,27300,307941,11.28,798000,29.2,0.4
3-01263-0009,"876 LINCOLN PLACE
Brooklyn, NY
(40.67062232339088, -73.94752644497437)",CROWN HEIGHTS,C6-WALK-UP,16,1905,9000,85284,9.48,181000,20.11,3-01305-0029,"394 MONTGOMERY STREET
Brooklyn, NY
(40.665409234433504, -73.95167410467542)",CROWN HEIGHTS,C1-WALK-UP,42,1925,30700,378163,12.32,1060000,34.5,0.5,3-01273-0016,"1038 UNION STREET
Brooklyn, NY
(40.6696150885443, -73.95761029700608)",CROWN HEIGHTS,C1-WALK-UP,23,1916,22800,219140,9.61,521000,22.85,0.55
3-01264-0046,"773 EASTERN PARKWAY
Brooklyn, NY
(40.6696591592389, -73.94266442650674)",CROWN HEIGHTS,C6-WALK-UP,16,1905,11500,107790,9.37,229000,19.91,3-01305-0060,"271 SULLIVAN PLACE
Brooklyn, NY
(40.664593383481595, -73.95294638272455)",CROWN HEIGHTS,C1-WALK-UP,23,1927,25440,239714,9.42,570000,22.41,0.6,3-01292-0007,"1324 CARROLL STREET
Brooklyn, NY
(40.66684512288313, -73.9451330128812)",CROWN HEIGHTS,C1-WALK-UP,33,1923,35496,351177,9.89,835000,23.52,0.25
3-01264-0048,"767 EASTERN PARKWAY
Brooklyn, NY
(40.66966761286661, -73.94286097335123)",CROWN HEIGHTS,C6-WALK-UP,16,1905,11500,107790,9.37,229000,19.91,3-01305-0060,"271 SULLIVAN PLACE
Brooklyn, NY
(40.664593383481595, -73.95294638272455)",CROWN HEIGHTS,C1-WALK-UP,23,1927,25440,239714,9.42,570000,22.41,0.6,3-01292-0007,"1324 CARROLL STREET
Brooklyn, NY
(40.66684512288313, -73.9451330128812)",CROWN HEIGHTS,C1-WALK-UP,33,1923,35496,351177,9.89,835000,23.52,0.25
3-01273-0001,"1001 FRANKLIN AVENUE
Brooklyn, NY
(40.66447186997516, -73.96017628203332)",CROWN HEIGHTS,C6-WALK-UP,46,1922,40444,394315,9.75,836000,20.67,3-01277-0007,"315 NEW YORK AVENUE
Brooklyn, NY
(40.66869919003673, -73.9477876482788)",CROWN HEIGHTS,C1-WALK-UP,33,1920,32628,347571,10.65,901000,27.6,0.55,3-01266-0053,"1101 UNION STREET
Brooklyn, NY
(40.669476468013215, -73.95666343840433)",CROWN HEIGHTS,C1-WALK-UP,24,1922,18784,233535,12.43,656000,34.9,0.05
3-01283-0001,"1238 PRESIDENT STREET
Brooklyn, NY
(40.667936623711164, -73.948525962177)",CROWN HEIGHTS,D4-ELEVATOR,240,1972,221100,2984850,13.5,9290000,42,3-01189-0060,"49 CROWN STREET
Brooklyn, NY
(40.667314293900304, -73.95991278165833)",CROWN HEIGHTS,D3-ELEVATOR,321,1973,320000,3780596,11.81,8010000,25,0.6,3-01250-0025,"230 KINGSTON AVENUE
Brooklyn, NY
(40.671881150739445, -73.9419866047767)",CROWN HEIGHTS,D9-ELEVATOR,152,1982,124472,2448814,19.67,5190000,41.7,0.45
3-01287-0039,"1040 CARROLL STREET
Brooklyn, NY
(40.66748807679659, -73.95652798678292)",CROWN HEIGHTS,D4-ELEVATOR,65,1927,60939,689898,11.32,1460000,23.96,3-01205-0022,"1154 PACIFIC STREET
Brooklyn, NY
(40.67804023580887, -73.95389804119844)",CROWN HEIGHTS,D1-ELEVATOR,47,1926,35784,480136,13.42,1500000,41.9,0.75,3-01206-0028,"1232 PACIFIC STREET
Brooklyn, NY
(40.67767926839955, -73.95078961553475)",CROWN HEIGHTS,D1-ELEVATOR,36,1905,29772,385619,12.95,1200000,40.3,0.75
3-01292-0001,"421 CROWN STREET
Brooklyn, NY
(40.66600947228533, -73.94521769964656)",CROWN HEIGHTS,C6-WALK-UP,39,1923,44700,380800,8.52,807000,18.05,3-01374-0054,"1579 STERLING PLACE
Brooklyn, NY
(40.6712509219364, -73.92632345085977)",CROWN HEIGHTS,C1-WALK-UP,43,1927,44800,353610,7.89,750000,16.74,1,,,,,,,,,,,,
3-01296-0064,"345 MONTGOMERY STREET
Brooklyn, NY
(40.66554089195558, -73.95322704646505)",CROWN HEIGHTS,D4-ELEVATOR,102,1928,105675,731482,6.92,1550000,14.67,3-01213-0046,"110 NEW YORK AVENUE
Brooklyn, NY
(40.67632609601262, -73.94714263678377)",CROWN HEIGHTS,D3-ELEVATOR,66,1905,82008,590511,7.2,1250000,15.24,0.75,3-01221-0023,"789 ST MARK'S AVENUE
Brooklyn, NY
(40.675022315998035, -73.94612984497569)",CROWN HEIGHTS,D1-ELEVATOR,133,1905,166718,1389049,8.33,2940000,17.63,0.75
3-01325-0001,"446 KINGSTON AVENUE
Brooklyn, NY
(40.66357127866694, -73.94278636692292)",FLATBUSH-NORTH,D4-ELEVATOR,200,1928,195726,2074695,10.6,5380000,27.5,3-01426-0040,"740 EMPIRE BOULEVARD
Brooklyn, NY
(40.66376168934926, -73.93775123510025)",FLATBUSH-NORTH,D7-ELEVATOR,99,1920,83856,805423,9.6,1920000,22.9,0.25,3-04652-0008,"9720 KINGS HIGHWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",FLATBUSH-NORTH,D7-ELEVATOR,118,1926,113398,1203039,10.61,3120000,27.5,1.3
3-01327-0013,"50 LEFFERTS AVENUE
Brooklyn, NY
(40.66178926940854, -73.959541304881)",FLATBUSH-LEFFERTS GARDEN,D4-ELEVATOR,93,1939,92538,737614,7.97,1560000,16.86,3-01418-0049,"899 MONTGOMERY STREET
Brooklyn, NY
(40.66455642310125, -73.93502094261565)",CROWN HEIGHTS,D1-ELEVATOR,107,1928,106392,927059,8.71,1970000,18.52,1.25,3-01327-0054,"145 LINCOLN ROAD
Brooklyn, NY
(40.66115909804767, -73.9578739283865)",FLATBUSH-LEFFERTS GARDEN,D1-ELEVATOR,71,1929,66516,648682,9.75,1540000,23.15,0
3-01328-0044,"430 ROGERS AVENUE
Brooklyn, NY
(40.66215649818708, -73.95375407670782)",FLATBUSH-LEFFERTS GARDEN,C6-WALK-UP,15,1907,9964,97145,9.75,206000,20.67,3-01402-0012,"1660 UNION STREET
Brooklyn, NY
(40.66792882279309, -73.93365638233954)",CROWN HEIGHTS,C1-WALK-UP,20,1916,18400,192313,10.45,499000,27.1,1.25,3-01379-0027,"1488 STERLING PLACE
Brooklyn, NY
(40.67136354489123, -73.92939171040187)",CROWN HEIGHTS,C1-WALK-UP,32,1922,24416,241090,9.87,573000,23.47,1.5
