BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-07260-0020,"2785 OCEAN PARKWAY
Brooklyn, NY
(40.58192476296585, -73.96691112076387)",BRIGHTON BEACH,D4-ELEVATOR,77,1964,67684,1127615,16.66,3810000,56,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,806953,16.01,2730000,54,5.3,3-06383-0006,"2255 BENSON AVENUE
Brooklyn, NY
(40.599318372950364, -73.99400824789245)",GRAVESEND,D1-ELEVATOR,69,1960,54210,825550,15.23,2790000,51,1.85
3-07260-0028,"2727 OCEAN PARKWAY
Brooklyn, NY
(40.58310282804629, -73.96665486777158)",BRIGHTON BEACH,D4-ELEVATOR,174,1956,150000,2056500,13.71,6400000,42.7,3-08665-0547,"2911 BRIGHTON 5 STREET
Brooklyn, NY
(40.58057085937142, -73.96350607768144)",BRIGHTON BEACH,D1-ELEVATOR,106,1963,100300,1322030,13.18,4120000,41.1,0.2,3-08684-0062,"201 BRIGHTON 1 ROAD
Brooklyn, NY
(40.575178757355, -73.96665127360676)",BRIGHTON BEACH,D1-ELEVATOR,108,1954,111912,1395351,12.47,3920000,35,0.45
3-07268-0001,"2885 12 STREET
Brooklyn, NY
(40.5768087806492, -73.9795738920667)",CONEY ISLAND,D4-ELEVATOR,1760,1960,1736700,29089725,16.75,109000000,63,3-06469-0001,"2064 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",BATH BEACH,D1-ELEVATOR,420,1948,316900,5069960,16,15800000,49.9,1.95,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5576956,15.98,17400000,49.8,1.95
3-07273-0025,"2928 5 STREET
Brooklyn, NY
(40.577256458164875, -73.97266738595276)",CONEY ISLAND,D4-ELEVATOR,572,1964,623806,10448751,16.75,39100000,63,3-06469-0001,"2064 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",BATH BEACH,D1-ELEVATOR,420,1948,316900,5069960,16,15800000,49.9,2.05,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5576956,15.98,17400000,49.8,2.1
3-07273-0050,"2940 5 STREET
Brooklyn, NY
(40.57702970152223, -73.97273798000188)",CONEY ISLAND,D4-ELEVATOR,572,1964,623806,10448751,16.75,39100000,63,3-06469-0001,"2064 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",BATH BEACH,D1-ELEVATOR,420,1948,316900,5069960,16,15800000,49.9,2.05,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5576956,15.98,17400000,49.8,2.1
3-07274-0001,"460 NEPTUNE AVENUE
Brooklyn, NY
(40.579727844846815, -73.97068895495843)",CONEY ISLAND,D4-ELEVATOR,572,1964,623800,10448650,16.75,39100000,63,3-01811-0019,"510 QUINCY STREET
Brooklyn, NY
(40.68810763433641, -73.9404295281224)",BEDFORD STUYVESANT,D7-ELEVATOR,196,1974,212405,2750003,12.95,8560000,40.3,7.7,3-07046-0001,"3528 MERMAID AVENUE
Brooklyn, NY
(40.57480803839534, -74.000984819778)",CONEY ISLAND,D7-ELEVATOR,261,1979,230500,3740286,16.23,12600000,55,1.65
3-07274-0015,"440 NEPTUNE AVENUE
Brooklyn, NY
(40.57986495610456, -73.96977869846864)",CONEY ISLAND,D4-ELEVATOR,572,1964,623806,10448751,16.75,39100000,63,3-01811-0019,"510 QUINCY STREET
Brooklyn, NY
(40.68810763433641, -73.9404295281224)",BEDFORD STUYVESANT,D7-ELEVATOR,196,1974,212405,2750003,12.95,8560000,40.3,7.7,3-07046-0001,"3528 MERMAID AVENUE
Brooklyn, NY
(40.57480803839534, -74.000984819778)",CONEY ISLAND,D7-ELEVATOR,261,1979,230500,3740286,16.23,12600000,55,1.65
3-07274-0060,"2915 5 STREET
Brooklyn, NY
(40.57750839253616, -73.97251478215246)",CONEY ISLAND,D4-ELEVATOR,528,1964,491050,8225088,16.75,30800000,63,3-01811-0019,"510 QUINCY STREET
Brooklyn, NY
(40.68810763433641, -73.9404295281224)",BEDFORD STUYVESANT,D7-ELEVATOR,196,1974,212405,2750003,12.95,8560000,40.3,7.7,3-07046-0001,"3528 MERMAID AVENUE
Brooklyn, NY
(40.57480803839534, -74.000984819778)",CONEY ISLAND,D7-ELEVATOR,261,1979,230500,3740286,16.23,12600000,55,1.65
3-07293-0003,"1410 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D4-ELEVATOR,48,1939,50400,581210,11.53,1630000,32.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.4,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.2
3-07299-0001,"2375 OCEAN AVENUE
Brooklyn, NY
(40.603677620010544, -73.95213133286438)",MADISON,D4-ELEVATOR,66,1941,73800,1010735,13.7,3150000,42.7,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.7,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.9
3-07322-0007,"1716 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D4-ELEVATOR,60,1932,55800,601549,10.78,1560000,28,3-06653-0034,"1780 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D1-ELEVATOR,98,1962,81888,1237214,15.11,4180000,51,1.2,3-06730-0072,"1640 OCEAN AVENUE
Brooklyn, NY
(40.622064815978895, -73.9557980000395)",MIDWOOD,D1-ELEVATOR,98,1929,100610,962883,9.57,2290000,22.76,1.5
3-07323-0025,"2060 19 STREET
Brooklyn, NY
(40.58167755970454, -73.98714345606527)",MADISON,D4-ELEVATOR,89,1964,79356,992973,12.51,2790000,35.2,3-06653-0034,"1780 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D1-ELEVATOR,98,1962,81888,1237214,15.11,4180000,51,1.25,3-06730-0072,"1640 OCEAN AVENUE
Brooklyn, NY
(40.622064815978895, -73.9557980000395)",MIDWOOD,D1-ELEVATOR,98,1929,100610,962883,9.57,2290000,22.76,1.5
3-07335-0068,"3395 NOSTRAND AVENUE
Brooklyn, NY
(40.60132055981705, -73.94202941866216)",MADISON,D4-ELEVATOR,100,1963,90000,1171595,13.02,3650000,40.6,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.2,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.45
3-07355-0042,"2195 22 STREET
Brooklyn, NY
(40.59764137247912, -73.94903127342091)",SHEEPSHEAD BAY,D4-ELEVATOR,66,1942,84000,944155,11.24,2450000,29.2,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.9,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.85
3-07369-0027,"2190 BRIGHAM STREET
Brooklyn, NY
(40.59928705085662, -73.93494865874791)",SHEEPSHEAD BAY,D4-ELEVATOR,162,1952,167760,2598000,15.49,8780000,52,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.55,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.25
3-07370-0021,"3105 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D4-ELEVATOR,144,1952,154263,2493775,16.17,8430000,55,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.6,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.2
3-07373-0029,"2277 HOMECREST AVENUE
Brooklyn, NY
(40.59555198767085, -73.95856709291954)",SHEEPSHEAD BAY,D4-ELEVATOR,113,1962,112700,1601165,14.21,4980000,44.2,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.7,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.4
3-07380-0024,"2678 OCEAN AVENUE
Brooklyn, NY
(40.596190984920455, -73.95090678337677)",SHEEPSHEAD BAY,D4-ELEVATOR,78,1963,64122,772340,12.04,2170000,33.8,3-06653-0034,"1780 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D1-ELEVATOR,98,1962,81888,1237214,15.11,4180000,51,1.45,3-06730-0072,"1640 OCEAN AVENUE
Brooklyn, NY
(40.622064815978895, -73.9557980000395)",MIDWOOD,D1-ELEVATOR,98,1929,100610,962883,9.57,2290000,22.76,1.85
3-07381-0006,"2020 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D4-ELEVATOR,50,1961,50463,741025,14.68,2510000,49.7,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.9,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2
3-07381-0073,"2701 OCEAN AVENUE
Brooklyn, NY
(40.59553688996412, -73.95057576811183)",SHEEPSHEAD BAY,D4-ELEVATOR,63,1959,47397,704370,14.86,2380000,50,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.95,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2
3-07381-0079,"2675 OCEAN AVENUE
Brooklyn, NY
(40.59616996299589, -73.95069938202488)",SHEEPSHEAD BAY,D4-ELEVATOR,85,1954,98000,1387705,14.16,4320000,44.1,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.95,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2
3-07392-0001,"2212 BRIGHAM STREET
Brooklyn, NY
(40.598698246353244, -73.93483285233093)",SHEEPSHEAD BAY,D4-ELEVATOR,324,1953,343584,4687445,13.64,14600000,42.5,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.6,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.3
3-07397-0001,"1075 SHEEPSHEAD BAY ROAD
Brooklyn, NY
(40.593682878678194, -73.95861138996882)",SHEEPSHEAD BAY,D4-ELEVATOR,114,1963,89615,974384,10.87,2530000,28.2,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.8,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.45
3-07397-0085,"1200 GRAVESEND NECK ROAD
Brooklyn, NY
(40.59419299503002, -73.95830540269894)",SHEEPSHEAD BAY,D4-ELEVATOR,71,1963,70710,1047860,14.82,3540000,50,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.8,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.45
3-07398-0002,"2299 13 STREET
Brooklyn, NY
(40.590228234096536, -73.98297813343237)",SHEEPSHEAD BAY,D4-ELEVATOR,66,1960,59145,941070,15.91,3180000,54,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,0.85,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.4
3-07404-0001,"1900 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D4-ELEVATOR,60,1940,63000,1004520,15.94,3400000,54,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.15
3-07405-0736,"2711 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D4-ELEVATOR,66,1961,80016,1178035,14.72,3980000,49.7,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.3,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.8
3-07422-0013,"2430 HARING STREET
Brooklyn, NY
(40.593242951057846, -73.9395477888309)",SHEEPSHEAD BAY,D4-ELEVATOR,108,1952,119662,1685525,14.09,5250000,43.9,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.5,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.75
3-07422-0040,"2939 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D4-ELEVATOR,55,1960,44100,534385,12.12,1500000,34,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.5,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.75
3-07422-1042,"2427 29 STREET
Brooklyn, NY
(40.57588584447707, -73.99541690038691)",SHEEPSHEAD BAY,D4-ELEVATOR,169,1955,210028,3120820,14.86,10600000,50,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.45,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.8
3-07423-0011,"2425 HARING STREET
Brooklyn, NY
(40.59337326432163, -73.93949905495582)",SHEEPSHEAD BAY,D4-ELEVATOR,240,1953,242160,3562770,14.71,12000000,49.6,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.55,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.7
3-07433-0025,"2546 13 STREET
Brooklyn, NY
(40.58533258877934, -73.98209389840908)",SHEEPSHEAD BAY,D4-ELEVATOR,115,1960,115842,1724290,14.88,5830000,50,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.1,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.6
3-07433-0034,"1237 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D4-ELEVATOR,128,1958,122753,1827160,14.88,6180000,50,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.1,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.6
3-07433-0040,"1213 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D4-ELEVATOR,250,1960,205454,3058150,14.88,10300000,50,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.1,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.6
3-07433-0150,"2555 12 STREET
Brooklyn, NY
(40.58961865073627, -73.98190989729116)",SHEEPSHEAD BAY,D4-ELEVATOR,91,1963,72145,1077035,14.93,3640000,50,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.1,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.6
3-07440-0020,"2940 OCEAN AVENUE
Brooklyn, NY
(40.58953857308422, -73.94965112744376)",SHEEPSHEAD BAY,D4-ELEVATOR,63,1930,52500,803275,15.3,2720000,52,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.25,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.3
3-07440-0028,"2950 OCEAN AVENUE
Brooklyn, NY
(40.589296304507094, -73.94960370465846)",SHEEPSHEAD BAY,D4-ELEVATOR,63,1930,52500,803275,15.3,2720000,52,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.25,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.3
3-07441-0231,"2600 21 STREET
Brooklyn, NY
(40.578508345426904, -73.9884124355579)",SHEEPSHEAD BAY,D4-ELEVATOR,63,1959,52360,824805,15.75,2790000,53,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.3,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.25
3-07441-0245,"2951 OCEAN AVENUE
Brooklyn, NY
(40.589267958878324, -73.94940272348929)",SHEEPSHEAD BAY,D4-ELEVATOR,75,1957,86000,1049455,12.2,2950000,34.3,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.3,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.25
3-07441-0263,"2909 OCEAN AVENUE
Brooklyn, NY
(40.5902898168582, -73.94959756929053)",SHEEPSHEAD BAY,D4-ELEVATOR,54,1957,44840,762500,17,2850000,64,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.3,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,2.25
3-07447-0028,"2520 BATCHELDER STREET
Brooklyn, NY
(40.59151452544769, -73.93735476050469)",SHEEPSHEAD BAY,D4-ELEVATOR,540,1958,583000,7487760,12.84,23300000,40,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.65,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.8
3-07449-0001,"3020 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D4-ELEVATOR,360,1960,408000,5086475,12.47,14300000,35,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.75,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.7
3-07449-0025,"3021 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D4-ELEVATOR,66,1956,77500,1174625,15.16,3970000,51,3-06683-0052,"1965 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,35,1931,25075,340920,13.6,723000,28.8,1.75,3-08470-1018,"5905 STRICKLAND AVENUE
Brooklyn, NY
(40.60904745710519, -73.91412099989654)",MILL BASIN,D9-ELEVATOR,98,2000,107569,4596080,42.7,22600000,210,1.7
