BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF CLASSES,TOTAL REGISTER,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE
K,20,K201,J.H.S. 201 THE DYKER HEIGHTS,0K-09,SPEC ED,-,-,12:1:1,3,36,12,12,13,ATS
K,20,K201,J.H.S. 201 THE DYKER HEIGHTS,MS CORE,GEN ED,ENGLISH,-,-,63,1844,29.3,6,37,ATS
K,20,K201,J.H.S. 201 THE DYKER HEIGHTS,MS CORE,GEN ED,SOCIAL STUDIES,-,-,52,1598,30.7,8,37,ATS
K,20,K201,J.H.S. 201 THE DYKER HEIGHTS,MS CORE,GEN ED,SCIENCE,-,-,51,1588,31.1,8,37,ATS
K,20,K201,J.H.S. 201 THE DYKER HEIGHTS,MS CORE,GEN ED,MATH,-,-,51,1592,31.2,8,37,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,0K,GEN ED,-,-,-,6,111,18.5,17,19,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,0K,CTT,-,-,-,1,25,25,25,25,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,0K,G&T,-,-,-,1,21,21,21,21,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,01,GEN ED,-,-,-,6,121,20.2,19,21,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,01,CTT,-,-,-,1,19,19,19,19,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,01,G&T,-,-,-,1,23,23,23,23,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,02,GEN ED,-,-,-,5,113,22.6,22,23,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,02,G&T,-,-,-,1,23,23,23,23,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,03,GEN ED,-,-,-,5,135,27,26,28,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,03,G&T,-,-,-,1,27,27,27,27,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,04,GEN ED,-,-,-,4,113,28.3,28,29,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,04,G&T,-,-,-,1,25,25,25,25,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,05,GEN ED,-,-,-,4,114,28.5,28,29,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,05,G&T,-,-,-,1,27,27,27,27,ATS
K,20,K204,P.S. 204 VINCE LOMBARDI,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12,ATS
K,20,K205,P.S. 205 CLARION,0K,GEN ED,-,-,-,6,130,21.7,21,23,ATS
K,20,K205,P.S. 205 CLARION,01,GEN ED,-,-,-,6,108,18,17,20,ATS
K,20,K205,P.S. 205 CLARION,02,GEN ED,-,-,-,5,129,25.8,24,28,ATS
K,20,K205,P.S. 205 CLARION,03,GEN ED,-,-,-,5,118,23.6,22,25,ATS
K,20,K205,P.S. 205 CLARION,04,GEN ED,-,-,-,4,113,28.3,28,29,ATS
K,20,K205,P.S. 205 CLARION,05,GEN ED,-,-,-,5,118,23.6,21,26,ATS
K,20,K205,P.S. 205 CLARION,0K-09,SPEC ED,-,-,12:1:1,16,131,8.2,4,12,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,06,GEN ED,-,-,-,11,271,24.6,18,29,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,06,CTT,-,-,-,2,52,26,25,27,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,06,G&T,-,-,-,1,34,34,34,34,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,07,GEN ED,-,-,-,14,351,25.1,19,30,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,07,CTT,-,-,-,1,30,30,30,30,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,08,GEN ED,-,-,-,14,388,27.7,22,30,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,08,CTT,-,-,-,1,30,30,30,30,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,08,G&T,-,-,-,1,26,26,26,26,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,0K-09,SPEC ED,-,-,12:1:1,3,31,10.3,12,12,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,MS CORE,GEN ED,ENGLISH,-,-,35,950,27.1,20,33,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,MS CORE,GEN ED,SOCIAL STUDIES,-,-,49,1240,25.3,7,34,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,MS CORE,GEN ED,SCIENCE,-,-,49,1240,25.3,7,34,ATS
K,20,K220,J.H.S. 220 JOHN J. PERSHING,MS CORE,GEN ED,MATH,-,-,49,1240,25.3,7,34,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,06,GEN ED,-,-,-,8,123,15.4,12,22,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,06,CTT,-,-,-,1,19,19,19,19,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,07,GEN ED,-,-,-,7,153,21.9,17,24,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,07,CTT,-,-,-,1,30,30,30,30,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,08,GEN ED,-,-,-,8,174,21.8,15,25,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,08,CTT,-,-,-,2,47,23.5,22,25,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,0K-09,SPEC ED,-,-,12:1,4,39,9.8,7,12,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,0K-09,SPEC ED,-,-,12:1:1,2,15,7.5,7,12,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,MS CORE,GEN ED,ENGLISH,-,-,37,505,13.6,5,28,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,MS CORE,GEN ED,SOCIAL STUDIES,-,-,30,572,19.1,5,30,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,MS CORE,GEN ED,SCIENCE,-,-,32,603,18.8,5,30,ATS
K,20,K223,J.H.S. 223 THE MONTAUK,MS CORE,GEN ED,MATH,-,-,38,694,18.3,5,30,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,06,GEN ED,-,-,-,11,297,27,25,29,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,06,CTT,-,-,-,2,40,20,20,20,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,06,G&T,-,-,-,2,50,25,25,25,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,07,GEN ED,-,-,-,13,362,27.8,24,30,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,07,CTT,-,-,-,2,43,21.5,20,23,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,08,GEN ED,-,-,-,13,390,30,30,30,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,08,CTT,-,-,-,1,28,28,28,28,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,08,G&T,-,-,-,1,30,30,30,30,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,0K-09,SPEC ED,-,-,12:1,3,36,12,12,12,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,0K-09,SPEC ED,-,-,12:1:1,5,49,9.8,12,12,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,MS CORE,GEN ED,ENGLISH,-,-,57,1538,27,8,31,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,MS CORE,GEN ED,SOCIAL STUDIES,-,-,48,1291,26.9,8,31,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,MS CORE,GEN ED,SCIENCE,-,-,48,1290,26.9,8,31,ATS
K,20,K227,J.H.S. 227 EDWARD B. SHALLOW,MS CORE,GEN ED,MATH,-,-,48,1290,26.9,8,32,ATS
K,20,K229,P.S. 229 DYKER,0K,GEN ED,-,-,-,3,96,32,32,32,ATS
K,20,K229,P.S. 229 DYKER,0K,G&T,-,-,-,1,27,27,27,27,ATS
K,20,K229,P.S. 229 DYKER,01,GEN ED,-,-,-,3,79,26.3,26,27,ATS
K,20,K229,P.S. 229 DYKER,01,G&T,-,-,-,1,25,25,25,25,ATS
K,20,K229,P.S. 229 DYKER,02,GEN ED,-,-,-,3,76,25.3,20,28,ATS
K,20,K229,P.S. 229 DYKER,02,G&T,-,-,-,1,24,24,24,24,ATS
K,20,K229,P.S. 229 DYKER,03,GEN ED,-,-,-,3,80,26.7,26,28,ATS
K,20,K229,P.S. 229 DYKER,03,G&T,-,-,-,1,25,25,25,25,ATS
K,20,K229,P.S. 229 DYKER,04,GEN ED,-,-,-,3,83,27.7,14,35,ATS
K,20,K229,P.S. 229 DYKER,04,G&T,-,-,-,1,30,30,30,30,ATS
K,20,K229,P.S. 229 DYKER,05,GEN ED,-,-,-,2,71,35.5,35,36,ATS
K,20,K229,P.S. 229 DYKER,05,G&T,-,-,-,1,33,33,33,33,ATS
K,20,K229,P.S. 229 DYKER,0K-09,SPEC ED,-,-,12:1:1,1,11,11,11,11,ATS
K,20,K247,P.S. 247 BROOKLYN,0K,GEN ED,-,-,-,5,116,23.2,22,24,ATS
K,20,K247,P.S. 247 BROOKLYN,01,GEN ED,-,-,-,5,95,19,18,20,ATS
K,20,K247,P.S. 247 BROOKLYN,02,GEN ED,-,-,-,5,89,17.8,16,20,ATS
K,20,K247,P.S. 247 BROOKLYN,03,GEN ED,-,-,-,5,97,19.4,18,21,ATS
K,20,K247,P.S. 247 BROOKLYN,04,GEN ED,-,-,-,4,91,22.8,22,23,ATS
K,20,K247,P.S. 247 BROOKLYN,04,CTT,-,-,-,1,22,22,22,22,ATS
K,20,K247,P.S. 247 BROOKLYN,05,GEN ED,-,-,-,4,90,22.5,22,23,ATS
K,20,K247,P.S. 247 BROOKLYN,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,06,GEN ED,-,-,-,10,294,29.4,28,30,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,06,CTT,-,-,-,1,27,27,27,27,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,06,G&T,-,-,-,4,102,25.5,25,26,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,07,GEN ED,-,-,-,11,309,28.1,22,30,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,07,CTT,-,-,-,1,28,28,28,28,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,07,G&T,-,-,-,4,114,28.5,26,30,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,08,GEN ED,-,-,-,11,330,30,28,31,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,08,CTT,-,-,-,1,28,28,28,28,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,08,G&T,-,-,-,4,119,29.8,29,30,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,0K-09,SPEC ED,-,-,12:1,3,36,12,12,12,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,MS CORE,GEN ED,ENGLISH,-,-,51,1350,26.5,5,32,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,MS CORE,GEN ED,SOCIAL STUDIES,-,-,47,1358,28.9,24,32,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,MS CORE,GEN ED,SCIENCE,-,-,47,1358,28.9,24,32,ATS
K,20,K259,J.H.S. 259 WILLIAM MCKINLEY,MS CORE,GEN ED,MATH,-,-,47,1358,28.9,24,32,ATS
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,17,474,27.9,10,35,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,20,538,26.9,13,35,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,20,546,27.3,15,35,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,23,590,25.7,10,34,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,ENGLISH,MATCHED SECTIONS,-,-10,-156,-,-,-,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 9,-,2,23,11.5,10,13,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 10,-,2,25,12.5,12,13,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 11,-,2,20,10,10,10,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 12,-,1,13,13,13,13,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 9,-,3,28,9.3,7,14,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 10,-,3,39,13,7,16,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 11,-,2,23,11.5,11,12,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,ENGLISH,ENGLISH 12,-,2,15,7.5,5,10,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,23,644,28,14,38,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,24,659,27.5,10,36,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,25,680,27.2,13,36,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,22,625,28.4,11,35,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,1,31,31,31,31,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,MATCHED SECTIONS,-,-10,-132,-,-,-,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,2,23,11.5,11,12,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,26,13,12,14,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,1,10,10,10,10,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,US GOVERNMENT,-,1,13,13,13,13,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,4,47,11.8,7,14,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,4,53,13.3,10,16,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US HISTORY,-,2,27,13.5,13,14,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,SOCIAL STUDIES,US GOVERNMENT,-,2,20,10,5,15,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,31,738,23.8,11,35,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,40,1062,26.6,10,34,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,20,541,27.1,13,35,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,7,276,39.4,29,93,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,SCIENCE,MATCHED SECTIONS,-,-16,-226,-,-,-,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,2,22,11,11,11,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,SCIENCE,EARTH SCIENCE,-,1,15,15,15,15,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,SCIENCE,CHEMISTRY,-,1,10,10,10,10,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,-,5,100,20,9,45,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,SCIENCE,EARTH SCIENCE,-,1,18,18,18,18,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,MATH,MATH A,-,9,241,26.8,12,33,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,MATH,MATH B,-,28,678,24.2,10,34,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,43,1164,27.1,12,37,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,6,172,28.7,24,33,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,GEN ED,MATH,MATCHED SECTIONS,-,-2,-17,-,-,-,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,MATH,ALGEBRA,-,3,34,11.3,10,13,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,MATH,MATH A,-,2,11,5.5,5,6,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,MATH,MATH B,-,2,25,12.5,10,15,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,SPEC ED,MATH,ALGEBRA,-,8,100,12.5,7,16,HSST
K,20,K445,NEW UTRECHT HIGH SCHOOL,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,19,531,-,-,-,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,7,201,28.7,23,33,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,8,249,31.1,25,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,8,229,28.6,23,33,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,8,206,25.8,18,32,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,ENGLISH,ENGLISH 9,-,3,96,32,29,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,ENGLISH,ENGLISH 10,-,2,66,33,32,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,ENGLISH,ENGLISH 11,-,2,60,30,30,30,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,ENGLISH,ENGLISH 12,-,1,27,27,27,27,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,ENGLISH,ENGLISH 9,-,1,7,7,7,7,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,ENGLISH,ENGLISH 10,-,1,15,15,15,15,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,ENGLISH,ENGLISH 11,-,1,10,10,10,10,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,ENGLISH,ENGLISH 12,-,1,13,13,13,13,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,7,205,29.3,23,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,8,255,31.9,25,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,8,230,28.8,23,33,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,2,42,21,15,27,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,7,206,29.4,23,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,3,99,33,32,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,64,32,31,33,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,SOCIAL STUDIES,US HISTORY,-,2,61,30.5,30,31,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,SOCIAL STUDIES,US GOVERNMENT,-,1,30,30,30,30,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,2,14,7,7,7,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,30,15,15,15,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,SOCIAL STUDIES,US HISTORY,-,1,11,11,11,11,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,SOCIAL STUDIES,US GOVERNMENT,-,1,11,11,11,11,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,24,614,25.6,14,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,12,318,26.5,12,33,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SCIENCE,CHEMISTRY,-,16,430,26.9,20,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SCIENCE,PHYSICS,-,17,451,26.5,16,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,SCIENCE,MATCHED SECTIONS,-,-4,-29,-,-,-,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,2,57,28.5,28,29,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,SCIENCE,EARTH SCIENCE,-,2,63,31.5,29,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,SCIENCE,PHYSICS,-,3,94,31.3,28,33,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,SCIENCE,LIVING ENVIRONMENT,-,9,86,9.6,6,15,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,MATH,MATH A,-,4,103,25.8,23,28,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,MATH,MATH B,-,10,297,29.7,23,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,MATH,ALGEBRA,-,11,322,29.3,26,33,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,GEN ED,MATH,GEOMETRY,-,9,281,31.2,29,34,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,MATH,ALGEBRA,-,1,32,32,32,32,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,SPEC ED,MATH,ALGEBRA,-,3,27,9,7,11,HSST
K,20,K485,HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOL,09-12,CTT,ALL SUBJECTS,ASSUMED TEAM TEACHING,-,2,29,-,-,-,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,31,756,24.4,10,34,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,30,875,29.2,11,34,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,25,728,29.1,10,34,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,32,895,28,13,34,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,-,1,34,34,34,34,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,ENGLISH,MATCHED SECTIONS,-,-8,-124,-,-,-,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,41,950,23.2,12,34,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,46,1168,25.4,10,35,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,35,924,26.4,12,34,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,19,529,27.8,15,34,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,15,379,25.3,15,34,HSST
K,20,K490,FORT HAMILTON HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,-,2,64,32,31,33,HSST
