DBN,Grade,Year,Demographic,Number Tested,Mean Scale Score,Num Level 1,Pct Level 1,Num Level 2,Pct Level 2,Num Level 3,Pct Level 3,Num Level 4,Pct Level 4,Num Level 3 and 4,Pct Level 3 and 4
84X346,4,2011,All Students,51,674,2,3.9,15,29.4,34,66.7,0,0,34,66.7
84X346,4,2012,All Students,43,693,0,0,3,7,36,83.7,4,9.3,40,93
84X346,5,2011,All Students,29,678,1,3.4,4,13.8,21,72.4,3,10.3,24,82.8
84X346,5,2012,All Students,35,682,0,0,4,11.4,30,85.7,1,2.9,31,88.6
84X346,All Grades,2009,All Students,42,,0,0,6,14.3,34,81,2,4.8,36,85.7
84X346,All Grades,2010,All Students,93,,2,2.2,45,48.4,42,45.2,4,4.3,46,49.5
84X346,All Grades,2011,All Students,133,672,3,2.3,38,28.6,89,66.9,3,2.3,92,69.2
84X346,All Grades,2012,All Students,125,684,0,0,12,9.6,103,82.4,10,8,113,90.4
84X378,3,2009,All Students,26,703,0,0,0,0,14,53.8,12,46.2,26,100
84X378,3,2010,All Students,33,684,0,0,0,0,21,63.6,12,36.4,33,100
84X378,3,2011,All Students,29,680,0,0,2,6.9,24,82.8,3,10.3,27,93.1
84X378,3,2012,All Students,34,680,0,0,1,2.9,29,85.3,4,11.8,33,97.1
84X378,4,2010,All Students,25,675,0,0,11,44,14,56,0,0,14,56
84X378,4,2011,All Students,34,683,0,0,7,20.6,26,76.5,1,2.9,27,79.4
84X378,4,2012,All Students,30,702,0,0,0,0,25,83.3,5,16.7,30,100
84X378,5,2011,All Students,35,676,0,0,6,17.1,28,80,1,2.9,29,82.9
84X378,5,2012,All Students,35,678,0,0,1,2.9,33,94.3,1,2.9,34,97.1
84X378,6,2012,All Students,32,674,0,0,3,9.4,27,84.4,2,6.3,29,90.6
84X378,All Grades,2009,All Students,26,,0,0,0,0,14,53.8,12,46.2,26,100
84X378,All Grades,2010,All Students,58,,0,0,11,19,35,60.3,12,20.7,47,81
84X378,All Grades,2011,All Students,98,679,0,0,15,15.3,78,79.6,5,5.1,83,84.7
84X378,All Grades,2012,All Students,131,683,0,0,5,3.8,114,87,12,9.2,126,96.2
84X389,3,2011,All Students,47,659,6,12.8,22,46.8,18,38.3,1,2.1,19,40.4
84X389,3,2012,All Students,45,668,0,0,18,40,26,57.8,1,2.2,27,60
84X389,4,2012,All Students,47,675,1,2.1,18,38.3,28,59.6,0,0,28,59.6
84X389,All Grades,2011,All Students,47,659,6,12.8,22,46.8,18,38.3,1,2.1,19,40.4
84X389,All Grades,2012,All Students,92,672,1,1.1,36,39.1,54,58.7,1,1.1,55,59.8
84X394,3,2011,All Students,42,652,15,35.7,16,38.1,11,26.2,0,0,11,26.2
84X394,3,2012,All Students,42,655,9,21.4,19,45.2,14,33.3,0,0,14,33.3
84X394,4,2012,All Students,39,652,11,28.2,20,51.3,8,20.5,0,0,8,20.5
84X394,All Grades,2011,All Students,42,652,15,35.7,16,38.1,11,26.2,0,0,11,26.2
84X394,All Grades,2012,All Students,81,653,20,24.7,39,48.1,22,27.2,0,0,22,27.2
84X398,3,2011,All Students,51,657,9,17.6,27,52.9,14,27.5,1,2,15,29.4
84X398,3,2012,All Students,50,657,9,18,22,44,18,36,1,2,19,38
84X398,4,2012,All Students,50,663,6,12,24,48,20,40,0,0,20,40
84X398,All Grades,2011,All Students,51,657,9,17.6,27,52.9,14,27.5,1,2,15,29.4
84X398,All Grades,2012,All Students,100,660,15,15,46,46,38,38,1,1,39,39
84X407,3,2007,All Students,59,651,6,10.2,24,40.7,29,49.2,0,0,29,49.2
84X407,3,2008,All Students,63,666,0,0,23,36.5,33,52.4,7,11.1,40,63.5
84X407,3,2009,All Students,66,653,1,1.5,26,39.4,38,57.6,1,1.5,39,59.1
84X407,3,2010,All Students,66,663,8,12.1,30,45.5,20,30.3,8,12.1,28,42.4
84X407,3,2011,All Students,70,663,5,7.1,33,47.1,31,44.3,1,1.4,32,45.7
84X407,3,2012,All Students,72,661,10,13.9,25,34.7,37,51.4,0,0,37,51.4
84X407,4,2008,All Students,62,658,1,1.6,24,38.7,36,58.1,1,1.6,37,59.7
84X407,4,2009,All Students,65,672,0,0,7,10.8,58,89.2,0,0,58,89.2
84X407,4,2010,All Students,65,660,6,9.2,41,63.1,17,26.2,1,1.5,18,27.7
84X407,4,2011,All Students,72,662,7,9.7,38,52.8,27,37.5,0,0,27,37.5
84X407,4,2012,All Students,70,673,1,1.4,30,42.9,39,55.7,0,0,39,55.7
84X407,5,2009,All Students,53,663,0,0,14,26.4,38,71.7,1,1.9,39,73.6
